id,lang,text,author_id,conversation_id,created_at,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.551963428876853e+18,en,Optimize scraping by checking if data doesn't change https://t.co/hSMnqQpm8k #github #TypeScript #JavaScript #CSS #Shell,1.078992647933448e+18,1.551963428876853e+18,2022-07-26 16:11:30,1,0,1,0,Optimize scraping by checking if data doesn't change https://t.co/hSMnqQpm8k #github #TypeScript #JavaScript #CSS #Shell,0.0,0.0
1.551963332835365e+18,id,"@NarasiNewsroom Internet ae belum rata di seluruh Indonesia dah nambah masalah ae tuh bayangkan nanti di roasting warga satu negara apakah akan kena mental nantinya kita saksikan bersama

Btw jangan lupa pake vpn setiap hari daripada dicolong data nya sama kominfo :D",1.397199689158742e+18,1.551057617354535e+18,2022-07-26 16:11:07,0,0,0,0,"@Narasinewsroom internet AE has not been flat in all of Indonesia and add a problem to imagine later in the roasting of residents of one country whether we will be mentally witnessed together

Btw don't forget to use VPN every day rather than being classified by the data with the Ministry of Communication and Information: D",0.21875,0.33125
1.551960548509909e+18,id,Anehnya masih ada saja masyarakat hingga politisi yang malah membela platform digital yang tak taat aturan tersebut. Per hari ini sudah hamper 5000 orang yang menandatangani petisi untuk menolak aturan Kominfo @kemkominfo @PlateJohnny https://t.co/L3GAwAJpjT,1.381618304184246e+18,1.551960548509909e+18,2022-07-26 16:00:03,0,0,1,0,"Strangely there are still people to politicians who actually defend the digital platform that does not obey the rules. As of today, 5000 people have signed the petition to reject the rules of Kominfo @kemkominfo @platejohnny https://t.co/l3gawajpjt",-0.01666666666666667,0.08333333333333333
1.551958830883344e+18,id,"Mobile Legends Adventure dan Bang Bang terlihat sudah mendapat penerbitan PSE pada 17 Juli 2022. Sementara itu, sudah ada 5.701 PSE domestik yang telah terdaftar oleh Kominfo @kemkominfo @PlateJohnny https://t.co/HP7LOLinc7",1.381618304184246e+18,1.551958830883344e+18,2022-07-26 15:53:13,0,0,0,0,"Mobile Legends Adventure and Bang Bang are seen to have received PSE issuance on July 17, 2022. Meanwhile, there are already 5,701 domestic PSEs that have been registered by Kominfo @kemkominfo @platejohnny https://t.co/hp7lolinc7",0.0,0.1
1.551958675358487e+18,id,Kominfo memiliki peraturan yang tertuang dalam Peraturan Menteri Komunikasi dan Informatika Nomor 5 Tahun 2020 tentang Penyelenggara Sistem Elektronik (PSE) Lingkup Privat @kemkominfo @PlateJohnny https://t.co/SrdqrCUV7m,1.381618304184246e+18,1.551958675358487e+18,2022-07-26 15:52:36,0,0,0,0,Kominfo has a regulation contained in the Minister of Communication and Information Regulation Number 5 of 2020 concerning the Organizer of the Electronic System (PSE) Private Scope @kemkominfo @platejohnny https://t.co/srdqrcuv7m,0.0,0.375
1.551958270121693e+18,id,"Kementerian Komunikasi dan Informatika (Kominfo) telah merekapitulasi 100 Penyelenggara Sistem Elektronik (PSE) terbesar yang belum mendaftar sebagai PSE
@kemkominfo
@PlateJohnny 

https://t.co/jFuGgYjntI",14934218.0,1.551958270121693e+18,2022-07-26 15:51:00,0,0,0,0,"The Ministry of Communication and Information (Kominfo) has recapitulated the 100 largest electronic system (PSE) organizers who have not registered as PSE
@kemkominfo
@Platejohnny

https://t.co/jfuggyjnti",0.0,0.0
1.551958113346916e+18,id,"Kementerian Komunikasi dan Informatika (Kominfo) telah merekapitulasi 100 Penyelenggara Sistem Elektronik (PSE) terbesar yang belum mendaftar sebagai PSE
@kemkominfo
@PlateJohnny 

https://t.co/aHTs6iBjiJ",585736635.0,1.551958113346916e+18,2022-07-26 15:50:22,0,0,0,0,"The Ministry of Communication and Information (Kominfo) has recapitulated the 100 largest electronic system (PSE) organizers who have not registered as PSE
@kemkominfo
@Platejohnny

https://t.co/ahts6ibjij",0.0,0.0
1.551958004915876e+18,id,"Kementerian Komunikasi dan Informatika (Kominfo) telah merekapitulasi 100 Penyelenggara Sistem Elektronik (PSE) terbesar yang belum mendaftar sebagai PSE
@kemkominfo
@PlateJohnny 

https://t.co/isJOWUowXP",1461159312.0,1.551958004915876e+18,2022-07-26 15:49:57,0,0,0,0,"The Ministry of Communication and Information (Kominfo) has recapitulated the 100 largest electronic system (PSE) organizers who have not registered as PSE
@kemkominfo
@Platejohnny

https://t.co/isjowuowxp",0.0,0.0
1.551957978538209e+18,id,"Kominfo berharap operasi komersil satelit  September 2023

@PlateJohnny
@kemkominfo https://t.co/WnZqJQrdFV",2352745627.0,1.551957978538209e+18,2022-07-26 15:49:50,0,0,0,0,"Kominfo hopes that Satellite Commercial Operation September 2023

@Platejohnny
@kemkominfo https://t.co/wnzqjqrdfv",0.0,0.0
1.551957902206058e+18,id,"Kementerian Komunikasi dan Informatika (Kominfo) telah merekapitulasi 100 Penyelenggara Sistem Elektronik (PSE) terbesar yang belum mendaftar sebagai PSE
@kemkominfo
@PlateJohnny 

https://t.co/oh54swv3OJ",7.191218143042028e+17,1.551957902206058e+18,2022-07-26 15:49:32,0,0,0,0,"The Ministry of Communication and Information (Kominfo) has recapitulated the 100 largest electronic system (PSE) organizers who have not registered as PSE
@kemkominfo
@Platejohnny

https://t.co/OH54SWV3OJ",0.0,0.0
1.551957814964146e+18,id,Kadis Kominfo Muba Audensi Dengan GM Telekomunikasi Tbk Wilayah Sumsel https://t.co/zr5lJt7LcJ https://t.co/uDzvuhMZDb,7.321133566439588e+17,1.551957814964146e+18,2022-07-26 15:49:11,0,0,0,0,Kadis Kominfo Muba Audience with GM Telekomunikasi Tbk South Sumatra Region https://t.co/zr5ljt7lcj https://t.co/udzvuhmzdb,0.0,0.0
1.551957735586931e+18,id,Peserta juga nantinya akan mendapatkan E-sertifikat langsung dari Kementerian Kominfo dan E- Money untuk 10 orang @kemkominfo @PlateJohnny https://t.co/cQNKqMD6LP,1.381618304184246e+18,1.551957735586931e+18,2022-07-26 15:48:52,0,0,0,0,Participants will also later get an e-certificate directly from the Ministry of Communication and Information and E-Money for 10 people @kemkominfo @platejohnny https://t.co/cqnkqmd6lp,0.05,0.2
1.551957482255184e+18,id,"@Gahyebn @sohibnabi @YAOIBASERP ih apaansih so imut, generalisasi banget kayak gini apa kata kominfo coba",2166363794.0,1.551872059797811e+18,2022-07-26 15:47:52,0,0,0,0,"@Gahyebn @sohyibnabi @yaoibaserp what is so cute, really generalization like this, what Kominfo said, try",0.35,0.6
1.55195674158302e+18,id,"Kementerian Kominfo akan memblokir situs-situs yang menyediakan slot judi online tersebut. Kominfo akan gunakan sistem pengawasan terbaru yang disebut surveillance system, teknologi ini dapat membaca alfabet dan numerik.
@kemkominfo
@PlateJohnny 

https://t.co/ThYfuGHQVl",14934218.0,1.55195674158302e+18,2022-07-26 15:44:55,0,0,0,0,"The Ministry of Communication and Information will block sites that provide online gambling slots. The Ministry of Communication and Information will use the latest supervisory system called the Surveillance System, this technology can read the alphabet and numeric.
@kemkominfo
@Platejohnny

https://t.co/thyfughqvl",0.5,0.9
1.551956581184864e+18,id,"Kementerian Kominfo akan memblokir situs-situs yang menyediakan slot judi online tersebut. Kominfo akan gunakan sistem pengawasan terbaru yang disebut surveillance system, teknologi ini dapat membaca alfabet dan numerik.
@kemkominfo
@PlateJohnny 

https://t.co/GfpCIwXFyR",585736635.0,1.551956581184864e+18,2022-07-26 15:44:17,0,0,0,0,"The Ministry of Communication and Information will block sites that provide online gambling slots. The Ministry of Communication and Information will use the latest supervisory system called the Surveillance System, this technology can read the alphabet and numeric.
@kemkominfo
@Platejohnny

https://t.co/gfpciwxfyr",0.5,0.9
1.551956467766292e+18,id,"Kementerian Kominfo akan memblokir situs-situs yang menyediakan slot judi online tersebut. Kominfo akan gunakan sistem pengawasan terbaru yang disebut surveillance system, teknologi ini dapat membaca alfabet dan numerik.
@kemkominfo
@PlateJohnny 

https://t.co/ZPmF4y9FZk",1461159312.0,1.551956467766292e+18,2022-07-26 15:43:50,0,0,0,0,"The Ministry of Communication and Information will block sites that provide online gambling slots. The Ministry of Communication and Information will use the latest supervisory system called the Surveillance System, this technology can read the alphabet and numeric.
@kemkominfo
@Platejohnny

https://t.co/zpmf4y9fzk",0.5,0.9
1.551956362862957e+18,id,"Kementerian Kominfo akan memblokir situs-situs yang menyediakan slot judi online tersebut. Kominfo akan gunakan sistem pengawasan terbaru yang disebut surveillance system, teknologi ini dapat membaca alfabet dan numerik.
@kemkominfo
@PlateJohnny 

https://t.co/MlTNpbhi7B",7.191218143042028e+17,1.551956362862957e+18,2022-07-26 15:43:25,0,0,0,0,"The Ministry of Communication and Information will block sites that provide online gambling slots. The Ministry of Communication and Information will use the latest supervisory system called the Surveillance System, this technology can read the alphabet and numeric.
@kemkominfo
@Platejohnny

https://t.co/mltnpbhi7b",0.5,0.9
1.551955276810465e+18,id,"Masyarakat perlu dalam mengakses, mencari, dan memanfaatkan setiap data dan informasi yang diterima dan didistribusikan ke berbagai platform digital yang dimilikinya.

Pengunaan Internet Makin Bebas, Kominfo: Saring Informasi dengan Baik
@kemkominfo 
 https://t.co/5YUr6Yh2yK",1461159312.0,1.551955276810465e+18,2022-07-26 15:39:06,0,0,0,0,"The community needs to be in accessing, searching, and utilizing every data and information received and distributed to various digital platforms they have.

The use of the internet is increasingly free, Kominfo: Filter information well
@kemkominfo
 https://t.co/5yur6yh2yk",0.1333333333333333,0.4333333333333333
1.55195502814312e+18,id,"Masyarakat perlu dalam mengakses, mencari, dan memanfaatkan setiap data dan informasi yang diterima dan didistribusikan ke berbagai platform digital yang dimilikinya.

Pengunaan Internet Makin Bebas, Kominfo: Saring Informasi dengan Baik
@kemkominfo 
 https://t.co/6BDxJczCdD",14934218.0,1.55195502814312e+18,2022-07-26 15:38:07,0,0,0,0,"The community needs to be in accessing, searching, and utilizing every data and information received and distributed to various digital platforms they have.

The use of the internet is increasingly free, Kominfo: Filter information well
@kemkominfo
 https://t.co/6bdxjczcdd",0.1333333333333333,0.4333333333333333
1.551954891840844e+18,id,"Masyarakat perlu dalam mengakses, mencari, dan memanfaatkan setiap data dan informasi yang diterima dan didistribusikan ke berbagai platform digital yang dimilikinya.

Pengunaan Internet Makin Bebas, Kominfo: Saring Informasi dengan Baik
@kemkominfo 
 https://t.co/qw6zNDisSz",585736635.0,1.551954891840844e+18,2022-07-26 15:37:34,0,0,0,0,"The community needs to be in accessing, searching, and utilizing every data and information received and distributed to various digital platforms they have.

The use of the internet is increasingly free, Kominfo: Filter information well
@kemkominfo
 https://t.co/qw6zndissz",0.1333333333333333,0.4333333333333333
1.551954758424236e+18,id,"Masyarakat perlu dalam mengakses, mencari, dan memanfaatkan setiap data dan informasi yang diterima dan didistribusikan ke berbagai platform digital yang dimilikinya.

Pengunaan Internet Makin Bebas, Kominfo: Saring Informasi dengan Baik
@kemkominfo 
 https://t.co/0J9ZcjqDgW",7.191218143042028e+17,1.551954758424236e+18,2022-07-26 15:37:02,0,0,0,0,"The community needs to be in accessing, searching, and utilizing every data and information received and distributed to various digital platforms they have.

The use of the internet is increasingly free, Kominfo: Filter information well
@kemkominfo
 https://t.co/0j9zcjqdgw",0.1333333333333333,0.4333333333333333
1.551954561740333e+18,id,@waduuhan @drf_13 @S_AshelJKT48 daripada penuh kominfo,384174352.0,1.551933295054692e+18,2022-07-26 15:36:16,0,1,0,0,@waduuhan @drf_13 @s_asheljkt48 instead,0.0,0.0
1.551953746724557e+18,id,"Hadiri Jatim Kominfo Festival, Diskominfosan Situbondo Perkenalkan Kendaraan LED Videotron Hasil DBHCHT https://t.co/12yZBg4XD5",4110696072.0,1.551953746724557e+18,2022-07-26 15:33:01,0,0,0,0,"Attend Jatim Kominfo Festival, Diskominfosan Situbondo Introducing LED Videotron Vehicles Results of DBHCHT https://t.co/12yzbg4xd5",0.0,0.0
1.551952659606712e+18,id,"#FREE #DOORPRIZE 🥳🥳🥳
Simak bersama dalam #Diskusi Virtual
“Sosialisasi #AnalogSwitchOff dan #Seremoni Penyerahan #SetTopBox Kementerian Komunikasi dan Informatika bersama Komisi I #DPR RI” 
💙💛 https://t.co/9rrB3TIS7z
#Kominfo
#TVDigital
#BersihJernihCanggih",1.370609130373718e+18,1.551952659606712e+18,2022-07-26 15:28:42,0,0,1,0,"#Free #doorprize 🥳🥳🥳
Check out together in #Discussion Virtual
""Socialization of #analogswitchoff and #Seremony Submission #Settopbox Ministry of Communication and Information with Commission I #DPR RI""
💙💛 https://t.co/9rrb3tis7z
#Kominfo
#Tvdigital
#Bersihjernihcan",0.4,0.8
1.551951753792594e+18,id,[askrl] steam sama epic games udah daftar pse kominfo belum ya?,1.197225394866282e+18,1.551951753792594e+18,2022-07-26 15:25:06,0,0,0,0,[Askrl] Steam and Epic Games Have you registered PSE Kominfo yet?,0.1,0.4
1.551951628542317e+18,id,"Sejumlah aplikasi dari perusahaan teknologi yang mungkin sering kamu gunakan akhirnya terdaftar di Kominfo.

Coba cek masih ada aplikasi andalan kamu yang belum terdaftar? 

di web berikut https://t.co/CZXWmUqATx 

#AktivitasTanpaBatas 
#InternetnyaIndonesia https://t.co/rFJdfi4oji",397675746.0,1.551951628542317e+18,2022-07-26 15:24:36,0,0,0,0,"A number of applications from technology companies that you might often use are finally registered with the Ministry of Communication and Information.

Try to check that there is still your flagship application that has not been registered?

on the following web https://t.co/czxwmuqatx

#Tastanpabatasaktas
#Internetnyindonesia https://t.co/rfjdfi4oji",0.0,0.55
1.551950909500199e+18,id,"Kominfo  sebagai salah satu juru bicara pemerintah turut mengambil bagian pada pelaksanaan Hari Anak Nasional 2022 dengan menyelenggarakan dialog interaktif.

@PlateJohnny 
@kemkominfo https://t.co/vK2jLxuFNE",2495710832.0,1.551950909500199e+18,2022-07-26 15:21:45,0,0,1,0,"Kominfo as one of the government spokespersons also took part in the implementation of the 2022 National Children's Day by holding an interactive dialogue.

@Platejohnny
@kemkominfo https://t.co/vk2jlxufne",0.0,0.0
1.551945777861501e+18,id,"Lewat Aturan PSE, Kominfo Bisa Intip Percakapan Whatsapp dan Gmail https://t.co/ATwOAJoseJ",8.814713787754496e+17,1.551945777861501e+18,2022-07-26 15:01:21,0,0,0,0,"Through PSE rules, Kominfo can take a peek at WhatsApp and Gmail conversations https://t.co/atwoajosej",0.0,0.0
1.551945279733395e+18,id,"RAKORD OPS AMAN SURO 2022

Kapolres Magetan menghadiri kegiatan Rakor Eksternal Ops Aman Suro 2022 dalam rangka pengamanan giat masyarakat pada bulan Muharram / Suro 1444 H bertempat di Gedung GCOI Kominfo Kota Madiun dalam rangka Harkamtibmas

@humaspoldajatim 
@divisihumaspolri https://t.co/HOrL0YTlUO",1.31239991726923e+18,1.551945279733395e+18,2022-07-26 14:59:23,0,0,0,0,"Rakord Ops Safe Suro 2022

The Magetan Police Chief attended the External Coordination Meeting of Ops Aman Suro 2022 in the context of security of the community in the month of Muharram / Suro 1444 H at the GCOI Kominfo Building, Madiun City in the framework of Harkamtibmas

@humaspoldajatim
@divisihumaspolri https://t.co/horl0ytluo",0.25,0.3
1.551942649212731e+18,id,"Lewat Aturan PSE, Kominfo Bisa Intip Percakapan Whatsapp dan Gmail https://t.co/eudM7suHTx",1829416813.0,1.551942649212731e+18,2022-07-26 14:48:55,0,0,0,0,"Through PSE rules, Kominfo can take a peek at WhatsApp and Gmail conversations https://t.co/eudm7suhtx",0.0,0.0
1.551942570091385e+18,id,"kalo ga salah Privacy Policy di bbrp layanan dah terlanjur pada nulis buat ""melindungi data pengguna"" dan bahkan karyawan sendiri ga ada ijin akses, tapi Kominfo malah minta akses 😅

tapi asal ga ngeganggu atau data bocor, dan nanti enggak disalahgunakan, aku ok ok aja sih 🤔 https://t.co/tpas9tv6U8",156857517.0,1.551942570091385e+18,2022-07-26 14:48:37,0,0,0,1,"If I'm not mistaken, privacy policy in some services has already been written to ""protect user data"" and even employees themselves have no access permission, but Kominfo instead asks for access 😅

but as long as it doesn't disturb or leak data, and later it will not be misused, I'm ok ok 🤔 https://t.co/tpas9tv6u8",0.2375,0.35
1.551942176413663e+18,id,"@kominfo_jtg @ganjarpranowo Entah kanapa.... Otak gue nyerempet"" modus esmka. 

😐",1131285223.0,1.551733494690198e+18,2022-07-26 14:47:03,0,0,0,0,"@kominfo_jtg @ganjarpranowo I don't know why ... my brain is glowing ""ESMKA mode.

😐",0.0,0.0
1.55194089143443e+18,id,@brttransjateng @ganjarpranowo @provjateng @kominfo_jtg @perhubunganjtg Minta halte dong di sekolah sekolah kendal-mangkang,255569534.0,1.550767036380611e+18,2022-07-26 14:41:56,0,0,0,0,@brttransjateng @ganjarpranowo @provjateng @kominfo_jtg @perhubunganjtg asking the stop at Kendal-Mangkang School,0.0,0.0
1.551938558466085e+18,id,"https://t.co/DNomQgED5p

anjenggggg https://t.co/EZvdidr7cr",1.247161094902141e+18,1.551937947196596e+18,2022-07-26 14:32:40,0,1,0,0,"https://t.co/dnomqged5p

Anjengggg https://t.co/ezvdidr7cr",0.0,0.0
1.551938440702431e+18,id,@wiindylukita event kominfo nih enteee ngantooor bukan weekend nih wkwk,146805894.0,1.551902187709534e+18,2022-07-26 14:32:12,0,1,0,0,"@wiIndylukita Event Kominfo here, Enteee Ngantooor is not a weekend, wkwk",0.0,0.0
1.55193834812987e+18,id,"KOMINFO TINJAU PROGRES PEMBUATAN SATELIT DI BOEING DAN SPACEX

@kemkominfo @PlateJohnny https://t.co/yG3RYkSU20",1.549753130925302e+18,1.55193834812987e+18,2022-07-26 14:31:50,0,0,0,0,"Kominfo Review Satellite Making Progress in Boeing and Spacex

@kemkominfo @platejohnny https://t.co/yg3ryksu20",0.0,0.0
1.55193644287565e+18,id,"Jatim Kominfo Festival Resmi Dibuka Gubernur Khofifah

@kemkominfo @PlateJohnny https://t.co/JBRMSJ01PR",1.549753130925302e+18,1.55193644287565e+18,2022-07-26 14:24:16,0,0,0,0,"JATIM Kominfo Festival was officially opened by Governor Khofifah

@kemkominfo @platejohnny https://t.co/jbrmsj01Pr",0.0,0.0
1.551936170027848e+18,id,Kadis Kominfo Muba Audensi Dengan GM Telekomunikasi Tbk Wilayah Sumsel https://t.co/NiDDHzU2PM https://t.co/vcHtdrlhep,9.929700906340844e+17,1.551936170027848e+18,2022-07-26 14:23:11,0,0,0,0,Head of Kominfo Muba Muba Hearing with GM Telecommunications Tbk South Sumatra Region https://t.co/niddhzu2pm https://t.co/vchtdrlhep,0.0,0.0
1.551936032580436e+18,id,"Regulasi ini diterapkan Indonesia @kemkominfo Peraturan Menteri Komunikasi dan Informatika Nomor 5 Tahun 2020 tentang Penyelenggara Sistem Elektronik Lingkup Privat.
@PlateJohnny 
https://t.co/3GUqX2LCbY",1.359504856294117e+18,1.551936032580436e+18,2022-07-26 14:22:38,0,0,3,0,"This regulation is implemented by Indonesia @kemkominfo Regulation of the Minister of Communication and Information Number 5 of 2020 concerning the Organizer of the Private Electronic System.
@Platejohnny
https://t.co/3GUQX2LCBY",0.0,0.375
1.551935316054925e+18,id,"Belasan BTS tersebut dibangun di kampung terjauh di Kabupaten Jayapura, Papua,
@kemkominfo 
@PlateJohnny 
https://t.co/BfjV30ouub",1.359504856294117e+18,1.551935316054925e+18,2022-07-26 14:19:47,0,0,4,0,"Dozens of BTS were built in the farthest villages in Jayapura Regency, Papua,
@kemkominfo
@Platejohnny
https://t.co/bfjv30ouub",0.0,0.0
1.551935119312798e+18,id,"𝙎𝙞𝙨𝙬𝙖 𝙎𝙇𝘽 𝙄𝙉𝘿𝙊𝙂𝙧𝙤𝙬 𝙎𝙤𝙧𝙤𝙬𝙖𝙠𝙤 𝙄𝙠𝙪𝙩 𝙋𝙚𝙧𝙞𝙣𝙜𝙖𝙩𝙖𝙣 𝙃𝙖𝙧𝙞 𝘼𝙣𝙖𝙠 𝙉𝙖𝙨𝙞𝙤𝙣𝙖𝙡 𝙏𝙞𝙣𝙜𝙠𝙖𝙩 𝙆𝙖𝙗. 𝙇𝙪𝙩𝙞𝙢

SELENGKAPNYA DI 👉 https://t.co/RKOQN1EAgC

#luwutimurinspiring #berkelanjutan #lebihmaju #berlandas #nilai #agama #dan #budaya https://t.co/Uo5E5F6bJk",8.900555904955064e+17,1.551935119312798e+18,2022-07-26 14:19:00,0,0,0,0,"𝙎𝙞𝙨𝙬𝙖 𝙎𝙇𝘽 𝙄𝙉𝘿𝙊𝙂𝙧𝙤𝙬 𝙎𝙤𝙧𝙤𝙬𝙖𝙠𝙤 𝙄𝙠𝙪𝙩 𝙋𝙚𝙧𝙞𝙣𝙜𝙖𝙩𝙖𝙣 𝙃𝙖𝙧𝙞 𝘼𝙣𝙖𝙠 𝙉𝙖𝙨𝙞𝙤𝙣𝙖𝙡 𝙏𝙞𝙣𝙜𝙠𝙖𝙩 𝙆𝙖𝙗. 𝙇𝙪𝙩𝙞𝙢

More at 👉 https://t.co/rkoqn1eagc

#LUWUTIMURINSPiring #Bettering #LaDaRajuju #BerLandas #Neal #Agama #Dan #Budaya https://t.co/uo5e5f6bjk",0.5,0.5
1.551935009354912e+18,id,"Zoom, Amazon, LinkedIn, Alibaba dan eBay terancam tidak bisa di akses lagi di Indonesia, karena pihak pengelola platform tersebut, belum mendaftarkan PSE lingkup privat mereka ke kementerian Kominfo RI.semua produk layanan meta Indonesia dan Google Indonesia sudah terdaftar.",9.800975597367214e+17,1.551935009354912e+18,2022-07-26 14:18:34,1,0,1,0,"Zoom, Amazon, LinkedIn, Alibaba and Ebay are threatened with no more accessed in Indonesia, because the platform manager has not registered their private scope to the Ministry of Communication and Information.",-0.125,0.4375
1.551934989608051e+18,id,"Seluruh layanan Google, seperti YouTube, Gmail, Google Maps, Google Classroom, Play Store, dan lainnya tidak akan mengalami pemblokiran oleh @kemkominfo
@PlateJohnny 
https://t.co/taKE2kcA9Y",1.359504856294117e+18,1.551934989608051e+18,2022-07-26 14:18:29,0,0,3,0,"All Google services, such as YouTube, Gmail, Google Maps, Google Classroom, Play Store, and others will not be blocking by @kemkominfo
@Platejohnny
https://t.co/take2kca9y",0.0,0.5
