id,created_at,lang,author_id,text,conversation_id,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.553335458922263e+18,2022-07-30 11:03:27,id,2150082260.0,"@inboundandhot 20rb orang terpantau sudah menggeruduk Instagram Kominfo mas. Gamer dibuat gaduh, udah next level was-was mestinya negara hahaha https://t.co/RHptmZH67M",1.553290651327812e+18,1,0,1,0,"@inboundandhot 20 thousand people are observed to have occupied Instagram Kominfo Mas. Gamers are made noisy, already next level wisdom should be the country hahaha https://t.co/rhptmzh67m",0.1,0.2
1.553330324825731e+18,2022-07-30 10:43:03,id,289139102.0,"Harusnya twitter, facebook, tiktok, instagram dsb, jg di blok sm kominfo ya .. biar kominfo gk di komplen sm netizen",1.553330324825731e+18,0,0,0,0,"Should be Twitter, Facebook, Tiktok, Instagram, etc., also in the Block SM Kominfo huh .. Let Kominfo not be completed",0.0,0.0
1.553326897609658e+18,2022-07-30 10:29:26,en,1.296518247328756e+18,I think i get why my instagram is resetted with nature post because the stupid fucking kominfo blocks instagram too #fuckkominfo #BlokirKominfo https://t.co/OhFi63fuwJ,1.553326897609658e+18,0,1,1,0,I think i get why my instagram is resetted with nature post because the stupid fucking kominfo blocks instagram too #fuckkominfo #BlokirKominfo https://t.co/OhFi63fuwJ,-0.7,0.9
1.553312824260116e+18,2022-07-30 09:33:31,id,81357778.0,https://t.co/QNjVnwXvG7 bisa menjadi alternatif buat pengguna game steam dikalah kominfo lagi gak asik nih,1.553312824260116e+18,0,0,0,0,https://t.co/qnjvnwxvg7 can be an alternative for Steam game users to be defeated by Kominfo anymore not cool,-0.2875,0.525
1.55330952726487e+18,2022-07-30 09:20:25,id,1638676224.0,"Lovers! Dini hari tadi, Kominfo resmi memblokir beberapa website yang sering dibuka termasuk Steam, Epic Games hingga PayPal! Duh🥲

Penasaran? Yuk langsung cekidott🤩✨

https://t.co/gKxL89D6IF",1.55330952726487e+18,0,1,0,0,"Lovers! Early this morning, Kominfo officially blocked several websites that were often opened including Steam, Epic Games to Paypal! Duh🥲

Curious? Let's immediately check

https://t.co/gkxl89d6if",0.03125,0.425
1.553302562048119e+18,2022-07-30 08:52:44,id,1238775728.0,Cokk lucu2 komen2 kolom instagram Kominfo wkwkwk,1.553302562048119e+18,0,0,0,0,Cute cokk2 comment2 Instagram column Kominfo wkwkwk,0.5,1.0
1.553293111983755e+18,2022-07-30 08:15:11,id,1.216169322646659e+18,"Sesuatu yang ga bisa gue share ke instagram adalah… kominfo ngentot banget, masa sampe paypal ke block!?

apalagi ini tu mendekati tanggal gajian yang pasti ada orang gajian via paypal. dimana? dimana otak lo!",1.553293111983755e+18,0,0,0,0,"Something that I can't share to Instagram is ... Communication and Information Very Fucking, Until Paypal to Block!?

Moreover, this is close to the date of payday that there must be a payday via Paypal. where? Where is your brain!",-1.0,1.0
1.553292860660654e+18,2022-07-30 08:14:11,id,1.490529555786125e+18,"Tagar #BlokirKominfo menjadi trending topic setelah ramai diperbincangkan di Twitter. Hal tersebut dikarenakan Kementerian Kominfo telah memblokir beberapa platform digital atau situs dini hari tadi.

#besmartidn

Selengkapnya klik link di bawah ini👇👇👇
https://t.co/MAGohly1Nb",1.553292860660654e+18,0,0,0,0,"The hashtag #Blokirkominfo became a trending topic after being widely discussed on Twitter. That is because the Ministry of Communication and Information has blocked several digital platforms or early sites this morning.

#Besmartidn

More Click the link below 15 15
https://t.co/magohly1nb",0.1,0.24
1.553288551055376e+18,2022-07-30 07:57:03,en,2269734722.0,"Counter strike website was blocked and I can't open the Counter-strike series because this website was blocked by Kominfo 😭😭😭😭😭😭😭.

#counterstrike #counterstrikeglobaloffensive #counterstrikeonline #kominfo https://t.co/SEgVXM7zas",1.553288551055376e+18,0,0,1,0,"Counter strike website was blocked and I can't open the Counter-strike series because this website was blocked by Kominfo 😭😭😭😭😭😭😭.

#counterstrike #counterstrikeglobaloffensive #counterstrikeonline #kominfo https://t.co/SEgVXM7zas",0.0,0.5
1.553288130156904e+18,2022-07-30 07:55:23,tl,1148030023.0,"Official account of Himahara UGM
Line: @lrq8192m
Twitter: @HimaharaUGM
Instagram: himaharaugm
E-mail: himahara.fib@ugm.ac.id
________

Departemen Kominfo
HIMAHARA UGM 2022",1.553288126822433e+18,0,0,0,0,"Official Account of Himahara UGM
Line: @lrq8192m
Twitter: @himaharaugm
Instagram: Himaharaugm
E-mail: Himahara.fib@ugm.ac.id
________

DEPARTEMEN KOMINFO
Himahara UGM 2022",0.0,0.0
1.553284050206466e+18,2022-07-30 07:39:10,en,2269734722.0,"Paypal was blocked by Kominfo 😭😭😭😭😭

#kominfo #paypal https://t.co/w9jG0VfHWN",1.553284050206466e+18,0,0,0,0,"Paypal was blocked by Kominfo 😭😭😭😭😭

#kominfo #paypal https://t.co/w9jG0VfHWN",0.0,0.0
1.553283385014882e+18,2022-07-30 07:36:32,id,1.252799572893512e+18,"Pemblokiran PayPal hingga Steam memicu kecaman dari masyarakat. Instagram Kominfo banjir hujatan dan tagar BlokirKominfo trending Twitter.
#kominfo #paypal #paytren #blokirkominfo #instagram #twitter #steam #pakevpn #johnnygplate #gmail #slot

https://t.co/airnbEezCZ",1.553283385014882e+18,1,0,0,0,"Blocking Paypal to Steam triggered criticism from the community. Instagram Kominfo Flood blasphemy and Tagar Blokirkominfo Trending Twitter.
#kominfo #paypal #paytren #blokirkominfo #instagram #twitter #steam #pakevpn #johnnygplate #gmail #slot

https://t.co/airnbeezcz",0.0,0.0
1.553279006719455e+18,2022-07-30 07:19:08,en,9.13766831457919e+17,"I was wondering if I would be as angry at Kominfo's action if it was the European Union who did so. I mean, say, if the EU decided to block Instagram because the company that owns it failed to adhere to some regulations. Would I be angry at the EU too?",1.553279006719455e+18,0,2,0,0,"I was wondering if I would be as angry at Kominfo's action if it was the European Union who did so. I mean, say, if the EU decided to block Instagram because the company that owns it failed to adhere to some regulations. Would I be angry at the EU too?",-0.2854166666666667,0.5145833333333333
1.553276863681688e+18,2022-07-30 07:10:37,id,32358893.0,"Buat yang ingin masuk industri e-sports, tinggalin aja mimpi kalian karena banyak situs game diblokir oleh Kementerian Komunikasi dan Informatika (Kominfo).

Kominfo mulai memblokir sejumlah Penyelenggara Sistem Elektronik (PSE) Lingkup Privat (platform … https://t.co/obcm7njrXQ https://t.co/cqPzJ4gAVy",1.553276863681688e+18,1,0,0,0,"For those who want to enter the e-sports industry, just leave your dreams because many game sites are blocked by the Ministry of Communication and Information (Kominfo).

Kominfo began blocking a number of Electronic System Organizers (PSE) Private Scope (Platform ... https://t.co/obcm7njrxq https://t.co/cqpzj4gavy",0.03333333333333333,0.425
1.553275452499714e+18,2022-07-30 07:05:00,id,86009387.0,"@vincentrcrd @kemkominfo Youtube instagram spotify padahal biar sekalian diblokir,
Biar semua orang tambah muak sama kominfo",1.553252653584744e+18,11,6,364,3,"@Vintentrcrd @kemkominfo YouTube Instagram Spotify even though so that it can be blocked,
Let everyone be more fed up with the Ministry of Communication and Information",0.5,0.5
1.55326965926871e+18,2022-07-30 06:41:59,id,1.159285869032817e+18,"Baru bangun denger steam, dll + paypal di ban kominfo. Ga sekalian instagram, tiktok, semua sosmed di ban biar balik ke zaman batu",1.55326965926871e+18,0,0,0,0,"Just wake up with Steam, etc. + paypal in the Communication and Information Tire. Not all Instagram, Tiktok, all social media in the tires to return to the stone age",0.03333333333333333,0.06666666666666667
1.553268157670117e+18,2022-07-30 06:36:01,en,7.846883228283904e+17,"Kominfo instagram is full with hates comments and I'm not even surprised.

But you need to take other level fellow Indonesian moots, like massive report for their accounts maybe?",1.553268157670117e+18,0,0,0,0,"Kominfo instagram is full with hates comments and I'm not even surprised.

But you need to take other level fellow Indonesian moots, like massive report for their accounts maybe?",0.08124999999999999,0.70625
1.553267874780787e+18,2022-07-30 06:34:54,id,1695505862.0,"Kominfo bikin ribet, simple sih sejauh ini solusinya, indonesia gabutuh vpn 😛 cobain!

https://t.co/t1mu7G8vBO

#BlokirKominfo",1.553267874780787e+18,0,0,0,0,"Kominfo makes it complicated, simple so far the solution, Indonesia Gabunguh VPN 😛 Cobain!

https://t.co/t1mu7g8vbo

#Blokirkominfo",-0.125,0.7857142857142857
1.553266327036772e+18,2022-07-30 06:28:45,id,1.313731477050331e+18,"@kemkominfo Gelar Seminar Literasi Digital untuk Pesantren

Informasi lebih lanjut mengenai kegiatan dan info literasi digital dapat diakses melalui media sosial Instagram @siberkreasi, @literasidigitalkominfo atau website https://t.co/fxEudHS0RS.
https://t.co/8dRnWv6COV",1.553266327036772e+18,1,0,1,0,"@kemkominfo Holds Digital Literacy Seminar for Pesantren

More information about digital literacy activities and info can be accessed through social media Instagram @siberkreasi, @literasidigitalominfo or website https://t.co/fxeudhs0rs.
https://t.co/8drnwv6cov",0.1333333333333333,0.1416666666666667
1.553263024047276e+18,2022-07-30 06:15:37,no,373808045.0,"TENTANG KOMINGFO 
PART I
.

#Kominfo #komingfo #info #ingfo #lawak #blokirkominfo#blokir https://t.co/dERNuoWpQD",1.553263024047276e+18,0,0,0,0,"Tentang comingfo
Party
..

#Kominfo #komingfo #info #ingfo #lawak #Blokirkominfo #blockir https://t.co/dernuowpqd",0.0,0.0
1.553259925580628e+18,2022-07-30 06:03:19,id,1.196475072166289e+18,dm instagram ga di blokir kominfo kan? dm ku di read aja engga 🗿,1.553259925580628e+18,0,2,0,0,"DM Instagram isn't blocked by the Ministry of Communication and Information, right? Dm I just read it 🗿",0.2857142857142857,0.5357142857142857
1.553258610234642e+18,2022-07-30 05:58:05,id,1.284061445148209e+18,💭 ini instagram diblokir kominfo kah? kok di aku hitam gak bisa login? mau buka aplikasi ig aja gak bisaa 🙁,1.553258610234642e+18,0,21,0,0,"💭 Is Instagram blocked by the Ministry of Communication and Information? How come I can't log in in black? Want to open the IG application, can't 🙁",-0.08333333333333333,0.4666666666666667
1.553254392500957e+18,2022-07-30 05:41:19,id,458966922.0,kominfo lawak... 😅😅😅 https://t.co/1Gz04kHklR,1.553254392500957e+18,0,0,0,0,Kominfo Lawak ... 😅😅😅 https://t.co/1gz04khklr,0.0,0.0
1.553249873826578e+18,2022-07-30 05:23:22,id,1.215631249466724e+18,nunggu kominfo blokir whatsapp sama instagram,1.553249873826578e+18,0,0,0,0,Wait for Kominfo Block Whatsapp and Instagram,0.0,0.0
1.553249123016487e+18,2022-07-30 05:20:23,id,155056437.0,Harusnya kominfo sekalian blokir twitter dan instagram biar gada yg julidin lwt cuitan. 🥺,1.553249123016487e+18,0,1,0,0,The Ministry of Communication and Information should have blocked Twitter and Instagram so that the Julidin LWT is wrapped in. 🥺,0.0,0.0
1.553248818283553e+18,2022-07-30 05:19:10,id,1.338366812782674e+18,Baru saja mengirim foto @ Kominfo pusat https://t.co/TwThu6zLjV,1.553248818283553e+18,0,0,0,0,Just sent a photo of @ Kominfo Pusat https://t.co/twthu6zljv,0.0,0.0
1.553248808821457e+18,2022-07-30 05:19:08,id,1.089411480791835e+18,@bukankenalanmu Suruh ngurusin Instagram hima aja lah Kominfo,1.553244901676286e+18,0,1,0,0,"@bukanKemukukuku tell me to take care of Instagram Hima, Kominfo",0.0,0.0
1.553246773799715e+18,2022-07-30 05:11:03,id,3279893270.0,"⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣Mau Beli #laptop tapi bingung milihnya ?cek aja instagram Store @laptonstore 
Banyak pilihan #laptopsecond yang murah kunjungi store:
📍#bandungtrademall
#bandung
#depok #bogor #BlokirKominfo 
Pake VPN
#tahunbaruislam #kominfo #Neighbours https://t.co/6de9QDt0F2",1.553246773799715e+18,0,0,1,0,"⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣Mau buy #laptop but confused about choosing it? Just check the Instagram store @laptonstore
Many cheap #laptopsecond choices visit stores:
📍#BandungTrademall
#Bandung
#Depok #Bogor #Blokirkominfo
Use VPN
#Tahunbaruislam #kominfo #neighbours https://t.co/6de9qdt0f2",0.1666666666666667,0.6333333333333333
1.553243871479742e+18,2022-07-30 04:59:31,id,1.535191601806742e+18,"#BlokirKominfo Jadi Trending Topic Di Twitter, Netizen Serang Instagram Kominfo: Matiin Rejeki Orang Lo – https://t.co/0g2gvGizBa – https://t.co/Ym6IJo2zGD – #Opsitek https://t.co/vrVLd1z6Hl",1.553243871479742e+18,0,0,0,0,"#Blokirkominfo Becomes Trending Topic on Twitter, Instagram Attack Netizens Kominfo: Matiin Fortune People Lo - https://t.co/0g2gvgizba - https://t.co/ym6ijo2zgd - #opsitek https://t.co/vrvld1l",0.0,0.0
1.553242210975752e+18,2022-07-30 04:52:55,id,797619252.0,"Gawai-nya Admin Kominfo penuh notifikasi, tak ada hentinya, baik itu dari Twitter, instagram, atau media sosial yang lainnya. Isinya sebagian besar adalah kecaman dan hujatan atas acara blokir masal dan asal.

Admin Kominfo be like: https://t.co/1Zal1HZt3T",1.553242210975752e+18,0,1,1,0,"The device of the Ministry of Communication and Information Admin is full of notifications, there is no stopping, be it from Twitter, Instagram, or other social media. The contents are mostly criticism and blasphemy over the mass block and origin.

Admin Kominfo Be Like: https://t.co/1zal1hzt3t",0.1895833333333333,0.3729166666666667
1.553241858360259e+18,2022-07-30 04:51:31,id,7.342450908355953e+17,"Duh Padahal Battlefury udah mau jadi! 😢

Gimana tanggapan kalian?

#dota2 #dota2indonesia #BlokirKominfo #dotaindo #dota2indo #dotaindonesia #steam #kominfo #blokir #esports #esportsindonesia #ligagame
https://t.co/KFPR75FNgX",1.553241858360259e+18,2,0,3,0,"Duh even though Battlefury already wants to be! 😢

How do you respond?

#dota2 #dota2indonesia #blokirkominfo #dotaindo #dota2indo #dotaindonesia #steam #kominfo #blokir #esports #esportsindonesia #ligagame
https://t.co/kfpr75fngx",-0.02499999999999999,0.35
1.553241245731852e+18,2022-07-30 04:49:05,id,1.51107842134596e+18,"""Matiin rejeki orang lo,"" ucap salah satu netizen.

#BlokirKominfo Jadi Trending Topic Di Twitter, Netizen Serang Instagram Kominfo: Matiin Rejeki Orang Lo

https://t.co/D3AA1HBAf2",1.553241245731852e+18,0,0,1,0,"""Turn off your fortune,"" said one netizen.

#Blokirkominfo Becomes Trending Topic on Twitter, Netizens Instagram Kominfo Attack: Turn on the Fortune of Lo People

https://t.co/d3aa1hbaf2",0.0,0.0
1.553237475497087e+18,2022-07-30 04:34:06,id,1.120195919004049e+18,"Kominfo

https://t.co/cXkX7y2IfR",1.553237475497087e+18,0,0,0,0,"Kominfo

https://t.co/cxkx7y2ifr",0.0,0.0
1.553234972974395e+18,2022-07-30 04:24:09,id,1.016118455022465e+18,"Harusnya Instagram & Tiktok gausah daftar ke Kominfo. biar di blokir trus nanti yg marah-marah se-Indonesia. Keos kan tuh. Kominfo dibubarin deh
#BlokirKominfo",1.553234972974395e+18,1,0,0,0,"Instagram & tiktok should not be able to register to the Ministry of Communication and Information. Let it be blocked then the one who is angry in Indonesia. Keos right. Kominfo was buried
#Blokirkominfo",0.09523809523809523,0.7202380952380952
1.553233570679837e+18,2022-07-30 04:18:35,id,58880688.0,"#BlokirKominfo Jadi Trending Topic Di Twitter, Netizen Serang Instagram Kominfo: Matiin Rejeki Orang Lo https://t.co/Kt1NInngh9",1.553233570679837e+18,1,1,0,0,"#Blokirkominfo Becomes Trending Topic on Twitter, Instagram Serang Netizens Kominfo: Matiin Fortune People Lo https://t.co/kt1ninngh9",0.0,0.0
1.553232121204195e+18,2022-07-30 04:12:50,id,1.323580783110468e+18,"Bangun bangun buka instagram.. first posting yg gw liat..
Kominfo ajg:') 
Refund semua uang aku yg udh kd pake di steam",1.553232121204195e+18,0,0,0,0,"Wake up open instagram .. first post that I see ..
Kominfo AJG: ')
Refund all my money that I already used in steam",0.125,0.4166666666666666
1.553230216633324e+18,2022-07-30 04:05:15,id,60217127.0,"Pengen banget ngintilin orang2 yg kerja di kominfo. Penasaran mrk kerjaannya ngapain sih

Bikin live TikTok/YouTube/Instagram biar pada tahu dan ngehujat rame2 klo ada yg maen Zuma/gak bisa buka email dan emailnya pake gmail https://t.co/Nomd0ZIJIk",1.553230216633324e+18,0,0,0,0,"I really want to want to be on the people who work at the Ministry of Communication and Information. What are you curious about what they do

Make Live Tiktok/YouTube/Instagram so that you know and blaspheme if someone is playing zuma/can't open the email and email using gmail https://t.co/nomd0zijik",0.05909090909090909,0.55
1.553229940631704e+18,2022-07-30 04:04:10,id,1.128917666993861e+18,"Kominfo blokir Steam, Origin, Epic Game Store, dan PayPal pagi ini. Kalau udah kyk gini blokir Instagram Twitter juga lah biar semua orang menderita, jangan gamer aja yang diginiin.",1.553229940631704e+18,0,0,1,0,"Kominfo blocks steam, origin, epic game store, and paypal this morning. If it's like this, blocked Instagram Twitter, so everyone suffers, don't just gamers.",-0.3,0.5
1.553226142471328e+18,2022-07-30 03:49:04,id,9.7234220056141e+17,"Harusnya twitter sama instagram nggak usah daftar PSE, biar kominfo bingung sendiri nggak bisa upload kegiatan mereka kemana-mana. Kalau ada mereka posting, nah berarti ketahuan pake DNS-DNS juga.",1.553226142471328e+18,0,0,0,0,"Twitter and Instagram should not have to register PSE, so that Kominfo is confused by themselves to be able to upload their activities everywhere. If there are they post, well, it means being caught using DNS-DNS too.",0.04999999999999999,0.6625
1.553222545943368e+18,2022-07-30 03:34:47,id,272896369.0,"#BlokirKominfo dari twitter, instagram, youtube sampe akun resmi kominfo udah reported to google.",1.553222545943368e+18,0,0,0,0,"#Blokirkominfo from Twitter, Instagram, Youtube until the official Kominfo account has been reported to Google.",0.0,0.0
1.553212005313483e+18,2022-07-30 02:52:54,id,1.531556062653846e+18,"Kominfo gak blokir Facebook,Twitter,Instagram karena akunnya udah centang biru,🙂🙂#BlokirKominfo",1.553212005313483e+18,0,0,1,0,"Kominfo doesn't block Facebook, Twitter, Instagram because the account is already checking blue, 🙂#Blokirkominfo",0.0,0.1
1.553199166259544e+18,2022-07-30 02:01:52,id,1.538986831089238e+18,"Open jasa hack akun media
✓ Instagram
✓ Facebook
✓ WhatsApp
✓ Twitter
✓ Gmail
Silahkan DM 
.

#BlokirKominfo Paypal Ardhito susu serdadu bergizi #zonauang #zonajajan #zonaba #MuharramBulanMulia #MaineMendoza #kominfo #BandungBasah #JakartaxBeauty2022 #BandungBasah #BBNaija https://t.co/SiPL76aCl8",1.553199166259544e+18,0,0,0,0,"Open Media Account Hack Services
✓ Instagram
✓ Facebook
✓ WhatsApp
✓ Twitter
✓ Gmail
Please DM
.

#Blokirkominfo paypal ardhito milk serdadu nutritious #zonauang #zonajajan #zonaba #muharRambulanmulia #minemendoza #kominfo #bandungbasah #jakartaxbeauby2022 #bandungbasah #bbnaija https://t.co/t.co/t",0.0,0.5
1.553194812207436e+18,2022-07-30 01:44:34,id,1.125409246705738e+18,Kemarin katanya Instagram mau di blokir sedang kan Kominfo sendiri main Instagram dll.lucu nhe bloki app lain tapi diri sendiri main lucu llucu         #BlokirKominfo,1.553194812207436e+18,0,0,0,0,Yesterday he said Instagram wanted to be blocked while Kominfo himself played Instagram etc. Lucu NHE BLOCKI OTHER APP BUT IT PLAY FUNNY LLUCU #BLOKIRKOMINFO,0.0625,0.6875
1.553189964266873e+18,2022-07-30 01:25:19,id,483582760.0,"Turut berduka untuk rekan2 gamers se-Indonesia.

Karangan bunga tampaknya cocok untuk Kominfo. https://t.co/q83ZnMD5io",1.553189964266873e+18,0,0,0,0,"Grieving for fellow gamers throughout Indonesia.

Wreaths seem to be suitable for Kominfo. https://t.co/Q83ZNMD5IO",0.55,0.75
1.5531866281682e+18,2022-07-30 01:12:03,id,193548512.0,"mending instagram aja yang diblokir kominfo, steam jangan",1.5531866281682e+18,0,0,0,0,"Better Instagram just blocked by the Ministry of Communication and Information, Steam don't",0.5,0.5
1.553179004638601e+18,2022-07-30 00:41:46,id,1.203278328569819e+18,cukup fans windah yang bisa ngerusakin komenan instagram kominfo,1.553179004638601e+18,0,0,0,0,Enough Windah fans who can make the Kominfo Instagram comment,0.0,0.5
1.553174969953137e+18,2022-07-30 00:25:44,id,1.025884182210273e+18,Udah instagram ku error sekarang ditambah lagi kominfo bgst,1.553174969953137e+18,0,0,0,0,Already my instagram error now plus the bgst kominfo,0.0,0.0
1.553167669402431e+18,2022-07-29 23:56:43,id,1.231707001253593e+18,Mending kominfo blockir instagram aja daripada steam,1.553167669402431e+18,0,0,0,0,Better Kominfo Blockir Instagram than Steam,0.5,0.5
