id,author_id,conversation_id,text,created_at,lang,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.553780593124487e+18,1.095713796444717e+18,1.55378059066699e+18,"Bacotnya ""melindungi data warga Indonesia"", padahal aslinya ""mengendalikan data"". 

Kalo masih ada yg bela PSE & bikin tweet yg anggep enteng kasus ini dibanding kasus A B C, berarti itu antara tweet bayaran, atau emang tolol aja kayak orang Kominfo.",2022-07-31 16:32:15,id,0,1,3,0,"The bacot is ""protecting Indonesian citizen data"", even though the original ""controls data"".

If there are still those who defend pse & make tweets that have been able to lightly this case compared to the A B C case, it means it is between feet, or it's just stupid like a Communication and Information.",0.11875,0.76875
1.55378059066699e+18,1.095713796444717e+18,1.55378059066699e+18,"Wkwk udah jelas kan akses data pengguna lewat PSE itu buat ngendaliin warga net, kalo berani kritik langsung diteror.

Udah jelas yg capable begini cm org pemerintah, resource-nya ada semua di Kominfo berkat aturan PSE. https://t.co/X7wwD6Bua7",2022-07-31 16:32:15,id,0,1,4,0,"Wkwk it's clear, right access to user data through PSE is to control the net residents, if you dare to criticize it directly terrorized.

It's clear that the capable is like this, the resources are all in the Ministry of Communication and Information thanks to the PSE rules. https://t.co/x7wwd6bua7",0.1408163265306122,0.3289115646258504
1.553780552184263e+18,2319995088.0,1.55317213734699e+18,"@Yui53591329 Paypal ada dibuka sementara selama 5 hari je sebab nak beri kesempatan buat pindahkan saldo 🥲 

Steam, epic dan apps lain masih sementara register PSE. Padahal kita beli game pun kena tax 10% juga tapi masih saja dibuat susah. 🥲

https://t.co/PsqDQfgIsO",2022-07-31 16:32:06,id,0,1,1,0,"@Yui53591329 paypal is open temporarily for 5 days because you will give the opportunity to move the balance 🥲

Steam, Epic and other apps are still temporarily registered PSE. Even though we buy a game, it has a 10% tax too, but it is still made difficult. 🥲

https://t.co/psqdqfgiso",-0.185,0.5349999999999999
1.553780524237222e+18,1.517861822447366e+18,1.553780524237222e+18,"https://t.co/jZ7EITv04x

Keren fitur baru pse nya 👍 keren ya kominfo 👍👍 hebat hebat",2022-07-31 16:31:59,id,0,0,0,0,"https://t.co/jz7eitv04x

Cool new features PSE 👍 Cool yes Kominfo 👍👍 great great",0.4872727272727273,0.6509090909090909
1.553779846597198e+18,135815019.0,1.553779846597198e+18,"#Terpopuler PayPal merupakan salah satu yang terdampak pemblokiran yang dilakukan oleh Kementerian Komunikasi dan Informatika (Kominfo) pada hari ini, Sabtu (30/7/2022). https://t.co/4k7KfuB5SO",2022-07-31 16:29:17,id,0,0,3,0,"#Popular Paypal is one of the affected blocking carried out by the Ministry of Communication and Information (Kominfo) today, Saturday (7/30/2022). https://t.co/4k7kfub5so",0.6,0.9
1.553779500189491e+18,275486465.0,1.553779500189491e+18,"Sek sek sek... 

Walaupun udah ga fokus di game.. tapi masih banyak harapan dari game hlo kami² ini.. pendapat juga lumayan kalau dari game itu.. program apa lagi? Jabarkan lah.. 

https://t.co/mB6tbRBuWa",2022-07-31 16:27:55,id,0,0,0,0,"Sek Sek Sek ...

Even though it's not focused on the game ... but there is still a lot of hopes of this HLO game .. The opinion is also not bad if from that game ... what else program? Describe it ..

https://t.co/mb6tbrbuwa",-0.2125,0.4666666666666667
1.553778721261138e+18,1.080782664800428e+18,1.553778721261138e+18,"Mulai tanggal 15 Juli kemaren gue puyeng sama Perijinan PSE Kominfo, telat kena denda lagi
Untungnya butuh fokus sehari buat sertifikasi ijin.
2 kali pengisian form gara2 lamannya berwaktu

amsyong emang

Temen2 yg punya Platform segera daftarin ijinnya ya 🙏🏻 pake NIB lebih mudah",2022-07-31 16:24:49,id,0,0,0,0,"Starting on July 15, I pursued with the licensing of PSE Kominfo, late again fined
Fortunately it takes a day's focus for permission certification.
2 times filling out the form because the page

Amsyong is

Friends who have platforms immediately register their permission 🙏🏻 using nib easier",0.03333333333333335,0.4666666666666666
1.553778275398611e+18,1.136296047632765e+18,1.553778275398611e+18,"PSE kominfo itu gimana ketrntuannya buat open source ya??

Gimana caranya blender bayar pajak",2022-07-31 16:23:03,id,0,0,1,0,"PSE Kominfo is how it is for open source huh ??

How to blender pay tax",0.0,0.5
1.553778033181409e+18,90832506.0,1.553778033181409e+18,"Katanya Kominfo sama sekali belum memberi gambaran terkait tentang program yang digagasnya. Lha ini gimana?

Kominfo Siapkan Program Khusus Jika Steam Enggan Daftar PSE 
https://t.co/hrUqz7Ri7p | #BogorBanjirKeju Ruhut Siswa Asnawi #BlokirKominfo",2022-07-31 16:22:05,id,1,0,0,0,"He said the Ministry of Communication and Information had not given a related picture of the program he was initiated. How about this?

Kominfo prepares a special program if Steam is reluctant to list PSE
https://t.co/hruqz7ri7p | #Bogorbanjirkeju ruhut asnawi student #blokirkominfo",0.1785714285714286,0.4857142857142857
1.553777256073286e+18,2177651306.0,1.553777256073286e+18,"PSE bukannya melindungi data, malah memberi akses.

Kacau Kominfo",2022-07-31 16:19:00,id,0,0,0,0,"PSE instead of protecting data, instead provides access.

Chaotic Kominfo",0.0,0.0
1.553776426599719e+18,380332755.0,1.553648888065786e+18,"@detikcom bukan soal yg terdaftar nya, tapi sampe detik ini macem-macem platform judi nya masih bisa diakses dengan bebas anzeeeng. Kominfo nerapin PSE buat nertibin platform yg boleh diakses publik atau cuma nargetin platform GEDE buat di incer pajaknya?",2022-07-31 16:15:42,id,1,1,1,0,"@detikcom is not a matter of registered, but until this moment the gambling platforms can still be accessed freely anzeeeng. Communication and Information Pse Pse for Nertibin Platforms that can be accessed by the public or just targeting the big platform for the tax incer?",0.1333333333333333,0.3222222222222222
1.553775886268535e+18,17523128.0,1.553775886268535e+18,"trik-trik di googlesheet.

aman, google sudah ndaftar manual di pse kominfo. googlesheet kabarnya pakai map ijo lurik.

https://t.co/UyVQc96vOS",2022-07-31 16:13:33,id,3,0,5,0,"Tricks on Googlesheet.

Safe, Google has registered manually on PSE Kominfo. Googlesheet reportedly uses a lurik green map.

https://t.co/uyvqc96vos",0.15,0.4
1.55377574195508e+18,1.279453762155774e+18,1.553774426541269e+18,@RadioElshinta @kemkominfo Kominfo bisa saja jemput bola membantu pendaftaran PSE dan tidak serta-merta menblokir PSE yg bisa merugikan pengguna PSE jangan harap PSE mendaftar sendiri jika tidak mendaftar di blokir kasian pengguna jasa PSE terputus tiba -tiba dari PSE,2022-07-31 16:12:59,id,0,0,0,0,"@Radioelshinta @kemkominfo Kominfo can just pick up the ball to help registration of PSE and not necessarily block PSE that can harm PSE users, don't expect PSE to register yourself if they do not register at the Blocking PSE service users are cut off from PSE",0.0,1.0
1.553775411796267e+18,1.275640627187847e+18,1.553720111407968e+18,"@sapuijukajaib Bruh, I already hate Kominfo. I also saw some doxx-ing happen when someone was against to PSE from Kominfo.

But all seriousness, I really want Steam and PayPal to be back, especially Steam, because my brother was really disappointed as well.",2022-07-31 16:11:40,en,0,0,1,0,"@sapuijukajaib Bruh, I already hate Kominfo. I also saw some doxx-ing happen when someone was against to PSE from Kominfo.

But all seriousness, I really want Steam and PayPal to be back, especially Steam, because my brother was really disappointed as well.",-0.27,0.5700000000000001
1.553775315562148e+18,1.139908312382628e+18,1.553455089570169e+18,"@_bagasnanda_ Tuhkan omdo doang PSE PSE, nih lihat like a shit jadinya, alih2 blng privasi akan aman nyata fucking ZERO, blng aja kalau mau duitnya doang wahai anggota kominfo pemuja anggaran negara, kalau dh kek gni gmn? Mau nyalahin yg kena doxing? Stupid",2022-07-31 16:11:17,id,0,0,0,0,"@_bagasnanda_ Tuang omdo only pse pse, here see like a shit so, instead of privacy will be safe fucking zero, if you want money if you want money, O Members of the Communication and Information of the State Budget, if you don't want it? Do you want to blame the one affected? Stupid",-0.22,0.82
1.553774965224542e+18,1.128660734013891e+18,1.553771273377174e+18,@anakzhongli Gue gak paham ini orang bisa nggak sih mengundurkan diri saja karena kinerjanya menjijikkan kayak gini. Gue curiga habis ini ada kasus korupsi di lingkup pse kominfo ini. Walaupun gue berdoa semoga nggak terjadi.,2022-07-31 16:09:54,id,0,1,0,0,@anakzhongli I don't understand this person can just resign because of its disgusting performance like this. I suspected that there was a corruption case in this scope of PSE Kominfo. Even though I pray that it doesn't happen.,-1.0,1.0
1.553774934777684e+18,274618489.0,1.553774932533789e+18,"Menurut prediksi asal gue ya, Presiden bakalan ikut bicara. Kominfo kaji ulang PSE. Lalu ada klarifikasi Kominfo dan permintaan maaf karena telah menimbulkan keributan. Mereka juga mengakui kalau ada situs judi yang lolos PSE. Kambing hitamnya lalu diputihkan.",2022-07-31 16:09:46,id,1,3,15,0,"According to my origin predictions, the president will talk to. Kominfo Review PSE. Then there was clarification of the Ministry of Communication and Information and an apology for giving rise to a commotion. They also admit that there is a gambling site that passes PSE. The scapegoat is then blended.",0.0,0.0
1.5537749259363e+18,135795460.0,1.5537749259363e+18,Kominfo mengungkapkan PayPal tidak merespons surat yang dikirimkan untuk segera melakukan pendaftaran Penyelenggara Sistem Elektronik (PSE). https://t.co/vmTze3pDSN,2022-07-31 16:09:44,id,0,3,2,0,Kominfo revealed that Paypal did not respond to the letter sent to immediately register the Electronic System Organizer (PSE). https://t.co/vmtze3pdsn,0.0,0.0
1.553774879350002e+18,1256432906.0,1.553110447636845e+18,@Wltnza @teamsecret aku udah baca beberapa poinnya bang. kalau dipikir2 si perusahaan google dkk daftar ditunda sampai mepet akhir berarti ada permasalahan dari isi pse nya dan secara pribadi gak yakin sama pengelolaan data oleh kominfo. bisa dilihat bang pada kena teror itu dan kasus hack lainnya,2022-07-31 16:09:33,id,0,1,0,0,"@Wltnza @teamsecret I've read a few points, bro. If you think about the Google company et al, the list is postponed until the final tight means there is a problem from the contents of the PSE and personally not sure the data management by the Ministry of Communication and Information. can be seen bang on the terror and other hack cases",-0.1507142857142857,0.5299206349206349
1.553773825342714e+18,1.52719882849527e+18,1.553305791226331e+18,@BlockmanOppi @kemkominfo Yandex aman cuy gw cek di PSE Kominfo,2022-07-31 16:05:22,id,0,0,0,0,@Blockmanoppi @kemkominfo yandex safe cuy i check at pse kominfo,0.5,0.5
1.553773276098355e+18,18427735.0,1.553773276098355e+18,Kominfo Bantah Bisa Intip Chat WhatsApp dan Email lewat Aturan PSE Kementerian https://t.co/6PL6MoCjPI,2022-07-31 16:03:11,id,0,0,0,0,Kominfo denies to peek at WhatsApp chat and email through the PSE rules of the Ministry of Https://t.co/6pl6mocjpi,0.0,0.0
1.553773129486348e+18,46693036.0,1.553773129486348e+18,Kominfo Siapkan Program Khusus Jika Steam Enggan Daftar PSE https://t.co/Anrwo7cO4H #Ototekno #KementerianKominfo,2022-07-31 16:02:36,id,0,0,0,0,Kominfo prepare a special program if Steam is reluctant to list PSE https://t.co/anrwo7co4h #ototekno #kemeniankominfo,0.3571428571428572,0.5714285714285714
1.553771974564139e+18,1.258415043563016e+18,1.553395248034095e+18,"@hrothrehr Kominfo nge blokir beberapa website penting kaya steam, paypall, epic games dll kak karena pihak gamesnya ga daftarin di pendataan PSE",2022-07-31 15:58:01,id,0,1,0,0,"@hrothrehr Kominfo blocked several important websites like steam, paypall, epic games etc. Sis because the games did not register in the PSE data collection",0.1666666666666667,0.4666666666666666
1.553771891604988e+18,98523595.0,1.553771891604988e+18,"ini thread menunjukkan betapa kacau nya Kominfo, PSE, dan kesewenangan oknum-oknum yang mendukung ini, jadi buat lu-lu pada yang masih merasa ""alah biar aja, kan cuma game, kan cuma game"" heh jambang cupang, lu liat kalo suatu instansi punya kendali terlalu banyak kaya gini. https://t.co/6hlYlbv3h5",2022-07-31 15:57:41,id,1,0,2,0,"This thread shows how chaotic the Ministry of Communication and Information, Pse, and the arbitrariness of the elements who support this, so for those of you who still feel ""alah just let it be, right? It's just a game"" heh hickery, you see if an agency have too much control like this. https://t.co/6HlyLBV3H5",0.02857142857142856,0.3785714285714286
1.553770015836361e+18,8.437963059943793e+17,1.553770015836361e+18,#BlokirKominfo kominfo jangan jadi komunis! Pse harus dihapus!!!,2022-07-31 15:50:14,id,0,0,1,0,#Blokirkominfo Kominfo Don't Be Communist! PSE Must Be Deleted !!!,0.0,0.0
1.553769612113678e+18,1.33869527653453e+18,1.553768695729533e+18,"Tapi bisa diingat jika suatu saat  ada data Steam bocor karna PSE ini Kominfo bisa di lawsuit sama Valve 

#BlokirKominfo",2022-07-31 15:48:37,id,0,1,4,0,"But it can be remembered if one day there was a leaked steam data because this PSE Kominfo could be lawsuit with the valve

#Blokirkominfo",0.0,0.0
1.553769610289091e+18,1.321340584636813e+18,1.553196506924036e+18,"FYI, ini list sebagian apps yg 'supposedly' akan diblok oleh pamrenta karena belon daftar PSE. Ga tahu deh beneran akan diblok apa kaga.

credit to : https://t.co/d6Jyh8CsNJ
https://t.co/dX2o4ZwS1r",2022-07-31 15:48:37,id,1,2,12,0,"FYI, this list of parts of 'supposedly' apps will be blocked by Pamrenta because of the PSE list. I don't know what it will be blocked.

Credit to: https://t.co/d6jyh8csnj
https://t.co/dx2o4zws1r",0.0,0.0
1.553768695729533e+18,1.33869527653453e+18,1.553768695729533e+18,"Ok so berita terbaru bilangnya steam akan mendaftarkan di PSE ok if this real then RIP your privacy 

Imagine di doxxing sama Kominfo 

#blokirKominfo",2022-07-31 15:44:59,id,5,1,7,0,"Ok so the latest news says Steam will register at PSE ok if this real then rip your privacy

Imagine in Doxxing with Kominfo

#Blokirkominfo",0.425,0.55
1.553768403449496e+18,1.535203594751775e+18,1.553768403449496e+18,Kominfo Buka Suara Soal Website Judi Online Terdaftar PSE https://t.co/QIJ51TQM9Z,2022-07-31 15:43:49,id,0,0,0,1,Kominfo Open Voice about Online Gambling Website Registered Pse https://t.co/qij51tqm9z,0.0,0.5
1.553768370637394e+18,1.155092282711822e+18,1.553768370637394e+18,Nih buat bapak Kominfo yg suka asal ngeblok #komimfo #pse #BlokirKominfo #PayPal #Steam https://t.co/H8GvwkZg8L,2022-07-31 15:43:41,id,2,1,2,0,Here for the father of the Ministry of Communication and Information who likes to block #komimfo #sse #blokirkominfo #paypal #steam https://t.co/h8gvwkzg8l,0.0,0.0
1.553768258553381e+18,1373998622.0,1.553768258553381e+18,Daftar PSE kan gratis.. knp pada enga mau daftar yah? @iamzul__ @heruhermawan sosialisasinya oleh kominfo kurang maksimal.. #BlokirKominfo #blokirygblmdaftarPSE,2022-07-31 15:43:15,id,1,2,0,0,PSE list is free ... why do you want to register? @iamzul__ @heruhermawan socialization by the Ministry of Communication and Information,0.4,0.8
1.553768173107032e+18,2320521084.0,1.553749957236077e+18,"@letsgodion Iya,

Ditelisik-telisik, alasan pemblokiran ini tu gara-gara ego pejabat kominfo aja. Pengen diajeni sama PSE asing. That's it. Titik.

Mencegah kebocoran data aja ngga bisa, malah alasan pakai untuk melindungi kedaulatan internet Indonesia.

🤮🤮🤮",2022-07-31 15:42:54,id,0,0,0,0,"@letsgodion yes,

Elder-Eliki, the reason for this blocking was because of the ego of the Ministry of Communication and Information. Want to be asked by foreign PSE. That's it. Point.

Just preventing data leakage can not, even the reason for using to protect the sovereignty of Indonesian internet.

🤮🤮🤮",-0.125,0.125
1.553767571782095e+18,135815019.0,1.553767571782095e+18,"#Terpopuler Kominfo mengatakan pemblokiran terhadap platform yang tidak mendaftar PSE Lingkup Privat, seperti Steam hingga PayPal, ini bersifat sementara. https://t.co/1hmmcE4o11",2022-07-31 15:40:31,id,1,0,1,0,"#Popular Kominfo said Blocking of platforms that did not register PSE Private scope, such as steam to paypal, this is temporary. https://t.co/1HMMMCE4O11",0.2,0.5916666666666667
1.553767499883114e+18,1.282546082606543e+18,1.553767499883114e+18,Actually i said there is a problem between PSE and Kominfo..I mean what are you doing!,2022-07-31 15:40:14,en,0,0,0,0,Actually i said there is a problem between PSE and Kominfo..I mean what are you doing!,-0.1953125,0.39375
1.55376733061358e+18,92580601.0,1.55376733061358e+18,"Disebut Situs Judi Online Terdaftar Dalam PSE, Kominfo : Itu Hanya Permainan - Gora Juara https://t.co/wMmxYGtvEm",2022-07-31 15:39:33,id,0,1,0,0,"Called Online Gambling Sites Registered in PSE, Kominfo: That's just a Game - Gora Champion https://t.co/wmxygtvem",-0.4,0.4
1.553765640875684e+18,1.185272274003169e+18,1.553551926218064e+18,@boyinheaven_ @Isfunadila1 Eh goblok itu aplikasi yg g mau daftar pse dia jaga privasi. Steam ga mau daftar pse dia g mau data pengguna di ketahui pemerintah ya kali dia mau ngasih info data pengguna ke Kominfo. Bukan nya susah atau g susah daftar pse,2022-07-31 15:32:51,id,0,1,1,0,"@boyinheaveven_ @isfunadila1 eh goblok is an application that doesn't want to list pse he keeps privacy. Steam doesn't want to register for PSE, he doesn't want user data to know the government, yes, he wants to give information on user data to Kominfo. It's not hard or it's hard to register pse",0.01805555555555555,0.3944444444444444
1.553765030415733e+18,1.524983121992552e+18,1.553765030415733e+18,https://t.co/Q75VLZePXU,2022-07-31 15:30:25,zxx,0,0,0,0,,,
1.553765019137212e+18,491348252.0,1.553244802606436e+18,@fermendkis Kata gua perusahaan luar gausa nuruti akal akalan kominfo buat join PSE deh,2022-07-31 15:30:22,id,0,0,0,0,"@FerMendkis said that the company is outside the Gausa, according to the Kominfo reason for joining pse deh",0.0,0.05
1.553764933870842e+18,564372467.0,1.553762988900815e+18,"dasar pemberlakuan PSE lingkup privat

https://t.co/oMGbXb4ggW",2022-07-31 15:30:02,id,0,1,0,0,"Basic PSE Enforcement of Private Scope

https://t.co/omgbxb4ggw",0.0,0.25
1.553763744924291e+18,1.162251805654262e+18,1.553745081206972e+18,"@henrysubiakto Ada berapa ratus juta PSE di dunia ini? Apakah semua artinya harus daftar ke kominfo? Pertama, apakah kominfo mampu menghandle itu? Mengingat kmrn web kominfo saja sudah down baru divisit brp juta orang DAN website nya terbukti tidak aman setelah dihack pd tgl 23 Juli 2022.",2022-07-31 15:25:18,id,1,1,1,0,"@henrysubiakto How many hundred million pse in the world? Does it all mean to register to the Ministry of Communication and Information? First, is Kominfo able to handle that? Considering that the Communication and Information Web is already down, then the new divisit brp people and the website has proven to be unsafe after being hacked on July 23, 2022.",0.1530513468013468,0.4815446127946127
1.553763653266346e+18,1.334409125472555e+18,1.553763653266346e+18,"Aplikasi Judi Online Terdaftar di PSE, Kominfo: itu Hanya Permainan
https://t.co/eZuwVGmX2y",2022-07-31 15:24:57,id,2,1,8,1,"Online Gambling Applications Registered in PSE, Kominfo: That's just a game
https://t.co/zuwvgmx2y",-0.4,0.4
1.553763488400839e+18,157658905.0,1.553651542368059e+18,"@detikcom Kok judi online tdk pake uang, jd judi taruhannya yawa gitu ???..
Cc. @mohmahfudmd n @ListyoSigitP n @KASN_RI
https://t.co/BID77mgbzY",2022-07-31 15:24:17,id,0,0,0,0,"@detikcom, how come online gambling doesn't use money, so the gambling is betting like that ??? ..
CC. @mohmahfudmd n @listyosigitp n @kasn_ri
https://t.co/bid77mgbzy",0.0,0.0
1.553763262835364e+18,1.529084442899534e+18,1.553761850864861e+18,"Ratusan bahkan ribuan pekerja kreatif berbasis digital bisa bernafas lega untuk sesaat. Sebab, blokir PayPal telah dibuka sementara agar masyarakat bisa mengalihkan uang mereka ke platform resmi.
https://t.co/L096Zr7lUV",2022-07-31 15:23:24,id,0,1,1,0,"Hundreds or even thousands of digital -based creative workers can breathe freely for a moment. Because, blocking Paypal has been opened temporarily so that people can divert their money to the official platform.
https://t.co/l096zr7luv",0.3,0.6
1.553762922006196e+18,1.547543195189486e+18,1.553759470026883e+18,@pickme_ygy Makanya itu kmrn yg gk daftar pse ada rumor diblokir kominfo,2022-07-31 15:22:02,id,0,0,0,0,@pickme_ygy that's why it's not the list of pse there are rumors blocked by the Ministry of Communication and Information,0.0,0.0
1.553762532627972e+18,1696275428.0,1.553762532627972e+18,"""Pistol itu cuma mainan, selama cuma di isi air.""

https://t.co/xJQHwa2ma4",2022-07-31 15:20:29,id,0,0,0,0,"""The gun is just a toy, as long as it's only filled with water.""

https://t.co/xjqhwa2ma4",0.1166666666666667,0.7666666666666666
1.553762387727385e+18,1.17102651345553e+18,1.553700336052818e+18,"@lhalimawan2 Gua sumpahin yang ngide PSE PSE titit biawak di Kominfo, pantatnya kebas2 setiap hari.",2022-07-31 15:19:55,id,0,1,75,1,"@lhalimawan2 I swear the people who want to pse pse pse dick in the Communication and Information, his buttocks are kebas2 every day.",0.0,0.0
1.553762377023504e+18,1.514564421783552e+18,1.553762377023504e+18,"Ada yg kepikiran shutdown server kominfo sama PSE nya kah?

Seenaknya nutup nafkah orang banyak. 

#BlokirKominfo",2022-07-31 15:19:52,id,0,0,1,0,"Anyone think that the Ministry of Communication and Information Server is the same as the PSE?

Arbitrarily closed the livelihood of many people.

#Blokirkominfo",0.1333333333333333,0.2416666666666667
1.553762287139574e+18,1.529084442899534e+18,1.553761850864861e+18,"Kemenkominfo dalam siaran pers menyabut, telah menyediakan helpdesk bagi perusahaan digital yang terkena sanksi bila menemui jalan buntu saat pendaftaran.
Lantas efektifkah?
Simak infonya di bawah!
https://t.co/Qz4F01XXJJ",2022-07-31 15:19:31,id,0,1,1,0,"The Ministry of Communication and Information in a press release, has provided helpdesk for digital companies that are subject to sanctions when they are deadlocked during registration.
Then is it effective?
Check out the info below!
https://t.co/qz4f01xxxjj",0.1944444444444444,0.3777777777777778
1.553762251135365e+18,585736635.0,1.553762251135365e+18,"Sebenarnya Apa yang dilakukan Kominfo tujuannya untuk melindungi kedaulatan digital Indonesia!  Ini artinya juga melindungi warganet!  

Johnny Plate “Dibully” Gegara PSE, Lucu Sekali!
@kemkominfo 
@PlateJohnny

https://t.co/Jp2ybmBQmt",2022-07-31 15:19:22,id,6,2,9,0,"Actually what Kominfo did the aim to protect Indonesia's digital sovereignty! This means also protecting citizens!

Johnny Plate ""Bully"" Pse Negara, so funny!
@kemkominfo
@Platejohnny

https://t.co/jp2ybmbqmt",0.1041666666666667,0.3666666666666667
1.553762154486333e+18,1.547543195189486e+18,1.553759470026883e+18,"@pickme_ygy Kan gara"" disuruh pada daftar PSE itu, pihak kominfo bisa akses data pengguna",2022-07-31 15:18:59,id,0,1,0,0,"@pickme_ygy. Gara ""told to the PSE list, the Ministry of Communication and Information",0.0,0.0
1.553762096621375e+18,1.41826254004428e+18,1.553556862578328e+18,@radixwp fokus pada masalah pertama kalau mau debat itu ada batasan masalah ngak kemana mana ... masalah yg di bicarakan blokir PSE bukan ke pegawai kominfo dll paham etika debat,2022-07-31 15:18:45,id,0,1,0,0,@RadixWP Focusing on the first problem if you want the debate there is a limit on the problem or not anywhere ... the problem being talked about blocks PSE not to Kominfo employees etc. Understanding the ethics of the debate,0.25,0.3333333333333333
1.553762024747717e+18,1.18191895683301e+18,1.553455089570169e+18,"@_bagasnanda_ dari awal kominfo bikin kebijakan harus daftar ke PSE aku uda curiga, pasti ada yg ga beres.",2022-07-31 15:18:28,id,0,0,0,0,"@_bagasnanda_ From the beginning the Ministry of Communication and Information made the policy had to register to PSE I was suspicious, there must be something wrong.",-0.5,0.9
1.553761988450198e+18,1461159312.0,1.553761988450198e+18,"Sebenarnya Apa yang dilakukan Kominfo tujuannya untuk melindungi kedaulatan digital Indonesia!  Ini artinya juga melindungi warganet!  

Johnny Plate “Dibully” Gegara PSE, Lucu Sekali!
@kemkominfo 
@PlateJohnny

https://t.co/TEnGaQz8yb",2022-07-31 15:18:20,id,0,0,0,0,"Actually what Kominfo did the aim to protect Indonesia's digital sovereignty! This means also protecting citizens!

Johnny Plate ""Bully"" Pse Negara, so funny!
@kemkominfo
@Platejohnny

https://t.co/tengaqz8yb",0.1041666666666667,0.3666666666666667
