id,text,created_at,conversation_id,lang,author_id,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.553712929039598e+18,Baru saja mengirim foto @ Kominfo pusat https://t.co/mO1c5vBn8a,2022-07-31 12:03:23,1.553712929039598e+18,id,1.338366812782674e+18,0,0,0,0,Just sent a photo of @ Kominfo Pusat https://t.co/mo1c5vbn8a,0.0,0.0
1.55371260289461e+18,Akun Ini Serukan Buang Botol Air Pipis ke Gedung Kominfo: Sebuah undangan kepada masyarakat umum untuk membuang botol berisi air pipis diserukan melalui WhatsApp dan Instagram milik… https://t.co/gqGNmxpM0x #News #blokirkominfo #kominfo #blokpolitikpelajar #gedungkominfo,2022-07-31 12:02:05,1.55371260289461e+18,id,123757780.0,0,1,0,0,This account is withdrawing the pee water bottle into the Communication and Information Building: an invitation to the general public to remove bottles filled with pee water pursued via WhatsApp and Instagram owned ... https://t.co/gqgnmxpm0x #news #blokirkominfo #kominfo #blokpolitik learning #gedungkominfo,0.15,0.4888888888888889
1.553711231323714e+18,"Some of Indonesians try to speculating Kominfo decided to make all the big company of social media like twitter, instagram, google, youtube, pinterest and etc. must be registered in PSE in order to get users data for president election. If that theory was true, it will scary.",2022-07-31 11:56:38,1.5537102456412e+18,en,1.463773286769201e+18,0,1,0,0,"Some of Indonesians try to speculating Kominfo decided to make all the big company of social media like twitter, instagram, google, youtube, pinterest and etc. must be registered in PSE in order to get users data for president election. If that theory was true, it will scary.",-0.02916666666666667,0.4541666666666667
1.553701403180544e+18,"Saya tidak menemukan sosok juru bicara di tengah keributan blokir oleh Kominfo, ini sungguh mengherankan karena Kominfo pernah punya pak Gatot S Dewa Broto. Googling singkat, saya menemukan ada nama Dedy Permadi dan ada di rilis resmi kementerian.

Link: https://t.co/IX1683vnuL https://t.co/kGMkiKSKy8",2022-07-31 11:17:35,1.553701403180544e+18,id,38590241.0,3,1,6,0,"I did not find a spokesman in the midst of the commotion of the Kominfo, this was truly surprising because the Ministry of Communication and Information had Pak Gatot S Dewa Broto. Short googling, I found the name Dedy Permadi and was in the official release of the ministry.

Link: https://t.co/IX1683vnul https://t.co/kgmkiksky8",0.35,0.4
1.553687465038332e+18,"@bagiwang @detikcom Maaf bukan pajak guys, tapi aturan lain yg tidak dipenuhi (beritanya jg udah dihapus tuh)...ttp aja aturan harus ditegakkan

https://t.co/J9komw0waP",2022-07-31 10:22:12,1.553528866815328e+18,id,1.547658233405247e+18,0,0,0,0,"@bagiwang @detikcom sorry not tax guys, but other rules that are not fulfilled (the news has also been deleted) ... just the rules must be enforced

https://t.co/j9komw0wap",-0.3125,0.6875
1.553676532370944e+18,@jasasaadapanZ91 Gas hack instagram. Kominfo,2022-07-31 09:38:45,1.553676355073561e+18,de,1.258371169268294e+18,0,0,1,0,@Jasasaadapanz91 Gas Hack Instagram. Cominfo,0.0,0.0
1.553667203697983e+18,"Genius Umar Buka Rapimpurda KNPI Kota Pariaman Tahun 2022

Kominfo Kota Pariaman---Bertempat di Aula Rumah Makan Sambaldo, Walikota Pariaman Genius Umar, Minggu (31/7) membuka Rapat Pimpinan Paripurna Daerah (Rapimpurda) Komite Nasional Pemuda Indonesia … https://t.co/0wDXpzmJ7N https://t.co/t8ULmzHZlH",2022-07-31 09:01:41,1.553667203697983e+18,id,1034195042.0,0,0,0,0,"Genius Umar opened the Pariaman City KNPI Rapimpurda in 2022

KOMINFO KOTA PARIAMAN --- Located in the Sambaldo Restaurant Hall, Mayor of Pariaman Genius Umar, Sunday (31/7) opened a meeting of the Regional Plenary Leadership (Rapimpurda) of the Indonesian Youth National Committee ... https://t.co/0wdxpzmj7n https: // T.co/t8ulmzhzlh",0.0,0.0
1.553655745861657e+18,"@meowteors @worksfess Iyaa kak,maaf nama kegiatannya di instagram @digitalent yaa, itu dibawah naungan kominfo",2022-07-31 08:16:09,1.553594237689557e+18,id,1.110483847701946e+18,0,1,0,0,"@meowteors @Worpsfess yeah sis, sorry the name of the activity on Instagram @digitalent yaa, that's under the auspices of the Ministry of Communication and Information",-0.5,1.0
1.553654625688924e+18,"Untuk melindungi data privasi penduduk Indonesia yang terintegrasi di dalam PSE Privat seperti PayPal, Steam, dan Epic Game, bahkan Facebook dan Instagram, maka pemerintah mewajibkan PSE Lingkup Privat untuk melakukan pendaftaran pada Kominfo.",2022-07-31 08:11:42,1.553654617019257e+18,id,188252965.0,0,2,0,0,"To protect the privacy data of the Indonesian population that is integrated in private PSE such as Paypal, Steam, and Epic Games, even Facebook and Instagram, the government requires a private scope to register with the Ministry of Communication and Information.",0.025,0.4125
1.553649833935704e+18,"Buka tik tok isinya Kominfo, buka Instagram isinya Kominfo, buka Twitter isinya juga Kominfo, buka steam, eh gak bisa. Buka situs judi malah bisa. Hadeeehhh",2022-07-31 07:52:40,1.553649833935704e+18,id,1.551104101273858e+18,0,1,0,0,"Open Tik Tok contains Kominfo, open Instagram, the contents of the Ministry of Communication and Information, open Twitter, the contents are also Kominfo, open steam, eh can't. Open a gambling site. Hadeeehhh",0.0,0.5
1.553647158032605e+18,"@matiusagi @kemkominfo https://t.co/PC6qFNEcza nih dedy corbuzzier aja yg public figure juga keberatan dengan kebijakan kominfo

DUKUNG PEMERINTAHAN BOLEH TAPI TOLOL JANGAN
INI MENYANGKUT DUIT MASYARAKAT LOH MASSE",2022-07-31 07:42:02,1.553441735891571e+18,id,1.525040613716279e+18,0,0,4,0,"@matiusagi @kemkominfo https://t.co/pc6qfnecza here Dedy Corbuzzier who Public Figure also objected to the Kominfo policy

Support the government can be but stupid don't
This concerns the Masse people's money",-0.4,0.5333333333333333
1.553646079509672e+18,"Instagram = Facebook, Facebook= Instagram ya emang 1 grup perusahaan sih.
Pengen buka Tumblr, tp banyak puisi-puisi galau.
Aku ndak galau kyak dulu lagi hahahha
Malah yg posting keagamaan makin dikit. 
Gegara Tumblr sempat diblokir Kominfo, user Tumblr generasi awal pada ngilang.",2022-07-31 07:37:45,1.553646079509672e+18,id,317103069.0,0,0,0,0,"Instagram = Facebook, Facebook = Instagram is indeed 1 company group.
Want to open Tumblr, but a lot of troubled poems.
I wasn't upset again hahahha
In fact, the religious posts are getting little.
The Tumblr Negara was blocked by the Ministry of Communication and Information, the early generation Tumblr user disappeared.",-0.1175,0.51
1.553636913671819e+18,"this country has turned out to something we don't know.

#FM #kominfo #paypal https://t.co/oalNmExo5A",2022-07-31 07:01:20,1.553636913671819e+18,en,1.54973295201133e+18,0,0,0,0,"this country has turned out to something we don't know.

#FM #kominfo #paypal https://t.co/oalNmExo5A",0.0,0.0
1.553636461790249e+18,"Kominfo membuka sementara layanan PayPal di Indonesia agar masyarakat bisa menarik dana atau uang mereka. 

Selengkapnya:
https://t.co/WbHjZrwppZ

#SeputariNews #RCTI #PayPal #Kominfo https://t.co/VnBBr4Fhnx",2022-07-31 06:59:32,1.553636461790249e+18,id,132078023.0,0,0,0,0,"Kominfo temporarily opens paypal services in Indonesia so that people can withdraw their funds or money.

More:
https://t.co/wbhjzrwppz

#Seputarinews #RCTI #PayPal #Kominfo https://t.co/vnbbr4fhnx",0.5,0.5
1.553629057430049e+18,"@kominfo.klaten 
@sd_muhtong https://t.co/1ETo8lUoVO",2022-07-31 06:30:06,1.553629057430049e+18,de,1.481151014170685e+18,0,0,0,0,"@kominfo.klaten
@sd_muhtong https://t.co/1eto8luovo",0.0,0.0
1.553613882496881e+18,"@PayPal @AskPayPal U stubborn indeed,people now LEAVING #PayPal,coz U dont want to register(different than #Google,#Gmail,#WhatsApp,#Instagram,#Facebook,#Twitter etc)why #Indonesia blocks #PayPal https://t.co/fyOukKwoeh trash indeed!Why so difficult to register?@elonmusk,pls help https://t.co/LvwrCISHA4",2022-07-31 05:29:48,1.553613882496881e+18,en,1.546847333945573e+18,2,0,2,0,"@PayPal @AskPayPal U stubborn indeed,people now LEAVING #PayPal,coz U dont want to register(different than #Google,#Gmail,#WhatsApp,#Instagram,#Facebook,#Twitter etc)why #Indonesia blocks #PayPal https://t.co/fyOukKwoeh trash indeed!Why so difficult to register?@elonmusk,pls help https://t.co/LvwrCISHA4",-0.5,1.0
1.553602956036936e+18,"Belakangan ini ramai dibincangkan berita soal Facebook, Instagram, WhatsApp, hingga TikTok diblokir di Indonesia santer didengar. Banyak media yang membicarakan hal itu lantaran aplikasi ini mempunyai peranan yang sangat penting
 baca selengkapnya https://t.co/wGuUCczEIQ
#kominfo",2022-07-31 04:46:23,1.553602956036936e+18,id,1.505225509571285e+18,0,0,0,0,"Lately, it was widely discussed news about Facebook, Instagram, WhatsApp, until Tiktok was blocked in Indonesia which was widely heard. Many media talk about it because this application has a very important role
 Read more https://t.co/wguucczeiq
#Kominfo",0.17,0.5666666666666667
1.553596153325048e+18,@wogxms @worksfess klo dapet info mengenai pelatihannya ada dimana kak? instagram kominfo kah?,2022-07-31 04:19:22,1.553594237689557e+18,id,1.031082918414672e+18,0,1,0,0,"@wogxms @Worpsfess if you get information about the training, where are you? Instagram Kominfo?",0.0,0.0
1.553595163401785e+18,"Open jasa hack akun.
✓ Instagram
✓ Facebook
✓ Twitter
✓ WhatsApp
✓ Gmail
Silahkan hubungi kami.

#KominfoKontol Arab Paypal #BlokirKominfo Steam #WelcomeTREASUREtoTHAILAND #kominfo #zonauang #zonajajan #zonaba #BandungBasah #JakartaxBeauty #surabayalendir #semaranglendir https://t.co/0zEhR3wHJ2",2022-07-31 04:15:26,1.553595163401785e+18,id,1.538986831089238e+18,0,0,0,0,"Open account hack service.
✓ Instagram
✓ Facebook
✓ Twitter
✓ WhatsApp
✓ Gmail
Please contact us.

#Kominfokontol Arabic paypal #Blokirkominfo steam #welcometreasuretothailand #kominfo #zonauang #zonajajan #zonaba #bandungbasah #jakartaxbeauty #urabayalendir #semaranglendir https://t.co/0zehr3Whj2",0.0,0.5
1.553586771455525e+18,Instagram Kominfo Panen Hujatan Warganet Buntut Blokir Steam hingga PayPal https://t.co/B2tmy7vgK3,2022-07-31 03:42:05,1.553586771455525e+18,id,231355136.0,0,0,0,0,Instagram Kominfo Harvest Harvesting Citizens Braise Block Steam to Paypal https://t.co/b2tmy7vgk3,0.0,0.0
1.553575459304382e+18,"Lagi ramai karut marut blokir Steam

Instagram Kominfo Panen Hujatan Warganet Buntut Blokir Steam hingga PayPal https://t.co/qgpaS1HWCa",2022-07-31 02:57:08,1.553575459304382e+18,id,137391511.0,0,0,0,0,"Again crowded with marriage to block steam

Instagram Kominfo Harvest Harvesting Citizens Braise Block Steam to Paypal https://t.co/qgpas1hwca",0.0,0.0
1.553570483677069e+18,@qorygore Bingung gw atas keputusan kominfo...padahal d aplikasi yg di blokir itu..ada segelintiran orng yg jadiin aplikasi tersevut sebagai pemasukan nya..apakah wa ama instagram akan menyusul?? Klw ia...fix korut versi meta,2022-07-31 02:37:21,1.553315033857241e+18,id,428175035.0,0,0,1,0,@qorygore is confused about the decision of the Ministry of Communication and Information ... even though the application is blocked ... there is a handful of people who make the application be the application as an income ... will Wa and Instagram follow ?? Klw he ... Fix North Korea Meta version,-0.4,0.7
1.553552421132968e+18,"You think you locco? Bunuh diri yak @kemkominfo 🔨 ? Pengalihan isu kah biar kasus kasus yg memang urgent di tutup tutupin? @narasitv kawal sampe beres 🚬
https://t.co/Md73BW86Lq

#kominfo #KominfoKontol #Bunuhdiri #Kominfobunuhdiri",2022-07-31 01:25:35,1.553552421132968e+18,id,1.47172217860112e+18,0,0,2,0,"You think you locco? Suicide yak @kemkominfo 🔨? The transfer of the issue is so that the case that is urgent is covered in covering? @narasitv guard until it's finished 🚬
https://t.co/md73BW86LQ

#kominfo #kominfokontol #bilkiri #kominfobykiri",0.0,0.0
1.553543025523327e+18,@neodoyies @collegemenfess Cek instagram digitalent.kominfo,2022-07-31 00:48:15,1.553540480511902e+18,id,1.415268311323927e+18,0,1,0,0,@neodoyies @collegemenFess Check Instagram Digitalent.kominfo,0.0,0.0
1.553474306474004e+18,Baru bangun cek Instagram udah kena hack elon musk. Apakah karena memaki Kominfo?,2022-07-30 20:15:11,1.553474306474004e+18,id,420117726.0,0,0,0,0,Just woke up Instagram check already hit Elon Musk. Is it because of cursing the Ministry of Communication and Information?,0.0,0.0
1.553472420203287e+18,"oke kominfo mau blok instagram, netflix apa lah ya. tapi pas mau dan sudah blok steam, epic games, DOTA dll semua orang jd marah banget haha. puncak kada",2022-07-30 20:07:41,1.553472420203287e+18,id,37921913.0,0,0,0,0,"Okay Kominfo want to block Instagram, Netflix is ​​it. But when I want and already block steam, epic games, dota etc. everyone is so angry haha. Kada Peak",0.075,0.5499999999999999
1.553448821946188e+18,"Sudah Ngancam Blokir, Situs Kominfo Juga Pakai ""Produk Terlarang""

Sumber: https://t.co/PTyw78cgcG

#kominfo #kemkominfo #menkominfo #KominfoBadut #BlokirKominfo https://t.co/sipUcva0Af",2022-07-30 18:33:55,1.553448821946188e+18,id,1.534350342452027e+18,7,0,6,3,"Already blocked, the Communication and Information Site also uses ""Forbidden Products""

Source: https://t.co/ptyw78cgcg

#kominfo #kemkominfo #menkominfo #kominfobadut #blokirkominfo https://t.co/sipucva0af",0.0,0.0
1.553442344414118e+18,"@Fiar098 I'm bored, so I would like to see some chaos. 
What if you guys start spamming porn to every social media that you have like FB, Twitter, Instagram or anything? Maybe there would be too much porn that eventually Kominfo start banning major social media in Indo. 

Just for lulz",2022-07-30 18:08:11,1.553114194954027e+18,en,8.18226678325334e+17,0,0,0,0,"@Fiar098 I'm bored, so I would like to see some chaos. 
What if you guys start spamming porn to every social media that you have like FB, Twitter, Instagram or anything? Maybe there would be too much porn that eventually Kominfo start banning major social media in Indo. 

Just for lulz",-0.03416666666666666,0.3666666666666666
1.553427690023174e+18,"Buat yang koar-koar banned kominfo, kritis boleh, goblok jangan :)
https://t.co/CR9k1l9ThL",2022-07-30 17:09:57,1.553427690023174e+18,id,1.350918447023022e+18,0,0,0,0,"For those who are banned banned Kominfo, critical may, don't be stupid :)
https://t.co/cr9k1l9thl",-0.09999999999999998,0.9333333333333332
