id,lang,created_at,author_id,text,conversation_id,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.551842201386504e+18,id,2022-07-26 08:09:47,159217885.0,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/nRwufD3OqT",1.551842201386504e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/nrwufd3oqt",0.4,0.5625
1.551842175390216e+18,id,2022-07-26 08:09:41,116982303.0,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/s7t3FkhFmz",1.551842175390216e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/s7t3fkhfmz",0.4,0.5625
1.551842152841626e+18,id,2022-07-26 08:09:35,1464717420.0,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/KKe0Dsbrq2",1.551842152841626e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/kke0dsbrq2",0.4,0.5625
1.55184145308491e+18,id,2022-07-26 08:06:48,1464717420.0,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/U7IPOqdoJj",1.55184145308491e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/u7ipoqdojj",0.4,0.5625
1.551841428460151e+18,id,2022-07-26 08:06:43,116982303.0,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/YcwOMuSocx",1.551841428460151e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/ycwomusocx",0.4,0.5625
1.551841404032233e+18,id,2022-07-26 08:06:37,159217885.0,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/sV9tTvTaOA",1.551841404032233e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/sv9ttvtaoa",0.4,0.5625
1.551839408742994e+18,id,2022-07-26 07:58:41,159217885.0,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/vDGDBwOSI6",1.551839408742994e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/vdgdbwosi6",0.4,0.5625
1.551839384701661e+18,id,2022-07-26 07:58:35,116982303.0,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/0MyAmreYkm",1.551839384701661e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/0myamreykm",0.4,0.5625
1.551839360714101e+18,id,2022-07-26 07:58:30,1464717420.0,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/MB9gli8BYM",1.551839360714101e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/mb9gli8bym",0.4,0.5625
1.551812834316603e+18,id,2022-07-26 06:13:05,258629268.0,"Seharusnya pemerintah bersama dengan DPR selaku pembuat undang-undang segera mengesahkan Rancangan Undang-Undang tentang Perlindungan Data Pribadi (RUU PDP) sebelum mengeluarkan kebijakan yang berdampak besar di ruang digital.

#blokirkominfo

https://t.co/LKq2mEJCrA",1.551812834316603e+18,8,0,17,0,"The government should be together with the DPR as the lawmaker of the law to immediately pass the Draft Law on Protection of Personal Data (RUU PDP) before issuing a policy that has a major impact on the digital space.

#Blokirkominfo

https://t.co/lkq2mejcra",0.02083333333333333,0.2666666666666667
1.551802987818824e+18,id,2022-07-26 05:33:58,1464717420.0,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/Mpidbw9UUX",1.551802987818824e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/mpidbw9uux",0.4,0.5625
1.551802954067243e+18,id,2022-07-26 05:33:50,116982303.0,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/1CssSIukOe",1.551802954067243e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/1cssiukoe",0.4,0.5625
1.551802931921695e+18,id,2022-07-26 05:33:44,159217885.0,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/2noZTI4F2x",1.551802931921695e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/2nozti4f2x",0.4,0.5625
1.551799987394458e+18,id,2022-07-26 05:22:02,159217885.0,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/ghl3OCbDdc",1.551799987394458e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/ghhl3ocbddc",0.4,0.5625
1.551799962287374e+18,id,2022-07-26 05:21:56,116982303.0,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/7YBwVmpUqF",1.551799962287374e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/7YBWVMPUQF",0.4,0.5625
1.551799938945655e+18,id,2022-07-26 05:21:51,1464717420.0,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/qlI9uUZCRh",1.551799938945655e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/qli9uuzcrh",0.4,0.5625
1.55179763274537e+18,id,2022-07-26 05:12:41,1464717420.0,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/PnlerySjVa",1.55179763274537e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/pnlerysjva",0.4,0.5625
1.551797607282131e+18,id,2022-07-26 05:12:35,116982303.0,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/wYzmtegQlS",1.551797607282131e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/wyzmtegqls",0.4,0.5625
1.551797583777243e+18,id,2022-07-26 05:12:29,159217885.0,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/XstZ95dv3V",1.551797583777243e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/xstz95dv3v",0.4,0.5625
1.551760541986673e+18,id,2022-07-26 02:45:18,1.47731104451509e+18,@heymusafir Akun buzzer kayaknya itu mah. Ngomong2 gini padahal akun gua sendiri keliatan kayak akun buzzer. Wkwkwk #BlokirKominfo,1.551460236698931e+18,0,1,0,0,"@Heymusafir Buzzer account seems like that. By the way, even though my own account looks like a buzzer account. Wkwkwk #Blokirkominfo",0.6,1.0
1.551750923667767e+18,id,2022-07-26 02:07:04,1.550349799941358e+18,"@Gyxis @secgron @kemkominfo @resir014 @safenetvoice @elsamnews @kemudi_ @nden @aliayfra Kominfo tuh ga ada fungsiii TAUUU! 
#BlokirKominfo",1.549591767246582e+18,0,1,0,0,"@Gyxis @secgron @kemkominfo @resir014 @safenetvoice @elsamnews @kemudi_ @nden @aliayfra Kominfo there is no function Tauuu!
#Blokirkominfo",0.0,0.0
1.551727471657071e+18,id,2022-07-26 00:33:53,1.214955800965173e+18,"Medium nanti ikut terblokir nggak? Kalau iya pindah ni, #blokirkominfo #banyakkaretnya 

https://t.co/QN7zUFdtnl",1.551727471657071e+18,0,0,1,0,"Medium will be blocked too? If yes, move, #Blokirkominfo #Banyakkaret

https://t.co/qn7zufdtnl",0.0,0.0
1.551712660680413e+18,id,2022-07-25 23:35:02,363084959.0,Awoakwoakow #BlokirKominfo https://t.co/kp3zaqpI9g,1.551712660680413e+18,0,0,3,0,Awoakwoakow #Blokirkominfo https://t.co/kp3zaqpi9g,0.0,0.0
1.551703487104557e+18,id,2022-07-25 22:58:35,63571973.0,"Nahlho, LinkedIn dan alibaba terancam #blokir #BlokirKominfo #linkedin #alibaba @LinkedIn @AlibabaGroup https://t.co/wFmyITasDr",1.551703487104557e+18,0,0,0,0,"Nahlho, LinkedIn and Alibaba are threatened with #Blokir #Blokirkominfo #linkededin #alibaba @linkedin @alibabagroup https://t.co/wfmyitasdr",0.0,0.0
