id,author_id,conversation_id,created_at,text,lang,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.5522578198265e+18,1061472473185628032,1.552157315771822e+18,2022-07-27 11:41:18,"@Mr_pekoks @cntiksx @nanangardiansy @txtfrombrand Kalo Kominfo mungkin iya. Kalo orang isp bisa. Btw Kominfo bukan WA doang, Google juga termasuk",id,0,1,2,0,"@Mr_pekoks @cntiksx @nanangardiansy @txtfrombrand If Kominfo might be yes. If an ISP person can. BTW Kominfo is not wa only, Google is also included",0.0,1.0
1.552251941933416e+18,225671306,1.552153539069514e+18,2022-07-27 11:17:57,"@txtfrombrand aihhh kominfo gak asik, taek. wes diblock ae google group gak usah daftar PSE...",id,0,0,1,0,"@txtfrombrand aihhh kominfo is not cool, taek. Wes Diblock Ae Google Group Don't have to register pse ...",-0.175,0.65
1.552241762378609e+18,1098001497298620032,1.552153539069514e+18,2022-07-27 10:37:30,"@syahbara @txtfrombrand ada yg ngespill juga, kalo whatsapp, google, dan banyak perusahaan gede, trnyata yg ngedaftarin mereka bukan perusahaan yg seharusnya, ga ngertilah kominfo ini gmana",id,0,0,0,0,"@syahbara @txtfrombrand there are those who ngecesspill too, if whatsapp, google, and many companies are big, it turns out that they registered they are not the company that should be, not to understand this communication",0.25,0.3
1.552218800288055e+18,74501380,1.552218800288055e+18,2022-07-27 09:06:15,"Google, YouTube, dkk Belum Muncul di Situs PSE Kominfo Meski Diklaim Sudah Daftar. | #Tekno 

https://t.co/lu9p4vL9rr",id,1,0,0,0,"Google, YouTube, et al have not yet appeared on the PSE Kominfo site even though they are claimed to have registered. | #Tekno

https://t.co/lu9p4vl9rr",0.0,0.0
1.552218743182598e+18,23343960,1.552218743182598e+18,2022-07-27 09:06:01,"Google, YouTube, dkk Belum Muncul di Situs PSE Kominfo Meski Diklaim Sudah Daftar. | #Tekno 

https://t.co/uw65IQhlMe",id,0,1,0,0,"Google, YouTube, et al have not yet appeared on the PSE Kominfo site even though they are claimed to have registered. | #Tekno

https://t.co/uw65iqhlme",0.0,0.0
1.552202504858833e+18,1424847385725858048,1.552202504858833e+18,2022-07-27 08:01:30,"Senter 4 LED + COB Rechargeable Jarak Jauh / Senter LED Cas Portable Waterproof

👉 Link: https://t.co/lzZM55eVna

Yuzuru Hanyu SCBD #phaverfriends #KimGoEun Google Yoona Kominfo https://t.co/KBGI1Tc734",id,0,0,0,0,"Flashlight 4 LED + COB Rechargeable Long distance / LED Cas Portable Waterproof Flashman

👉 Link: https://t.co/lzzm555evna

Yuzuru Hanyu SCBD #Phaverfriends #KIMGOEUN Google Yoona Kominfo https://t.co/kbgi1tc734",-0.05,0.4
1.552195786536255e+18,1475374674846514944,1.552175425337508e+18,2022-07-27 07:34:48,"@sandhatu @Bernardroem Ya, gak bisalah. Emang tenaga ITnya Kominfo lebih canggih dari karyawan (staf maksudnya) Google?",id,0,0,1,0,"@sandhatu @bernardroem, yes, can't. Is the IT power of the Ministry of Communication and Information is more sophisticated than the employee (staff means) Google?",0.5,0.75
1.552188794341757e+18,1413520560059916032,1.552188794341757e+18,2022-07-27 07:07:01,"gpdli,ak jrg pke wa, google jg isinya tugas-tugas waktu daring,klw bgtu nnti ak gbahin kominfo sj https://t.co/mYv7t3AJAv",id,0,0,0,0,"GPDLI, AK JRG PKE WA, Google is also the contents of online tasks, if you want to gbahin Kominfo sj https://t.co/myv7t3ajav",0.0,0.0
1.55217276422393e+18,1369573838007063040,1.552169090269164e+18,2022-07-27 06:03:19,"@PNS_Ababil @kemkominfo paling jago dong soal IT..mampu decrypt data2 enkripsi di WA,Google..
so bantu dong korban2 yg datanya dienkripsi ransom dJvu online!
ditarif 1jt mau kok asal data2 bisa balik lg!
lapor kasus kena ransom ke @CCICPolri bisakah?
@BSSN_RI @BPPT_RI
https://t.co/P4TGI4nVXy",id,0,0,0,0,"@Pns_ababil @kemkominfo is the most good at it ... it can decrypt data2 encryption in wa, google ..
So help the victims whose data are encrypted by DJVU online!
Instead of 1 million, I want it as long as the data can return again!
Report the case hit by ransom to @ccicpolri can it be?
@Bssn_ri @bppt_ri
https://t.co/p4tgi4nvxy",0.4375,0.5
1.552155866853708e+18,980097559736721408,1.552155866853708e+18,2022-07-27 04:56:10,"Semua produk layanan meta Indonesia, sudah terdaftar di kementerian Kominfo RI, termasuk juga Google Indonesia.twiter sudah di daftarkan oleh kantor mereka di Singapura, jadi Twitter masih bisa di akses di Indonesia, karena sudah terdaftar di kementerian Kominfo RI.",id,1,0,1,0,"All Meta Indonesia service products have been registered with the Ministry of Communication and Information of the Republic of Indonesia, including Google Indonesia. TWITER has been registered by their offices in Singapore, so Twitter can still be accessed in Indonesia, because it has been registered with the Ministry of Communication and Information.",0.0,0.0
1.552137261655151e+18,980097559736721408,1.552137261655151e+18,2022-07-27 03:42:15,"Twitter sudah terdaftar di kementerian Kominfo RI, karena mereka sudah di daftarkan oleh kantor mereka di Singapura, oleh Twitter Singapore limited yang juga membawahi Twitter di Indonesia, sebelum tanggal 20 Juli lalu, bersama wasttapp dan google.mereka masih bisa di akses",id,1,0,2,0,"Twitter has been registered with the Ministry of Communication and Information of the Republic of Indonesia, because they have been registered by their office in Singapore, by Twitter Singapore Limited which also oversees Twitter in Indonesia, before July 20, with Wasttapp and Google. They can still be accessed",-0.07142857142857142,0.1428571428571428
1.552112472668066e+18,3306062696,1.551969499200426e+18,2022-07-27 02:03:44,"@yunanalamsyah15 GCP aman wkwkwkw
https://t.co/godB4G9ynD",id,0,1,0,0,"@greelamsyah15 gcp safe wkwkwkw
https://t.co/godb4g9ynd",0.5,0.5
1.552101659081261e+18,1519635672822256128,1.552093301616116e+18,2022-07-27 01:20:46,"@BBCIndonesia *KOMINFO MENYENGGOL PENGUASA DUNIA MAYA, YAITU: GOOGLE, DIMANA PENGUASA THE HACKERS PULA! HAHAHA SEMUA APLIKASI INDONESIA JUGA MAMPU HILANG!",id,0,0,0,0,"@Bbcindonesia *Kominfo nudged the rulers of cyberspace, namely: Google, where the ruler of The Hackers too! Hahaha all Indonesian applications are also able to disappear!",0.4125,0.5125
1.552001735496851e+18,70930196,1.552001735496851e+18,2022-07-26 18:43:43,"Dah oak blokir aja google dan youtube, saya mau kihat seberapa kuat kominfo bisa vertahan tanpa google dan youtube, tinggal kuat²an aja kan 🤣🤣 https://t.co/7xbeYeIvgv",id,0,0,0,0,"Bye just blocked Google and YouTube, I want to see how strong the Communication and Information can be vertahan without Google and YouTube, just stay strong right 🤣🤣 https://t.co/7xbeyeivgv",0.3841269841269841,0.6674603174603174
