id,conversation_id,lang,created_at,author_id,text,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.551919469672669e+18,1.551919469672669e+18,id,2022-07-26 13:16:49,1255870456797650944,"Bagi PSE yang tidak mendaftar per tenggat waktu yang telah ditetapkan yaitu lima hari kerja , maka akan di tindak tegas dengan pemblokiran dan pemutusan akses. 

@kemkominfo
@PlateJohnny
https://t.co/s3hY45R7IR",0,0,0,0,"For PSE who do not register per deadline that has been set, namely five working days, it will be acted decisively by blocking and terminating access.

@kemkominfo
@Platejohnny
https://t.co/s3Hy45r7ir",0.0,0.0
1.551916776459342e+18,1.551916776459342e+18,id,2022-07-26 13:06:07,419351733,"Hadirkan Banyak Inovasi, Alibaba Cloud Patuhi Kebijakan PSE Kominfo https://t.co/9t6oSXawIF /via @gizmologi https://t.co/HpDQTNdUme",0,0,0,0,"Present a lot of innovations, Alibaba Cloud obeys the PSE Kominfo policy https://t.co/9t6osxawif/via @gizmology https://t.co/hpdqtndume",0.0,0.0
1.551916565746319e+18,1.551916565746319e+18,id,2022-07-26 13:05:17,1255870456797650944,"Google akhirnya mendaftarkan diri sebagai Penyelenggara Sistem Elektronik (PSE) Lingkup Privat di @kemkominfo

@PlateJohnny
https://t.co/stYWLUKd1P",0,0,0,0,"Google finally registered as the organizer of the Private Electronic System (PSE) at @kemkominfo

@Platejohnny
https://t.co/stywlukd1p",0.0,0.6875
1.551904214535782e+18,1.551904214535782e+18,id,2022-07-26 12:16:12,3570716532,"Hadirkan Banyak Inovasi, Alibaba Cloud Patuhi Kebijakan PSE Kominfo https://t.co/4QmYBXw3rE",0,0,1,0,"Present a lot of innovation, Alibaba Cloud obeys the PSE Kominfo policy https://t.co/4qmybxw3re",0.0,0.0
1.551899284765016e+18,1.551860130437669e+18,en,2022-07-26 11:56:37,3291665198,"@kominfu @pokico2 @kemkominfo And even if the government created a new DNS checker website, do people still trust them, like the Efiling Pajak, OSS, and PSE kerfuffle? There could also be news that the gov shadowbanning certain sites (blocked but invisible on https://t.co/zlNbiNhuki) during the incident.",0,1,2,0,"@kominfu @pokico2 @kemkominfo And even if the government created a new DNS checker website, do people still trust them, like the Efiling Pajak, OSS, and PSE kerfuffle? There could also be news that the gov shadowbanning certain sites (blocked but invisible on https://t.co/zlNbiNhuki) during the incident.",0.1753246753246753,0.512987012987013
1.551891822833676e+18,1.551891822833676e+18,en,2022-07-26 11:26:57,945884355607404544,"Bad news, guys. If you're Indonesian fellas that seeing this tweet and playing games that published/developed by Nintendo, Epic Games, and EA, you're must worried. Why? Because their PSE still not registered on Kominfo. Idk if I can play Apex Mobile in the future #BlokirKominfo https://t.co/R8Ew2eZxQp",3,4,2,0,"Bad news, guys. If you're Indonesian fellas that seeing this tweet and playing games that published/developed by Nintendo, Epic Games, and EA, you're must worried. Why? Because their PSE still not registered on Kominfo. Idk if I can play Apex Mobile in the future #BlokirKominfo https://t.co/R8Ew2eZxQp",-0.2,0.3972222222222222
1.551882553879314e+18,1.551789332888961e+18,id,2022-07-26 10:50:08,1080657285842518016,"@detikcom https://t.co/Vgrxp4amvu
Web amatiran... ancem2 blokir segala",0,0,0,0,"@detikcom https://t.co/vgrxp4amvu
Amateur web ... Anem2 Block Everything",-0.25,0.25
1.551876469361906e+18,1.551876469361906e+18,id,2022-07-26 10:25:57,972357839279673344,"Google sudah mendaftar PSE. 
Dengan begitu , seluruh layanan Google seperti ; 
~ YouTube 
~ Gmail 
~ Google Maps 
~ Google Classroom 
~ Play Store dan lainnya tidak akan mengalami pemblokiran oleh @kemkominfo.

@PlateJohnny 
https://t.co/HR9UIbGKVr",0,0,0,0,"Google has registered PSE.
That way, all Google services such as;
~ YouTube
~ Gmail
~ Google Maps
~ Google Classroom
~ Play stores and others will not experience blocking by @kemkominfo.

@Platejohnny
https://t.co/hr9uibgkvr",0.0,0.5
1.551873874978951e+18,1.551068059951018e+18,en,2022-07-26 10:15:38,1348778234343641088,"@TY_Platinum Pse.kominfo something i forgot, I think they actually take it down because it was hacked and someone managed to access the admin account",0,1,0,0,"@TY_Platinum Pse.kominfo something i forgot, I think they actually take it down because it was hacked and someone managed to access the admin account",-0.07777777777777779,0.1944444444444445
1.551869696827216e+18,1.551869696827216e+18,id,2022-07-26 09:59:02,1012203544328297984,"900 Miliar harusnya udah bisa bikin perusahaan besar segede e-Fishery, Alami, Amartha, dsj. atau bisa buat modal bikin 50 software house besar.

Hmmm.. tapi kok gini, ya?
Mengheran 🤔

Belum lagi soal polemik aturan Permen Kominfo terkait PSE Lingkup Privat itu sendiri. 😥 https://t.co/FE2prWleJA",0,0,0,0,"900 billion should already be able to make a large company as big as e-fishery, natural, amartha, DSJ. Or you can make capital to make 50 large software houses.

Hmmm .. But how come this, huh?
Surprising 🤔

Not to mention the matter of the polemic of the Ministry of Communication and Information Regulation related to the private scope of PSE itself. 😥 https://t.co/fe2PRWleja",0.2160714285714286,0.4071428571428572
1.551866163159699e+18,1.551866163159699e+18,id,2022-07-26 09:45:00,125297822,"AJI menilai aturan ini sebagai ancaman baru untuk menggerogoti kebebasan pers dan kebebasan berekspresi di tanah air.
https://t.co/wH1TCI6Xnv",1,0,1,0,"Aji assesses this rule as a new threat to undermine the freedom of the press and freedom of expression in the country.
https://t.co/WH1TCI6XNV",0.1363636363636364,0.4545454545454545
1.551856807748194e+18,1.551856807748194e+18,ja,2022-07-26 09:07:49,77654478,"#RekayasaPolitikRezim
#RekayasaPolitikRezim
サブスク解禁 Pitso Ricard Mimi Bay Kemal Hobi Brexit ペン入れ

Haha! Intip jg dong manjah2nya Jejey ke Roy, atw gaya Bonge di CFW yg mkn SEBLEW!

Lewat Aturan PSE, Kominfo Bisa Intip Percakapan Whatsapp dan Gmail https://t.co/tkpTfWbM2N",1,2,5,0,"#Rekayasapolitikrezim
#Rekayasapolitikrezim
Subsque lifting PITSO RICARD MIMI Bay Kemal Hobi Brexit Pen Insert

Haha! Intip JG Dong Manjah2NYA JEJEY KE ROY, ATW GAYA BONGE DI CFW YG MKN Seblew!

Lewat Aturan PSE, Kominfo Bisa Intip Percakapan Whatsapp Dan Gmail Https://t.co/tkptfwbm2n",0.3125,0.3
1.551855536727294e+18,1.551855536727294e+18,id,2022-07-26 09:02:46,17128975,"Lewat Aturan PSE, Kominfo Bisa Intip Percakapan Whatsapp dan Gmail https://t.co/1VplUGtiBO",168,92,339,258,"Through PSE rules, Kominfo can take a peek at WhatsApp and Gmail conversations https://t.co/1vplugtibo",0.0,0.0
1.551846424492384e+18,1.551846424492384e+18,id,2022-07-26 08:26:34,17128975,2 Kerugian Jika Perusahaan Tak Daftar PSE Kominfo https://t.co/379qsLGwzJ,0,1,2,0,2 Losses If the Company is not listing PSE Kominfo https://t.co/379qslgwzj,0.0,0.0
1.551838141903823e+18,1.551838141903823e+18,id,2022-07-26 07:53:39,1277903913446896128,"Nahhh... 

@kemkominfo Beri tenggat waktu
5 Hari PSE Privat untuk Daftar

@PlateJohnny 

https://t.co/ilBHRN0Qfb https://t.co/CRcACu4Bvc",0,0,0,0,"Nahhh ...

@kemkominfo give a deadline
5 days of private pse for list

@Platejohnny

https://t.co/ilbhrn0qfb https://t.co/crcacu4bvc",0.0,0.375
1.551837959992644e+18,1.551837959992644e+18,id,2022-07-26 07:52:56,1277903913446896128,"Wouw.. 

@kemkominfo kirim surat Peringatan ke 100 PSE besar
Yang belum daftar 

@PlateJohnny 

https://t.co/IxvDdG3kcz https://t.co/EoN5hWFE6y",0,0,0,0,"Wouw ..

@kemkominfo Send a warning letter to 100 large pse
Which hasn't registered yet

@Platejohnny

https://t.co/ixvddg3kcz https://t.co/eon5hwfe6y",0.2142857142857143,0.4285714285714285
1.551830711841083e+18,1.551830711841083e+18,id,2022-07-26 07:24:07,1277903913446896128,"Yesss.. 
Google daftar PSE @kemkominfo

YouTube dan Gmail
Gak jadi diblokir deh.. ✌

@PlateJohnny 

https://t.co/yI7wld8aOj https://t.co/QjQnWYMx75",0,0,0,0,"Yesss ..
Google list pse @kemkominfo

Youtube and Gmail
Not blocked .. ✌

@Platejohnny

https://t.co/yi7wld8aoj https://t.co/qjqnwymx75",0.0,0.0
1.551828861649727e+18,1.551828861649727e+18,id,2022-07-26 07:16:46,258629268,"Alih-alih memberikan platform digital keleluasaan untuk melakukan inovasi sebagaimana karakteristiknya, Pendaftaran PSE ini justru menakut-nakuti user platform dengan berbagai macam restriksi yang menyebabkan matinya kemampuan daya kreatif.

https://t.co/4OyX0n6hZS https://t.co/AFDzk13fVZ",27,1,47,3,"Instead of providing digital platforms to make innovations as their characteristics, this PSE registration actually frightens the user platform with various restrictions that cause the death of creative power.

https://t.co/4oyx0n6hzs https://t.co/afdzk13fvz",0.125,0.4
1.551828211700466e+18,1.551828211700466e+18,id,2022-07-26 07:14:11,749916902437236736,"Kominfo Blokir Dota, Yahoo, Steam Jika Tak Daftar PSE https://t.co/9WAikPV78p",0,0,1,0,"Kominfo Block Dota, Yahoo, Steam if you don't list PSE https://t.co/9waikpv78p",0.0,0.0
1.551814937336435e+18,1.551814937336435e+18,id,2022-07-26 06:21:27,1493955534185438976,"Google akhirnya mendaftarkan diri sebagai Penyelenggara Sistem Elektronik (PSE) Lingkup Privat di Kementerian Komunikasi dan Informatika @kemkominfo. Pendaftaran dilakukan satu hari setelah tenggat pendaftaran PSE
@PlateJohnny
https://t.co/cFXwXu8v2O",0,0,0,0,"Google finally registered himself as the organizer of the electronic system (PSE) of the private scope of the Ministry of Communication and Information @kemkominfo. Registration is done one day after the PSE registration deadline
@Platejohnny
https://t.co/cfxwxu8v2o",0.0,0.6875
1.55181161828717e+18,1.55181161828717e+18,id,2022-07-26 06:08:15,1110071306320400000,"Lindungi Masyarakat, Kominfo Minta Ribuan PSE Lingkup Privat Segera Daftar Ulang https://t.co/KTJGq3Cvjj",0,0,0,0,"Protect the community, Kominfo asks for thousands of private scope immediately re -register https://t.co/ktjgq3cvjjjjjjjjjjjjjjj",0.0,0.375
1.551810932686217e+18,1.551810932686217e+18,id,2022-07-26 06:05:32,737114089386741760,Update Daftar PSE yang Sudah Aman dan Belum Terdaftar  #Kominfo #Aplikasi #Apple #Amazon #Tesla #PSELingkupPrivat #PenyelenggaraSistemElektronik #AplikasiBlokir #Yandex https://t.co/OxtOD1rEU1 https://t.co/PrX5FDT3x7,1,0,0,0,Update the PSE list that is safe and not yet registered #Kominfo #Aplication #apple #Amazon #Tesla #Pelselkupprivat #Pemenggarasistelectronics #APSIKSABLOKIR #Yandex https://t.co/oxtod1reu1 https://t.co/prx5fdt3x7,0.5,0.5
1.551794162017915e+18,1.550332306165998e+18,en,2022-07-26 04:58:53,857897789283487744,"@keensi1st @CaptainZatrany @Steam What he meant that the Government of Indonesia will block @Steam therefore Indonesian player can't access to buy and play game on steam. And not just steam, other major launcher also get blocked too. Unless Steam register to the PSE Kominfo",1,0,1,0,"@keensi1st @CaptainZatrany @Steam What he meant that the Government of Indonesia will block @Steam therefore Indonesian player can't access to buy and play game on steam. And not just steam, other major launcher also get blocked too. Unless Steam register to the PSE Kominfo",-0.1541666666666667,0.425
1.551793619727618e+18,1.551793608491053e+18,id,2022-07-26 04:56:44,20963426,"Padahal, aturan ini memuat beberapa pasal karet yang rentan disalahgunakan. Apa saja? #KoranTempo #Kominfo #PSE #platformdigital",1,0,2,0,"In fact, this rule contains several articles of rubber that are vulnerable to being misused. Anything? #Korantempo #kominfo #pse #platformdigital",-0.25,0.25
1.551793617101943e+18,1.551793608491053e+18,id,2022-07-26 04:56:43,20963426,Pegiat informasi dan teknologi sebelumnya menolak dengan tegas peraturan menteri yang mengharuskan PSE mendaftar ke Kementerian. #KoranTempo #Kominfo #PSE #platformdigital,0,1,1,0,Information and technology activists previously firmly rejected Ministerial Regulation which required PSE to register with the Ministry. #Korantempo #kominfo #pse #platformdigital,-0.2,0.4
1.551793614425952e+18,1.551793608491053e+18,id,2022-07-26 04:56:43,20963426,"Jika hingga tenggat tak kunjung mendaftar, PSE dikenai sanksi administratif berupa pemutusan akses ataupun pemblokiran. #KoranTempo #Kominfo #PSE #platformdigital",0,1,0,0,"If the deadline does not register, PSE is subject to administrative sanctions in the form of termination of access or blocking. #Korantempo #kominfo #pse #platformdigital",-0.1666666666666667,0.3333333333333333
1.551793611221545e+18,1.551793608491053e+18,id,2022-07-26 04:56:42,20963426,"Meski pendaftaran ditutup Rabu lalu, Kominfo memberikan tambahan waktu 5 hari kerja bagi PSE atau platform digital untuk melengkapi dokumen dan segera mendaftar. #KoranTempo #Kominfo #PSE #platformdigital https://t.co/E2QzzLg6jP",1,2,1,0,"Although registration closed last Wednesday, Kominfo provided an additional 5 working days for PSE or digital platforms to complete the documents and immediately register. #Korantempo #kominfo #pse #platformdigital https://t.co/e2qzlg6jp",0.0,0.1416666666666667
1.551793608491053e+18,1.551793608491053e+18,id,2022-07-26 04:56:41,20963426,Kominfo bakal menerapkan sanksi pemblokiran terhadap penyelenggara sistem elektronik (PSE) yang belum mendaftar ke situs web Kementerian. #KoranTempo #Kominfo #PSE #platformdigital https://t.co/Fe9spQYHYm,9,2,12,1,The Ministry of Communication and Information will implement a blocking sanction to the organizer of the Electronic System (PSE) that has not yet registered with the Ministry's website. #Korantempo #kominfo #pse #platformdigital https://t.co/fe9spqyhym,0.0,0.0
1.551791169998586e+18,1.551791169998586e+18,id,2022-07-26 04:47:00,1313731477050330880,"Google Daftar PSE Kominfo, YouTube dan Gmail Aman Tak Diblokir

Dengan begitu, bisa diartikan seluruh layanan Google, seperti YouTube, Gmail, Google Maps, Google Classroom, Play Store, dan lainnya tidak akan mengalami pemblokiran @kemkominfo.
@PlateJohnny
https://t.co/6MKK81xkL9",0,0,1,0,"Google List PSE Kominfo, Youtube and Gmail Safe Not Blocked

That way, it can be interpreted by all Google services, such as YouTube, Gmail, Google Maps, Google Classroom, Play Store, and others will not block @kemkominfo.
@Platejohnny
https://t.co/6mkk81xkl9",0.25,0.5
1.551790815936381e+18,1.551790815936381e+18,id,2022-07-26 04:45:36,1166532124121240064,"Google Daftar PSE @kemkominfo, YouTube dan Gmail Aman Tak Diblokir

Semuel Pangerapan dalam konferensi pers terpisah mengonfirmasi bahwa Google telah mendaftarkan empat platform tambahan selain Google Cloud dan Google Ads.
@PlateJohnny
https://t.co/xK9jWG6jIK",0,0,0,0,"Google List Pse @kemkominfo, YouTube and Gmail Safe Not Blocked

Semuel Pangepan in a separate press conference confirmed that Google has registered four additional platforms besides Google Cloud and Google Ads.
@Platejohnny
https://t.co/xk9jwg6jik",0.45,0.75
1.551790349844349e+18,1.551790349844349e+18,id,2022-07-26 04:43:44,39632516,"Google Daftar PSE @kemkominfo, YouTube dan Gmail Aman Tak Diblokir

Google mendaftarkan empat platform tambahan selain Google Cloud dan (Google) Ads-nya. Sekarang, mereka mendaftarkan YouTube, Search Engine, Play Store, dan Google Maps,
@PlateJohnny
https://t.co/56e5uQlZ4p",0,0,0,0,"Google List Pse @kemkominfo, YouTube and Gmail Safe Not Blocked

Google registered four additional platforms besides Google Cloud and (Google) Ads. Now, they register YouTube, Search Engine, Play Store, and Google Maps,
@Platejohnny
https://t.co/56e5uqlz4p",0.5,0.5
1.551789332888961e+18,1.551789332888961e+18,id,2022-07-26 04:39:42,69183155,Situs resmi PSE Kementerian Kominfo sulit diakses dan berfungsi sebagaimana mestinya. Pengamat mengkritik situs PSE Kominfo amburadul. https://t.co/oxVtjU7jfD,20,4,33,2,The official website of the Ministry of Communication and Information PSE is difficult to access and function as it should. Observers criticized the PSE Kominfo website in chaotic. https://t.co/oxvtju7jfd,-0.5,1.0
1.551788070306996e+18,1.551788070306996e+18,id,2022-07-26 04:34:41,135815019,Situs resmi PSE Kementerian Kominfo sulit diakses dan berfungsi sebagaimana mestinya. Pengamat mengkritik situs PSE Kominfo amburadul. https://t.co/4KgOQ0Q47y,0,0,0,0,The official website of the Ministry of Communication and Information PSE is difficult to access and function as it should. Observers criticized the PSE Kominfo website in chaotic. https://t.co/4kgoq0q47y,-0.5,1.0
1.551770605086974e+18,1.551770605086974e+18,id,2022-07-26 03:25:17,17128975,"2 Hari Lagi, LinkedIn dan Alibaba Terancam Diblokir Kominfo karena PSE
https://t.co/lfnBg64xXS",0,1,6,0,"2 more days, LinkedIn and Alibaba threatened to be blocked by the Ministry of Communication and Information because of PSE
https://t.co/lfnbg64xxs",0.5,0.5
1.55177041407837e+18,1.55177041407837e+18,id,2022-07-26 03:24:31,1546851616569310976,Pengamat Kritik Situs PSE Kominfo Berantakan https://t.co/cYc5DNb3IO,0,0,0,0,Observer criticism of the PSE Kominfo site messy https://t.co/cyc5dnb3io,-0.2,0.4
1.551762798253732e+18,1.551762798253732e+18,id,2022-07-26 02:54:16,847372542830444544,"Nyaris Diblokir, Roblox Akhirnya Daftar PSE ke Kominfo https://t.co/KcikDJFtSX",0,0,1,0,"Almost blocked, Roblox finally list PSE to Kominfo https://t.co/kcikdjftsx",0.0,1.0
1.551761883417514e+18,1.551761883417514e+18,id,2022-07-26 02:50:38,1446381353239523072,"Nyaris Diblokir, Roblox Akhirnya Daftar PSE ke Kominfo https://t.co/JEI5hKMWzQ",0,0,0,0,"Almost blocked, Roblox finally list PSE to Kominfo https://t.co/jei5hkmwzq",0.0,1.0
1.551761438414291e+18,1.551527157796839e+18,id,2022-07-26 02:48:51,611764828,@aughyvikrii @awanmaroon @karirfess Pantes PSE kominfo error terus jangan2 isinya yang ngaku2 programer juga lagi 🤣,0,0,1,1,"@AUGHYVIKRII @AWANMAROON @KarirFess Pantes Pse Kominfo Error Continue, lest the contents admit that the programmers are also again 🤣",0.0,0.0
1.551749146456928e+18,1.551749146456928e+18,id,2022-07-26 02:00:01,2542665199,"Alhamdulillah, akhirnya Google mau juga menjunjung langit di mana dia berpijak dan saya lega karena memakai gmail di berbagai urusan.

@kemkominfo 
@PlateJohnny 

https://t.co/nX3DfqFmVc",7,3,17,0,"Alhamdulillah, finally Google wants to also uphold the sky where he stands and I am relieved because I use gmail in various matters.

@kemkominfo
@Platejohnny

https://t.co/nx3dfqfmvc",0.06666666666666667,0.5333333333333333
1.551746650862805e+18,1.551746650862805e+18,id,2022-07-26 01:50:06,1521159020,"Kamu pasti udah denger masalah Kominfo yang mengancam akan memblokir Google, Facebook, Whatsapp hingga Instagram kalau enggak mendaftar jadi PSE. 

Tapi, kenapa sih ini harus diramaikan? Emang apa sih masalahnya? Nah, berikut kami rangkumkan hal-hal yang perlu kamu ketahui. https://t.co/fUxfdLEril",7,1,18,0,"You must have heard the problem of the Communication and Information Technology that threatened to block Google, Facebook, WhatsApp to Instagram if you didn't register as a PSE.

But, why does this have to be enlivened? What's the problem? Well, here we summarize the things you need to know. https://t.co/fuxfdleril",0.0,0.0
1.551745564584583e+18,1.551724649171472e+18,id,2022-07-26 01:45:47,230093307,"@amasna @mirrorbaaall @makemac hmmm, boleh dicek lagi bang di situs resminya, sepertinya ada perubahan.

Aku gak nemu a.n perusahaan Apple dan data yang aku lihat di PSE Kominfo tgl 25 Jul.

""Data yang ditampilkan pada tabel merupakan data terbaru per tanggal 25 Juli 2022 Pukul 17:39 zona waktu Asia/Jakarta""",0,1,0,0,"@amasna @mirrorbaaall @makemac hmmm, you can check again on the official website, it seems there is a change.

I didn't find A.N Apple Company and the data I saw on PSE Kominfo on Jul 25.

""The data displayed in the table is the latest data as of July 25, 2022 at 17:39 Asian/Jakarta Time Zone""",0.5,0.9
1.551739105037337e+18,1.551739105037337e+18,en,2022-07-26 01:20:07,1031148063337795968,"i'm probably just high on drugs* here, but i feel like this Kominfo PSE bullshit is inspired by that time when ppl @ iNews basically beg the gov to regulate shit like Netflix, YT, etc like TV back in mid-2020",0,1,3,0,"i'm probably just high on drugs* here, but i feel like this Kominfo PSE bullshit is inspired by that time when ppl @ iNews basically beg the gov to regulate shit like Netflix, YT, etc like TV back in mid-2020",-0.01333333333333334,0.4466666666666666
