id,created_at,text,author_id,conversation_id,lang,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.552970949376745e+18,2022-07-29 10:55:01,"Haloo @wingkyp 😃👋 Selamat membaca!
""Pedes banget nih Permenkominfo 5/2020, pantes karetnya banyak~

Netizen yang malah jadi kena Jebakan Batman deh...

#BlokirKominfo #ProtesNetizen ..."" https://t.co/xmYymFS4yL",2674103198.0,1.550704163876925e+18,id,1,0,2,0,"Hello @wingkyp 😃👋 Happy reading!
""Very spicy this Permenkominfo 5/2020, there is a lot of rubber ~

Netizens who actually got hit by Batman trap ...

#Blokirkominfo #protesnetizen ... ""https://t.co/xmyymfs4yl",0.4,0.4666666666666667
1.552970621948396e+18,2022-07-29 10:53:43,"@Fadil_Original #BlokirKominfo #Protestnetizen 

Kominfo will block tomorrow? That it! It's time start the demonstration for stop blocking all platform, it also make me angry. Where the people who doesn't agree for blocking all platform, all people should start the protest and demonstration",7.174916825481871e+17,1.552962743673975e+18,en,2,1,3,0,"@Fadil_Original #BlokirKominfo #Protestnetizen 

Kominfo will block tomorrow? That it! It's time start the demonstration for stop blocking all platform, it also make me angry. Where the people who doesn't agree for blocking all platform, all people should start the protest and demonstration",-0.5,1.0
1.552962743673975e+18,2022-07-29 10:22:25,"Teruslah Memposting Tweet dengan tagar #BlokirKominfo, #ProtesNetizen & #PSEmelanggarHAM Sebanyak mungkin!",706776804.0,1.552962743673975e+18,id,3,1,5,0,"Continue to post a tweet with the hashtag #Blokirkominfo, #Protesnetizen & #PSeMeMeManggarham as much as possible!",0.0,1.0
1.552961946294829e+18,2022-07-29 10:19:15,"Sebagian orang-orang kuliah memakai akun google khusus Universitas, jika diblokir gegara efek PSE apa yang terjadi jika layanan tersebut dicekal?

#BlokirKominfo #ProtesNetizen 
#PSEmelanggarHAM #PSEBerbauKomunis",706776804.0,1.552961946294829e+18,id,1,0,2,0,"Some people study using a special university google account, if blocked by PSE Securities State what happens if the service is banned?

#Blokirkominfo #Protesnetizen
#PSeMeManggarham #PSEBERBAUKOMUNIS",0.3571428571428572,0.5714285714285714
1.552947377530884e+18,2022-07-29 09:21:21,Up lagi yuks #BlokirKominfo https://t.co/IV9QBgM6Ye,5828832.0,1.552947377530884e+18,id,2,0,1,0,Up again yuks #blokirkominfo https://t.co/iv9qbgm6ye,0.0,0.0
1.552931673905439e+18,2022-07-29 08:18:57,"Media briefing yang gak ada bedanya. Jawabannya pak dirjen begitu mulu, contohnya selalu judi online sama web porno. 
#ProtesNetizen masih jalan...
#BlokirKominfo",5828832.0,1.552931673905439e+18,id,6,1,6,1,"Briefing media that makes no difference. The answer is Mr. Director General so first, for example always online gambling with porn websites.
#Protesnetizen still running ...
#Blokirkominfo",0.15,0.4166666666666666
1.552900542376346e+18,2022-07-29 06:15:15,Asu #blokirkominfo https://t.co/cCisgw7llZ,1.529325548530725e+18,1.552900542376346e+18,und,1,1,2,0,,,
1.552873778115678e+18,2022-07-29 04:28:54,"""Vincent, jangan bawa politik pls. Kami cuman mo hep pun aja"".

YA MASALAHNYA INI NGARUH KE LOE JUGA, 🆖🆎.

#VTuberID #ProtesNetizen #BlokirKominfo

https://t.co/gjFd1SD7Ih",1.335089790916592e+18,1.552867465038025e+18,id,1,1,1,0,"""Vincent, don't bring PLS politics. We just want to go even"".

Yes, the problem is to affect you too, 🆖🆎.

#Vtuberid #Protesnetizen #Blokirkominfo

https://t.co/gjfd1sd7ih",0.0,0.0
1.552827439981937e+18,2022-07-29 01:24:46,"#BlokirKominfo buset ude pajek beli game sekarang game yang gw beli kena blokir... Maonya apa sih nih... Refund lah semua game gw yang ke blokir, jangan pajaknya aja mao perlindungan konsumen kaga ada.",1.552479445558399e+18,1.552827439981937e+18,id,1,0,3,0,"#Blokirkominfo Ude Ude Pajek Buy Game Now the game I bought was blocked ... what is it ... Refund all my games that are blocked, don't just tax the consumer protection.",-0.4,0.4
1.552819824031826e+18,2022-07-29 00:54:30,"Diteruskan dari @BangsaMahasiswa 

Gws ya Agus dan sahabat-sahabat tertolak lain diluar sana. Gapapa galau-galau sedih ditolak, tapi abis itu coba liat tagar #BlokirKominfo, disana akan ada banyak publikasi tentang PSE yang dianggap bisa mengancam privasi kita loh. #ProtesNetizen https://t.co/0Vos2n74LJ",222346474.0,1.552819824031826e+18,id,5,0,15,0,"Forwarded from @bangsaktasiswa

Gw, Agus and friends are rejected otherwise out there. It's okay to be sad, but after that, try to see the hashtag #Blokirkominfo, there will be a lot of publications about PSE that are considered to threaten our privacy. #Protesnetizen https://t.co/0vos2n74lj",0.0,0.75
