id,author_id,created_at,text,conversation_id,lang,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.552302823882121e+18,759692754985242624,2022-07-27 14:40:08,"Dinas Kominfo Pariaman, Sumatera Barat, mengimbau kepada masyarakat untuk berhati bila ada orang yang tidak mengenal mengaku sebagai Wali Kota Pariaman Genius Umar. #publisherstory https://t.co/GalxA1m5sR",1.552302823882121e+18,id,1,0,0,0,"The Pariaman Communication and Information Agency, West Sumatra, appealed to the public to be careful if there were people who did not know claiming to be Mayor of Pariaman Genius Umar. #PublisHerstory https://t.co/galxa1m5sr",-0.05,0.5333333333333333
1.552298787691205e+18,44514955,2022-07-27 14:24:05,"No more nudes through whatsapp I guess, kominfo doesn't care about people in ldr https://t.co/jN6i36pHCi",1.552298787691205e+18,en,0,1,0,0,"No more nudes through whatsapp I guess, kominfo doesn't care about people in ldr https://t.co/jN6i36pHCi",-0.25,0.5
1.552298598464987e+18,1043137411075559040,2022-07-27 14:23:20,tiba-tiba kepikiran aturan baru kominfo yang pse itulah ga ngerti juga yang katanya bisaa liat chat whatsapp kita😭,1.552297315196879e+18,id,0,0,2,0,Suddenly I thought that the new rules of the Ministry of Communication and Information were not understood that he said could see our whatsapp chat,0.06818181818181818,0.4772727272727273
1.552298331682279e+18,222755455,2022-07-27 14:22:17,Privasi di Indonesia. APA ITU PRIVASI?! Gak ada gilagilanya kominfo bisa ‘intip’ isi whatsapp sama gmail orang. Siapa si yang bikin peraturan? Trus maksudnya apa? Biar pemerintah gak kalah sama lamtur gitu kali maksudnya ya.,1.552298331682279e+18,id,0,0,1,0,"Privacy in Indonesia. What is Privacy?! There is no Gilagia Kominfo can 'peek' in the contents of WhatsApp with Gmail people. Who made the rules? Then what do you mean? So that the government is not inferior to Lamtur, the meaning.",-0.3125,0.6875
1.552297814675165e+18,1251519834031981056,2022-07-27 14:20:13,imagine kominfo intip whatsapp gue only to find me thirsting over vtubers https://t.co/y2DkybQfCG,1.552297814675165e+18,en,0,1,0,0,imagine kominfo intip whatsapp gue only to find me thirsting over vtubers https://t.co/y2DkybQfCG,0.0,1.0
1.552296470052684e+18,598448515,2022-07-27 14:14:53,"""Ada masukan sebagai jalan tengah, permintaan membuka informasi untuk keperluan penyelidikan tersebut harus lewat pengadilan,"" ujarnya.

Bacanya yang lengkap ya:) https://t.co/mzthZxjuHG https://t.co/QnXLhsKAnK",1.552296470052684e+18,id,0,0,0,0,"""There is input as a middle ground, the request to open information for the purposes of the investigation must go through the court,"" he said.

Read the complete one :) https://t.co/mzthzxjuhg https://t.co/qnxlhskank",0.15,0.475
1.552296085846036e+18,812249688,2022-07-27 14:13:21,Kominfo over whatsapp itu sendiri https://t.co/FiHcXxi1yd https://t.co/rUyZJDyxKh,1.552296085846036e+18,id,2,0,3,0,Kominfo Over Whatsapp itself https://t.co/fihcxxi1yd https://t.co/ruyzjdyxkh,0.0,0.0
1.552296044817691e+18,1168746690,2022-07-27 14:13:12,"Kominfo Disebut Bisa Intip Obrolan WhatsApp-Gmail Lewat Aturan PSE

https://t.co/YKgjDZ5tzH",1.552296044817691e+18,id,8,3,14,0,"Kominfo is said to be able to peek at Whatsapp-Gmail chat through PSE rules

https://t.co/ykgjdz5tzh",0.5,0.625
1.552294233427431e+18,1384096635823661056,2022-07-27 14:06:00,"Kominfo be like : ini whatsapp masih dipake ga sih sebenernya kok ga pernah ada aktivitasnya. Chat jarang, telpon jarang, vc ga pernah https://t.co/pIPIY9g8P7",1.552294233427431e+18,id,0,0,0,0,"Kominfo be like: This WhatsApp is still used, actually how come there has never been any activity. Rare chat, rare telephone, vc never https://t.co/pipiy9g8p7",0.2,0.6333333333333333
1.55229336398619e+18,69183155,2022-07-27 14:02:32,"Kominfo disebut bisa intip obrolan di WhatsApp dan Gmail berdasarkan aturan Permenkominfo Nomor 5 Tahun 2020 tentang PSE Lingkup Privat. Hal itu diungkap pakar keamanan siber dari CISSReC, Pratama Persadha. https://t.co/Ol1toyFauu",1.55229336398619e+18,id,67,61,101,30,"The Ministry of Communication and Information is said to be able to take a peek at the chat on WhatsApp and Gmail based on Permenkominfo rules number 5 of 2020 concerning PSE Private Scope. This was revealed by cyber security experts from Cissrec, Pratama Persadha. https://t.co/ol1toyfauu",0.25,0.5
1.552292873592197e+18,719440062795030528,2022-07-27 14:00:35,"@Askrlfess Kominfo kalo baca chat whatsapp aku istighfar kayanya liat teman teman aku selalu berkata ""Anjg, ANJING"" dll 🙏🏻😔",1.552077862714622e+18,id,0,0,0,0,"@AskrlFess Kominfo If you read Whatsapp chat I am Istighfar I think I see my friends always say ""Anjg, Dog"" etc. 🙏🏻😔",0.0,0.0
1.552290665731482e+18,1335380041341891072,2022-07-27 13:51:49,"Me: ""are you moni-
Kominfo: ""..monitoring everyone's convos trough whatsapp? Yeah, i am"" https://t.co/e4Yz9hMitR",1.552290665731482e+18,en,0,1,2,0,"Me: ""are you moni-
Kominfo: ""..monitoring everyone's convos trough whatsapp? Yeah, i am"" https://t.co/e4Yz9hMitR",0.0,0.0
1.55228212959343e+18,1468485948053004032,2022-07-27 13:17:54,"@Askrlfess Kominfo, lo pasti muak liat isi WhatsApp gw cowo korea terus, lu kepoin apasie? Mw liat pinned chat gw yg isinya tugas ekonomi kah? Mw ngerjain gak?",1.552077862714622e+18,id,0,0,0,0,"@Askrlfess Kominfo, you must be sick of seeing the contents of WhatsApp, my Korean guy continues, you're loading? Mw see my pinned chat, the contents of the economic assignment? Do you do it?",-0.2571428571428571,0.5285714285714286
1.552281419485188e+18,1094932427430982016,2022-07-27 13:15:05,"aku mau ngomong serius nih sama kamu cuma kalo lewat whatsapp takut nanti kominfo tau, jadi gimana kalo aku langsung ke kostanmu aja? https://t.co/eyHGX4rfa6",1.552281419485188e+18,id,0,0,0,0,"I want to talk seriously with you just if via WhatsApp is afraid that later Kominfo knows, so what if I go straight to your boarding house? https://t.co/eyhgx4rfa6",-0.1833333333333333,0.4916666666666667
1.552280411820007e+18,1519090128957832960,2022-07-27 13:11:04,https://t.co/PTXZwlzp8W,1.552280411820007e+18,zxx,0,0,0,0,,,
1.552280153312891e+18,1265895268936904960,2022-07-27 13:10:03,"Bisa‼️
Waras tah... ?

Jok semena²... Dukungan bisa berbalik.
https://t.co/8NXQ4Iaw7P",1.552280153312891e+18,id,0,1,4,0,"Can‼ ️
Waras tah ...?

Seat arbitrarily ... support can turn around.
https://t.co/8nxq4iaw7p",-0.1,0.6
1.552279824302875e+18,727490039614033920,2022-07-27 13:08:44,Gila gua masih ga terima Kominfo bisa ngintip WhatsApp.,1.552279824302875e+18,id,0,0,0,0,Crazy I still don't accept Kominfo can peek Whatsapp.,-0.6,0.9
1.55227959471129e+18,1459646125326044928,2022-07-27 13:07:49,"Orwellian. 🤡

https://t.co/0QZ5rMrVui",1.55227959471129e+18,cy,0,0,1,0,"Orwellian. 🤡

https://t.co/0qz5rmrvui",0.0,0.0
1.552278800313881e+18,3006059372,2022-07-27 13:04:40,https://t.co/87D1FMrkxM,1.552278800313881e+18,zxx,0,0,0,0,,,
1.552277676505072e+18,176738271,2022-07-27 13:00:12,"kenapa pada takut sama berita ginian ya

padahal 'Privacy Policy' layanannya udah tertulis ""kami berhak mengirim data pribadi atau hal lainnya jika diperlukan oleh yang berwajib""

dalam hal ini ""yang berwajib"" itu salah satunya ya pemerintahan

https://t.co/xahWF6cPJy",1.552277676505072e+18,id,2,2,1,0,"Why are you afraid of this news

Even though the 'privacy policy' has been written ""We have the right to send personal data or other things if needed by the authorities""

In this case ""the authorities"" is one of them, the government

https://t.co/xahwf6cpjy",-0.1098214285714286,0.5276785714285714
1.552277430345183e+18,1531779389527952896,2022-07-27 12:59:13,"glad i dont text u no more. i mean, kominfo will be able to take a peek at whatsapp convos y'all~🙄",1.552277430345183e+18,en,0,1,0,0,"glad i dont text u no more. i mean, kominfo will be able to take a peek at whatsapp convos y'all~🙄",0.109375,0.703125
1.552276249866777e+18,1231495733523567104,2022-07-27 12:54:32,https://t.co/XMtD3t15JP,1.55227624628897e+18,zxx,1,1,4,1,,,
1.552272792912949e+18,115938429,2022-07-27 12:40:48,@txtfrombrand saya juga sudah mengintip percakapan whatsapp karyawan kominfo,1.552153539069514e+18,id,0,0,0,0,@txtfrombrand I have also penced at WhatsApp conversations for Kominfo employees,0.0,0.0
1.552268503868383e+18,598959076,2022-07-27 12:23:45,Kominfo Disebut Bisa Intip Obrolan WhatsApp-Gmail Lewat Aturan PSE https://t.co/DrOHuZNPM6,1.552268503868383e+18,id,0,0,0,0,Kominfo is said to be able to take a peek at WhatsApp-Gmail chat through the rules of PSE https://t.co/drohuznpm6,0.5,0.625
1.552264178404303e+18,1302574704025202944,2022-07-27 12:06:34,@convomfs Kominfo berharap nemu obrolan yg seperti apasi org isinya whatsapp grup angkatan ama grup kelas doang itupun sepi krn dah lulus https://t.co/815ZWOVJQT,1.552178241951379e+18,id,0,0,4,0,@Convomfs Kominfo hopes to find a chat that is like if the contents are whatsapp the group group and the class group are quiet because they have passed https://t.co/815zwovjqt,0.0,0.3333333333333333
1.552259502455529e+18,135815019,2022-07-27 11:47:59,"Kominfo disebut bisa intip obrolan WhatsApp dan Gmail berdasarkan aturan PSE Lingkup Privat. Hal itu diungkap pakar keamanan siber CISSReC, Pratama Persadha. https://t.co/HOJDtPVPpr",1.552259502455529e+18,id,0,1,0,0,"Kominfo is said to be able to peek at WhatsApp and Gmail chat based on the PSE rules of the private scope. This was revealed by Siber Cissrec security expert, Pratama Persadha. https://t.co/hojdtpvppr",0.25,0.5
1.552259233512849e+18,1328606199617622016,2022-07-27 11:46:55,"@Askrlfess Kalo kominfo liat chatku pasti auto log out, soalnya chatnya Whatsapp fpr bussiness beneran:)
Isinya formalitas, tugas, kerjaan♥︎",1.552077862714622e+18,id,0,0,0,0,"@AskrlFess If Kominfo looks at my chat, I will definitely be auto log out, because the chat is a real fpr business :)
The contents are formalities, tasks, work ♥ ︎",0.425,0.7
1.552257889464898e+18,849306883383058432,2022-07-27 11:41:35,@txtfrombrand Kominfo rn looking at my whatsapp chat history : https://t.co/hixvduiiLU,1.552153539069514e+18,en,0,1,0,0,@txtfrombrand Kominfo rn looking at my whatsapp chat history : https://t.co/hixvduiiLU,0.0,0.0
1.552257225556902e+18,1413881545748730112,2022-07-27 11:38:56,takutnya kominfo nanti nangis waktu intip whatsapp ku https://t.co/fwwVRfboLN,1.552257225556902e+18,id,0,0,0,0,Fear of Kominfo later cry when peek at Whatsapp ku https://t.co/fwwvrfboln,0.0,0.0
1.552254920509706e+18,1428953524088360960,2022-07-27 11:29:47,"@txtfrombrand Kominfo gatau ya namanya privasi orang? pihak whatsapp, gmail, dan aplikasi lain yg disuruh daftar ke PSE, gausah dengerin kominfo, bukan kalian yg butuh kominfo tapi kominfo yg butuh kalian :( Punya pemerintah gini amat :(",1.552153539069514e+18,id,0,0,3,0,"@txtfrombrand Kominfo does not have the name of people's privacy? Whatsapp, Gmail, and other applications that were told to register to PSE, don't listen to the Ministry of Communication and Information, not those of you who need Kominfo but the Communication and Information Technology who need you :( have a government like this :(",-0.5416666666666666,0.7916666666666666
1.552253741772177e+18,83321779,2022-07-27 11:25:06,"Duh takut kominfo ngintip chat Whatsapp kita, gimana kalo kita lgsg ke kostanmu aja? https://t.co/fbziit9qzJ",1.552253741772177e+18,id,0,0,0,0,"Duh, I'm afraid that Kominfo peeps our whatsapp chat, what if we go to your boarding house? https://t.co/fbziit9qzj",-0.45,0.75
1.552249482087043e+18,1312994193959076096,2022-07-27 11:08:10,@txtfrombrand maaf ya kominfo kalo kamu ikut frustasi baca chat whatsapp aku huhu,1.552153539069514e+18,id,0,0,0,0,@txtfrombrand sorry yes Kominfo if you come frustrated reading whatsapp chat I huhu,-0.6,0.6
1.552241905089786e+18,40660417,2022-07-27 10:38:04,Pegawai Kominfo pas ngintip chat WhatsApp aing. https://t.co/QJ9STYc0va https://t.co/hENBUHQ7Vj,1.552241905089786e+18,id,0,0,0,0,Kominfo employees when they peek at WhatsApp chat. https://t.co/qj9styc0va https://t.co/henbuhq7vj,0.0,0.0
1.552241762378609e+18,1098001497298620032,2022-07-27 10:37:30,"@syahbara @txtfrombrand ada yg ngespill juga, kalo whatsapp, google, dan banyak perusahaan gede, trnyata yg ngedaftarin mereka bukan perusahaan yg seharusnya, ga ngertilah kominfo ini gmana",1.552153539069514e+18,id,0,0,0,0,"@syahbara @txtfrombrand there are those who ngecesspill too, if whatsapp, google, and many companies are big, it turns out that they registered they are not the company that should be, not to understand this communication",0.25,0.3
1.552241516633985e+18,102323719,2022-07-27 10:36:31,https://t.co/d0LNqQvsRJ,1.552241516633985e+18,zxx,0,0,0,0,,,
1.552239855362806e+18,1303615921550835968,2022-07-27 10:29:55,"Kebayang klo WA ku ke suamiku diintip kominfo. 

Yah gas habis.

Yah beli bakso

Yah kirim roti pisang keju

Yah nasgor

Yah siomay

😒😒😒😒😒
https://t.co/sJYgB1BVGY",1.552239855362806e+18,id,3,9,25,0,"Imagine if I go to my husband to be peeked at the Ministry of Communication and Information.

Well the gas runs out.

Well buy meatballs

Yeah Send Cheese Banana Bread

Yeah Nasgor

Yeah Siomay

😒😒😒😒😒
https://t.co/sjygb1bvgy",0.0,0.0
1.552237177961976e+18,1272004636656807936,2022-07-27 10:19:17,"me when having some conflict with a peer in whatsapp

kominfo be like: https://t.co/JISxEGY7Jv https://t.co/FckP7L89qt",1.552237177961976e+18,en,0,0,0,0,"me when having some conflict with a peer in whatsapp

kominfo be like: https://t.co/JISxEGY7Jv https://t.co/FckP7L89qt",0.0,0.0
1.552229179130712e+18,1320733919566654976,2022-07-27 09:47:29,"Kominfo waktu intip whatsapp ku be like : Anjir nih anak banyak banget chat yg gk dibales, sok ngartis bgt. https://t.co/E2ar9Mr28s",1.552229179130712e+18,id,0,1,0,0,"Kominfo when I peek at WhatsApp, I like: Anjir, a lot of children are very chatting, who are not dibales, pretentious. https://t.co/e2ar9mr28s",-0.04999999999999999,0.5
1.552228677035114e+18,1534453620837875968,2022-07-27 09:45:30,"@Askrlfess Kaget kominfo kalo baca isi whatsapp sama emailku , whatsapp isinya 90% broadcast OL Shop 10% kiriman meme anak2, email isinya kalo gak tokopedia,shopee, alfagift, traveloka sama pegipegi, sadap sadap aja gapapa",1.552077862714622e+18,id,0,0,0,0,"@Askrlfess is shocked by Kominfo if you read the contents of Whatsapp and my email, Whatsapp contains 90% broadcast ol shop 10% shipment of children, the contents if not tokopedia, shopee, alfagift, traveloka and pegipegi, just tapping it is okay",-0.09999999999999998,0.65
1.552227341585514e+18,20038167,2022-07-27 09:40:11,"Mengacu ke pasal 9, 14 dan 36 di Permenkominfo ini, pemerintah bisa melihat informasi yang dibutuhkan, meskipun data tersebut dienkripsi.
Ini berpotensi sebagai pasal karet lewat diksi2 yg abu2 seperti ""mengganggu ketertiban umum""

https://t.co/iMynupORkZ.",1.552227341585514e+18,id,0,0,1,0,"Referring to articles 9, 14 and 36 in this Permenkominfo, the government can see the information needed, even though the data is encrypted.
This has the potential as a rubber article through gray diction like ""disturbing public order""

https://t.co/imynuporkz.",-0.1666666666666667,0.6222222222222222
1.552225685330047e+18,2373126024,2022-07-27 09:33:36,@txtfrombrand Kominfo ada divisi baru tugasnya mantau obrolan di whatsapp seluruh rakyat indonesia,1.552153539069514e+18,id,0,0,0,0,@txtfrombrand Kominfo There is a new division of the task of monitoring chat on Whatsapp all Indonesian people,0.1363636363636364,0.4545454545454545
1.552217713493549e+18,1863506143,2022-07-27 09:01:56,"ini kalau ada perkara hukum baru diintip, tetep aja wadidaw aturannya. kalau mau aman pake ProtonMail chatnya pake Signal 😂

https://t.co/GhN7QlW0nB",1.552217713493549e+18,id,0,0,0,0,"This is if there is a new legal case peeked, but the rules are still. If you want to be safe using the protonmail chat using a signal 😂

https://t.co/ghn7qlw0nb",0.2787878787878788,0.3848484848484848
1.552216425368293e+18,333823023,2022-07-27 08:56:49,Mau gombalin doi di whatsapp takut dicie-ciein kominfo :( https://t.co/dXHP11d81Z,1.552216425368293e+18,id,1,0,0,0,"Want to gombalize doi on WhatsApp, afraid of Dicie-ciein Kominfo :( https://t.co/dxhp11d81z",-0.675,0.95
1.5522120811892e+18,1183047003896286976,2022-07-27 08:39:33,kominfo pasti bakalan ngantuk bacain whatsapp w yang isi nya hanya grup :) https://t.co/eXvniJy8ts,1.5522120811892e+18,id,0,0,0,0,Kominfo will definitely be sleepy reading whatsapp w whose contents are only groups :) https://t.co/exvnijy8ts,0.1666666666666667,0.8333333333333334
1.552211874997219e+18,1322871338126594048,2022-07-27 08:38:44,🙄 https://t.co/HCfRPBV1iG,1.552211874997219e+18,und,0,1,0,0,,,
1.552209648014414e+18,484069191,2022-07-27 08:29:53,"Gk cuma ngowok2 ranjang, tapi isi chit-chat e mbak linajobstreet pngen dikuasai, waww sekali! Awsome! https://t.co/PHM8sQYiiw",1.552209648014414e+18,id,0,0,2,0,"It's not just a bed, but the contents of the chit-chit e mbak linajobstreet pngen are mastered, so wow! Awsome! https://t.co/phm8sqyiiw",0.15625,1.0
1.552207257064309e+18,1247811186957012992,2022-07-27 08:20:23,"gw (lewat whatsapp): mau ga jadi pacar aku?

crush gw: mau

pegawai kominfo: https://t.co/23HOJEP7Mm",1.552207257064309e+18,id,6242,238,21794,561,"I (via WhatsApp): Do you want to be my girlfriend?

Crush Gw: Want

Kominfo Employee: https://t.co/23hojep7mm",0.0,0.0
1.552202867489944e+18,64392525,2022-07-27 08:02:56,"Yes, Indonesia is a draconian state. Untung saya udah mulai membiasakan diri pakai layanan alternatif. Ada Signal dan Telegram untuk pengganti WhatsApp, terus Titan dan Tutanota untuk email. https://t.co/Qo85pmVAqv",1.552202867489944e+18,id,1,1,1,0,"Yes, Indonesia is a Draconian State. Fortunately, I've started to get used to using alternative services. There are signals and telegrams to replace WhatsApp, then Titan and Tutanota for email. https://t.co/qo85pmvaqv",0.4,0.7
1.552201877487399e+18,258629268,2022-07-27 07:59:00,"Aturan Permenkominfo ini berpotensi sebagai pasal karet, karena rentan penyalahgunaan lewat diksi-diksi yang abu-abu seperti terkait pemblokiran terhadap konten ""mengganggu ketertiban umum"" dan ""meresahkan masyarakat.""

https://t.co/auuCJLQYr7",1.552201877487399e+18,id,0,0,0,0,"This Permenkominfo rule has the potential as a rubber article, because it is vulnerable to abuse through gray diction such as related to blocking the content ""disturbing public order"" and ""disturbing the community.""

https://t.co/aucjlqyr7",-0.2142857142857143,0.580952380952381
1.552201833883779e+18,376902166,2022-07-27 07:58:50,@txtfrombrand Kominfo kalo buka whatsapp gw isinya cuma pesan2 yang berumur 2 thn tanpa balasan,1.552153539069514e+18,id,0,0,0,0,"@txtfrombrand Kominfo If you open Whatsapp, I only order 2 years old without reply",0.03333333333333333,0.5666666666666667
1.552196402243318e+18,277929433,2022-07-27 07:37:15,@Askrlfess @akumacchiato Gw lupa namanya apa tapi bukannya pihak whatsapp nya sendiri punya sistem dimana chatnya gabisa di baca siapapun ya? Apa berarti kominfo itu ngehack tanpa seizin whatsapp? Atau whatsapp ngasih akses karna aturan PSE?,1.552077862714622e+18,id,0,1,0,0,@AskrLFess @akumacchiato I forgot what his name is but not the WhatsApp itself has a system where the chat can't be read by anyone huh? Does that mean that the Ministry of Communication and Information is complete without the permission of WhatsApp? Or WhatsApp gives access because of the rules of PSE?,-0.10625,0.54375
1.552194787167523e+18,2352521022,2022-07-27 07:30:50,"@infotwitwor_ karyawan kominfo : "" jasa hack whatsapp dan gmail only 500k per akun """,1.552179189121708e+18,id,0,0,8,0,"@infotwitwor_ Communication and Information Employees: ""WhatsApp Hack and Gmail Only 500k per account per account""",0.0,1.0
1.552188821856391e+18,1054923791988489984,2022-07-27 07:07:08,"Lewat Aturan PSE, Kominfo Bisa Intip Percakapan Whatsapp dan Gmail https://t.co/0X7MT77D4i",1.552188821856391e+18,id,0,0,0,0,"Through PSE rules, Kominfo can peek at WhatsApp and Gmail conversations https://t.co/0x7mt77d4i",0.0,0.0
1.552186209736147e+18,58166927,2022-07-27 06:56:45,ih kominfo pasti dapet banyak stiker2 whatsapp bagus 😡 bagi!!!!! 😡 https://t.co/NjXNLrmZeW,1.552186209736147e+18,id,0,0,0,0,ih Kominfo definitely get a lot of good whatsapp stickers 😡 Share !!!!! 😡 https://t.co/njxnlrmzew,0.5,0.55
1.552185889140658e+18,1276119941419130880,2022-07-27 06:55:28,Kominfo kalo liat whatsapp aku pasti sedih 😔 https://t.co/XXtIgSww2q,1.552185889140658e+18,id,0,0,0,0,Kominfo if you see Whatsapp I must be sad 😔 https://t.co/xxtigsww2q,-0.5,1.0
1.552184378968646e+18,1492167664571392000,2022-07-27 06:49:28,Kominfo Dituding Bisa Intip Percakapan Whatsapp dan Gmail Lewat Aturan PSE https://t.co/UfEc4dd1e7,1.552184378968646e+18,id,0,0,0,0,Kominfo is accused of being able to take a peek at WhatsApp and Gmail conversations through PSE rules https://t.co/ucec4dd1e7,0.5,0.625
1.552184228531818e+18,1417066892578098944,2022-07-27 06:48:52,"bubarin aja kominfo kalo kerjaannya ngintip whatsapp orang, gaguna lo. https://t.co/Ec92yS713V",1.552184228531818e+18,id,0,0,0,0,"Just disperse the Ministry of Communication and Information if the work is peeking at WhatsApp people, your idea. https://t.co/ec92ys713v",0.0,0.0
1.552182607097446e+18,4397895133,2022-07-27 06:42:26,"Kominfo kalo liat whatsapp sama gmailku pasti kasian, sepi ga ada yg chat kayak rumah kosong https://t.co/FFA6PClVLW",1.552182607097446e+18,id,0,0,0,0,"Kominfo, if you see whatsapp and gmailku, you will feel sorry, no one is chatting like an empty house https://t.co/ffa6pclvlw",-0.3,0.75
1.552180184165777e+18,1133400010136048000,2022-07-27 06:32:48,Kesian banget kominfo kalo liat chat whatsapp gue isinya cuma gue sambat atau fangirling doang😔 https://t.co/r0anAvopNc,1.552180184165777e+18,id,0,0,0,0,"I really feel like Kominfo if I see my Whatsapp chat, I only have a lot of me or fangirling.",0.1,0.6
1.552179778991452e+18,1535646024336743936,2022-07-27 06:31:12,@convomfs Kasian kominfo. Di whatsapp gua ga ada apa apaan,1.552178241951379e+18,id,0,0,0,0,@Convomfs Poor Communication and Information. On whatsapp I'm nothing,-0.4,0.6
1.552176732991812e+18,1371081102866096128,2022-07-27 06:19:05,"Kominfo intervensi whatsapp:

Kata mamah Meldin titip sampein, utangnya bayar dulu ya Bu.",1.55217655266191e+18,id,0,0,0,0,"Whatsapp Intervention Communication and Information:

Said Mamah Meldin entrusted sampein, the debt paid first, ma'am.",0.25,0.3333333333333333
1.55217655266191e+18,1371081102866096128,2022-07-27 06:18:22,"Kominfo intervensi whatsapp:

Udh kali itu, lu mah udh ditolak.",1.55217655266191e+18,id,0,1,0,0,"Whatsapp Intervention Communication and Information:

That time, you have been rejected.",0.0,0.0
1.552175829899129e+18,1029642078,2022-07-27 06:15:30,Kominfo pasti sedih kalo ngintip WhatsApp aku (ga ada yg ngechat) https://t.co/9mYD0oM7xQ,1.552175829899129e+18,id,0,0,0,0,Kominfo must be sad if you peek at Whatsapp me (no one checked) https://t.co/9myd0om7xq,-0.5,1.0
1.552175425337508e+18,719473280772476928,2022-07-27 06:13:54,New rules may allow the Indonesian Ministry of Communication and Information Technology to check citizens' conversations on WhatsApp and Gmail. https://t.co/2lPzPVBPK5,1.552175425337508e+18,en,7,1,18,2,New rules may allow the Indonesian Ministry of Communication and Information Technology to check citizens' conversations on WhatsApp and Gmail. https://t.co/2lPzPVBPK5,0.1363636363636364,0.4545454545454545
