id,lang,author_id,created_at,conversation_id,text,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.553012665140003e+18,id,1082865203153272960,2022-07-29 13:40:47,1.552835435730436e+18,"@JamaahJumat @amuridee @Steam @EpicGames @riotgames @Twitch @kemkominfo @hamkyk org kominfo kesel soalnya ranknya stuck di iron, makanya di blokir",1,0,1,0,"@Jamaahjumat @amuridee @steam @epicgames @riotgames @twitch @kemkominfo @HAMKYK org Kominfo The problem is because the rank is stuck in Iron, so it is blocked",-0.8,0.9
1.553012250960699e+18,id,1504358008079281920,2022-07-29 13:39:08,1.553012250960699e+18,"Ancam Blokir Yahoo, Kominfo Beri Tenggat Waktu hingga Pukul 23.59 WIB https://t.co/zgxVTlacQ7",0,0,0,0,"Threaten Yahoo, Kominfo gave a deadline until 23.59 WIB https://t.co/zgxvtlacq7",0.0,0.0
1.553012244841173e+18,id,1453173401342778880,2022-07-29 13:39:07,1.553012244841173e+18,"Ancam Blokir Yahoo, Kominfo Beri Tenggat Waktu hingga Pukul 23.59 WIB https://t.co/1gx1fkGQGN",0,0,0,0,"Threaten Yahoo, Kominfo gave a deadline until 23.59 WIB https://t.co/1gx1fkgqgn",0.0,0.0
1.553008498052542e+18,id,2340155395,2022-07-29 13:24:14,1.553008498052542e+18,"Hati-hati untuk kalian yang masih pakai Email Yahoo!
https://t.co/E97qqJQAvg",0,0,0,0,"Be careful for those of you who are still using Yahoo! Email
https://t.co/e97qqjqavg",-0.125,1.0
1.553007437028164e+18,id,1092638848872440064,2022-07-29 13:20:01,1.553007437028164e+18,"@kemkominfo telah mengirimkan surat teguran dan memberi waktu lima hari kerja bagi perusahaan-perusahaan lainnya untuk mendaftar PSE sebelum menerapkan blokir.
@PlateJohnny @jokowi

https://t.co/t9Vg9XJbgR",0,0,1,0,"@Kemkominfo has sent a reprimand letter and has given five working days for other companies to register PSE before implementing blocking.
@Platejohnny @jokowi

https://t.co/t9vg9xjbgr",-0.125,0.375
1.55300599034114e+18,id,135815019,2022-07-29 13:14:16,1.55300599034114e+18,"Google Search, Maps, Play Store dan YouTube tidak terlihat di situs pendaftaran PSE hingga kini. Apakah layanan Google akan diblokir Kominfo dini hari nanti? https://t.co/JetHne8vNH",3,0,2,0,"Google Search, Maps, Play Store and Youtube are not visible on the PSE registration site until now. Will Google service be blocked in the early morning? https://t.co/jethne8vnh",0.1,0.3
1.553002577469776e+18,id,456209703,2022-07-29 13:00:42,1.553002577469776e+18,rakyat blokir kominfo klo kominfo blom daftar cpns mlam ini,1,0,9,0,Rakyat Blocking Kominfo if the Ministry of Communication and Information Blom has a list of CPNS Mlam,0.0,0.0
1.553001910067552e+18,id,788667048930975744,2022-07-29 12:58:03,1.553001910067552e+18,bismillah counter strike ga di blokir oleh kominfo🙏,0,1,1,0,Bismillah Counter Strike is not blocked by the Ministry of Communication and Information,0.0,0.0
1.553000730134397e+18,id,1302904136732532992,2022-07-29 12:53:22,1.55298081132175e+18,@HP2609 BLOKIR BLOKIR KEK KOMINFO,0,1,1,0,@Hp2609 blocked blocking kek kominfo,0.0,0.0
1.552998937698632e+18,id,3570716532,2022-07-29 12:46:14,1.552998937698632e+18,Kominfo Bakal Blokir Steam hingga Epic Games Bila Tak Daftar PSE Sampai Tengah Malam https://t.co/j4DI0Gafzx,0,0,0,0,Kominfo will block Steam to Epic Games if you don't list PSE until midnight https://t.co/j4di0gafzx,0.1,0.4
1.552997085330358e+18,id,1467312143062082048,2022-07-29 12:38:53,1.552997085330358e+18,"Kominfo Blokir Yahoo-DoTA Jika Tak Daftar PSE Hingga Tengah Malam Ini

https://t.co/vt06i3Ery9",0,0,0,1,"Kominfo block Yahoo-Dota if you don't list PSE until midnight

https://t.co/vt06i3ery9",0.0,0.0
1.552995779832189e+18,id,264935879,2022-07-29 12:33:41,1.552995779832189e+18,ketik 1 untuk blokir kominfo,0,0,1,0,type 1 for blocking the Ministry of Communication and Information,0.0,0.0
1.5529953993501e+18,id,180696019,2022-07-29 12:32:11,1.5529953993501e+18,"19.21 #BeritaSONORA - Tinggal Hitungan Jam! Kominfo akan Blokir Yahoo sampai Amazon Gara-Gara Ini, 
Bakal Gak Bisa Diakses?

 https://t.co/pyWgGgVY7d https://t.co/Gj8MDgNezZ
via @KompasTV",0,0,0,0,"19.21 #BERITASONORA - Just a matter of hours! Kominfo will block Yahoo to Amazon because of this,
Will it be unacilitated?

 https://t.co/pywgggvy7d https://t.co/gj8mdGnezz
via @kompastv",0.0,0.0
1.552994518110474e+18,id,1446504529579548928,2022-07-29 12:28:41,1.551765789375885e+18,"@higgsdomino_id tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",0,0,0,0,"@higgsdomino_id please please this Higgsdomino Suapaya gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.552994465035715e+18,id,1446504529579548928,2022-07-29 12:28:28,1.551379205694317e+18,"@higgsdomino_id tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",0,0,0,0,"@higgsdomino_id please please this Higgsdomino Suapaya gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.55299433292775e+18,id,1446504529579548928,2022-07-29 12:27:56,1.552851414015164e+18,"@higgsdomino_id tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",0,0,0,0,"@higgsdomino_id please please this Higgsdomino Suapaya gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.552994294000415e+18,id,1288496856,2022-07-29 12:27:47,1.552994294000415e+18,Kominfo blokir Yahoo hingga Dota bila tak daftar PSE sampai tengah malam nanti https://t.co/TDBSrvtDiV,0,0,0,0,Kominfo Block Yahoo to Dota if you don't register PSE until midnight https://t.co/tdbsrvtdiv,0.0,0.0
1.552993356686377e+18,id,1326190542233825024,2022-07-29 12:24:04,1.552993356686377e+18,Kominfo akan Blokir Yahoo Hingga Dota Jika Tak Daftar PSE Hingga Tengah Malam Ini https://t.co/DreHbKvLtU,0,0,0,0,Kominfo will block Yahoo to Dota if you don't list PSE until midnight https://t.co/drehbkvltu,0.0,0.0
1.55299136475263e+18,id,520520466,2022-07-29 12:16:09,1.55299136475263e+18,Kominfo akan Blokir Yahoo Hingga Dota Jika Tak Daftar PSE Hingga Tengah Malam Ini https://t.co/fggUR1qRPM,0,0,0,0,Kominfo will block Yahoo to Dota if you don't list PSE until midnight https://t.co/fggur1qrpm,0.0,0.0
1.552987694933823e+18,id,71436318,2022-07-29 12:01:34,1.552987694933823e+18,"Tinggal Hitungan Jam! Kominfo akan Blokir Yahoo sampai Amazon Gara-Gara Ini, Bakal Gak Bisa Diakses? https://t.co/K4qkUegMEH https://t.co/6KYHzxmqx4",5,1,12,0,"Just a matter of hours! The Ministry of Communication and Information will block Yahoo to Amazon because of this, will not be accessed? https://t.co/k4qugmeh https://t.co/6kyhzxmqx4",0.0,0.0
1.552979752138338e+18,id,47274731,2022-07-29 11:30:00,1.552979752138338e+18,"Alasan Kominfo Tak Juga Blokir Platform yang Belum Daftar PSE

https://t.co/2tcIxsKBjB",0,0,0,0,"The reason for the Ministry of Communication and Information is also not blocking the platform that has not yet registered PSE

https://t.co/2tcixskbjb",0.0,0.0
1.552975038394995e+18,id,940111627315113984,2022-07-29 11:11:16,1.552975038394995e+18,Kominfo Blokir Yahoo hingga Dota Jika Tak Daftar Sampai Malam Ini https://t.co/ErsQ94VCCm,0,0,0,0,Kominfo Block Yahoo to Dota if you don't register until tonight https://t.co/ersq94vccm,0.0,0.0
1.552971299471114e+18,id,1244551614553154048,2022-07-29 10:56:25,1.552971299471114e+18,"epic games, steam, dota, battle. net ga ada kabar. Kominfo bakal mulai blokir malam ini
#psekominfo",0,1,0,0,"Epic Games, Steam, Dota, Battle. Net has no news. Kominfo will start blocking tonight
#sekominfo",0.05,0.2
1.552970987087352e+18,id,67281504,2022-07-29 10:55:10,1.55296911188113e+18,"pengadaan buat beli mesin AIS aja yg dipakai buat blokir internet positif cuma 200M

 ini anggaran 5x lipat 

masa gak ribut?

https://t.co/8QywE7fwrt",8,1,12,0,"procurement for buying a engine only used for blocking positive internet is only 200m

 This is a 5x fold budget

How come it's not noisy?

https://t.co/8qywe7fwrt",0.07575757575757576,0.8484848484848485
1.552960075827782e+18,id,1166358523036471040,2022-07-29 10:11:49,1.552870871760376e+18,"@txtdrpemerintah Me: ada link?
Tmn : ini

Kominfo:blokir blokir cepat itu ad link",2,0,22,1,"@TXTDRPer Government Me: Is there a link?
TMN: This

Kominfo: block blocked quickly ad link",0.3333333333333333,0.5
1.552958401751163e+18,id,552523769,2022-07-29 10:05:10,1.552958401751163e+18,"Google dan YouTube belum masuk daftar PSE Indonesia. Namun raksasa teknologi terbebas dari ancaman blokir Kominfo. Apa alasannya?
 https://t.co/lTIYtoMcOd",1,0,1,0,"Google and YouTube are not yet included in the Indonesian PSE list. But the technology giant is free from the threat of blocking the Ministry of Communication and Information. What is the reason?
 https://t.co/ltiytomcod",0.2,0.9
1.552957106130547e+18,id,2542665199,2022-07-29 10:00:01,1.552957106130547e+18,"Cyberbullying adalah penghinaan yang dilakukan berulang-ulang yang menyebabkan tertekan pada korban. Jika anda mengalaminya blokir saja, atau capture untuk suatu saat diperlukan dan dilaporkan jika sudah keterlaluan.

@kemkominfo 
@PlateJohnny 
https://t.co/92klu6wai1",2,0,7,0,"Cyberbullying is an insult that is done repeatedly which causes depressed on victims. If you experience it just block it, or capture for one day needed and reported if it is outrageous.

@kemkominfo
@Platejohnny
https://t.co/92klu6wai1",-1.0,1.0
1.552948883718029e+18,id,76955618,2022-07-29 09:27:20,1.552940988884451e+18,@gadtorade Saya maunya semangati Kominfo buat blokir kominfo itu sendiri,1,1,9,0,@gadtorade I want to be a shame to block the Ministry of Communication and Information,0.0,0.0
1.552947468182389e+18,id,1052120592,2022-07-29 09:21:43,1.552940988884451e+18,@gadtorade Blokir! Atau Kominfo emang cuma gede bacot....,1,0,1,0,@gadtorade blocked! Or the Ministry of Communication and Information is just big bacot ....,0.0,0.1
1.552942405887807e+18,id,2614309423,2022-07-29 09:01:36,1.552627473702986e+18,@kissut_id @ssungcans @njm_bbyy Keknya di blokir dari kominfo 🤣,0,1,0,0,@kissut_id @ssungcans @njm_bbyy KEK is blocked from Kominfo 🤣,0.0,0.0
1.552940988884451e+18,id,76581610,2022-07-29 08:55:58,1.552940988884451e+18,"Hingga saat ini, sederet platform besar, seperti search engine Yahoo dan Bing, game DoTA, Steam, e-commerce Amazon, CS Go, Origin, Epic Game, belum juga mendaftar. 

Kalian mau semangati Kominfo untuk blokir
or
Platform suruh nyerah dan daftar PSE? https://t.co/gjhkx2bOGB",7,18,36,7,"Until now, a series of large platforms, such as search engines Yahoo and Bing, Dota games, Steam, Amazon E-Commerce, CS Go, Origin, Epic Game, have not yet registered.

You want to bloom the Communication and Information
or
The platform told to give up and list PSE? https://t.co/gjhkx2bogb",-0.02142857142857144,0.4321428571428572
1.552937246193398e+18,id,1124517245722349952,2022-07-29 08:41:06,1.552937246193398e+18,Kominfo akan Blokir Yahoo-DoTA Jika Tidak Mendaftar Malam Ini https://t.co/bzVfTCw81P #Pse #Kominfo #EpicGame #Wahananewsco,3,0,0,0,Kominfo will block Yahoo-dota if you don't register tonight https://t.co/bzvftcw81p #pse #kominfo #epicgame #wenanewsco,0.0,0.0
1.552934873857343e+18,id,17128975,2022-07-29 08:31:40,1.552934873857343e+18,"Kominfo Blokir Yahoo-DoTA Jika Tak Daftar PSE Hingga Tengah Malam Ini
https://t.co/NdgwfFQKdt",3,2,10,4,"Kominfo block Yahoo-Dota if you don't list PSE until midnight
https://t.co/ndgwffqkdt",0.0,0.0
1.552921415950537e+18,id,125566520,2022-07-29 07:38:12,1.55264380839059e+18,@memefess Tolong kominfo blokir moonton,0,0,0,0,@memeffess Please Kominfo Block Moonton,0.0,0.0
1.552919735301378e+18,id,1420635149054537984,2022-07-29 07:31:31,1.552919714640191e+18,"Dilihat dari Website Kominfo pada Selasa, 19 Juli 2022, ada beberapa aplikasi yang dinyatakan sudah lolos dari ancaman blokir Kominfo.",0,1,0,0,"Judging from the Communication and Information website on Tuesday, July 19, 2022, there are several applications that have been declared to have escaped the threat of blocking the Ministry of Communication and Information.",0.0,0.0
1.552913714139247e+18,ht,1380042071042448896,2022-07-29 07:07:35,1.552835435730436e+18,@amuridee @Steam @EpicGames @riotgames @Twitch @kemkominfo yo man just blokir kominfo man,1,0,2,0,@amuride @steam @epicgames @riotgames @twitch @kemkominfo yo man just blocking commune man,0.0,0.0
1.552913098302181e+18,lt,309664750,2022-07-29 07:05:09,1.552913098302181e+18,Rip stuck in archon gegara di blokir kominfo https://t.co/cobia3hakM,1,1,1,0,RIP Stuck in Archon Gegura di Blocker Kominfo https://t.co/cobia3hakm,0.0,0.0
1.552909598784229e+18,id,223873686,2022-07-29 06:51:14,1.552909598784229e+18,"Steam Valve, Epic Games, EA Origin, Battle net Blizzard, Microsoft Store, Github, Canva, Twitch tv. Amazon, Alexa, perusahaan nya terdaftar di Direktorat jenderal pajak bukan di PSE. klo Kominfo blokir maka Menteri Keuangan bertindak karena penerimaan pajak berkurang.",8,1,14,0,"Steam Valve, Epic Games, EA Origin, Battle Net Blizzard, Microsoft Store, Github, Canva, TWitch TV. Amazon, Alexa, the company is registered with the Directorate General of Taxes not at PSE. If the Ministry of Communication and Information is blocked, the Minister of Finance acts because the tax revenue is reduced.",0.05000000000000001,0.3
1.552908803368071e+18,id,1135587454163938944,2022-07-29 06:48:05,1.552908803368071e+18,"Daridulu kominfo keknya ga punya program lain selain blokir macem2, ga guna bgt jingan. Gua main game pc darimane lagi cok kalo riot sama steam diblokir anjeenggg https://t.co/1Vu8NXLPmC",1,0,1,0,"From the time the Kominfo KEK does not have other programs besides blocking it, it's not very good. I play PC game DariMane again if Riot and Steam are blocked by Anjeengg https://t.co/1vu8nxlpmc",-0.2647435897435897,0.4121794871794872
1.552903584320463e+18,id,1344315804221784064,2022-07-29 06:27:20,1.552903002956394e+18,@monchkai kukiran kapan di blokir kominfo ya,0,0,0,0,@monchkai when I blocked the Communication and Information,0.0,0.0
1.552884220888232e+18,id,25480266,2022-07-29 05:10:24,1.552884220888232e+18,Jadi kapan kemenkeu negur kominfo karena mau blokir platform-platform luar yang sudah susah payah ditagih kemenkeu untuk bayar pajak?,1,0,1,0,So when will the Ministry of Communication and Information Technology Communication and Information because they want to block outside platforms that have been struggled to be billed by the Ministry of Finance to pay taxes?,0.0,0.05
1.552849252740923e+18,id,1291829632606466048,2022-07-29 02:51:27,1.552849252740923e+18,anjing pasti di blokir Kominfo????? Instagram?????,0,0,1,0,Dogs must be blocked by Kominfo ????? Instagram?????,0.0,0.0
1.552793049859629e+18,id,3235224685,2022-07-28 23:08:07,1.552793049859629e+18,"Gertaknya doang, sangsinya gak ada. Aturan yg gak berfaedah.

https://t.co/GSJu65qzgZ",0,0,0,0,"The only thing is, there is no disappointment. Rules that are not useful.

https://t.co/gsju65qzgz",0.05,0.4666666666666666
1.55278254804387e+18,id,1173539482252873984,2022-07-28 22:26:23,1.55278254804387e+18,Otak gw ngarah ke steam di blokir kominfo mulu njirr?,1,1,2,0,My brain goes to Steam blocked by Kominfo Mulu Njirr?,0.0,0.0
