id,lang,text,created_at,author_id,conversation_id,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.552207213472543e+18,qme,@nuicemedia #BlokirKominfo,2022-07-27 08:20:12,1282250437182098944,1.552095189438583e+18,0,0,1,0,,,
1.552199873713537e+18,qht,#BlokirKominfo https://t.co/EK6ORXKJXY,2022-07-27 07:51:03,500744486,1.552199873713537e+18,1,0,1,0,,,
1.552199191455482e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/jicc5Q6p1e",2022-07-27 07:48:20,159217885,1.552199191455482e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/jicc5q6p1e",0.4,0.5625
1.552199164817441e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/tmolv8mMCH",2022-07-27 07:48:14,116982303,1.552199164817441e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/tmolv8mmch",0.4,0.5625
1.552199137839292e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/CKtyyRAgMv",2022-07-27 07:48:07,1464717420,1.552199137839292e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/cktyyragmv",0.4,0.5625
1.55219811351482e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/pzeo2i7T7k",2022-07-27 07:44:03,1464717420,1.55219811351482e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/pzeo2i7t7k",0.4,0.5625
1.55219808982954e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/T4fGrSDBfD",2022-07-27 07:43:57,116982303,1.55219808982954e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/t4fgrsdbfd",0.4,0.5625
1.55219806757494e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/bdnYBFo9su",2022-07-27 07:43:52,159217885,1.55219806757494e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/bdnybfo9su",0.4,0.5625
1.552197926176186e+18,id,"Firemaple Wifi Adaptor Kompor

👉 Link: https://t.co/ZabuQjJMYT

CCTV Minion #BlokirKominfo TEST ME OUT NOW HEEJIN Transformasi Digital4 https://t.co/L0ThjT5ZXK",2022-07-27 07:43:18,1424847385725858048,1.552197926176186e+18,0,0,0,0,"Firemaple Wifi Stove Adapter

👉 Link: https://t.co/zabuqjjmyt

CCTV Minion #Blokirkominfo Test Me Out Now Heejin Digital Transformation4 https://t.co/l0thjt5zxk",0.0,0.0
1.552197650422051e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/YPVuIn3SdD",2022-07-27 07:42:12,159217885,1.552197650422051e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/ypvuin3SDD",0.4,0.5625
1.552197626744844e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/Z7yHoBoP32",2022-07-27 07:42:07,116982303,1.552197626744844e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/z7yhobop32",0.4,0.5625
1.55219760432212e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/ZXI0qq5S3n",2022-07-27 07:42:01,1464717420,1.55219760432212e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/zxi0qq5s3n",0.4,0.5625
1.552196876295803e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/7JorHf5DFn",2022-07-27 07:39:08,1464717420,1.552196876295803e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/7jorhf5dfn",0.4,0.5625
1.552196854904869e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/STGdZIYi1g",2022-07-27 07:39:03,116982303,1.552196854904869e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/stgdziyi1g",0.4,0.5625
1.552196830238503e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/5TkOujiLg6",2022-07-27 07:38:57,159217885,1.552196830238503e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/5tkoujilg6",0.4,0.5625
1.552196317132505e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/HFJR0bXq3B",2022-07-27 07:36:55,159217885,1.552196317132505e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/hfjr0bxq3b",0.4,0.5625
1.552196293765636e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/DwA2BBAf9O",2022-07-27 07:36:49,116982303,1.552196293765636e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/dwa2bbaf9o",0.4,0.5625
1.552196270064026e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/NfK0ttlVJt",2022-07-27 07:36:43,1464717420,1.552196270064026e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/nfk0ttlvjt",0.4,0.5625
1.552194757287617e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/sCqBf1aA9g",2022-07-27 07:30:43,1464717420,1.552194757287617e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/Scqbf1aa9g",0.4,0.5625
1.552194736454533e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/m7epmcY5pN",2022-07-27 07:30:38,116982303,1.552194736454533e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/m7epmcy5pn",0.4,0.5625
1.55219471497968e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/k6iM2n2mnW",2022-07-27 07:30:33,159217885,1.55219471497968e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/k6im2n2mnw",0.4,0.5625
1.552193771798155e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/y5Ski1lyco",2022-07-27 07:26:48,159217885,1.552193771798155e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/y5ski1lylo",0.4,0.5625
1.552193748066796e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/IZG7BqeW2J",2022-07-27 07:26:42,116982303,1.552193748066796e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/izg7bqew2j",0.4,0.5625
1.552193725668872e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/gOKUuuJc8r",2022-07-27 07:26:37,1464717420,1.552193725668872e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/gokuuujc8r",0.4,0.5625
1.552193385905082e+18,id,"Jersey Hoodies Baju Balap Motor Cross Drag Bike Gaspol 201m (1/2)

👉 Link: https://t.co/IEaLE5fZoP

AC Milan Real Madrid #ExtraordinaryAttorneyWooEp8 #CopotJugaFadil #blokirkominfo namjoon pastikan kedaulatan nkri https://t.co/YLBFQErG4b",2022-07-27 07:25:16,1424847385725858048,1.552193385905082e+18,0,0,0,0,"Jersey Hoodies Motorcycle Racing Cross Drag Bike Gaspol 201M (1/2)

👉 Link: https://t.co/ieale5fzop

AC Milan Real Madrid #Extraordinaryyattorneywooep8 #copotjugafadil #blokirkominfo namjoon Make sure the sovereignty of the Republic of Indonesia https://t.co/ylbfqerg4b",0.15,0.3149305555555555
1.552192450696868e+18,id,"Jaket Pria Nike Parasut Windrunner Polos Sporty Olahraga Sepeda Running and Jogging

👉 Link: https://t.co/d8lrfxyyYH

#blokirkominfo Jenderal Dudung Abdurachman BMKG #โอมนนน Perawan https://t.co/0YJTOwFp8a",2022-07-27 07:21:33,1424847385725858048,1.552192450696868e+18,0,0,0,0,"Nike Parasut Men's Jacket Windrunner Plain Sporty Sports Running and Jogging

👉 Link: https://t.co/d8lrfxyyyh

#Blokirkominfo General Dudung Abdurachman BMKG #โอมนนน Virgin https://t.co/0yjtowfp8a",-0.08214285714285713,0.4285714285714286
1.552191888022651e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/FFjyg3OYcQ",2022-07-27 07:19:19,1464717420,1.552191888022651e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/ffjyg3oycq",0.4,0.5625
1.55219186560829e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/jgBmPOwWyg",2022-07-27 07:19:13,116982303,1.55219186560829e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/jgbmpowwyg",0.4,0.5625
1.552191837439656e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/LVabzsj5m2",2022-07-27 07:19:07,159217885,1.552191837439656e+18,0,0,0,0,"#RIPLion Actor Jin #Percumalaporpolisi mas adam gmail #blokirkominfo haaland kim salt with you suga cctv bighit happy birthday fajri get well soon jay grealizing in the future
https://t.co/lvabzsj5m2",0.4,0.5625
1.552176389260202e+18,qme,"https://t.co/t3j0tTgAK9
#BlokirKominfo",2022-07-27 06:17:43,189891320,1.552176389260202e+18,0,0,1,0,,,
1.552131550879547e+18,id,"Jangan ngitip Privasiku, kalian tukang nguntip!

#BlokirKominfo #PSEMelanggarHAM #PSEberbauKomunis",2022-07-27 03:19:33,706776804,1.552131550879547e+18,1,0,1,0,"Don't turn on my privacy, you guys are a pinch!

#Blokirkominfo #PSemelanggarham #PSeberbaukomunis",0.0,0.0
1.552108858809926e+18,id,"@AREAJULID ada nyawa yg hilang trus disuruh damai 

kalo nyawa anaknya yg hilang dia mau damai gitu?

masa ga punya empati melihat dari sudut pandang korban dan keluarga 

aswww!!!! 

#blokirkominfo",2022-07-27 01:49:23,1200914690034979072,1.551858264526033e+18,1,0,1,0,"@Arejulid there is a life that is lost then told to be peaceful

if the life of his son who is lost he wants to be peaceful?

how come they don't have empathy from the point of view of the victim and family

Aswww !!!!

#Blokirkominfo",0.1292236328125,0.2875
