id,author_id,conversation_id,created_at,text,lang,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.552666456478798e+18,1229518084773277952,1.552666456478798e+18,2022-07-28 14:45:05,"Kominfo Disebut Bisa Intip Percakapan Whatsapp-Gmail Lewat Aturan PSE
https://t.co/hKv7M93jhf",id,13,0,14,1,"Kominfo is said to be able to take a peek at Whatsapp-Gmail conversation through PSE rules
https://t.co/hkv7m93jhf",0.5,0.625
1.552665765928612e+18,71693376,1.552660214502961e+18,2022-07-28 14:42:20,@Cloudflare pls daftar PSE Kominfo,id,0,1,0,0,@Cloudflare pls list pse kominfo,0.0,0.0
1.552658595346784e+18,1421875409864445952,1.552658595346784e+18,2022-07-28 14:13:50,"Yang Di Target Pasti Lengket.
Tidak Ada Lagi Hak Privasi Yang Di Lindungi ..

Cara Kominfo Bisa Intip Pesan Whatsapp-Gmail Pakai Aturan PSE https://t.co/nxsGdWLpIk",id,0,0,0,0,"The target is definitely sticky.
No more privacy rights are protected ..

How to Communication and Communication and Information Meeting WhatsApp-Gmail Order Using PSE Rules https://t.co/nxsgdwlpik",-0.125,0.5
1.552658153833374e+18,1493955534185438976,1.552658153833374e+18,2022-07-28 14:12:05,"Alibaba adalah salah satu perusahaan asing yang belum mendaftar PSE lingkup privat. 
Country Manager Alibaba Cloud Indonesia Leon Chen menganggap bahwa regulasi pendaftaran PSE lingkup privat  @kemkominfo
@PlateJohnny
https://t.co/jay4RESuN7",id,0,0,0,0,"Alibaba is a foreign company that has not yet registered for a private scope.
Country Manager of Alibaba Cloud Indonesia Leon Chen considers that the registration registration of PSE is the private scope of @kemkominfo
@Platejohnny
https://t.co/jay4resun7",-0.04166666666666666,0.2916666666666667
1.552657626521293e+18,17128975,1.552657626521293e+18,2022-07-28 14:09:59,Cara Kominfo Bisa Intip Pesan Whatsapp-Gmail Pakai Aturan PSE https://t.co/GjnFhGu8tu,id,9,0,9,4,How to Communication and Information Technology can take a peek at WhatsApp-Gmail messages using PSE rules https://t.co/gjnfhgu8tu,0.0,0.0
1.552656451721896e+18,1493955534185438976,1.552656451721896e+18,2022-07-28 14:05:19,"Platform teknologi yang tidak mendaftar Penyelenggara Sistem Elektronik (PSE) Lingkup Privat Kominfo mungkin mengalami kerugian mulai dari denda hingga pemblokiran yang menyebabkan mereka tidak dapat beroperasi di Indonesia.
@kemkominfo
@PlateJohnny
https://t.co/TQGnLVPGhN",id,0,0,1,0,"Technology platforms that do not register for the organizer of the Electronic System (PSE) of the Private Communication and Information may suffer losses ranging from fines to blocking which causes them to not be able to operate in Indonesia.
@kemkominfo
@Platejohnny
https://t.co/tqgnlvpghn",0.25,0.5
1.552656197043401e+18,23343960,1.552656197043401e+18,2022-07-28 14:04:18,"Komenkominfo sejatinya sudah menutup pendaftaran PSE pada 20 Juli lalu. Namun, diberikan tambahan waktu lima hari mulai tanggal 21-27 Juli pukul 23.59 WIB. / #Tekno #PSE #PSELingkupPrivat #Kominfo #Platformdigital #JernihkanHarapan 

Baca di https://t.co/nFy0yVErdr https://t.co/TZFDmlANdC",id,3,0,6,0,"Kombenkominfo actually closed PSE registration on July 20. However, an additional five days from July 21-27 at 23.59 WIB. / #Tekno #PSE #PSELKUPPRIVAT #KOMINFO #Platformdigital #Jerantanhapananhapan

Read at https://t.co/nfy0yverdr https://t.co/tzfdmlandc",-0.1,0.1
1.552646354719089e+18,135815019,1.552646354719089e+18,2022-07-28 13:25:12,Aturan PSE Lingkup Privat mendadak jadi bola panas beberapa pekan terakhir. Ancaman pemblokiran Google Cs menghantui apabila tidak daftar ke Kominfo. https://t.co/QWWhBsnuoe,id,1,0,3,0,PSE rules of private scope have suddenly become hot balls in the last few weeks. The threat of blocking Google cs haunts if you don't register to the Ministry of Communication and Information. https://t.co/QWWHBSNUOE,0.009999999999999998,0.3783333333333334
1.55263925819589e+18,118646322,1.55263925819589e+18,2022-07-28 12:57:00,"Siap- Siap 13 PSE Ini akan Diberikan Teguran Oleh Kominfo
https://t.co/e9wNyGuJzb",id,0,0,3,0,"Ready for 13 PSE will be given a reprimand by the Ministry of Communication and Information
https://t.co/e9wnygujzb",0.2,0.5
1.552636273491603e+18,150530605,1.552636273491603e+18,2022-07-28 12:45:08,Ni Softwarenya udh terdaftar di PSE Kominfo pa blm? https://t.co/rasvWtFvVr,id,0,0,0,0,This software is registered with PSE Kominfo Pa yet? https://t.co/rasvwtfvr,0.0,0.0
1.552634113177244e+18,1403787121530327040,1.552634113177244e+18,2022-07-28 12:36:33,"""Dengan Permenkominfo PSE ini, pemerintah bisa meminta dan melihat informasi yang dibutuhkan untuk keperluan penyelidikan, meskipun data tersebut dienkripsi,"" ujar pakar keamanan siber dari CISSReC, Pratama Persadha.
https://t.co/TlVW5udgpy",id,0,0,0,0,"""With this PSE Permenkominfo, the government can request and see the information needed for investigation purposes, even though the data is encrypted,"" said cyber security expert from Cissrec, Pratama Persadha.
https://t.co/tlvw5udgpy",0.0,0.0
1.552632845062902e+18,1309595463650217984,1.552632845062902e+18,2022-07-28 12:31:31,"Jelaskan Aturan PSE Terkait Konten Layanan, Kominfo Juga Berhak Beri Sanksi Blokir
https://t.co/7xDxFUbo0o",id,0,0,0,0,"Explain the PSE rules related to service content, the Ministry of Communication and Information is also entitled to a block sanction
https://t.co/7xdxfubo0o",0.0,0.4
1.552632463767339e+18,17128975,1.552632463767339e+18,2022-07-28 12:30:00,"""Dengan Permenkominfo PSE ini, pemerintah bisa meminta dan melihat informasi yang dibutuhkan untuk keperluan penyelidikan, meskipun data tersebut dienkripsi,"" ujar pakar keamanan siber dari CISSReC, Pratama Persadha. #CNNIndonesia 
https://t.co/xvPFex4XoX",id,3,0,4,1,"""With this PSE Permenkominfo, the government can request and see the information needed for investigation purposes, even though the data is encrypted,"" said cyber security expert from Cissrec, Pratama Persadha. #CNNIndonesia
https://t.co/xvpfex4xox",0.0,0.0
1.552630703669785e+18,1408092460903849984,1.552630703669785e+18,2022-07-28 12:23:00,Makin lama makin gak ada privasi. https://t.co/IVaBHvY64I,id,0,0,0,0,The longer there is no privacy. https://t.co/ivabhvy64i,0.0,0.0
1.552628625475772e+18,1026390220562808960,1.552628625475772e+18,2022-07-28 12:14:45,"Hati-hati, Kominfo Bisa Akses Isi Percakapan WhatsApp Melalui PSE https://t.co/SsdOhSQFDD",id,0,0,0,0,"Be careful, Kominfo can access the contents of WhatsApp conversations via PSE https://t.co/ssdohsqfdd",-0.1,1.0
1.552624919871046e+18,34149837,1.552624919871046e+18,2022-07-28 12:00:01,"Kominfo Bisa Lihat Pesan WhastApp dan Gmail Pengguna karena Aturan PSE?
 
#PramborsNews 
https://t.co/ZpwYXec990",id,0,1,3,0,"Kominfo can see the message of whastapp and gmail users because of the PSE rules?
 
#PRAMBORSNEWS
https://t.co/zpwyxec990",0.0,0.0
1.552622942223466e+18,2620250970,1.552622942223466e+18,2022-07-28 11:52:10,"Bisa yah? Urusan dgn pemerintah jd gurem? Kalau kelas KAKAP aja gurem dipastikan yg rakyat biasa susahnya gak kira2 🤦🤦 @kemkominfo @jokowi 
https://t.co/p5KOpDoqGb",id,0,0,0,0,"Can you? Affairs with the government so small? If the big class is just a small, it is certain that the ordinary people are not difficult 🤦🤦 @kemkominfo @jokowi
https://t.co/p5kopdoqgb",-0.04761904761904762,0.4952380952380953
1.552620634827436e+18,23343960,1.552620634827436e+18,2022-07-28 11:43:00,"Google adalah salah satu platform besar mendaftarkan diri setelah batas waktu berakhir. * #Tekno
https://t.co/lsZRpyZV0I",id,0,0,0,0,"Google is one of the big platforms to register after the time limit ends. * #Tekno
https://t.co/lszrpyzv0i",0.0,0.1
1.552613873316172e+18,2794507573,1.552613866005471e+18,2022-07-28 11:16:08,"Permintaan membuka informasi di WhatsApp atau Gmail baru bisa dilakukan apabila ada sebuah perkara hukum.

https://t.co/5qgOe7qvwh

#Kominfo #WhatsApp #Gmail",id,1,0,0,0,"The request to open information on WhatsApp or Gmail can only be done if there is a legal case.

https://t.co/5QGOE7QVWH

#Kominfo #whatsapp #gmail",0.06666666666666667,0.5666666666666667
1.552613006366081e+18,69595629,1.552601068865221e+18,2022-07-28 11:12:41,@ari_ap @fffosil Itu SE PSE Kominfo bisa dibelokin jadi eljibiti ngga? 🤔,id,0,1,19,1,@ari_ap @fffosil is that a pse communication information can be turned into an eljibiti or not? 🤔,0.0,0.0
1.552610928365126e+18,2890964370,1.552610928365126e+18,2022-07-28 11:04:26,"Through PSE Rules, Kominfo Can Peek into Whatsapp and Gmail Conversations https://t.co/KoEYLI0s8I https://t.co/sPG4pL5J1E",en,0,0,0,0,"Through PSE Rules, Kominfo Can Peek into Whatsapp and Gmail Conversations https://t.co/KoEYLI0s8I https://t.co/sPG4pL5J1E",0.0,0.0
1.552609815020585e+18,17128975,1.552609815020585e+18,2022-07-28 11:00:00,"#DetikNetwork
Pakar siber mengungkapkan dengan aturan PSE Lingkup Privat, memungkinkan Kementerian Kominfo mengintip isi percakapan WhatsApp kalian. Kenapa dan kok bisa?
https://t.co/YGtMDIJqvg",id,1,1,4,1,"#DetikNetwork
Siber experts revealed that with the PSE rules of the private scope, allowing the Ministry of Communication and Information, peeking at the contents of your WhatsApp conversation. Why and how come?
https://t.co/ygtmdijqvg",0.0,0.375
1.552608225626714e+18,67281504,1.552608225626714e+18,2022-07-28 10:53:41,"Sudah sore, dan situs-situ yg belum daftar PSE belum juga diblokir oleh Kominfo, jadi cuma gini doang nih? cuma jadi berita hoax aja nih PSE? https://t.co/dYLyL1ZgcM",id,0,1,3,0,"It's evening, and the sites that have not yet registered PSE have not yet been blocked by the Ministry of Communication and Information, so it's just like this? just so hoax news pse? https://t.co/dylyl1zgcm",0.0,0.0
1.55260722750831e+18,2243116382,1.55260722750831e+18,2022-07-28 10:49:43,Benarkah Google dan YouTube Sudah Daftar PSE dan Bebas Blokir Kominfo? https://t.co/0edRMX4bF9,id,0,0,0,0,Is it true that Google and YouTube have registered PSE and are free to block Kominfo? https://t.co/0edrmx4bf9,0.375,0.7250000000000001
1.55260435005245e+18,1124280639987995008,1.55260435005245e+18,2022-07-28 10:38:17,"CMFBAI English: Through PSE Rules, Kominfo Can Peek into Whatsapp and Gmail Conversations https://t.co/FDOucTfQPv 
#kominfo #Newsnight #Newsnight #technews",en,0,0,0,0,"CMFBAI English: Through PSE Rules, Kominfo Can Peek into Whatsapp and Gmail Conversations https://t.co/FDOucTfQPv 
#kominfo #Newsnight #Newsnight #technews",0.0,0.0
1.552604073978782e+18,1500833234057593088,1.552604073978782e+18,2022-07-28 10:37:11,"Hobby kok Gitu sih!!!
Through PSE Rules, Kominfo Can Peek into Whatsapp and Gmail Conversations https://t.co/LHe1mUA3is",en,0,0,0,0,"Hobby kok Gitu sih!!!
Through PSE Rules, Kominfo Can Peek into Whatsapp and Gmail Conversations https://t.co/LHe1mUA3is",0.0,0.0
1.552603380538675e+18,1401345210,1.552603380538675e+18,2022-07-28 10:34:26,Benarkah Aturan PSE Memungkinkan Kominfo Bisa Intip Percakapan WhatsApp Pengguna? https://t.co/1rHoaXYf7P,id,0,0,0,0,Is it true that the PSE rules allow the Ministry of Communication and Information to take a peek at the user's WhatsApp conversation? https://t.co/1rhoaxxyf7p,0.35,0.65
1.5526031943871e+18,168903780,1.5526031943871e+18,2022-07-28 10:33:42,Benarkah Aturan PSE Memungkinkan Kominfo Bisa Intip Percakapan WhatsApp Pengguna? https://t.co/DKJJJFMgV0,id,0,0,0,0,Is it true that the PSE rules allow the Ministry of Communication and Information to take a peek at the user's WhatsApp conversation? https://t.co/dkjjjjfmgv0,0.35,0.65
1.552602907236712e+18,286472930,1.552602907236712e+18,2022-07-28 10:32:33,Benarkah Aturan PSE Memungkinkan Kominfo Bisa Intip Percakapan WhatsApp Pengguna? https://t.co/ZYHfvi9uHa,id,0,0,0,0,Is it true that the PSE rules allow the Ministry of Communication and Information to take a peek at the user's WhatsApp conversation? https://t.co/zyhfvi9uha,0.35,0.65
1.552602515689984e+18,1426111909,1.552602515689984e+18,2022-07-28 10:31:00,Benarkah Aturan PSE Memungkinkan Kominfo Bisa Intip Percakapan WhatsApp Pengguna? https://t.co/fSPMIDNLtN,id,0,0,0,0,Is it true that the PSE rules allow the Ministry of Communication and Information to take a peek at the user's WhatsApp conversation? https://t.co/fspmidnltn,0.35,0.65
1.552602341920018e+18,426321924,1.552602341920018e+18,2022-07-28 10:30:18,Benarkah Aturan PSE Memungkinkan Kominfo Bisa Intip Percakapan WhatsApp Pengguna? https://t.co/7JrHTWpt0b,id,0,0,0,0,Is it true that the PSE rules allow the Ministry of Communication and Information to take a peek at the user's WhatsApp conversation? https://t.co/7jrhtwpt0b,0.35,0.65
1.552601498520982e+18,243177995,1.552601498520982e+18,2022-07-28 10:26:57,Benarkah Aturan PSE Memungkinkan Kominfo Bisa Intip Percakapan WhatsApp Pengguna? https://t.co/0xTuUG7Y6q,id,0,0,0,0,Is it true that the PSE rules allow the Ministry of Communication and Information to take a peek at the user's WhatsApp conversation? https://t.co/0xtuug7y6q,0.35,0.65
1.55260135257634e+18,17128975,1.55260135257634e+18,2022-07-28 10:26:23,"Ilham Habibie Akui Aturan PSE Kominfo Belum Lengkap, Dorong Negosiasi https://t.co/E6ybk1eS31",id,2,1,7,0,"Ilham Habibie admits PSE Kominfo's rules incomplete, push negotiations https://t.co/e6ybk1es31",0.0,0.0
1.552594210712613e+18,1312514755,1.552594210712613e+18,2022-07-28 09:58:00,Teringat film Enemy of The State (1988).  Akhirnya senjata makan tuan.... https://t.co/uz3f1fNl4B,id,4,4,81,2,Remembering the film Enemy of the State (1988). Finally the weapon eats sir .... https://t.co/uz3f1fnl4b,0.0,1.0
1.552591197624906e+18,737114089386741760,1.552591197624906e+18,2022-07-28 09:46:01,"Hari Terakhir Pendaftaran PSE, Siapa Kena Blokir?  #Kominfo #Opera #LinkedIn #Alibaba #KominfoBlokir #PenyelenggaraSistemElektronik #Roblok https://t.co/n8jz8KtIIF https://t.co/Ijobjjwcck",id,0,0,0,0,"The last day of PSE registration, who was blocked? #Kominfo #opera #linkedin #alibaba #kominfoblokir #perenggarasistelectronics #roblok https://t.co/8jz8ktiif https://t.co/ijobjjwcck",0.0,0.06666666666666667
1.55258694821625e+18,552523769,1.55258694821625e+18,2022-07-28 09:29:08,"Google dan YouTube tidak tercatat sebagai PSE asing di Indonesia. Benarkah raksasa teknologi ini terbebas dari ancaman blokir Kominfo?

 https://t.co/6HsXPuyW6e",id,0,0,0,0,"Google and YouTube are not recorded as foreign PSEs in Indonesia. Is it true that this technology giant is free from the threat of blocking the Ministry of Communication and Information?

 https://t.co/6hsxpuyw6e",0.15625,0.64375
1.552585320356782e+18,1466796196031122944,1.552585320356782e+18,2022-07-28 09:22:40,"Indonesia is becoming a surveillance state
https://t.co/jJSLwxHlEf",en,0,1,0,0,"Indonesia is becoming a surveillance state
https://t.co/jJSLwxHlEf",0.45,0.8500000000000001
1.552583946235351e+18,1511078421345959936,1.552583946235351e+18,2022-07-28 09:17:13,"Kominfo Disebut Bisa Intip Percakapan Whatsapp-Gmail Lewat Aturan PSE
https://t.co/e1lfy5R781",id,0,0,0,0,"Kominfo is said to be able to take a peek at Whatsapp-Gmail conversation through PSE rules
https://t.co/e1Lfy5r781",0.5,0.625
1.552583417241412e+18,1215780392105476096,1.552583417241412e+18,2022-07-28 09:15:06,"Jokes ""....in kominfo office"" gara-gara PSE ini lucu lucu ya wkwkw",id,0,0,0,0,"Jokes "".... in Kominfo Office"" because of this pse funny funny huh wkwkw",0.25,1.0
1.552582562970993e+18,1470769823856611072,1.552389106952446e+18,2022-07-28 09:11:43,"@kirawontmiss bakal banyak nih
https://t.co/kwe9G6zgeD",id,0,0,1,0,"@kirawontmiss there will be a lot
https://t.co/kwe9g6zged",0.0,0.0
1.552581800030982e+18,1102760940938752000,1.552580854056391e+18,2022-07-28 09:08:41,@daniellasarra loh emg km gtw kl disney+ ga daftarin pse ke kominfo? mungkin krn itu dan wkwkwk,id,0,1,0,0,"@danielllarra, emg km gtw kl disney+ not register pse to the Ministry of Communication and Information? maybe because of that and wkwkwk",0.0,0.0
1.552577764141814e+18,1471408105950834944,1.552577764141814e+18,2022-07-28 08:52:39,Twitter Sudah Daftar PSE Kominfo: Kami Mematuhi Syarat https://t.co/7JfdE3tWjC,id,0,0,1,0,Twitter has a list of PSE Kominfo: We comply with the requirements https://t.co/7jfde3twjc,0.0,0.0
1.552577509145051e+18,1369573838007063040,1.552577509145051e+18,2022-07-28 08:51:38,"keren ini kalo sampe @kemkominfo sanggup men-decrypt data ter-enkripsi!
kalo sanggup mohon bantu warga yg datanya di-enkripsi ransom dJvu online yg minta tebusan Rp14jt/file dlm #BTC !
@emsisoft @MicrosoftID @AVGFree @Smadav gak mampu!

@BSSN_RI @CCICPolri
https://t.co/eDzHumN9Y6",id,0,0,0,0,"This is cool if you arrive @kemkominfo can decrypt the encrypted data!
If you can, please help residents whose data are encrypted by DJVU online ransom who ask for a ransom of Rp14 million/file in #BTC!
@emsisoft @microsoftid @avgfree @smadav can't afford it!

@Bssn_ri @ccicpolri
https://t.co/edzhumn9y6",0.68359375,0.65
1.552576678744199e+18,887743587579944960,1.552576678744199e+18,2022-07-28 08:48:20,"Kominfo Disebut Bisa Intip Percakapan Whatsapp-Gmail Lewat Aturan PSE
https://t.co/jiUjur5BLc",id,12,6,23,2,"Kominfo is said to be able to take a peek at Whatsapp-Gmail conversation through PSE rules
https://t.co/jiujur5blc",0.5,0.625
1.552576527019147e+18,2243116382,1.552576527019147e+18,2022-07-28 08:47:44,"Aturan PSE Wajib Daftar, Kominfo Bisa Lihat Pesan di WhatsApp & Google https://t.co/eX4gn4qBOx",id,0,0,0,0,"PSE rules must register, Kominfo can see messages on WhatsApp & Google https://t.co/ex4gn4qbox",0.0,0.0
1.552574733476311e+18,17128975,1.552574733476311e+18,2022-07-28 08:40:36,"Belum Terdaftar di PSE Kominfo, Yahoo dan DoTa Masih Bisa Diakses https://t.co/e43Z8gd7VV",id,0,1,1,1,"Not yet registered with PSE Kominfo, Yahoo and Dota can still be accessed https://t.co/e43z8gd7vv",0.0,0.0
1.552573784506262e+18,1718082816,1.552573784506262e+18,2022-07-28 08:36:50,"Mari misuh sebelum jum'at dan weekend :')

Hidup Sungguh Amat Sederhana, tapi Dibuat Ribet Kominfo dan PSE via @mojokdotco https://t.co/aMVDWMQOad",id,0,0,1,0,"Let's misuh before Friday and weekend: ')

Life is very simple, but made complicated Kominfo and Pse via @mojokdotco https://t.co/amvdwmqoad",-0.25,0.7321428571428572
1.552569731772662e+18,962662189,1.551855536727294e+18,2022-07-28 08:20:44,@CNNIndonesia Mau tanya klo daftar PSE itu pasti ga gratis kan..ini ladang duit banget bwt kominfo,id,0,0,1,0,@Cnnindonesia want to ask if the list of pse is definitely not free ... this is a very money field bwt kominfo,0.0,0.55
1.552566925225783e+18,915242765453213696,1.552566925225783e+18,2022-07-28 08:09:34,"Aturan PSE Lingkup Privat yang penuh kontroversi ternyata memungkinkan Kementerian Komunikasi dan Informatika (Kominfo) mengintip Chat WhatsApp dan isi surat Gmail. Bukankah hal ini melanggar privasi pengguna? #inibaruid
https://t.co/KsUwPwMDxu",id,0,0,0,0,"PSE rules full of private scope of controversy turned out to allow the Ministry of Communication and Information (Kominfo) to peek at WhatsApp chat and the contents of the Gmail letter. Isn't this violating user privacy? #inbaruid
https://t.co/KSUWPWMDXU",0.175,0.4625
1.552564263146881e+18,23343960,1.552564263146881e+18,2022-07-28 07:59:00,"""Kami baru dapat kabar, Google mendaftarkan empat platform tambahan selain Google Cloud dan (Google) Ads-nya. Sekarang, mereka mendaftarkan YouTube, Search Engine, Play Store, dan Google Maps,"" kata Dirjen Aptika Kominfo, Semuel Abrijani. - #Tekno https://t.co/lsZRpzhwpi",id,0,0,0,0,"""We just got word, Google registered four additional platforms besides Google Cloud and (Google) Ads. Now, they register YouTube, Search Engine, Play Store, and Google Maps,"" said Director General of Aptika Kominfo, Semuel Abrijani. - #Tekno https://t.co/lszrpzhwpi",0.05000000000000002,0.5
1.552562810990875e+18,1456949178421101056,1.552562810990875e+18,2022-07-28 07:53:14,"Kominfo Disebut Bisa Intip Percakapan Whatsapp-Gmail Lewat Aturan PSE – Berita dan Informasi Cepat dan Akurat,
Politik, ekonomi, sosial, agama, bencana, jakarta, bandung, surabaya, indonesia, pre... https://t.co/2pb337xtRR https://t.co/WYYoreF3nk",id,0,0,0,0,"Communication and Information is said to be able to take a peek at WhatsApp-Gmail conversation through the rules of PSE-news and fast and accurate information,
Politics, Economy, Social, Religious, Disaster, Jakarta, Bandung, Surabaya, Indonesia, Pre ... https://t.co/2pb337xtr https://t.co/wyyoref3nk",0.2266666666666667,0.4349999999999999
1.55255996396852e+18,1376697702973500928,1.55255996396852e+18,2022-07-28 07:41:55,"@gizmologi | Hadirkan Banyak Inovasi, Alibaba Cloud Patuhi Kebijakan PSE Kominfo https://t.co/gVVtr9w18B",id,0,0,0,0,"@gizmology | Present a lot of innovation, Alibaba Cloud obeys PSE Kominfo policy https://t.co/gvvtr9w18b",0.0,0.0
1.552555018779185e+18,2819975048,1.552555018779185e+18,2022-07-28 07:22:16,Kebajikan Google vs PSE Kominfo https://t.co/TJwPNAtSVP,id,0,0,1,0,Virtue of Google vs Pse Kominfo https://t.co/tjwpnatsvp,0.0,0.0
1.552553930227618e+18,1412072942880497920,1.552553930227618e+18,2022-07-28 07:17:56,"Blokir, Blokir,Blokir sekarang juga ayolah jangan hoax Kominfo 

Google, Gmail & YouTube Belum Nongol di Situs PSE, Kominfo Bakal Blokir?
https://t.co/oTZ14zDHSV",id,0,0,0,0,"Block, block, block now, come on, don't hoax the Ministry of Communication and Information

Google, Gmail & Youtube haven't appeared on the PSE site, Kominfo will be blocked?
https://t.co/otz14zdhsv",0.0,0.0
1.552553868927836e+18,1313731477050330880,1.552553868927836e+18,2022-07-28 07:17:42,"Patuhi Kebijakan @kemkominfo, Alibaba Cloud Daftar PSE

Ada pun tenggat waktu pendaftaran bagi penyelenggara sistem elektronik (PSE) lingkup privat di Kementerian Komunikasi dan Informatika sebentar lagi berakhir. 
@PlateJohnny
https://t.co/BR2fzfWcNt",id,1,0,1,0,"Obey the policy @kemkominfo, alibaba cloud list pse

There is also a deadline for registration for the organizer of the Electronic System (PSE) Private Scope in the Ministry of Communication and Information soon ends.
@Platejohnny
https://t.co/br2fzfwcnt",0.0,0.375
