id,conversation_id,lang,author_id,text,created_at,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.553372288170721e+18,1.553372288170721e+18,id,87394246.0,"Nomer ga dikenal aja udh mulai masuk WhatsApp bc ga jelas tau2 jualan bikin risih, padahal nomer ga banyak yg tau, taik kotok bgt emg kominfo malah blokir apps yg penting2 🤧",2022-07-30 13:29:48,0,0,0,0,"The number is unknown to start entering whatsapp bc unclear knowing the sale makes it uncomfortable, even though the number is not many people know, taik kotok is very important to the Kominfo even block the important apps2 🤧",0.01400000000000001,0.82
1.553368379784049e+18,1.553188847617331e+18,id,7.516977206712812e+17,"@kemkominfo Lewat PSE, KOMINFO bisa baca WHATSAPP DAN GMAIL,
Sumber : PSE",2022-07-30 13:14:16,0,0,0,0,"@kemkominfo via PSE, Kominfo can read WhatsApp and Gmail,
Source: PSE",0.0,0.0
1.553368199697035e+18,1.553368199697035e+18,id,1.298767051868127e+18,"Kominfo gblk, gk mikir tolol..kek bapak2 yg gk ngerti pake whatsapp #kominfo #BlokirKominfo",2022-07-30 13:13:33,0,0,1,0,"KOMINFO GBLK, I don't think stupid ... you don't understand WhatsApp #kominfo #blokirkominfo",-0.7999999999999999,1.0
1.553363295108665e+18,1.55317227756261e+18,id,1.254950020391907e+18,"@euniceapril yaaa kalo soal ""melindungi data"" mereka bisa seenaknya sadap chat sih, termasuk whatsapp yang dibilang dienkripsi
kalo kominfo mau, harus kasi istilahnya",2022-07-30 12:54:04,0,0,0,0,"@euniceapril yaaa when it comes to ""protecting data"" they can tap up to chat, including whatsapp which is said to be encrypted
If the Ministry of Communication and Information wants, you have to give the term",0.2,0.1
1.553360284693438e+18,1.553360284693438e+18,id,1.483064542829871e+18,"Beredar kabar bahwa kominfo bisa mengintai pesan whatsapp dan gmail aabila platform tersebut terdaftar di PSE, kabar tersebut di bantah direktur jendral kominfo semuel abrijani bahwa konten whatsapp dan gmail hanya bisa dilihat penerima dan pengirim.
#UUITE #BlokirKominfo https://t.co/GPxXGzodt7",2022-07-30 12:42:06,0,0,0,0,"It was rumored that the Ministry of Communication and Information could lurk the message of WhatsApp and Gmail Aabila the platform was registered with PSE, the news was denied by the Director of the Communication and Information Semuel Abrijani that WhatsApp and Gmail content could only be seen by recipients and sender.
#Uuite #blokirkominfo https://t.co/gpxxgzodt7",0.0,1.0
1.553358945112441e+18,1.553130747971731e+18,en,2877780180.0,"@abepratomo @balyaw23 @Steam oh yes... of course....
https://t.co/0qGzp6CSWQ",2022-07-30 12:36:47,0,0,0,0,"@abepratomo @balyaw23 @Steam oh yes... of course....
https://t.co/0qGzp6CSWQ",0.0,0.0
1.553346920181277e+18,1.553346920181277e+18,id,1.533275723301278e+18,"Tujuan Kominfo Wajibkan WhatsApp dkk Daftar PSE, Jaga Ruang Digital hingga Wujudkan Keadilan

Klik untuk baca: https://t.co/Q3EnbDCrg5",2022-07-30 11:49:00,0,0,0,0,"The purpose of the Ministry of Communication and Information is required to WhatsApp et al list PSE, maintain digital space to realize justice

Click to read: https://t.co/q3enbdcrg5",0.0,0.0
1.553328652301267e+18,1.553328652301267e+18,id,1.550146958278291e+18,"Kenapa Kominfo makin tahun makin ga jelas? sekarang game semua di blok servernya, kayak game dari steam...

terus yang baru lagi mereka lewat PSE bisa intip chat WhatsApp (sosmed) dan gmail wkwkw kocak!

#BlokirKominfo #PSEMelanggarHAM",2022-07-30 10:36:24,0,0,2,0,"Why is the Ministry of Communication and Information getting more and more unclear? Now the games are all on the server block, like a game from Steam ...

Then the new ones they through PSE can take a peek at WhatsApp chat (social media) and Gmail wkwkw hilarious!

#Blokirkominfo #PSemelanggarham",0.2324494949494949,0.4868686868686868
1.553322726802457e+18,1.553315033857241e+18,id,1.175922641875505e+18,"@qorygore Kominfo bisa intip pesan di WhatsApp ya? coba dibalik, kalo liat kinerja & anggaran Kominfo boleh gak ya? 🏂",2022-07-30 10:12:52,0,0,0,0,"@qorygore Kominfo can you peek at Whatsapp? Try reversing, if you see the performance & budget of the Ministry of Communication and Information, can it be or not? 🏂",0.0,0.0
1.553316213157396e+18,1.553316213157396e+18,id,1.457302367657816e+18,Tf Kominfo was on 💀 Masa whatsapp sekarang mereka bisa baca juga? For what is it,2022-07-30 09:46:59,0,0,0,0,TF Kominfo was on 💀 WhatsApp period now they can read too? For what is it,0.0,0.0
1.553316131301052e+18,1.553316131301052e+18,id,1.414130744318779e+18,"Tidak puas dengan menghilangkan privasi pengguna whatsapp, kini kominfo juga mematikan sumber pendapatan masyarakat.
#BlokirKominfo https://t.co/O91U53sZdz",2022-07-30 09:46:39,0,0,0,0,"Not satisfied with eliminating the privacy of WhatsApp users, Kominfo now also turns off the source of people's income.
#Blokirkominfo https://t.co/o91u53szdz",-0.25,1.0
1.553316035524121e+18,1.553316035524121e+18,id,173002845.0,"kalo whatsapp di daftarin ke kominfo dan privasi penggunanya jd dilanggar, berarti orang2 kominfo bisa baca chat sex atau VCS orang2 yg jualan konten gituan dan secara gratis pula

smh",2022-07-30 09:46:16,0,0,0,0,"If WhatsApp is registered with the Ministry of Communication and Information and its users are violated, it means that the Communication and Information people can read chat sex or VCS people who sell content and for free too

SMH",0.4,0.8
1.553315913826312e+18,1.553239180922491e+18,id,1.145238239839605e+18,@txtdrprogramer selama ini kominfo share project pemrograman lewat flashdisk ya?? atau lewat WhatsApp? :v,2022-07-30 09:45:47,0,0,0,0,@txtdrprogramer so far Kominfo Share Programming Projects through Flashdisk huh ?? Or via WhatsApp? : v,0.1,1.0
1.55331395509096e+18,1.55331395509096e+18,id,1.540902889652048e+18,"Kominfo disebut bisa intip obrolan di WhatsApp dan Gmail berdasarkan aturan Permenkominfo Nomor 5 Tahun 2020 tentang PSE Lingkup Privat. Hal itu diungkap pakar keamanan siber dari CISSReC, Pratama Persadha.",2022-07-30 09:38:00,0,0,1,0,"The Ministry of Communication and Information is said to be able to take a peek at the chat on WhatsApp and Gmail based on Permenkominfo rules number 5 of 2020 concerning PSE Private Scope. This was revealed by cyber security experts from Cissrec, Pratama Persadha.",0.25,0.5
1.553307614980628e+18,1.553307614980628e+18,id,1.45023945130983e+18,"kominfo kalo liat chat whatsapp ku pasti ga minat soalnya gda apa"" nya wkwk",2022-07-30 09:12:49,0,0,0,0,"Kominfo, if you see my whatsapp chat, it will definitely not be interested",-0.125,0.5
1.553307436164952e+18,1.553307436164952e+18,id,1.45023945130983e+18,emang kominfo bisa liat chat whatsapp ya?,2022-07-30 09:12:06,0,1,0,0,can the Ministry of Communication and Information see WhatsApp chat?,0.0,0.0
1.553305022150353e+18,1.553305022150353e+18,id,1.157153063406195e+18,"Ubisoft,EA,Paypal,Steam di blokir yakkk ga ngerti lagi isi grup WhatsApp bapak bapak Kominfo https://t.co/TuPjrOuzbN",2022-07-30 09:02:30,0,0,2,0,"Ubisoft, EA, Paypal, Steam blocked Yakkk no longer understand the contents of the Whatsapp group Mr. Kominfo https://t.co/tupjrouzbn",0.0,0.0
1.553304474503983e+18,1.553239180922491e+18,en,4100728872.0,@txtdrprogramer Programmer Kominfo share project lewat Whatsapp,2022-07-30 09:00:20,0,0,0,0,@txtdrprogramer Programmer Kominfo share project lewat Whatsapp,0.0,0.0
1.553303768883954e+18,1.553303768883954e+18,id,1.518810844544799e+18,"Kalo mau curhat jangan lewat WhatsApp, ntar di spill kominfo.",2022-07-30 08:57:32,0,0,2,0,"If you want to confide in, don't pass by WhatsApp, later at the Kominfo Spill.",0.0,0.0
1.553302607447589e+18,1.553302607447589e+18,id,1.371566356093489e+18,"Banyak pihak yang mengatakan pemerintah dapat mengintip pesan dari pengguna aplikasi media sosial baik itu WhatsApp maupun Gmail. Dugaan ini dilontarkan oleh pakar keamanan siber dari CISSReC, Pratama Persadha.
@kemkominfo
@PlateJohnny
https://t.co/h7shtc1aiq",2022-07-30 08:52:55,0,0,0,0,"Many parties say the government can peek at messages from users of social media applications both WhatsApp and Gmail. This allegation was made by cyber security experts from Cissrec, Pratama Persadha.
@kemkominfo
@Platejohnny
https://t.co/H7Shtc1AIQ",0.2666666666666667,0.2833333333333333
1.553301765084582e+18,1.553171498763882e+18,id,1.455661539017445e+18,"@MstrYoda @kemkominfo Mumpung rame,
Sebelumnya izin sekali lagi menjelaskan, kalo sejauh ini yg fix sudah terblokir adalah steam,epic, Yahoo search, dan Paypal

Nah bagi teman teman yok kita spam kontak layanan pengaduan Kominfo (email dan WhatsApp) dengan tuntutan cari solusi utk Paypal dkk. https://t.co/aWnNmkDhHf",2022-07-30 08:49:34,86,15,320,30,"@Mstryoda @kemkominfo while crowded,
Previously, permission once again explained, if so far the fixed fixed are Steam, Epic, Yahoo Search, and Paypal

Now for our friends Yok we spam contact the Communication and Communication and Information Complaints Service (Email and WhatsApp) with demands for finding solutions for PayPal et al. https://t.co/awnnmkdhhf",0.04666666666666668,0.3933333333333334
1.553298437470573e+18,1.553298437470573e+18,en,1.285656041791738e+18,"I was talking shit about Kominfo with my friend in WhatsApp

And then suddenly my WhatsApp crashed..

It's nice to know you guys https://t.co/UKBJee8pXT",2022-07-30 08:36:21,1,0,5,0,"I was talking shit about Kominfo with my friend in WhatsApp

And then suddenly my WhatsApp crashed..

It's nice to know you guys https://t.co/UKBJee8pXT",0.1333333333333333,0.7666666666666666
1.553296928133091e+18,1.553296928133091e+18,id,1.076101318144479e+18,"gua penasaran,sekelas pak @jokowi ngomel gakya di grup whatsapp kementrian khsusnya di grup wa @kemkominfo ,seengkanya tegur gitu si kominfo ""lu bisa gak si pada kerja yg bener urusin tuh penipuan digital dkk jgn bikin kehebohan yg gajelas""",2022-07-30 08:30:21,0,2,0,0,"I was curious, the class of Mr. @jokowi grumbled Gakya in the WhatsApp group of the Ministry of Social Affairs in the WA Group @kemkominfo, I was a reprimand that the Ministry of Communication and Information ""could not at work that was right to take care of the digital fraud, don't make a lot of excitement""",0.05476190476190475,0.4005952380952381
1.553296062353637e+18,1.553296062353637e+18,id,1.287904372500832e+18,"Kemarin Twitter, YouTube, WhatsApp, Google, Netflix dll mau diblokir juga karena katanya gak daftar apa gitu, masalahnya katanya kalo daftar nanti kerahasiaan isi data kita di platform itu tuh juga dibagi ke Kominfo dimana sebelumnya sifatnya bener-bener rahasia wkwk https://t.co/qebO5UAyxT",2022-07-30 08:26:54,0,1,2,0,"Yesterday Twitter, YouTube, WhatsApp, Google, Netflix etc. want to be blocked too because he said it didn't list anything, the problem was said that if the list later confidentiality of our data on the platform was also divided into the Ministry of Communication and Information T.co/QEBO5UAYXT",0.0,0.0
1.553294443964678e+18,1.553292223415931e+18,id,1083179917.0,@azrawkwk mari berdiskusi membuat bom panci untuk segera dikirimkan di kantor pusat kominfo di grup whatsapp,2022-07-30 08:20:28,0,0,0,0,@azrawkwk let's discuss making a pot bomb to be sent at the Ministry of Communication and Information Head Office in the WhatsApp group,0.0,0.0
1.553291257077977e+18,1.553291257077977e+18,id,1.550376020892561e+18,"Info Detail, Promo Hyundai

Tlp/whatsapp: 0811 816 009

Bisa test drive di rumah
Tersedia paket DP 5 % 

https://t.co/1MilAD3yGH

#hyundai #BBNaija #tahunbaruislam #kominfo #SurvivorExtincion #ZeeNuNewInVietNam #LISA #محرم_1444 https://t.co/49nyFkNgMb",2022-07-30 08:07:49,0,1,1,0,"Detailed Info, Hyundai Promo

Phone/Whatsapp: 0811 816 009

Can test drive at home
5 % dp package available

https://t.co/1milad3ygh

#Hyundai #BBNAIJA #TahunbaruIslam #KOMINFO #SURVIVOREXTinci #zeenunewinvietnam #lisa #محرم_1444 https://t.co/49nyfkngmb",0.4,0.575
1.553288391202329e+18,1.553288391202329e+18,id,1.081752948923748e+18,Emang beneran negara wakanda sih tolol banget. Whatsapp kan privacy sih. Gak jelas kominfo sumpah ckck,2022-07-30 07:56:25,1,0,2,0,It is really a wakanda country really stupid. WhatsApp is privacy anyway. It is not clear Kominfo oath ckck,-0.2166666666666666,0.5277777777777778
1.553287763272692e+18,1.553287763272692e+18,id,240793354.0,"Kominfo Bantah Pemerintah Bisa Intip Chat Pribadi WhatsApp, Telegram Hingga Email lewat Aturan PSE

Baca Selengkapnya: https://t.co/ZPsCBKWKV3

#BeritaTerkini #media #Online #news #BreakingNews #kominfo #bantah #chat #pribadi #WhatsApp #Telegram #email #PSE #Indonesia",2022-07-30 07:53:56,0,0,0,0,"Kominfo denies the government can take a peek at Whatsapp, Telegram to Email Personal Chat through PSE rules

Read more: https://t.co/zpscbkwkv3

#Beritaterkini #media #online #news #breakingnews #kominfo #bantah #chat #proman #whatsapp #telegram #email #pse #indonesia",0.25,0.4
1.5532858332805e+18,1.553277185728717e+18,en,1.494991633636798e+18,"@hoomies84 If translation is correct, then that's bullshit. Whatsapp said they can't provide user data, yet they are not blocked by Kominfo/ID Ministry of communications. Kominfo just wants money. https://t.co/oCCBmJNXu7",2022-07-30 07:46:15,0,1,0,0,"@hoomies84 If translation is correct, then that's bullshit. Whatsapp said they can't provide user data, yet they are not blocked by Kominfo/ID Ministry of communications. Kominfo just wants money. https://t.co/oCCBmJNXu7",0.2,0.1
1.553284765364589e+18,1.553262208540344e+18,id,1.202179466996281e+18,@overthinking_d @nnnnnoviafperrr kominfo sangat membantu jika whatsapp jadi di ban,2022-07-30 07:42:01,0,2,15,0,@overthinking_d @nnnnnoviafperrr Kominfo is very helpful if WhatsApp is tires,0.2,0.3
1.553284525475922e+18,1.553284525475922e+18,id,1.369148694793052e+18,"Kominfo Bantah Bisa Lihat Isi Chat WhatsApp
https://t.co/Q7i5gZCvjy",2022-07-30 07:41:04,0,0,0,0,"Kominfo Denies Can See the Contents of WhatsApp Chat
https://t.co/q7i5gzcvjy",0.0,0.0
1.553275688530022e+18,1.553275688530022e+18,id,622906851.0,"Jangan salah paham. 

Maksudku disini kominfo uzbekistan ya kawan-kawan. Kalau kominfo kita mah pake whatsapp, lalu dijadikan rar bersamaan dengan node_modules🙏 https://t.co/8hwiLZNKVe",2022-07-30 07:05:57,0,0,0,0,"Do not take it wrong.

I mean here Communication and Information Uzbekistan yes friends. If our Communication and Information, we use WhatsApp, then used as rar together with node_modules🙏 https://t.co/8hwilznkve",-0.40625,0.79375
1.553270645525725e+18,1.553270645525725e+18,id,23343960.0,"Kominfo membantah pemerintah bisa mengintip pesan pribadi yang dikirim lewat aplikasi perpesanan, seperti WhatsApp, Telegram, atau e-mail, dan sebagainya apabila platform digital telah terdaftar sebagai PSE. | #Tekno #BlokirKominfo
https://t.co/KRyXD7R58h",2022-07-30 06:45:54,2,4,9,2,"Kominfo denied the government could take a peek at private messages sent through messaging applications, such as WhatsApp, Telegram, or E-mail, and so on if the digital platform has been registered as a PSE. | #Tekno #Blokirkominfo
https://t.co/kryxd7r58h",0.0,0.2916666666666667
1.553266871390327e+18,1.553153893114483e+18,id,2234327060.0,"@randomigues @Rihafain @thumbprintco @txtfrombrand Ini sih, mending kominfo pada sweeping admin slot yg pada spam ke whatsapp, sms, atau kadang nelfonin kita. Gerah bgt tiap hari dapet wa dari admin slot pdhl ga main slot slotan. Sama sweeping tuh nomor yg dipake buat nipu segala macem, drpd PSE gini gajelas urgensinya apa",2022-07-30 06:30:55,0,1,1,0,"@randomigues @rihafain @thumbprintco @txtfrombrand anyway, better Kominfo on Sweeping Admin slot that spam to WhatsApp, SMS, or sometimes call us. Very hot every day I get WA from the admin slot not playing slot slot. The same sweeping is the number used to cheat all kinds of things, from the pse pse this gaje clear what is the urgency",0.23125,0.5020833333333333
1.553266699796943e+18,1.553266699796943e+18,id,8.285033729698324e+17,"Kominfo Berhak Melihat Chat WhatsApp ataupun Gmail Seseorang, Namun Dengan Alasan Tertentu https://t.co/ME35I2xhMP",2022-07-30 06:30:14,1,0,0,0,"Kominfo has the right to see someone's whatsapp or gmail chat, but for some reason https://t.co/me35i2xhmp",0.2857142857142857,0.5357142857142857
1.553264171957236e+18,1.553264171957236e+18,id,1.267647233899368e+18,gue di whatsapp:                           kominfo: https://t.co/XzQ6JAatPS https://t.co/H0PSDPvC8N,2022-07-30 06:20:11,0,1,0,0,I'm on Whatsapp: Kominfo: https://t.co/xzq6jaatps https://t.co/h0psdpvc8n,0.0,0.0
1.553262599600427e+18,1.553262599600427e+18,id,1.424596460322976e+18,kominfo tolong blokir whatsapp dia yang gak mau bales chat saya,2022-07-30 06:13:56,7,2,10,0,Kominfo please block whatsapp he doesn't want to reply to my chat,0.0,0.0
1.553262421976162e+18,1.553252064104714e+18,id,377892317.0,@yvndvrlylstdrwx WhatsApp saia bisa dilihat kominfo juga :)),2022-07-30 06:13:14,0,0,0,0,@yvndvrlylstdrwx Whatsapp Saia can be seen by the Ministry of Communication and Information too :)),0.5,1.0
1.553261548122292e+18,1.553228223726899e+18,en,1.380833554540552e+18,"@JonathanAlfarot Sir, this might be rich coming from me,

But you are my learned friend.

Please behave accordingly.

Here's a link, I hope you would like to give it a small read.

https://t.co/tkuEncOy7p

Have a good one.",2022-07-30 06:09:45,0,1,3,0,"@JonathanAlfarot Sir, this might be rich coming from me,

But you are my learned friend.

Please behave accordingly.

Here's a link, I hope you would like to give it a small read.

https://t.co/tkuEncOy7p

Have a good one.",0.275,0.5833333333333334
1.553253783878005e+18,1.553253783878005e+18,id,1.151924750710522e+18,"Sebenernya ini yang lebih penting dari sekedar blokir blokir PSE

https://t.co/0hEU9EJbtE",2022-07-30 05:38:54,0,0,0,0,"Actually this is more important than just blocking PSE blocks

https://t.co/0heu9ejbte",0.3,0.5333333333333333
1.553253095844778e+18,1.553253095844778e+18,id,1.493091479140463e+18,"KOMINFO : haha gw bisa intip chat lu di whatsapp

Gw : otw michattt

#BlokirKominfo",2022-07-30 05:36:10,0,0,1,0,"Kominfo: haha ​​I can peek at your chat on whatsapp

Gw: Otw Michattt

#Blokirkominfo",0.2,0.3
1.553249873826578e+18,1.553249873826578e+18,id,1.215631249466724e+18,nunggu kominfo blokir whatsapp sama instagram,2022-07-30 05:23:22,0,0,0,0,Wait for Kominfo Block Whatsapp and Instagram,0.0,0.0
1.553249048194613e+18,1.553249048194613e+18,id,1.495584329493545e+18,"Kominfo nih gak ada otak yah? Sembarangan blokir2, biar apa? Biar keliatan ada kerjanya?  Ckckck 
Giliran blokir bgini cepet , pake  ada syarat jg bisa tau isi pesan fi whatsapp dan Gmail idih dah gila nih kominfo",2022-07-30 05:20:05,0,0,0,0,"Kominfo doesn't have a brain? Haphazardly blocks, so what? So that it looks like there is work? Ckckck
It's a blocked turn to be fast, using the requirements, you can also know the contents of the WhatsApp and Gmail Idih's message, I am crazy about Kominfo",-0.3333333333333333,0.7666666666666666
1.553247359299363e+18,1.553247359299363e+18,id,120023255.0,"kominfo nge ban steam karena mayoritas dari mereka ngga pake steam. Coba yang di ban whatsapp, google dkk pasti gabakalan mau #BlokirKominfo",2022-07-30 05:13:23,0,0,0,0,"Kominfo is tan steam because the majority of them don't use steam. Try the one on WhatsApp, Google et al.",0.0,0.0
1.553246037812613e+18,1.553246037812613e+18,id,124171593.0,"Kominfo Bantah Bisa Intip Isi Percakapan di Whatsapp Setelah Terdaftar Sebagai PSE
 
https://t.co/ggNRX7Y6Po",2022-07-30 05:08:07,0,0,2,0,"Kominfo denies to peek at the contents of the conversation on WhatsApp after being registered as PSE
 
https://t.co/ggnrx7y6po",0.0,0.0
