id,text,author_id,created_at,conversation_id,lang,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.552553930227618e+18,"Blokir, Blokir,Blokir sekarang juga ayolah jangan hoax Kominfo 

Google, Gmail & YouTube Belum Nongol di Situs PSE, Kominfo Bakal Blokir?
https://t.co/oTZ14zDHSV",1412072942880497920,2022-07-28 07:17:56,1.552553930227618e+18,id,0,0,0,0,"Block, block, block now, come on, don't hoax the Ministry of Communication and Information

Google, Gmail & Youtube haven't appeared on the PSE site, Kominfo will be blocked?
https://t.co/otz14zdhsv",0.0,0.0
1.552551893008024e+18,"Kominfo bikin database saja masih ngadat, mikir mau blokir situs-situs yang dipakai orang buat kerja, ngehalu itu tolonglah ditakar sedikit...

BTW, anggaran 963 Milyar udah diapain aja nih? kok gak ada hasilnya, ngeblokir pun gagal...🙃 https://t.co/iUnG55Ji1u",67281504,2022-07-28 07:09:50,1.552551893008024e+18,id,2,1,7,0,"The Ministry of Communication and Information made the database still crazy, thinking about wanting to block the sites used by people for work, then please be measured a little ...

Btw, what are the 963 billion budgets? how come there is no result, blocking failed ... 🙃 https://t.co/iung55ji1u",-0.4291666666666667,0.5666666666666667
1.552531976263188e+18,"@kvlotgurl Aman, atau jgn2 udh di blokir kominfo",1274923925504318976,2022-07-28 05:50:42,1.552531312379961e+18,id,0,1,0,0,"@kvlotgurl is safe, or don't be blocked by the Ministry of Communication and Information",0.5,0.5
1.5525238811684e+18,"@higgsdomino_id tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",1446504529579548928,2022-07-28 05:18:32,1.552489876712739e+18,id,0,0,0,0,"@higgsdomino_id please please this Higgsdomino Suapaya gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.552522751860421e+18,@ElvanHariyono @Dimasaaws @JEZGTFO @aimrod @remastered2022 Di blokir kominfo bang,739779403308138496,2022-07-28 05:14:03,1.552163156805689e+18,id,0,0,0,0,@Elvanhariyono @dimasaaws @jezgtfo @imrod @remastered2022 blocked by Kominfo bang,0.0,0.0
1.5525091617157e+18,"Hari Blokir Nasional, Kominfo Bungkam soal Platform Digital Tidak Terdaftar PSE yang Masih Bisa Diakses https://t.co/FnLchho98R",74501380,2022-07-28 04:20:03,1.5525091617157e+18,id,0,0,0,0,"National Blocking Day, Communication and Information Confusion about Digital Platforms is not registered PSE which can still be accessed https://t.co/fnlchho98r",0.0,0.0
1.552508939421377e+18,"Puluhan platform digital yang belum muncul di situs PSE, seperti LinkedIn, Amazon, dll masih belum diblokir Kominfo dan bisa diakses secara normal. https://t.co/QChChZPxxL",23343960,2022-07-28 04:19:10,1.552508939421377e+18,id,2,3,2,2,"Dozens of digital platforms that have not yet appeared on the PSE site, such as LinkedIn, Amazon, etc. are still not blocked by Kominfo and can be accessed normally. https://t.co/qchchzpxxl",0.05,0.3833333333333333
1.552506865439097e+18,@convomfs kominfo kyknya pgn bgt di blokir dri dunia,1337944996226318080,2022-07-28 04:10:55,1.552178241951379e+18,id,1,1,1,0,@Convomfs Kominfo like it is really blocked from the world,0.2,0.2
1.552494935961584e+18,"Google, Gmail dan YouTube Belum Nongol, Kominfo Bakal Blokir? https://t.co/ClFDcgpYt3",1474291819571671040,2022-07-28 03:23:31,1.552494935961584e+18,id,0,0,0,0,"Google, Gmail and YouTube haven't appeared, Kominfo will be blocked? https://t.co/CLFDCGPYT3",0.0,0.0
1.552488382055457e+18,"YouTube, Gmail dan sejumlah layanan Google lainnya belum juga nongol di situs PSE. Apakah lantas akan diblokir Kominfo? https://t.co/5iLoo8lRsL",69183155,2022-07-28 02:57:28,1.552488382055457e+18,id,0,0,5,1,"Youtube, Gmail and a number of other Google services have not appeared on the PSE site. Will then be blocked by the Ministry of Communication and Information? https://t.co/5iloo8lrsl",-0.125,0.375
1.55248615684325e+18,"Kemarin diperpanjang 5 hari batas waktu pendaftaran PSE oleh kominfo, sekaligus dikirim teguran kepada yg belum daftar, spt Amazon, Roblox, Alibaba, Bing dll.
Harusnya hari ini blokir berjalan sesuai ancaman, tapi ternyata tidak, lancar2 saja.

Vegetable😅 https://t.co/i7dLaE8FuH",76581610,2022-07-28 02:48:38,1.55248615684325e+18,id,17,16,45,4,"Yesterday was extended 5 days the deadline for PSE registration by the Ministry of Communication and Information, as well as being sent a reprimand to those who have not yet registered, such as Amazon, Roblox, Alibaba, Bing etc.
Today should be blocked according to threats, but apparently not, just smoothly.

Vegetable came https://t.co/i7dlae8fuh",0.125,0.45
1.552480141791867e+18,"Google, Gmail dan YouTube Belum Nongol, Kominfo Bakal Blokir? https://t.co/KO40OiyP2Q",1472355186634998016,2022-07-28 02:24:44,1.552480141791867e+18,id,0,0,0,0,"Google, Gmail and YouTube haven't appeared, Kominfo will be blocked? https://t.co/ko40oiyp2Q",0.0,0.0
1.552479138183008e+18,"@txtdarikorporat Kominfo ini isinya orang IT bukan sih, dari dulu kebijakannya blokir mulu",124398794,2022-07-28 02:20:44,1.552477189203186e+18,id,1,0,1,0,"@TXTDARIKORPORATE KOMINFO This contents are not IT people, from the first the policy was blocked",0.25,0.3333333333333333
1.552466801346241e+18,"@sabdaarasa @jawafess Loh bukannya d blokir kominfo?
🤔",150955965,2022-07-28 01:31:43,1.552280161894117e+18,id,0,1,0,0,"@sabdaarasa @jawafess isn't it blocked by the Ministry of Communication and Information?
🤔",0.0,0.0
1.552454656705831e+18,"tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",1446504529579548928,2022-07-28 00:43:28,1.552454656705831e+18,id,0,0,0,0,"Please please this Higgsdomino gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. The Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.55245065104871e+18,"YouTube, Gmail dan sejumlah layanan Google lainnya belum juga nongol di situs PSE. Apakah lantas akan diblokir Kominfo?

Berani blokir ? Kok saya gak yakin ya….
 https://t.co/WEDL7SKOYi",347751807,2022-07-28 00:27:33,1.55245065104871e+18,id,0,0,0,0,"Youtube, Gmail and a number of other Google services have not appeared on the PSE site. Will then be blocked by the Ministry of Communication and Information?

Dare to block? How come I'm not sure ...
 https://t.co/wedl7skoyi",-0.1875,0.6319444444444444
1.552448001347658e+18,"YouTube, Gmail dan sejumlah layanan Google lainnya belum juga nongol di situs PSE. Apakah lantas akan diblokir Kominfo? https://t.co/cDjceJB35Y",135815019,2022-07-28 00:17:01,1.552448001347658e+18,id,0,0,0,0,"Youtube, Gmail and a number of other Google services have not appeared on the PSE site. Will then be blocked by the Ministry of Communication and Information? https://t.co/cdjcejb35y",-0.125,0.375
1.552427517143032e+18,gabisa. sms dari kominfo uda tak blokir dari kapan tau 😂 https://t.co/HS2ckjiznP,290544744,2022-07-27 22:55:37,1.552427517143032e+18,id,0,0,0,0,can not. SMS from Kominfo has not blocked when you know 😂 https://t.co/hs2ckjiznp,0.0,0.0
1.552411811512603e+18,@txtfrombrand Cara blokir kominfo gimana si wkwk suka banget kepoin wa orng tau nanti iseng buka CS orng wkwk,1395350455866200064,2022-07-27 21:53:12,1.552153539069514e+18,id,1,0,2,0,@txtfrombrand How to Block Kominfo How do you really like it.,0.2,0.2
1.552399156303786e+18,"@Dennysiregar7 tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",1446504529579548928,2022-07-27 21:02:55,1.551582344737264e+18,id,0,0,0,0,"@Dennysiregar7 Please please this Higgsdomino SUAPAYA gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.552399123672089e+18,"@Dennysiregar7 tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",1446504529579548928,2022-07-27 21:02:47,1.552122404322677e+18,id,0,0,0,0,"@Dennysiregar7 Please please this Higgsdomino SUAPAYA gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.552399087953416e+18,"@Dennysiregar7 tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",1446504529579548928,2022-07-27 21:02:39,1.552184881420964e+18,id,0,0,0,0,"@Dennysiregar7 Please please this Higgsdomino SUAPAYA gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.552399063798395e+18,"@Dennysiregar7 tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",1446504529579548928,2022-07-27 21:02:33,1.552187573274964e+18,id,0,0,0,0,"@Dennysiregar7 Please please this Higgsdomino SUAPAYA gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.552399023243665e+18,"@Dennysiregar7 tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",1446504529579548928,2022-07-27 21:02:23,1.552222180972253e+18,id,0,0,0,0,"@Dennysiregar7 Please please this Higgsdomino SUAPAYA gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.552398995171209e+18,"@Dennysiregar7 tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",1446504529579548928,2022-07-27 21:02:17,1.552289490860839e+18,id,0,0,0,0,"@Dennysiregar7 Please please this Higgsdomino SUAPAYA gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.552398961402872e+18,"@Dennysiregar7 tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",1446504529579548928,2022-07-27 21:02:09,1.552296379728269e+18,id,0,0,0,0,"@Dennysiregar7 Please please this Higgsdomino SUAPAYA gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.552398925944201e+18,"@Dennysiregar7 @officialMKRI tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",1446504529579548928,2022-07-27 21:02:00,1.552336366541107e+18,id,0,0,0,0,"@Dennysiregar7 @officialmkri please please this this Higgsdomino gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.552398172013855e+18,"@higgsdomino_id tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",1446504529579548928,2022-07-27 20:59:01,1.55075258506102e+18,id,0,0,0,0,"@higgsdomino_id please please this Higgsdomino Suapaya gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.552398143291298e+18,"@higgsdomino_id tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",1446504529579548928,2022-07-27 20:58:54,1.551765789375885e+18,id,0,0,0,0,"@higgsdomino_id please please this Higgsdomino Suapaya gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.552398115193647e+18,"@higgsdomino_id tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",1446504529579548928,2022-07-27 20:58:47,1.552127920616915e+18,id,0,0,0,0,"@higgsdomino_id please please this Higgsdomino Suapaya gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.552398025422963e+18,"@higgsdomino_id tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",1446504529579548928,2022-07-27 20:58:26,1.551379205694317e+18,id,0,0,0,0,"@higgsdomino_id please please this Higgsdomino Suapaya gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.552397686284108e+18,"@curhatantembok tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",1446504529579548928,2022-07-27 20:57:05,1.552305446253277e+18,id,0,0,0,0,"@curhatantembok please please this Higgsdomino Suapaya gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.552397617438786e+18,"@seterahdeh tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",1446504529579548928,2022-07-27 20:56:48,1.551949553732989e+18,id,0,0,0,0,"@serahdeh please please this Higgsdomino gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.552397550850036e+18,"@iIhamzada tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab
#blokirhiggsdimiino",1446504529579548928,2022-07-27 20:56:32,1.552162496005698e+18,id,0,0,0,0,"@iihamzada please please this Higgsdomino gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#Blokirhiggsdimiino",-0.1,0.4333333333333333
1.552397324441494e+18,"@txtdariperokok Mba nana tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab",1446504529579548928,2022-07-27 20:55:38,1.552146903894176e+18,id,0,0,0,0,"@txtdarigerokok mba nana please please this this Higgsdomino gambling game is blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab",-0.1,0.4333333333333333
1.552397262290309e+18,"@ParamountPicsID tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab 
#blokirhiggsdomiino",1446504529579548928,2022-07-27 20:55:24,1.55027613806456e+18,id,0,0,0,0,"@Paramountpicsid please please this Higgsdomino SUAPAYA gambling game blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab
#BlokirhiggsDomIINO",-0.1,0.4333333333333333
1.552396852615873e+18,"@higgsdomino_id Mba nana tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab @narasitv",1446504529579548928,2022-07-27 20:53:46,1.551379205694317e+18,id,0,0,0,0,"@higgsdomino_id mba nana please please this this Higgsdomino gambling game is blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab @narasitv",-0.1,0.4333333333333333
1.552395986819256e+18,"@narasitv Mba nana tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab",1446504529579548928,2022-07-27 20:50:20,1.550026967839539e+18,id,0,0,0,0,"@narasitv mba nana please please this siggsdomino gambling game is blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab",-0.1,0.4333333333333333
1.552395960290263e+18,"@narasitv Mba nana tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab",1446504529579548928,2022-07-27 20:50:13,1.550026967839539e+18,id,0,0,0,0,"@narasitv mba nana please please this siggsdomino gambling game is blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab",-0.1,0.4333333333333333
1.552395928577122e+18,"@narasitv @YoungOnTop Mba nana tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab",1446504529579548928,2022-07-27 20:50:06,1.55006149941017e+18,id,0,0,0,0,"@narasitv @youngontop mba nana please please this this Higgsdomino gambling game is blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab",-0.1,0.4333333333333333
1.552395885359022e+18,"@narasitv Mba nana tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab",1446504529579548928,2022-07-27 20:49:55,1.550105444433412e+18,id,0,0,0,0,"@narasitv mba nana please please this siggsdomino gambling game is blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab",-0.1,0.4333333333333333
1.55239585097413e+18,"@narasitv Mba nana tolong dong ini game judi higgsdomino suapaya di blokir. Udah bnyak kasus maling gara2 game judi ini knpa masih di biarin. Tolong mba, kominfo nya ga punya mata gak punya telinga @higgsdomino_id @ListyoSigitP @kemkominfo @jokowi @NajwaShihab",1446504529579548928,2022-07-27 20:49:47,1.550328996935926e+18,id,0,0,0,0,"@narasitv mba nana please please this siggsdomino gambling game is blocked. Already many thieves because of this gambling game, why is it still let it be. Please mba, the Ministry of Communication and Information does not have eyes that don't have ears @higgsdomino_id @listyosigitp @kemkominfo @jokowi @najwashihab",-0.1,0.4333333333333333
