steam_appid,categories,controller_support,developers,genres,is_free,name,platforms,publishers,release_date,required_age,supported_languages,type,website,price_currency,price_initial,support_url,support_email,coming_soon,review_score,review_score_desc,total_positive,total_negative,total_reviews,positive_rate,dlc,metacritic
729720,"Single-player,Steam Achievements",,GameDevLab,"Action,Adventure,Indie,Strategy",False,Zomborg,windows,GrabTheGames,2017-11-10,0,"English*,French*,Spanish - Spain*,Polish*,Portuguese*,Russian*,Thai*,Norwegian*,Italian*,German*,Greek*,Turkish*,Simplified Chinese*",game,http://www.gamedevlab.com/,IDR,1999900.0,http://www.gamedevlab.com/,support@gamedevlab.com,False,5,Mixed,65,43,108,60.18518518518518,,
417400,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",,Tongsun,"Adventure,Indie",False,LeftWay,"windows,mac,linux",Tongsun,2017-11-03,0,English,game,http://www.leftwaygame.com,IDR,10999900.0,,mavhod@gmail.com,False,6,Mostly Positive,25,8,33,75.75757575757575,,
1125000,"Single-player,Steam Achievements,Partial Controller Support",,Skydash studio,"Action,Indie",True,Touhou Multi Scroll Shooting,windows,Skydash studio,2019-08-08,0,English,game,,,,https://www.facebook.com/Skydash-studio-462437223835181/,sri_the_creater@hotmail.com,False,0,7 user reviews,3,4,7,42.857142857142854,,
2050710,"Single-player,Full controller support",full,RedSensation Games,"Adventure,Indie",False,Narin: The Orange Room,windows,Urnique Studio,2023,0,"English*,Thai",game,,,,,support@urniquestudio.com,True,0,No user reviews,0,0,0,,,
1343130,Single-player,,MM 工作室,"Casual,Early Access",False,The Last Bug,windows,KK Games,2020-09-09,0,English,game,,,,,327955830@qq.com,False,7,Positive,17,1,18,94.44444444444444,,
997030,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV",full,Pixel Perfex,"Action,Indie",False,Earth Atlantis,windows,Headup,2019-01-29,0,"English,French,Italian,German,Spanish - Spain,Japanese,Korean,Thai",game,,IDR,9599900.0,http://www.headupgames.com/,support@headupgames.com,False,6,Mostly Positive,18,6,24,75.0,,
589480,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",,Bionic Penguin,"Adventure,Casual,Indie",False,The Falconers: Moonlight,"windows,mac,linux",Sekai Project,2017-04-18,0,"English,Thai",game,https://www.bionicpenguinstudios.com/moonlight/,IDR,8999900.0,https://sekaiproject.com/contact/,,False,8,Very Positive,56,8,64,87.5,,
434860,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",,Workyrie Game Studio,RPG,False,Wanderjahr,windows,Workyrie Game Studio,2016-02-18,0,English,game,https://sites.google.com/a/workyrie.com/wanderhahr_press/,IDR,1749900.0,https://www.facebook.com/workyrie/,social@workyrie.com,False,0,7 user reviews,5,2,7,71.42857142857143,,
2069680,Single-player,,WIK Games Studio,"RPG,Early Access",False,The Great,windows,WIK Games Studio,2022-07-30,0,English*,game,,IDR,8299900.0,,wikgamesstudio@gmail.com,False,0,1 user reviews,0,1,1,0.0,,
1159860,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer",,MOTIONX STUDIO,"Action,Casual,Racing,Simulation,Sports",False,Dash Dash World,windows,MOTIONX STUDIO,2021-12-06,0,English*,game,http://DashDashRacing.com,IDR,14999900.0,http://DashDashRacing.com,support@DashDashRacing.com,False,6,Mostly Positive,104,27,131,79.38931297709924,,
567480,Single-player,,Creature of the Rise co.ltd.,"Gore,Action,Adventure,Indie",False,HEPH,windows,Creature of the Rise co.ltd.,2017-01-24,0,English,game,http://www.creatureoftherise.com/,IDR,2499900.0,http://creatureoftherise.com/,contact@creatureoftherise.com,False,0,7 user reviews,6,1,7,85.71428571428571,,
1098940,"Single-player,Partial Controller Support",,YGGDRAZIL GROUP PUBLIC CO. LTD.,"Action,Adventure,Indie",False,Home Sweet Home EP2,windows,Ningbo Inception Media Co. Ltd. ,2019-09-24,0,"English*,Thai*,Simplified Chinese",game,https://www.homesweethomegame.com/,IDR,11999900.0,www.homesweethomegame.com,marketing@ygg-cg.com,False,6,Mostly Positive,573,178,751,76.2982689747004,,
914620,Single-player,,Dimension 32 Entertainment,"Action,Adventure,Indie,Simulation,Early Access",False,Mist Survival,windows,Dimension 32 Entertainment,2018-08-14,0,English*,game,https://www.facebook.com/MistSurvival/,IDR,7899900.0,https://www.facebook.com/MistSurvival/,MistSurvival@gmail.com,False,8,Very Positive,7121,1728,8849,80.47236975929484,,
601790,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",,Hitbear Studio,"Action,Adventure,Indie,RPG",False,Eternal Lore,windows,Hitbear Studio,2017-09-19,0,English,game,,IDR,8999900.0,https://www.facebook.com/Eternal-Lore-712931785580377/?fref=ts,hitbearstudio@hotmail.com,False,6,Mostly Positive,17,5,22,77.27272727272727,,
785090,Single-player,,Negative Return,"Action,Adventure,Indie",False,Dark Flow,windows,Negative Return,coming soon,18,English*,game,,,,,eyeonesix@gmail.com,True,0,No user reviews,0,0,0,,,
945860,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Captions available,Steam Workshop,Steam Cloud,Stats",full,Sarankawin Production,"Action,Adventure,Indie,Massively Multiplayer,RPG,Simulation,Early Access",False,HopeLand,windows,Sarankawin Production,Dec 2022,0,English*,game,,,,https://www.hopelandgame.com/,,True,0,No user reviews,0,0,0,,,
1649860,"Single-player,Steam Achievements,Full controller support,Steam Cloud",full,"RSU Horizon,Good Job Multimedia,Pixel Perfex","Action,Adventure,Indie",False,Krut: The Mythic Wings,"windows,mac",Blowfish Studios,2022-07-11,0,"English,French,German,Spanish - Spain,Russian,Thai",game,http://pixel-perfex.com/krut,IDR,6999900.0,https://www.blowfishstudios.com/,support@blowfishstudios.com,False,0,3 user reviews,2,1,3,66.66666666666666,,
1930950,Single-player,,Dark Gloom Studio,"Action,Adventure,Indie,RPG",False,The Butcher,windows,199 CENTS STUDIO,2022-06-16,0,English*,game,,IDR,4899900.0,www.facebook.com/The-Butcher-108580111841808,business@199centsstudio.com,False,0,4 user reviews,2,2,4,50.0,,
617160,"Single-player,Full controller support,Remote Play on TV",full,YGGDRAZIL GROUP CO.LTD,"Adventure,Indie",False,Home Sweet Home,windows,YGGDRAZIL GROUP CO.LTD,2017-09-26,0,"English*,French,German,Spanish - Spain,Japanese,Portuguese - Brazil,Russian,Simplified Chinese,Thai*",game,https://www.homesweethomegame.com/,IDR,11999900.0,www.homesweethomegame.com,ygggame@gmail.com,False,8,Very Positive,2368,315,2683,88.25941110696981,,
1234120,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards",full,Corecell Technology Co.Ltd,"Action,Indie,RPG",False,AeternoBlade,windows,Corecell Technology Co.Ltd,2020-09-07,0,"English,Japanese,Thai,Simplified Chinese,Traditional Chinese",game,https://www.aeternoblade.com/ab1/index.html#story,IDR,9999900.0,https://www.facebook.com/Corecellgame,,False,5,Mixed,7,7,14,50.0,"1286250,1286251,1286252,1286253,1286254,1286255,1286256,1346150",
1677520,Single-player,,Napas Torteeka,"Casual,Simulation",False,Domino Sandbox,windows,Napas Torteeka,2021-07-29,0,English,game,,IDR,2499900.0,,somerandomdudefrommars@gmail.com,False,0,7 user reviews,6,1,7,85.71428571428571,,
1195220,"Single-player,Steam Cloud",,"Phun Peeticharoenthum,Wichayuth Luaengtawekul,Noppasin Ngamsanguanprapa,Jeeratumrong Nakpracha,Pawika Khampawong","Action,Free to Play,Indie,Simulation,Strategy,Early Access",True,Gunman And The Witch,windows,Phun Peeticharoenthum,2020-02-14,0,English,game,https://www.facebook.com/pg/GunmanAndTheWitch,,,https://www.facebook.com/GunmanAndTheWitch/,GunmanAndTheWitch@gmail.com,False,0,No user reviews,0,0,0,,,
1294040,"Single-player,Steam Achievements,Partial Controller Support",,Good Monkey,"Action,Adventure,Indie",False,Best Friend,windows,Good Monkey,2020-05-05,0,"English*,Thai",game,https://goodmonkeystudio.com/,IDR,3999900.0,https://goodmonkeystudio.com/,contact@goodmonkeystudio.com,False,5,Mixed,12,10,22,54.54545454545454,,
510680,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",,Studio GU,"Adventure,Indie",False,Re Angel,windows,Studio GU,2018-04-17,0,Thai,game,http://www.studiogu.com,IDR,9999900.0,https://www.studiogu.com,contact@studiogu.com,False,8,Very Positive,124,2,126,98.4126984126984,839110,
1032420,Single-player,,Sudakarn Vivatvanichkul,"RPG,Simulation",False,It comes from hell (Survive),windows,Sudakarn Vivatvanichkul,2019-04-30,0,English,game,,IDR,1749900.0,,mermaid2533@gmail.com,False,0,No user reviews,0,0,0,,,
1344740,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Partial Controller Support,Remote Play Together",,HiFight,Action,False,FOOTSIES Rollback Edition,"windows,mac,linux",HiFight,2020-09-30,0,English,game,,IDR,3299900.0,https://twitter.com/HiFightTH,hifight.th@gmail.com,False,8,Very Positive,278,7,285,97.54385964912281,,
1728740,"Single-player,Steam Cloud",,Studio GU,Indie,True,Angel's Tale : An extraordinary love story,windows,Studio GU,2021-09-05,0,Thai,game,https://studiogu.com/,,,https://studiogu.com/,contact@studiogu.com,False,0,No user reviews,0,0,0,,,
1981160,"Single-player,Partial Controller Support",,"SECRET CHARACTER,ITSARAAMATA",Strategy,False,BANCHOU TACTICS,windows,Flyhigh Works,Q1 2023 🔥Wishlist Now🔥,0,"English,Simplified Chinese,Japanese,Thai",game,,,,http://www.secret-character.com,contact@secret-character.com,True,0,No user reviews,0,0,0,,,
1738480,"Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,In-App Purchases",,toythn,"Action,Casual",False,Zoo Squad,windows,toythn,Q1 2022,0,English,game,,,,,zoosquadgame@gmail.com,True,0,No user reviews,0,0,0,,,
1307890,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op",,Earthshine,"Indie,Simulation,Strategy,Early Access",False,Kingdoms Reborn,windows,Earthshine,Nov 2020,0,English,game,https://kingdomsreborn.com/,IDR,10899900.0,http://www.kingdomsreborn.com,pun@kingdomsreborn.com,False,8,Very Positive,3644,375,4019,90.6693207265489,,
828660,Single-player,,Van der Veer Games,"Simulation,Strategy",False,War Of The Zombie,"windows,mac",Van der Veer Games,2018-04-04,0,"English*,French,German,Spanish - Spain,Portuguese - Brazil,Russian",game,http://www.facebook.com/warofthezombie,IDR,8999900.0,http://www.facebook.com/warofthezombie,wotz@vanderveergames.com,False,6,Mostly Positive,43,14,57,75.43859649122807,,
871160,"Single-player,Multi-player,Steam Achievements,In-App Purchases",,SYMBOLICA,"Simulation,Strategy",False,LoopCraft,windows,SYMBOLICA,2024-01-01,0,English,game,,,,,meangsun@hotmail.com,True,0,No user reviews,0,0,0,,,
749820,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,In-App Purchases",,HAILFALLKOMPANY,"Action,Indie,RPG,Simulation",False,Villages™,windows,HAILFALLKOMPANY,2029-11-07,0,English,game,,,,https://www.facebook.com/hailfallkompany/,hailfallkompany@gmail.com,True,0,No user reviews,0,0,0,,,
1678590,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud",,Game last studio,"Action,Adventure,Indie,Early Access",False,Missing Love,windows,Game last studio,2022-03-17,0,"Thai,English",game,,IDR,4899900.0,https://www.facebook.com/GameLast-studio-665344880334159,gamelast2547@gmail.com,False,0,1 user reviews,1,0,1,100.0,,
956680,"Single-player,Full controller support,Steam Cloud",full,Vermillion Digital,"Action,Indie,RPG,Strategy,Early Access",False,M.A.S.S. Builder,windows,Sekai Project,2019-09-13,0,"English,Japanese,Simplified Chinese,Thai,Traditional Chinese",game,http://www.v-dgt.com/,IDR,20520600.0,https://sekaiproject.com/contact/,,False,8,Very Positive,2518,273,2791,90.21855965603727,,
822030,Single-player,,Select Start,"Action,Adventure,Indie,RPG",False,Dark Drive,"windows,mac",Select Start,2020,0,English,game,https://twitter.com/d_selectstart,,,https://www.facebook.com/developerselectstart,developer.selectstart@gmail.com,True,0,No user reviews,0,0,0,,,
467220,"Single-player,Steam Trading Cards,Partial Controller Support,Steam Leaderboards",,7 Raven Studios,"Action,Adventure,Casual,Indie",False,Dyna Bomb,"windows,mac",7 Raven Studios,2016-05-13,0,"English,Italian,Spanish - Spain,Dutch,German,French,Romanian,Czech,Danish,Portuguese - Brazil",game,http://www.7ravenstudios.com,IDR,1749900.0,http://www.7ravenstudios.com,info@7ravenstudios.com,False,5,Mixed,16,7,23,69.56521739130434,485090,
1341210,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op",,RePatrick21,"Action,Adventure,Indie,Massively Multiplayer,RPG,Simulation,Strategy,Early Access",False,Afterinfection,windows,RePatrick21,2022-02-02,0,English*,game,https://afterinfectiongame.com/,IDR,6499900.0,https://www.facebook.com/afterinfectiongame,repatrick21.1@gmail.com,False,5,Mixed,190,86,276,68.84057971014492,,
1549600,"Single-player,Steam Achievements,Steam Cloud",,Complex Blue Studio,"Action,Casual,Indie,Simulation,Strategy,Early Access",False,Complex SKY,windows,CRITICAL REFLEX,Coming Soon - Wishlist Now!,0,"English*,French,Italian,German,Spanish - Spain,Hungarian,Japanese,Portuguese,Portuguese - Brazil,Russian,Simplified Chinese,Traditional Chinese",game,,,,https://discord.gg/ZgdmUN7,complexskygame@gmail.com,True,0,No user reviews,0,0,0,,,
1984800,Single-player,,KillHero,"Action,Adventure,Indie,Early Access",False,DecayZ Origin,windows,KillHero,Coming Soon,0,English*,game,,,,,b.godbz@gmail.com,True,0,No user reviews,0,0,0,,,
1420580,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Remote Play Together",,One Secret Pseudo,"Action,Free to Play,Indie,Early Access",True,Daikaiju Daikessen: Versus,windows,One Secret Pseudo,2020-11-18,0,English,game,,,,,onesecretpseudo@yahoo.com,False,0,No user reviews,0,0,0,,,
1552680,"Single-player,Steam Achievements,Steam Cloud",,Owen6936,"Adventure,Indie,Early Access",False,Escape FishStop 3D,windows,Owen6936,2021-03-05,0,"Thai*,English*",game,,IDR,3999900.0,,owen6936th@gmail.com,False,8,Very Positive,51,0,51,100.0,,
1249070,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards",full,Corecell Technology Co.Ltd,"Action,Indie,RPG",False,AeternoBlade II: Director's Rewind,windows,Corecell Technology Co.Ltd,2020-09-07,0,"English*,French,Italian,German,Spanish - Spain,Simplified Chinese,Traditional Chinese,Japanese,Thai*",game,https://www.aeternoblade.com/ab2/index.html,IDR,24900000.0,https://www.facebook.com/Corecellgame,,False,5,Mixed,16,7,23,69.56521739130434,"1346140,1278471,1278472,1278473,1278474,1278475,1278476,1278477,1455310,1278470",
466740,"Single-player,Steam Achievements,Full controller support",full,MAD Virtual Reality Studio,"Action,Adventure,Indie",False,ARAYA,windows,MAD Virtual Reality Studio,2016-11-23,0,"English*,Thai*",game,http://madvrstudio.com,IDR,11599900.0,http://madvrstudio.com,contact@madvrstudio.com,False,6,Mostly Positive,486,143,629,77.26550079491255,,
673590,Single-player,,F.U.U.M. Co. Ltd.,Casual,True,Amazing Thailand VR Experience,windows,F.U.U.M. Co. Ltd.,2017-11-13,0,English*,game,,,,http://www.fuumstudio.com/,nick@fuumstudio.com,False,0,No user reviews,0,0,0,,"748470,748471,748472,748473",
813370,"Single-player,Steam Achievements",,Ma-mu-i,Adventure,False,การิน ปริศนาคดีอาถรรพ์ the game : ตอนพิธีเปลี่ยนชีพ,"windows,mac",Punica,2018-06-13,0,Thai,game,http://www.mamui-game.com,IDR,7899900.0,https://www.facebook.com/MamuiStudio,,False,7,Positive,12,0,12,100.0,,
1504580,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support",full,Burapa Phatichon,"Action,Adventure,Casual,Indie,Racing,RPG,Simulation,Early Access",False,Maze Party,"windows,mac",SCF,2021-01-19,0,"English,Thai",game,,IDR,4899900.0,,seezeroface@gmail.com,False,0,3 user reviews,3,0,3,100.0,,
1081670,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,In-App Purchases",,Runnex Technology,"Action,Casual,Free to Play,Indie,Sports",True,Fitforce,"windows,mac",Runnex Technology,2021-01-28,0,"Thai,English",game,https://fitforce.fun/,,,https://fitforce.fun/,runnextechnology@gmail.com,False,0,3 user reviews,2,1,3,66.66666666666666,,
1280840,Single-player,,Atelier Answer 42,"Adventure,Indie,RPG,Strategy",False,Historica Fantasia,windows,Atelier Answer 42,TBA,0,English,game,,,,,info@aa-42.com,True,0,No user reviews,0,0,0,,,
1056600,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,In-App Purchases",,YGGDRAZIL GROUP PUBLIC CO.LTD,"Action,Indie,Strategy,Early Access",False,Home Sweet Home : Survive,windows,Shift Now,2021-03-25,0,"English,Thai*,Korean,Traditional Chinese",game,https://www.homesweethomegame.com/,IDR,5299900.0,www.homesweethomegame.com,hshssupport@ygg-cg.com,False,5,Mixed,4051,3149,7200,56.26388888888889,,
496990,"Single-player,Steam Trading Cards,Partial Controller Support",,7 Raven Studios,"Action,Adventure,Casual,Indie",False,Ghost Sweeper,"windows,mac",7 Raven Studios,2016-07-22,0,English*,game,http://www.7ravenstudios.com,IDR,1749900.0,http://www.7ravenstudios.com,info@7ravenstudios.com,False,6,Mostly Positive,11,3,14,78.57142857142857,,
749920,"Single-player,Steam Achievements,Steam Cloud",,Hitbear Studio,"Action,Adventure,Indie,RPG",False,Eternal Dread,windows,Hitbear Studio,2018-03-02,0,English,game,,IDR,6999900.0,https://www.facebook.com/Hitbear-Studio-156572117835468/,hitbearstudio@hotmail.com,False,6,Mostly Positive,35,11,46,76.08695652173914,,
1480040,"Single-player,Partial Controller Support",,Skydash studio,Action,False,Touhou Multi Scroll Shooting 2,windows,Skydash studio,2021-10-26,0,"English,Japanese,Simplified Chinese",game,,IDR,8299900.0,,sri_the_creater@hotmail.com,False,0,2 user reviews,1,1,2,50.0,,
314220,"Single-player,Multi-player,Steam Achievements,Full controller support",full,Sanuk Games,"Action,Indie",False,Bombing Bastards,"windows,mac,linux",Sanuk Games,2014-12-04,0,English*,game,,IDR,8999900.0,,support@sanukgames.com,False,5,Mixed,49,34,83,59.036144578313255,,
1905010,"Single-player,Steam Achievements,Partial Controller Support",,DREAM ZER0,"Adventure,Indie",False,Lost Melody,windows,Rolling Bear,Coming Soon,0,"English*,Thai*",game,https://www.rollingbearco.com/lost-melody,,,https://www.rollingbearco.com/,info@rollingbearco.com,True,0,No user reviews,0,0,0,,,
861050,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Partial Controller Support",,Bigbug Studio,"Action,Adventure,Free to Play,Indie,Massively Multiplayer",True,DemonsAreCrazy,windows,Bigbug Studio,2019-09-12,0,"English,Thai",game,http://www.demonsarecrazy.com,,,http://www.bigbugstudio.com,support@bigbugstudio.com,False,0,No user reviews,0,0,0,,,
1597310,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud",,Revolution Industry,"Action,Adventure,RPG,Simulation,Strategy",False,Airship: Kingdoms Adrift,windows,Revolution Industry,Oct 2023,0,English*,game,https://www.revolution-industry.com/kingdomsadrift,,,https://www.revolution-industry.com/contact,jay.ss@revolution-industry.com,True,0,No user reviews,0,0,0,,,
1407870,Single-player,,Sudakarn Vivatvanichkul,Indie,False,Infinity Coloring Pixel,windows,Sudakarn Vivatvanichkul,2020-09-21,0,English,game,,IDR,3999900.0,,mermaid2533@gmail.com,False,0,7 user reviews,6,1,7,85.71428571428571,,
1450880,Single-player,,The Malachi Studio,"Indie,Strategy,Early Access",False,Wound of the West,windows,The Malachi Studio,2021-02-11,0,English,game,https://discord.gg/ujVK4nQ8fq,IDR,5299900.0,https://discord.gg/ujVK4nQ8fq,woundofthewest@gmail.com,False,0,3 user reviews,3,0,3,100.0,,
