steam_appid,categories,developers,genres,is_free,name,platforms,publishers,release_date,required_age,supported_languages,type,website,price_currency,price_initial,support_url,support_email,coming_soon,review_score,review_score_desc,total_positive,total_negative,total_reviews,positive_rate,dlc,metacritic,controller_support
1836850,"Single-player,Steam Achievements,Partial Controller Support",amberlimshin,"Adventure,Casual,Indie,RPG",False,The Secret Life of Dorian Pink,"windows,mac",amberlimshin,2022 - Play the Prologue and wishlist the game!,0,English*,game,https://www.dorian.pink/,,,https://dorian.pink,dandee114@gmail.com,True,0,No user reviews,0,0,0,,,,
311480,"Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards,Remote Play Together",Nerdook Productions,"Action,RPG",False,Vertical Drop Heroes HD,"windows,mac",Digerati,2014-07-25,0,"English,Portuguese - Brazil,German,Spanish - Spain,French",game,http://nerdook-productions.com/,IDR,5999900.0,https://www.digerati.games/game/15-vertical-drop-heroes-hd,support@nerdook-productions.com,False,6,Mostly Positive,113,33,146,77.3972602739726,329370,70.0,
1569720,"Single-player,Multi-player,Co-op,Online Co-op","CTRLZ Game Studio,UNDO Academy","Action,Casual",True,Attack Of UNDO Zai,windows,UNDO Academy,2021-11-30,0,English,game,,,,,ctrlzgame@gmail.com,False,0,No user reviews,0,0,0,,,,
2072890,Single-player,Lsgamedev,Indie,False,Foster: Ghost Child | 養小鬼,windows,Lsgamedev,2022-08-04,0,"English,Traditional Chinese*",game,,IDR,4899900.0,,lsgamejourney@gmail.com,False,5,Mixed,16,13,29,55.172413793103445,,,
1304770,"Single-player,Steam Achievements,Partial Controller Support",Nerdook Productions,"Action,Adventure,Indie,RPG",False,The Magister,windows,Digerati,2021-09-02,0,English,game,https://www.digerati.games/,IDR,9599900.0,www.digerati.games,support@digeratidistribution.com,False,7,Positive,41,3,44,93.18181818181817,,,
1686850,Single-player,LsGameDev,"Adventure,Casual,Indie",False,Untangle,windows,LsGameDev,2021-08-16,0,English,game,,IDR,3999900.0,,Chienglisheng@gmail.com,False,7,Positive,10,1,11,90.9090909090909,,,
1247940,"Single-player,Steam Achievements,Steam Cloud",Limited Games,"Adventure,Casual,Indie,Simulation",False,Greyhat - A Digital Detective Adventure,windows,Limited Games,2020-08-31,0,English*,game,,IDR,6999900.0,,sales@linteractivity.com,False,8,Very Positive,122,8,130,93.84615384615384,,,
1781060,"Single-player,Steam Achievements,Full controller support",RoundTable Games Studio,Casual,False,Amnesiac Adventurer,windows,RoundTable Games Studio,2022-03-26,0,English,game,,IDR,3999900.0,,info@roundtablegames.page,False,0,No user reviews,0,0,0,,,,full
1983300,"Single-player,Steam Achievements,Full controller support",Cellar Vault Games,"Adventure,Indie",False,Paper Ghost Stories: Third Eye Open,windows,Chorus Worldwide Games,2023,0,"English*,Japanese",game,https://chorusworldwide.com/paper-ghost-stories-third-eye-open/,,,https://chorusworldwide.com/contact-en/,support@chorusworldwide.com,True,0,No user reviews,0,0,0,,,,full
1525580,Single-player,Persona Theory Games,"Adventure,Casual,Indie",False,Kabaret,"windows,mac","Persona Theory Games,Wings",Q3 2022,0,English*,game,https://www.personatheory.com/,,,,hello@personatheory.com,True,0,No user reviews,0,0,0,,,,
1925970,"Single-player,Steam Achievements,Steam Cloud",Kaigan Games,"Indie,Simulation",False,SIMULACRA 3,windows,Neon Doctrine,Be Prepared. It's Coming.,0,"English*,Simplified Chinese",game,https://www.playsimulacra.com/,,,https://www.playsimulacra.com/,info@kaigangames.com,True,0,No user reviews,0,0,0,,,,
1697620,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,In-App Purchases",Todak Studios,"Action,Casual",False,Police Sentri,windows,Todak Studios,2021-08-24,0,English,game,,IDR,1749900.0,,policesentri@todak.com,False,7,Positive,11,2,13,84.61538461538461,,,
2015830,"Single-player,Full controller support",Orb Square Studio,"Action,Adventure,Casual,Indie",False,Pingo Adventure,"windows,linux",Orb Square Studio,2023,0,"English,Simplified Chinese,Traditional Chinese",game,https://orb-square.com/press/pingo-adventure/,,,,support@orb-square.com,True,0,No user reviews,0,0,0,,,,full
1080410,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together",Streamline Games,"Action,Adventure,Casual,Indie,Strategy",False,Bake 'n Switch,windows,Streamline Media Group,2020-08-21,0,"English,French,Italian,German,Spanish - Spain,Japanese,Korean,Spanish - Latin America,Simplified Chinese,Traditional Chinese",game,http://bakenswitch.com/,IDR,9599900.0,https://discord.gg/bakenswitch,support@bakenswitch.com,False,5,Mixed,29,14,43,67.44186046511628,,,full
798170,Single-player,Bala Vicknesh,Adventure,False,Dive,windows,Bala Vicknesh,2018-03-07,0,English,game,https://balavicknesh.wixsite.com/dive,IDR,3299900.0,,erythgameshelp@gmail.com,False,0,8 user reviews,8,0,8,100.0,,,
1081820,Single-player,Cellar Vault Games,"Adventure,Indie,Simulation,Early Access",False,The Plight,windows,Cellar Vault Games,TBA,0,English,game,,,,,cellarvaultgames@gmail.com,True,0,No user reviews,0,0,0,,,,
1282140,"Single-player,Steam Achievements",Persona Theory Games,"Adventure,Casual,Indie",False,Fires At Midnight,"windows,mac",Persona Theory Games,2020-07-09,0,English*,game,https://fires-at-midnight.com,IDR,8299900.0,https://fires-at-midnight.com,hello@personatheory.com,False,7,Positive,15,1,16,93.75,"1368090,1368390",,
1726190,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together",Metronomik,"Action,Adventure,Indie,RPG",False,No Straight Roads: Encore Edition,windows,Fireshine Games,2021-10-21,0,"English*,French*,Italian,German,Spanish - Spain*,Japanese*,Korean,Polish,Portuguese - Brazil,Russian,Simplified Chinese,Spanish - Latin America*,Traditional Chinese",game,,IDR,11999900.0,https://fireshinegames.co.uk/,https://fireshinegames.co.uk/submit-a-support-ticket/,False,8,Very Positive,565,40,605,93.38842975206612,1777570,,full
389730,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV,Remote Play Together",BANDAI NAMCO Studios Inc.,"Action,Sports",False,TEKKEN 7,windows,BANDAI NAMCO Entertainment,2017-06-01,0,"English*,French,Italian,German,Spanish - Spain,Arabic,Japanese,Korean,Portuguese - Brazil,Russian,Traditional Chinese",game,https://www.bandainamcostudios.com,IDR,39900000.0,www.TEKKEN.com,,False,8,Very Positive,39755,8977,48732,81.57883936633013,"1289450,1289451,1289452,1289453,1289454,1114550,878467,580020,1236501,1236500,1162602,1162601,1162600,1114561,878465,878464,878463,878462,878461,878460,592374,592370,592372,592373",82.0,full
1758950,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Cloud",XenoAisam,"Action,Early Access",True,Banzai Escape 2: Subterranean,windows,Xenoaisam Studio,2021-10-29,0,"English*,Simplified Chinese,Russian,Spanish - Spain,Japanese",game,,,,http://xenoaisam.com/,xenoaisam.studio@gmail.com,False,0,1 user reviews,0,1,1,0.0,"1831280,1831281,1762540,1762541,1762542,1762543,1777850,1779600,1779601,1911080",,
1445480,Single-player,Khor Chin Heong,"Action,Adventure,Indie,RPG,Simulation",False,Determinant,windows,Khor Chin Heong,TBA,0,English*,game,https://disassembly3d.com,,,https://disassembly3d.com,support@disassembly3d.com,True,0,No user reviews,0,0,0,,,,
496620,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards",Nerdook Productions,"Action,Indie",False,Monster Slayers,"windows,mac",Digerati,2017-03-23,0,English*,game,http://www.metacritic.com/game/pc/monster-slayers,IDR,6499900.0,http://nerdook-productions.com/,nerdook@gmail.com,False,8,Very Positive,586,141,727,80.60522696011004,"621840,634030",86.0,
544750,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play Together","BANDAI NAMCO Studios Inc.,Dimps Corporation",Action,False,SOULCALIBUR VI,windows,BANDAI NAMCO Entertainment,2018-10-18,0,"English*,French,Italian,German,Spanish - Spain,Japanese*,Korean,Portuguese - Brazil,Russian,Traditional Chinese,Spanish - Latin America",game,https://www.bandainamcoent.com/games/soulcalibur-vi,IDR,55000000.0,https://www.bandainamcoent.com/support,,False,8,Very Positive,5667,1223,6890,82.24963715529753,"1162208,1162200,1162201,1162202,1162203,1162204,1162205,1162206,1162207,874360,874342,874343,874340,874341,874344,874345",80.0,
1418990,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Stats,Remote Play Together",Weyrdworks,"Action,Casual,Indie",False,Unicorns on Unicycles,windows,Rogue Games Inc.,2021-09-28,0,"English*,French,Italian,German,Spanish - Spain,Japanese,Korean,Polish,Portuguese - Brazil,Russian,Simplified Chinese",game,https://weyrdworks.com,IDR,8399900.0,https://weyrdworks.com,us@weyrdworks.com,False,0,2 user reviews,2,0,2,100.0,,,full
878320,Single-player,Kaigan Games OÜ,"Adventure,Indie,Simulation",True,SIMULACRA: Pipe Dreams,windows,Kaigan Games OÜ,2018-10-25,0,English*,game,http://www.playsimulacra.com/,,,http://www.kaigangames.com/,info@kaigangames.com,False,0,No user reviews,0,0,0,,,,
996080,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards",Kurechii,"Indie,RPG,Simulation,Strategy",False,King's League II,windows,Kurechii,2019-11-07,0,"English*,Simplified Chinese,Traditional Chinese,French,Italian,German,Spanish - Spain,Arabic,Dutch,Japanese,Korean,Portuguese,Portuguese - Brazil,Russian,Turkish",game,https://thekingsleague.com,IDR,9999900.0,https://kurechii.com/contact/,support@kurechii.com,False,6,Mostly Positive,59,19,78,75.64102564102564,,,
899440,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",BANDAI NAMCO Studios Inc.,Action,False,GOD EATER 3,windows,BANDAI NAMCO Entertainment,2019-02-07,0,"English*,Japanese*,French,Italian,German,Spanish - Spain,Korean,Portuguese - Brazil,Russian,Spanish - Latin America,Traditional Chinese",game,https://www.bandainamcoent.com/games/god-eater-3,IDR,55000000.0,https://www.bandainamcoent.com/support,,False,8,Very Positive,4652,1004,5656,82.24893917963226,,71.0,
1507950,Single-player,RoundTable Games Studio,"Adventure,Indie",False,Dying Flame,windows,RoundTable Games Studio,2021-03-22,0,"English*,Japanese",game,,IDR,6999900.0,,info@roundtablegames.page,False,0,3 user reviews,3,0,3,100.0,,,
1266420,"Single-player,Steam Achievements,Full controller support",Cellar Vault Games,"Adventure,Indie",False,Paper Ghost Stories: 7PM,windows,Chorus Worldwide Games,2020-09-02,0,English,game,,IDR,3999900.0,https://chorusworldwide.com/contact-en/,support@chorusworldwide.com,False,7,Positive,27,4,31,87.09677419354838,,,full
1443700,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Partial Controller Support",Lusolab Entertainment,"Action,Indie",False,Go Gold Castle,windows,Lusolab Entertainment,Coming Soon,0,English*,game,,,,,luso@lusolab.com.my,True,0,No user reviews,0,0,0,,,,
1011190,"Single-player,Steam Achievements",Kaigan Games,"Indie,Simulation",False,SIMULACRA 2,windows,Neon Doctrine,2020-01-30,0,"English*,Simplified Chinese,Traditional Chinese,Japanese,Portuguese - Brazil,Russian",game,https://www.playsimulacra.com/,IDR,5999900.0,https://www.playsimulacra.com/,info@kaigangames.com,False,8,Very Positive,901,115,1016,88.68110236220473,,69.0,
1263350,"Single-player,Steam Achievements,Full controller support,Steam Cloud",Forust,"Action,Adventure,Indie",False,The Company Man,windows,Forust,2021-05-28,0,"English*,French*,Italian*,German*,Spanish - Spain*,Japanese*,Korean*,Simplified Chinese*,Traditional Chinese*",game,https://companymangame.com/,IDR,10000000.0,,companymangame@foruststudio.com,False,8,Very Positive,52,6,58,89.65517241379311,1842750,,full
1818480,Single-player,Hidden Chest Studios,"Adventure,Casual,Indie,Simulation,Strategy",False,Midwest 90: Rapid City,windows,Hidden Chest Studios,Time is relative,0,English,game,https://www.facebook.com/midwest90.rapidcity,,,https://www.facebook.com/midwest90.rapidcity,hiddencheststudio@gmail.com,True,0,No user reviews,0,0,0,,,,
784890,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Partial Controller Support,Remote Play Together",Winprovise,"Action,Casual,Indie",False,Bashville,"windows,mac",Winprovise,2018-02-27,0,English,game,http://www.bashvillegame.com/,IDR,3999900.0,http://www.bashvillegame.com/,bashville@winprovise.com,False,0,No user reviews,0,0,0,,,,
431230,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards",Kurechii,"Adventure,Indie,Strategy",False,Tiny Guardians,"windows,mac",Kurechii,2016-03-23,0,English,game,http://tinyguardians.com,IDR,6999900.0,http://kurechii.com/contact/,hello@kurechii.com,False,8,Very Positive,54,6,60,90.0,448270,,
