steam_appid,categories,developers,genres,is_free,name,platforms,publishers,release_date,required_age,supported_languages,type,website,price_currency,price_initial,support_url,support_email,coming_soon,review_score,review_score_desc,total_positive,total_negative,total_reviews,positive_rate,controller_support,dlc,metacritic
1013810,"Single-player,Steam Achievements",KOEX studio,"Action,Adventure,Indie",False,The Legendary Assassin KAL,windows,KOEX studio,2019-07-18,0,"English,Simplified Chinese",game,,IDR,1749900.0,https://koexstudio.wordpress.com/,choo5d@yahoo.com.sg,False,0,1 user reviews,1,0,1,100.0,,,
1093170,"Multi-player,PvP,Online PvP,Co-op,Online Co-op",Team Junkfish,"Action,Adventure,Indie,Early Access",False,Monstrum 2,windows,Junkfish Limited,2021-01-28,0,"English*,French,Italian,German,Spanish - Spain,Japanese,Korean,Portuguese - Brazil,Russian,Simplified Chinese",game,http://monstrumgame.com/,IDR,9599900.0,https://www.teamjunkfish.com/,support@teamjunkfish.com,False,5,Mixed,158,99,257,61.478599221789885,,,
1341490,"Single-player,Multi-player,Co-op,Online Co-op",Mixed Realms Pte Ltd,"Action,Indie,Early Access",False,Hellsweeper VR,windows,Vertigo Games,Q4 2022,0,English,game,http://www.mixedrealms.com/hellsweeper/,,,,support@mixedrealms.com,True,0,No user reviews,0,0,0,,,,
1963570,Single-player,BattleBrew Productions,"Action,Adventure,Casual,Indie,RPG,Simulation",False,Cuisineer,windows,BattleBrew Productions,Coming Soon,0,English*,game,,,,,hello@battle-brew.com,True,0,No user reviews,0,0,0,,,,
1171000,"Single-player,Partial Controller Support",SeetGames,"Action,Casual,Indie",False,Crossfire,windows,SeetGames,2020,0,English,game,,,,https://seet.games/,seetohweitung@gmail.com,True,0,No user reviews,0,0,0,,,,
48190,"Single-player,Multi-player,Partial Controller Support",Ubisoft Montreal,"Action,Adventure",False,Assassin’s Creed® Brotherhood,windows,Ubisoft,2011-03-17,18,"Danish,Dutch,English,French,German,Italian,Norwegian,Polish,Portuguese,Spanish - Spain,Swedish,Korean,Simplified Chinese,Traditional Chinese",game,http://www.assassinscreed.com,IDR,17000000.0,http://support.ubi.com,,False,8,Very Positive,12636,1629,14265,88.58044164037855,,,88.0
363600,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",Daylight Studios,"Indie,Simulation",False,Holy Potatoes! A Weapon Shop?!,"windows,mac,linux","Daedalic Entertainment,Daylight Studios",2015-07-13,0,"English*,Japanese,French,German,Russian,Simplified Chinese,Spanish - Spain",game,http://www.holypotatoesgame.com,IDR,7699900.0,http://www.day-lightstudios.com,info@day-lightstudios.com,False,6,Mostly Positive,760,292,1052,72.24334600760456,,391860,69.0
303710,Single-player,NYP,"Casual,Indie",False,Monomino,windows,Komodo,2014-10-03,0,English,game,http://press.degica.com/sheet.php?p=monomino,,,http://press.degica.com/sheet.php?p=monomino,games@komodo.jp,False,4,Mostly Negative,3,8,11,27.27272727272727,,,
208480,"Single-player,Multi-player,Partial Controller Support",Ubisoft Montreal,Adventure,False,Assassin’s Creed® III,windows,Ubisoft,2012-11-20,0,"English*,Czech,Danish,Dutch,Finnish,French*,German*,Hungarian,Italian*,Norwegian,Polish,Portuguese*,Portuguese - Brazil*,Russian*,Spanish - Spain*,Swedish,Traditional Chinese,Korean,Simplified Chinese",game,https://www.ubisoft.com/,,,http://www.ubi.com/us/support/,,False,6,Mostly Positive,8726,3140,11866,73.53783920444968,,,80.0
1299040,"Single-player,Steam Achievements,Full controller support",Daylight Studios,"Action,Adventure,Casual,Indie,Strategy",False,Holy Potatoes! I'm A Hero?!,"windows,mac",Daylight Studios,WHEN OUR POTATO IS WELL COOKED,0,English,game,http://www.holypotatoesgame.com,,,https://www.discord.me/holypotatoes,support@holypotatoesgame.com,True,0,No user reviews,0,0,0,,full,,
1385060,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Remote Play Together",suchagamestudio,"Casual,Indie,Simulation",False,Stagehands!,windows,The Iterative Collective,2023,0,English*,game,http://playstagehands.com,,,http://playstagehands.com,social@playstagehands.com,True,0,No user reviews,0,0,0,,full,,
812140,"Single-player,Steam Achievements,Steam Trading Cards,Captions available,In-App Purchases,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet","Ubisoft Quebec,Ubisoft Montreal,Ubisoft Bucharest,Ubisoft Singapore,Ubisoft Montpellier,Ubisoft Kiev,Ubisoft Shanghai","Action,Adventure,RPG",False,Assassin's Creed® Odyssey,windows,Ubisoft,2018-10-05,0,"English*,French*,Italian*,German*,Spanish - Spain*,Arabic,Czech,Dutch,Japanese*,Korean,Polish,Portuguese - Brazil*,Russian*,Simplified Chinese,Traditional Chinese",game,http://www.assassinscreed.com,IDR,61900000.0,http://support.ubi.com,,False,8,Very Positive,99084,11438,110522,89.65092922676028,,"937890,937891,937892",
436850,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together",WhiteSponge,"Action,RPG,Strategy",False,Stellar Stars,"windows,mac,linux",WhiteSponge,2016-11-10,0,English,game,http://www.whitesponge.com/games/stellarstars,IDR,8999900.0,http://www.whitesponge.com/contact,mail@whitesponge.com,False,0,1 user reviews,1,0,1,100.0,full,549800,
1547890,"Single-player,Steam Achievements,Steam Cloud",Springloaded,"Simulation,Strategy",False,Let's Build a Zoo,windows,No More Robots,2021-11-05,0,"English,Simplified Chinese,French,German,Japanese,Thai,Spanish - Spain",game,http://letsbuildazoo.com,IDR,10899900.0,https://nomorerobots.io,,False,8,Very Positive,1633,181,1814,90.0220507166483,,"1801930,1903410",78.0
830590,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",Daylight Studios,"Casual,Indie,Simulation,Strategy",False,Holy Potatoes! A Spy Story?!,"windows,mac,linux",Daedalic Entertainment,2018-11-07,0,"English,French,German,Spanish - Spain,Simplified Chinese,Traditional Chinese,Russian",game,http://www.holypotatoesgame.com,IDR,7699900.0,https://www.discord.me/holypotatoes,support@holypotatoesgame.com,False,5,Mixed,58,30,88,65.9090909090909,,972380,
1372800,"Single-player,Steam Achievements,Full controller support,Captions available",Neo Tegoel Games,"Casual,Indie",False,Gloom and Doom,windows,Neo Tegoel Games,2021-01-17,0,English,game,https://neotegoelgames.wordpress.com/,IDR,10899900.0,,neotegoelgames@gmail.com,False,7,Positive,18,0,18,100.0,full,,
485510,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards",KOEI TECMO GAMES CO. LTD.,"Action,RPG",False,Nioh: Complete Edition,windows,KOEI TECMO GAMES CO. LTD.,2017-11-07,0,"English*,French,Italian,German,Spanish - Spain,Japanese*,Korean,Polish,Portuguese,Portuguese - Brazil,Russian,Simplified Chinese,Traditional Chinese",game,http://teamninja-studio.com/nioh/lang/,IDR,61900000.0,https://koeitecmo.info/inquiry/kta/,,False,6,Mostly Positive,17785,4634,22419,79.33003256166644,full,,84.0
1063050,"Single-player,Steam Achievements,Steam Cloud","Gem Rose Accent,Corentin Derbré","Action,Adventure,Indie,Simulation,Strategy",False,Lumina,"windows,mac",Gem Rose Accent,2019-10-09,0,English*,game,,IDR,9599900.0,https://gemroseaccent.xyz/,,False,6,Mostly Positive,12,4,16,75.0,,,
201870,"Single-player,Multi-player",Ubisoft Montreal,"Action,Adventure",False,Assassin's Creed® Revelations,windows,Ubisoft,2011-11-30,18,"Danish,Dutch,English,French,German,Italian,Norwegian,Polish,Portuguese,Spanish - Spain,Swedish,Russian,Korean,Simplified Chinese,Traditional Chinese",game,http://assassinscreed.ubi.com,IDR,14900000.0,,,False,8,Very Positive,9607,1671,11278,85.18354318141515,,"201882,201877,201881",80.0
881810,"Single-player,Steam Achievements,Partial Controller Support","Lunaniere,Afterthought Studios","Casual,Indie",False,Wishes In Pen: Chrysanthemums in August - Otome Visual Novel,"windows,mac,linux",Sekai Project,2019,0,English,game,http://lunaniere.me,,,http://lunaniere.me,pr@lunaniere.me,True,0,No user reviews,0,0,0,,,,
814740,"Single-player,Steam Achievements,Steam Cloud",Gattai Games,"Action,Adventure,Casual,Indie,Simulation,Strategy,Early Access",False,Armored Battle Crew [World War 1] - Tank Warfare and Crew Management Simulator,windows,Gattai Games,2019-06-05,0,"English,French,German,Russian,Simplified Chinese,Traditional Chinese",game,https://armoredbattlecrew.com,IDR,10899900.0,https://armoredbattlecrew.com,support@gattaigames.com,False,5,Mixed,217,288,505,42.97029702970297,,1091160,
1577620,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards",Reckoner Industries,Simulation,False,The Signal State,"windows,mac","The Iterative Collective,indienova",2021-09-23,0,"English,Spanish - Spain,Korean,Russian,Simplified Chinese,Spanish - Latin America,Traditional Chinese,German",game,http://signalstate.io,IDR,10899900.0,https://signalstate.io,contact@signalstate.io,False,8,Very Positive,252,30,282,89.36170212765957,,,
829590,"Single-player,Multi-player,MMO,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud,Includes level editor",AtomicTorch Studio,"Action,Adventure,Indie,Massively Multiplayer,RPG,Simulation,Strategy",False,CryoFall,windows,Daedalic Entertainment,2021-04-29,0,"English,French,German,Spanish - Spain,Portuguese - Brazil,Russian,Korean,Simplified Chinese,Traditional Chinese,Japanese,Polish,Turkish",game,http://cryofall.com/,IDR,10899900.0,http://www.daedalicsupport.com,support@daedalic.de,False,8,Very Positive,2969,710,3679,80.7012775210655,,"1178320,1178321",
1679510,"Single-player,Partial Controller Support",fishwind,"Action,Adventure,Indie,RPG",False,Plushie from the Sky,windows,fishwind,2023 👈(≖‿‿≖👈),0,"English,Japanese,Simplified Chinese",game,https://mailchi.mp/a5ba661e934a/plushie-from-the-sky,,,,realfishwind@gmail.com,True,0,No user reviews,0,0,0,,,,
324260,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud",AtomicTorch Studio,"Action,Indie,RPG,Simulation,Strategy",False,VoidExpanse,"windows,mac,linux",AtomicTorch Studio,2015-04-02,0,English*,game,http://voidexpanse.com/,IDR,11599900.0,https://atomictorch.com/,atomictorch@gmail.com,False,5,Mixed,377,172,549,68.6703096539162,,"499410,602740",59.0
1490600,"Single-player,Multi-player,PvP,Online PvP",LAI Games,"Casual,Simulation,Sports",False,Arcade Legend,windows,LAI Games,2022,0,English*,game,https://arcadelegendvr.com,,,https://discord.gg/4mEW9AwH,support@arcadelegendvr.com,True,0,No user reviews,0,0,0,,,,
922810,"Single-player,Steam Achievements,Full controller support",Common Visual Entertainment,"Action,Adventure,Indie",False,MeatPossible: Chapter 1.5,"windows,mac,linux",Common Visual Entertainment,2018-09-19,0,"English,Simplified Chinese",game,https://meatpossible.com/,IDR,3299900.0,https://meatpossible.com/,qrt@meatpossible.com,False,6,Mostly Positive,8,3,11,72.72727272727273,full,,
1705150,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards",Chaoclypse,"Action,Casual,Indie",False,SKULL CHAINZ,"windows,mac",Chaoclypse,2022,0,English,game,,,,https://twitter.com/Chaoclypse,,True,0,No user reviews,0,0,0,,,,
470210,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together",Ratloop Asia,"Violent,Action,Adventure,Indie",False,Rocketbirds 2 Evolution,windows,Reverb Triple XP,2017-01-26,0,"English*,French,Italian,German,Spanish - Spain,Dutch,Japanese*,Korean,Portuguese - Brazil,Simplified Chinese,Traditional Chinese",game,http://www.rocketbirds.com,IDR,8999900.0,,support@rocketbirds.com,False,6,Mostly Positive,223,69,292,76.36986301369863,full,"578970,582240,628790",
828100,Single-player,"Transhumanoid Productions,Reckless Games Studio","Adventure,RPG,Strategy",False,Synstasis,"windows,linux",Transhumanoid Productions,Only Demo Available,0,English*,game,https://synstasis.com/,,,https://synstasis.com/,https://synstasis.com/contact,True,0,No user reviews,0,0,0,,,,
235720,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards",Ludochip,"Action,Indie,Strategy",False,Cubetractor,"windows,mac",Ludochip,2013-05-29,0,English,game,http://www.ludochip.com/,IDR,3999900.0,,support@ludochip.com,False,7,Positive,18,3,21,85.71428571428571,,,75.0
315080,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud",Strides Interactive Game Studio,"Indie,Strategy",False,Foresight,windows,Strides Interactive Game Studio,2014-11-28,0,English*,game,http://foresightrts.com/,IDR,3999900.0,http://www.stridesdev.org/starlight-support/,support@stridesdev.org,False,6,Mostly Positive,11,3,14,78.57142857142857,,409060,
740040,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Steam Cloud,Remote Play Together",Joure Visser,"Adventure,Casual,Indie",False,Play With Gilbert - Remake,windows,Joure Visser,2017-11-15,0,English*,game,https://jourev.wixsite.com/teamv,IDR,9599900.0,https://discord.com/invite/XVgHZdx8fp,joure.v@proton.me,False,8,Very Positive,77,12,89,86.51685393258427,full,1634400,
1374920,"Single-player,Steam Achievements,Full controller support",Cyomo,"Action,Adventure,Indie,RPG",False,StoryArcana,"windows,mac,linux",Cyomo,TBA,0,"English*,French,Italian,German,Spanish - Spain,Japanese,Korean,Polish,Portuguese - Brazil,Russian,Simplified Chinese,Traditional Chinese",game,https://storyarcana.net/,,,https://storyarcana.net/,storyarcana@gmail.com,True,0,No user reviews,0,0,0,,full,,
1483980,"Single-player,Full controller support",Quad Cycles,"Adventure,Casual,Free to Play",True,Phi,windows,DigiPen Institute of Technology,2020-12-16,0,English,game,,,,https://www.digipen.edu/,games@digipen.edu,False,0,No user reviews,0,0,0,,full,,
1781960,"Single-player,Steam Achievements,Steam Cloud",Yongjustyong,"Strategy,Early Access",False,Sigil of the Magi,windows,The Iterative Collective,Q3 2022,0,English,game,https://www.sigilofthemagi.com/,,,https://www.sigilofthemagi.com/,contact@sigilofthemagi.com,True,0,No user reviews,0,0,0,,,,
1301710,Single-player,Springloaded,"Adventure,Indie,RPG,Strategy",False,Decks & Dungeons,windows,Springloaded,Coming Soon,0,English*,game,http://www.springloadedsoftware.com/,,,http://www.springloadedsoftware.com/,support@springloadedsoftware.com,True,0,No user reviews,0,0,0,,,,
727760,"Single-player,Steam Achievements,Full controller support,Steam Cloud",Diceroll Studios,"Adventure,Indie,Strategy",False,Umiro,"windows,mac",Devolver Digital,2018-03-28,0,"English,French,Italian,German,Spanish - Spain,Arabic,Japanese,Korean,Portuguese,Russian,Simplified Chinese,Traditional Chinese,Turkish",game,http://dicerollstudios.com/umiro/,IDR,2499900.0,http://dicerollstudios.com/umiro/,,False,8,Very Positive,96,24,120,80.0,full,,73.0
1372880,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op",FNTASTIC,"Action,Adventure,Massively Multiplayer",False,The Day Before,windows,MYTONA,"⚡March 1, 2023 — Add to Wishlist!",0,"English*,French,Italian,German,Spanish - Spain,Portuguese - Brazil,Traditional Chinese,Simplified Chinese,Korean,Polish,Russian*,Japanese",game,http://daybeforegame.com,,,http://www.fntastic.com,info@fntastic.com,True,0,No user reviews,0,0,0,,,,
1161430,"Single-player,Steam Achievements",KOEX studio,"Adventure,Indie",False,Noosphere,windows,"GrabTheGames,KOEX studio",2021-07-23,0,"English*,Simplified Chinese,German,Spanish - Spain,Czech,Korean,Polish,Portuguese,Russian,Turkish,Portuguese - Brazil,Spanish - Latin America,Japanese,French,Italian",game,https://koexstudio.wordpress.com/,IDR,5999900.0,https://koexstudio.wordpress.com/,choo5d@yahoo.com.sg,False,5,Mixed,31,16,47,65.95744680851064,,,
1172190,"Single-player,Steam Achievements",General Interactive Co.,Adventure,False,Chinatown Detective Agency,"windows,mac","Humble Games,WhisperGames",2022-04-07,0,"English*,Simplified Chinese,French,German,Spanish - Spain,Japanese",game,http://www.generalinteractive.co,IDR,11999900.0,,dev.team@generalinteractive.co,False,5,Mixed,43,19,62,69.35483870967742,,,66.0
1883360,Single-player,GatherRound Studios,"RPG,Strategy",False,The White Raven,windows,GatherRound Studios,Coming Soon,0,English,game,https://thewhiteravengame.com/,,,https://thewhiteravengame.com/support-page,,True,0,No user reviews,0,0,0,,,,
676580,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards",x0to1,"Action,Indie,Simulation,Strategy",False,NEO Impossible Bosses,windows,x0to1,2018-02-13,0,"English*,Simplified Chinese",game,http://neoimpossiblebosses.coder-ddeng.com/,IDR,8999900.0,http://neoimpossiblebosses.coder-ddeng.com/,,False,0,9 user reviews,9,0,9,100.0,,,
105700,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards,Remote Play Together",Secret Base,"Action,Adventure,Indie",False,Tobe's Vertical Adventure,windows,Secret Base,2011-07-18,0,English,game,http://www.secretbase.com.sg/tobes-vertical-adventure/,IDR,929900.0,,support@secretbase.com.sg,False,6,Mostly Positive,40,16,56,71.42857142857143,,,75.0
502500,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Bandai Namco Studios Inc.,"Action,Simulation",False,ACE COMBAT™ 7: SKIES UNKNOWN,windows,Bandai Namco Entertainment,2019-01-31,0,"English*,French,Italian,German,Spanish - Spain,Japanese*,Polish,Portuguese - Brazil,Russian,Korean,Traditional Chinese,Spanish - Latin America,Simplified Chinese",game,http://ace-7.bn-ent.net/,IDR,55000000.0,https://support.bandainamcoent.com/,,False,8,Very Positive,18505,2883,21388,86.52047877314382,full,"1966880,1561360,1561361,1561362,1561363,1454770,1421540,1421550,1421551,929106,929102,929101,929100,868312,868311,868310,929103,1692460,1692462,1692463,1692464",
1965800,Single-player,Sprouting Potato,Strategy,False,Dice Tribes: Ambitions,"windows,mac,linux",Sprouting Potato,2022-06-15,0,English,game,,IDR,6999900.0,,games@sproutingpotato.com,False,7,Positive,30,0,30,100.0,,,
768750,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards","Gem Rose Accent,Corentin Derbré","Adventure,Casual,Indie,Massively Multiplayer,Simulation",False,MonteCrypto: The Bitcoin Enigma,windows,Gem Rose Accent,2018-02-20,0,English*,game,https://montecrypto-game.github.io/,IDR,1749900.0,https://montecrypto-game.github.io/,gemroseaccent@gmail.com,False,5,Mixed,124,136,260,47.69230769230769,,,
1767150,"Single-player,Steam Cloud",Boomzap Inc,Casual,False,First Time in Paris,"windows,mac",Boomzap Inc,2022-02-27,0,"English,French,Italian,German,Spanish - Spain,Dutch",game,http://www.boomzap.com,IDR,8299900.0,https://boomzap.com/contact/,support@boomzap.com,False,0,2 user reviews,2,0,2,100.0,,,
1922800,"Single-player,Partial Controller Support",Joure Visser,Adventure,False,Whiskered Away,windows,Joure Visser,2022,0,English,game,https://jourev.wixsite.com/teamv,,,https://discord.com/invite/XVgHZdx8fp,joure.v@proton.me,True,0,No user reviews,0,0,0,,,,
621810,Single-player,Touch Dimensions Interactive,"Action,Adventure,Indie,RPG,Strategy",False,Strain Tactics,windows,Touch Dimensions Interactive,2017-05-04,0,English*,game,,IDR,9599900.0,,support@touchdimensions.com,False,8,Very Positive,147,21,168,87.5,,,
1492210,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud,Stats,Remote Play on Phone,Remote Play Together",Strides Interactive Game Studio,"Action,Indie",False,Starlight: Eye of the Storm,windows,Strides Interactive Game Studio,2021-10-29,0,English,game,http://www.stridesdev.org/starlight-landing-page/,IDR,6999900.0,http://www.stridesdev.org/starlight-support/,support@stridesdev.org,False,7,Positive,13,0,13,100.0,,,
1104630,"Single-player,Steam Achievements,Full controller support,Steam Cloud",Springloaded,"Adventure,Casual,Indie,Simulation",False,PixoCities,"windows,mac",Springloaded,&quot;Coming Soon&quot;,0,"English*,Simplified Chinese*,Traditional Chinese*",game,http://www.pixocities.com/,,,http://www.springloadedsoftware.com/,support@springloadedsoftware.com,True,0,No user reviews,0,0,0,,full,,
845050,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Steam Workshop,Steam Cloud,Includes level editor",Boomzap Inc,"Indie,Strategy",False,Last Regiment,windows,Boomzap Inc,2020-06-15,0,English,game,http://lastregiment.boomzap.com/,IDR,10899900.0,http://lastregiment.boomzap.com/support/,lastregiment@boomzap.com,False,7,Positive,45,4,49,91.83673469387756,,,
1683710,Single-player,The Doodle People,"Adventure,Casual,Indie",False,Get Your Sheep Together,windows,The Doodle People,2022-04-02,0,English,game,,IDR,1749900.0,,contact@thedoodlepeople.com,False,0,4 user reviews,4,0,4,100.0,,,
664320,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",Daylight Studios,"Casual,Indie,Simulation,Strategy",False,Holy Potatoes! What the Hell?!,"windows,mac,linux",Daedalic Entertainment,2017-10-13,0,"English,German",game,http://www.holypotatoesgame.com,IDR,3999900.0,http://www.holypotatoesgame.com,support@holypotatoesgame.com,False,5,Mixed,33,41,74,44.5945945945946,,,
1637120,"Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Remote Play Together",Pterodacted Studios,Free to Play,True,Hyde & Seek,windows,DigiPen Institute of Technology,2021-06-08,0,English*,game,,,,https://www.digipen.edu/,games@digipen.edu,False,0,No user reviews,0,0,0,,full,,
296710,"Single-player,Steam Achievements,Full controller support,VR Support,Remote Play on TV",Team Junkfish,Indie,False,Monstrum,"windows,mac,linux",Junkfish Limited,2015-05-20,0,English*,game,http://teamjunkfish.com/games/monstrum,IDR,12599900.0,https://www.teamjunkfish.com/contact,support@teamjunkfish.co.uk,False,8,Very Positive,2131,182,2313,92.13143104193688,full,385870,
311560,"Single-player,Partial Controller Support","Ubisoft Sofia,Ubisoft Kiev","Action,Adventure",False,Assassin’s Creed® Rogue,windows,Ubisoft,2015-03-23,0,"English*,French*,Italian*,German*,Spanish - Spain*,Dutch,Japanese*,Polish,Portuguese - Brazil*,Russian*,Korean",game,http://assassinscreed.ubi.com/,IDR,20500000.0,http://support.ubi.com,,False,8,Very Positive,9726,1787,11513,84.4784157039868,,,74.0
514830,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV",Gattai Games,"Action,Adventure,Indie,Simulation",False,Stifled - Echolocation Horror Mystery,"windows,mac",Gattai Games,2018-07-10,0,"English*,Portuguese - Brazil*,Simplified Chinese*,French*,Italian*,German*,Spanish - Spain*,Japanese*,Korean*,Polish*,Portuguese*,Russian*,Thai*",game,https://gattaigames.com/stifled,IDR,10899900.0,http://stifledgame.com,support@stifledgame.com,False,5,Mixed,46,21,67,68.65671641791045,full,,
914710,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together",The Gentlebros,"Action,Adventure,Indie,RPG",False,Cat Quest II,windows,PQube,2019-09-24,0,"English,French,Italian,German,Spanish - Spain,Japanese,Portuguese - Brazil,Russian,Simplified Chinese,Dutch,Korean,Thai,Traditional Chinese,Turkish,Spanish - Latin America",game,https://thegentlebros.com/catquest2/,IDR,10999900.0,,support@pqube.co.uk,False,9,Overwhelmingly Positive,2509,102,2611,96.0934507851398,full,,76.0
