id,lang,text,created_at,author_id,conversation_id,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.552973367774364e+18,zxx,https://t.co/XQpSf2JyeI,2022-07-29 11:04:38,2936131,1.552973367774364e+18,0,0,0,0,HTTPURL,neutral,0.41922974586486816
1.552971299471114e+18,id,"epic games, steam, dota, battle. net ga ada kabar. Kominfo bakal mulai blokir malam ini
#psekominfo",2022-07-29 10:56:25,1244551614553154048,1.552971299471114e+18,0,1,0,0,"epic games, steam, dota, battle. net ga ada kabar. kominfo bakal mulai blokir malam ini #HASHTAG",neutral,0.9867002964019775
1.552971052153819e+18,id,"Kominfo ungkap 10 layanan belum daftar PSE kendati sudah dikirimkan surat teguran, seperti Steam, Dota dan Epic Games. Sanksi pemblokiran siap diberlakukan. https://t.co/ytYWk20PDN",2022-07-29 10:55:26,135815019,1.552971052153819e+18,3,0,3,1,"kominfo ungkap 10 layanan belum daftar pse kendati sudah dikirimkan surat teguran, seperti steam, dota dan epic games. sanksi pemblokiran siap diberlakukan. HTTPURL",neutral,0.9957085847854614
1.552967467349053e+18,id,"..https://t.co/Wtcp0hmRem

Kominfo ungkap 10 layanan belum daftar PSE kendati sudah dikirimkan surat teguran, seperti Steam, Dota dan Epic Games. Sanksi pemblokiran siap diberlakukan.",2022-07-29 10:41:11,1228626017591255040,1.552967467349053e+18,0,0,2,0,"HTTPURL kominfo ungkap 10 layanan belum daftar pse kendati sudah dikirimkan surat teguran, seperti steam, dota dan epic games. sanksi pemblokiran siap diberlakukan.",neutral,0.9952763319015503
1.552960900335694e+18,id,"@amuridee @Steam @EpicGames @riotgames @Twitch @kemkominfo padahal tugasnya kominfo itu cuma satu, CUMA SATU !
buat MASTER DATABASE TERINTEGRASI SEINDONESIA RAYA DARI A-Z.",2022-07-29 10:15:05,1080825592411348992,1.552835435730436e+18,0,0,1,1,"@USER @USER @USER @USER @USER @USER padahal tugasnya kominfo itu cuma satu, cuma satu ! buat master database terintegrasi seindonesia raya dari a-z.",neutral,0.9455013275146484
1.552940988884451e+18,id,"Hingga saat ini, sederet platform besar, seperti search engine Yahoo dan Bing, game DoTA, Steam, e-commerce Amazon, CS Go, Origin, Epic Game, belum juga mendaftar. 

Kalian mau semangati Kominfo untuk blokir
or
Platform suruh nyerah dan daftar PSE? https://t.co/gjhkx2bOGB",2022-07-29 08:55:58,76581610,1.552940988884451e+18,7,18,36,7,"hingga saat ini, sederet platform besar, seperti search engine yahoo dan bing, game dota, steam, e-commerce amazon, cs go, origin, epic game, belum juga mendaftar. kalian mau semangati kominfo untuk blokir or platform suruh nyerah dan daftar pse? HTTPURL",negative,0.8382173776626587
1.552938346825265e+18,id,"Epic Game, Steam, dan Dota Belum Daftar PSE
DirJen Aplikasi Informatika Kementerian Kominfo Semuel Abrijani mengatakan, dari jumlah yang direkap pada Kamis (21/7), masih terdapat beberapa PSE populer yang belum mendaftar.
@PlateJohnny 
@kemkominfo https://t.co/q5PvsjbY4K",2022-07-29 08:45:28,973499108412375040,1.552938346825265e+18,0,0,0,0,"epic game, steam, dan dota belum daftar pse dirjen aplikasi informatika kementerian kominfo semuel abrijani mengatakan, dari jumlah yang direkap pada kamis (21/7), masih terdapat beberapa pse populer yang belum mendaftar. @USER @USER HTTPURL",neutral,0.9906173348426819
1.552937997934658e+18,id,"Epic Game, Steam, dan Dota Belum Daftar PSE
Kementerian Komunikasi dan Informatika (Kominfo) menetapkan batas waktu pendaftaran untuk Penyelenggara Sistem Elektronik  Lingkup Privat baik lokal maupun asing pada tanggal 27 Juli.
@PlateJohnny 
@kemkominfo https://t.co/AoroYIIL3Q",2022-07-29 08:44:05,1429810270898049024,1.552937997934658e+18,0,0,0,0,"epic game, steam, dan dota belum daftar pse kementerian komunikasi dan informatika (kominfo) menetapkan batas waktu pendaftaran untuk penyelenggara sistem elektronik lingkup privat baik lokal maupun asing pada tanggal 27 juli. @USER @USER HTTPURL",neutral,0.9936414361000061
1.552937633479012e+18,id,"Epic Game, Steam, dan Dota Belum Daftar PSE
dari platform gim, ada 7 PSE yang masih belum mendaftar ke Kemenkominfo. Selain platform gim, Kominfo juga mencatat ada 6 PSE lainnya yang masih belum mendaftar.
@PlateJohnny 
@kemkominfo https://t.co/4MgWmnRjbU",2022-07-29 08:42:38,1201648186529440000,1.552937633479012e+18,0,0,0,0,"epic game, steam, dan dota belum daftar pse dari platform gim, ada 7 pse yang masih belum mendaftar ke kemenkominfo. selain platform gim, kominfo juga mencatat ada 6 pse lainnya yang masih belum mendaftar. @USER @USER HTTPURL",neutral,0.9868971705436707
1.552937610615501e+18,id,@chamapcha @amuridee @Steam @EpicGames @riotgames @Twitch @kemkominfo saya bukan pegawai kominfo,2022-07-29 08:42:33,152494906,1.552835435730436e+18,0,0,0,0,@USER @USER @USER @USER @USER @USER @USER saya bukan pegawai kominfo,neutral,0.5934010744094849
1.552935207233171e+18,id,Lebih percaya isi buku Jokowi Undercover daripada Kominfo mau ngeblok Steam https://t.co/cnktvewnOH,2022-07-29 08:33:00,82100957,1.552935207233171e+18,5,10,25,0,lebih percaya isi buku jokowi undercover daripada kominfo mau ngeblok steam HTTPURL,negative,0.9902004599571228
1.552932172474241e+18,id,@amuridee @Steam @EpicGames @riotgames @Twitch @kemkominfo kominfo ngontol banget dah,2022-07-29 08:20:56,2856270110,1.552835435730436e+18,0,0,2,0,@USER @USER @USER @USER @USER @USER kominfo ngontol banget dah,negative,0.9951823353767395
1.552926163169067e+18,id,"Direktur Jenderal Aplikasi Informatika Kementerian Kominfo Semuel Abrijani mengatakan, dari jumlah yang direkap pada Kamis (21/7), masih terdapat beberapa PSE populer yang belum mendaftar.
@kemkominfo
@PlateJohnny
https://t.co/LikMjbqA73",2022-07-29 07:57:03,1442246515649434112,1.552926163169067e+18,0,0,0,0,"direktur jenderal aplikasi informatika kementerian kominfo semuel abrijani mengatakan, dari jumlah yang direkap pada kamis (21/7), masih terdapat beberapa pse populer yang belum mendaftar. @USER @USER HTTPURL",neutral,0.9932339787483215
1.552926033187607e+18,id,"Pada Kamis (28/7) pukul 07.35 WIB, Roblox dan Opera sudah terlihat dalam daftar di laman https://t.co/okhOFWnUAM. Hingga saat ini, tercatat 8.572 PSE domestik dan 231 PSE Asing sudah mendaftar.
@kemkominfo
@PlateJohnny
https://t.co/TuElypDtmb",2022-07-29 07:56:32,1372331853084910080,1.552926033187607e+18,0,0,2,0,"pada kamis (28/7) pukul 07.35 wib, roblox dan opera sudah terlihat dalam daftar di laman HTTPURL hingga saat ini, tercatat 8.572 pse domestik dan 231 pse asing sudah mendaftar. @USER @USER HTTPURL",neutral,0.9944572448730469
1.552925893294965e+18,id,"Kementerian Komunikasi dan Informatika (Kominfo) menetapkan batas waktu pendaftaran untuk Penyelenggara Sistem Elektronik (PSE) Lingkup Privat baik lokal maupun asing pada tanggal 27 Juli.
@kemkominfo
@PlateJohnny
https://t.co/CmaLyQt0cK",2022-07-29 07:55:59,1371566356093488896,1.552925893294965e+18,0,0,1,0,kementerian komunikasi dan informatika (kominfo) menetapkan batas waktu pendaftaran untuk penyelenggara sistem elektronik (pse) lingkup privat baik lokal maupun asing pada tanggal 27 juli. @USER @USER HTTPURL,neutral,0.9959239959716797
1.552922062011871e+18,id,Game di steam semua lg. Kocak kominfo https://t.co/WkFSsaxATy,2022-07-29 07:40:46,937919337330905088,1.552922062011871e+18,0,0,1,0,game di steam semua lg. kocak kominfo HTTPURL,negative,0.7735539078712463
1.552919520620474e+18,id,"@amuridee @ezash @Steam @EpicGames @riotgames @Twitch @kemkominfo Sebelum diblokir, pegawai kominfo suruh 1v1 mid ama yopaj deh serius",2022-07-29 07:30:40,2365574702,1.552835435730436e+18,0,0,2,0,"@USER @USER @USER @USER @USER @USER @USER sebelum diblokir, pegawai kominfo suruh 1v1 mid ama yopaj deh serius",negative,0.900918185710907
1.552916229030941e+18,id,"Roblox dan Opera sudah terlihat dalam daftar di laman https://t.co/zNMYtfMMAX. Hingga saat ini, tercatat 8.572 PSE domestik dan 231 PSE Asing sudah mendaftar. @PlateJohnny @kemkominfo @Prabu_dasamuka 
https://t.co/8ND6czISe5",2022-07-29 07:17:35,1278294276238044928,1.552916229030941e+18,0,0,0,0,"roblox dan opera sudah terlihat dalam daftar di laman HTTPURL hingga saat ini, tercatat 8.572 pse domestik dan 231 pse asing sudah mendaftar. @USER @USER @USER HTTPURL",neutral,0.9939473867416382
1.552915834582217e+18,id,"Kominfo menetapkan batas waktu pendaftaran untuk Penyelenggara Sistem Elektronik (PSE) Lingkup Privat baik lokal maupun asing pada tanggal 27 Juli. @PlateJohnny @kemkominfo @setengahmalass 
https://t.co/qwjcyPclvL",2022-07-29 07:16:01,1260256795492184064,1.552915834582217e+18,0,0,0,0,kominfo menetapkan batas waktu pendaftaran untuk penyelenggara sistem elektronik (pse) lingkup privat baik lokal maupun asing pada tanggal 27 juli. @USER @USER @USER HTTPURL,neutral,0.9955594539642334
1.552913714139247e+18,ht,@amuridee @Steam @EpicGames @riotgames @Twitch @kemkominfo yo man just blokir kominfo man,2022-07-29 07:07:35,1380042071042448896,1.552835435730436e+18,1,0,2,0,@USER @USER @USER @USER @USER @USER yo man just blokir kominfo man,negative,0.9750651121139526
1.552912275321004e+18,id,@amuridee @Steam @EpicGames @riotgames @Twitch @kemkominfo pegawai kominfo kynya ga pernah rampage dan rank stuck di ancient makanya diblokir,2022-07-29 07:01:52,1275284213596487936,1.552835435730436e+18,1,2,1,0,@USER @USER @USER @USER @USER @USER pegawai kominfo kynya ga pernah rampage dan rank stuck di ancient makanya diblokir,negative,0.9952686429023743
1.552909598784229e+18,id,"Steam Valve, Epic Games, EA Origin, Battle net Blizzard, Microsoft Store, Github, Canva, Twitch tv. Amazon, Alexa, perusahaan nya terdaftar di Direktorat jenderal pajak bukan di PSE. klo Kominfo blokir maka Menteri Keuangan bertindak karena penerimaan pajak berkurang.",2022-07-29 06:51:14,223873686,1.552909598784229e+18,8,1,14,0,"steam valve, epic games, ea origin, battle net blizzard, microsoft store, github, canva, twitch tv. amazon, alexa, perusahaan nya terdaftar di direktorat jenderal pajak bukan di pse. klo kominfo blokir maka menteri keuangan bertindak karena penerimaan pajak berkurang.",neutral,0.9398945569992065
1.552908803368071e+18,id,"Daridulu kominfo keknya ga punya program lain selain blokir macem2, ga guna bgt jingan. Gua main game pc darimane lagi cok kalo riot sama steam diblokir anjeenggg https://t.co/1Vu8NXLPmC",2022-07-29 06:48:05,1135587454163938944,1.552908803368071e+18,1,0,1,0,"daridulu kominfo keknya ga punya program lain selain blokir macem2, ga guna bgt jingan. gua main game pc darimane lagi cok kalo riot sama steam diblokir anjeenggg HTTPURL",negative,0.992265522480011
1.552865861333324e+18,id,"Kamu sedang merencanakan makar terhadap presiden, lalu kominfo mencoba mengintip segala rencana kamu melalui email dan yang mereka dapatkan hanyalah email kode verifikasi tokopedia, shopee, discord, steam, dan ganti password facebook https://t.co/elRxuwIRxa",2022-07-29 03:57:26,1206623057336421888,1.552865861333324e+18,2,1,2,0,"kamu sedang merencanakan makar terhadap presiden, lalu kominfo mencoba mengintip segala rencana kamu melalui email dan yang mereka dapatkan hanyalah email kode verifikasi tokopedia, shopee, discord, steam, dan ganti password facebook HTTPURL",neutral,0.9448685050010681
1.55278254804387e+18,id,Otak gw ngarah ke steam di blokir kominfo mulu njirr?,2022-07-28 22:26:23,1173539482252873984,1.55278254804387e+18,1,1,2,0,otak gw ngarah ke steam di blokir kominfo mulu njirr?,negative,0.9935373663902283
