id,text,created_at,conversation_id,lang,author_id,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.553712929039598e+18,Baru saja mengirim foto @ Kominfo pusat https://t.co/mO1c5vBn8a,2022-07-31 12:03:23,1.553712929039598e+18,id,1.338366812782674e+18,0,0,0,0,baru saja mengirim foto @USER kominfo pusat HTTPURL,neutral,0.9962557554244995
1.55371260289461e+18,Akun Ini Serukan Buang Botol Air Pipis ke Gedung Kominfo: Sebuah undangan kepada masyarakat umum untuk membuang botol berisi air pipis diserukan melalui WhatsApp dan Instagram milik… https://t.co/gqGNmxpM0x #News #blokirkominfo #kominfo #blokpolitikpelajar #gedungkominfo,2022-07-31 12:02:05,1.55371260289461e+18,id,123757780.0,0,1,0,0,akun ini serukan buang botol air pipis ke gedung kominfo: sebuah undangan kepada masyarakat umum untuk membuang botol berisi air pipis diserukan melalui whatsapp dan instagram milik… HTTPURL #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG,neutral,0.9941613078117371
1.553711231323714e+18,"Some of Indonesians try to speculating Kominfo decided to make all the big company of social media like twitter, instagram, google, youtube, pinterest and etc. must be registered in PSE in order to get users data for president election. If that theory was true, it will scary.",2022-07-31 11:56:38,1.5537102456412e+18,en,1.463773286769201e+18,0,1,0,0,"some of indonesians try to speculating kominfo decided to make all the big company of social media like twitter, instagram, google, youtube, pinterest and etc. must be registered in pse in order to get users data for president election. if that theory was true, it will scary.",neutral,0.806160569190979
1.553701403180544e+18,"Saya tidak menemukan sosok juru bicara di tengah keributan blokir oleh Kominfo, ini sungguh mengherankan karena Kominfo pernah punya pak Gatot S Dewa Broto. Googling singkat, saya menemukan ada nama Dedy Permadi dan ada di rilis resmi kementerian.

Link: https://t.co/IX1683vnuL https://t.co/kGMkiKSKy8",2022-07-31 11:17:35,1.553701403180544e+18,id,38590241.0,3,1,6,0,"saya tidak menemukan sosok juru bicara di tengah keributan blokir oleh kominfo, ini sungguh mengherankan karena kominfo pernah punya pak gatot s dewa broto. googling singkat, saya menemukan ada nama dedy permadi dan ada di rilis resmi kementerian. link: HTTPURL HTTPURL",negative,0.5841453075408936
1.553687465038332e+18,"@bagiwang @detikcom Maaf bukan pajak guys, tapi aturan lain yg tidak dipenuhi (beritanya jg udah dihapus tuh)...ttp aja aturan harus ditegakkan

https://t.co/J9komw0waP",2022-07-31 10:22:12,1.553528866815328e+18,id,1.547658233405247e+18,0,0,0,0,"@USER @USER maaf bukan pajak guys, tapi aturan lain yg tidak dipenuhi (beritanya jg udah dihapus tuh)...ttp aja aturan harus ditegakkan HTTPURL",negative,0.8282816410064697
1.553676532370944e+18,@jasasaadapanZ91 Gas hack instagram. Kominfo,2022-07-31 09:38:45,1.553676355073561e+18,de,1.258371169268294e+18,0,0,1,0,@USER gas hack instagram. kominfo,neutral,0.9755439758300781
1.553667203697983e+18,"Genius Umar Buka Rapimpurda KNPI Kota Pariaman Tahun 2022

Kominfo Kota Pariaman---Bertempat di Aula Rumah Makan Sambaldo, Walikota Pariaman Genius Umar, Minggu (31/7) membuka Rapat Pimpinan Paripurna Daerah (Rapimpurda) Komite Nasional Pemuda Indonesia … https://t.co/0wDXpzmJ7N https://t.co/t8ULmzHZlH",2022-07-31 09:01:41,1.553667203697983e+18,id,1034195042.0,0,0,0,0,"genius umar buka rapimpurda knpi kota pariaman tahun 2022 kominfo kota pariaman---bertempat di aula rumah makan sambaldo, walikota pariaman genius umar, minggu (31/7) membuka rapat pimpinan paripurna daerah (rapimpurda) komite nasional pemuda indonesia … HTTPURL HTTPURL",neutral,0.9809216856956482
1.553655745861657e+18,"@meowteors @worksfess Iyaa kak,maaf nama kegiatannya di instagram @digitalent yaa, itu dibawah naungan kominfo",2022-07-31 08:16:09,1.553594237689557e+18,id,1.110483847701946e+18,0,1,0,0,"@USER @USER iyaa kak,maaf nama kegiatannya di instagram @USER yaa, itu dibawah naungan kominfo",neutral,0.9633943438529968
1.553654625688924e+18,"Untuk melindungi data privasi penduduk Indonesia yang terintegrasi di dalam PSE Privat seperti PayPal, Steam, dan Epic Game, bahkan Facebook dan Instagram, maka pemerintah mewajibkan PSE Lingkup Privat untuk melakukan pendaftaran pada Kominfo.",2022-07-31 08:11:42,1.553654617019257e+18,id,188252965.0,0,2,0,0,"untuk melindungi data privasi penduduk indonesia yang terintegrasi di dalam pse privat seperti paypal, steam, dan epic game, bahkan facebook dan instagram, maka pemerintah mewajibkan pse lingkup privat untuk melakukan pendaftaran pada kominfo.",neutral,0.9889963865280151
1.553649833935704e+18,"Buka tik tok isinya Kominfo, buka Instagram isinya Kominfo, buka Twitter isinya juga Kominfo, buka steam, eh gak bisa. Buka situs judi malah bisa. Hadeeehhh",2022-07-31 07:52:40,1.553649833935704e+18,id,1.551104101273858e+18,0,1,0,0,"buka tik tok isinya kominfo, buka instagram isinya kominfo, buka twitter isinya juga kominfo, buka steam, eh gak bisa. buka situs judi malah bisa. hadeeehhh",negative,0.9921748042106628
1.553647158032605e+18,"@matiusagi @kemkominfo https://t.co/PC6qFNEcza nih dedy corbuzzier aja yg public figure juga keberatan dengan kebijakan kominfo

DUKUNG PEMERINTAHAN BOLEH TAPI TOLOL JANGAN
INI MENYANGKUT DUIT MASYARAKAT LOH MASSE",2022-07-31 07:42:02,1.553441735891571e+18,id,1.525040613716279e+18,0,0,4,0,@USER @USER HTTPURL nih dedy corbuzzier aja yg public figure juga keberatan dengan kebijakan kominfo dukung pemerintahan boleh tapi tolol jangan ini menyangkut duit masyarakat loh masse,negative,0.9974476099014282
1.553646079509672e+18,"Instagram = Facebook, Facebook= Instagram ya emang 1 grup perusahaan sih.
Pengen buka Tumblr, tp banyak puisi-puisi galau.
Aku ndak galau kyak dulu lagi hahahha
Malah yg posting keagamaan makin dikit. 
Gegara Tumblr sempat diblokir Kominfo, user Tumblr generasi awal pada ngilang.",2022-07-31 07:37:45,1.553646079509672e+18,id,317103069.0,0,0,0,0,"instagram = facebook, facebook= instagram ya emang 1 grup perusahaan sih. pengen buka tumblr, tp banyak puisi-puisi galau. aku ndak galau kyak dulu lagi hahahha malah yg posting keagamaan makin dikit. gegara tumblr sempat diblokir kominfo, user tumblr generasi awal pada ngilang.",negative,0.9829463958740234
1.553636913671819e+18,"this country has turned out to something we don't know.

#FM #kominfo #paypal https://t.co/oalNmExo5A",2022-07-31 07:01:20,1.553636913671819e+18,en,1.54973295201133e+18,0,0,0,0,this country has turned out to something we don't know. #HASHTAG #HASHTAG #HASHTAG HTTPURL,negative,0.9353638887405396
1.553636461790249e+18,"Kominfo membuka sementara layanan PayPal di Indonesia agar masyarakat bisa menarik dana atau uang mereka. 

Selengkapnya:
https://t.co/WbHjZrwppZ

#SeputariNews #RCTI #PayPal #Kominfo https://t.co/VnBBr4Fhnx",2022-07-31 06:59:32,1.553636461790249e+18,id,132078023.0,0,0,0,0,kominfo membuka sementara layanan paypal di indonesia agar masyarakat bisa menarik dana atau uang mereka. selengkapnya: HTTPURL #HASHTAG #HASHTAG #HASHTAG #HASHTAG HTTPURL,neutral,0.9959520101547241
1.553629057430049e+18,"@kominfo.klaten 
@sd_muhtong https://t.co/1ETo8lUoVO",2022-07-31 06:30:06,1.553629057430049e+18,de,1.481151014170685e+18,0,0,0,0,@USER @USER HTTPURL,neutral,0.9391787052154541
1.553613882496881e+18,"@PayPal @AskPayPal U stubborn indeed,people now LEAVING #PayPal,coz U dont want to register(different than #Google,#Gmail,#WhatsApp,#Instagram,#Facebook,#Twitter etc)why #Indonesia blocks #PayPal https://t.co/fyOukKwoeh trash indeed!Why so difficult to register?@elonmusk,pls help https://t.co/LvwrCISHA4",2022-07-31 05:29:48,1.553613882496881e+18,en,1.546847333945573e+18,2,0,2,0,"@USER @USER u stubborn indeed,people now leaving #HASHTAG,coz u dont want to register(different than #HASHTAG,#HASHTAG,#HASHTAG,#HASHTAG,#HASHTAG,#HASHTAG etc)why #HASHTAG blocks #HASHTAG HTTPURL trash indeed!why so difficult to register?@elonmusk,pls help HTTPURL",negative,0.9612351655960083
1.553602956036936e+18,"Belakangan ini ramai dibincangkan berita soal Facebook, Instagram, WhatsApp, hingga TikTok diblokir di Indonesia santer didengar. Banyak media yang membicarakan hal itu lantaran aplikasi ini mempunyai peranan yang sangat penting
 baca selengkapnya https://t.co/wGuUCczEIQ
#kominfo",2022-07-31 04:46:23,1.553602956036936e+18,id,1.505225509571285e+18,0,0,0,0,"belakangan ini ramai dibincangkan berita soal facebook, instagram, whatsapp, hingga tiktok diblokir di indonesia santer didengar. banyak media yang membicarakan hal itu lantaran aplikasi ini mempunyai peranan yang sangat penting baca selengkapnya HTTPURL #HASHTAG",neutral,0.9420748949050903
1.553596153325048e+18,@wogxms @worksfess klo dapet info mengenai pelatihannya ada dimana kak? instagram kominfo kah?,2022-07-31 04:19:22,1.553594237689557e+18,id,1.031082918414672e+18,0,1,0,0,@USER @USER klo dapet info mengenai pelatihannya ada dimana kak? instagram kominfo kah?,neutral,0.9874375462532043
1.553595163401785e+18,"Open jasa hack akun.
✓ Instagram
✓ Facebook
✓ Twitter
✓ WhatsApp
✓ Gmail
Silahkan hubungi kami.

#KominfoKontol Arab Paypal #BlokirKominfo Steam #WelcomeTREASUREtoTHAILAND #kominfo #zonauang #zonajajan #zonaba #BandungBasah #JakartaxBeauty #surabayalendir #semaranglendir https://t.co/0zEhR3wHJ2",2022-07-31 04:15:26,1.553595163401785e+18,id,1.538986831089238e+18,0,0,0,0,open jasa hack akun. ✓ instagram ✓ facebook ✓ twitter ✓ whatsapp ✓ gmail silahkan hubungi kami. #HASHTAG arab paypal #HASHTAG steam #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG HTTPURL,neutral,0.9740734100341797
1.553586771455525e+18,Instagram Kominfo Panen Hujatan Warganet Buntut Blokir Steam hingga PayPal https://t.co/B2tmy7vgK3,2022-07-31 03:42:05,1.553586771455525e+18,id,231355136.0,0,0,0,0,instagram kominfo panen hujatan warganet buntut blokir steam hingga paypal HTTPURL,neutral,0.9953776597976685
1.553575459304382e+18,"Lagi ramai karut marut blokir Steam

Instagram Kominfo Panen Hujatan Warganet Buntut Blokir Steam hingga PayPal https://t.co/qgpaS1HWCa",2022-07-31 02:57:08,1.553575459304382e+18,id,137391511.0,0,0,0,0,lagi ramai karut marut blokir steam instagram kominfo panen hujatan warganet buntut blokir steam hingga paypal HTTPURL,neutral,0.922981321811676
1.553570483677069e+18,@qorygore Bingung gw atas keputusan kominfo...padahal d aplikasi yg di blokir itu..ada segelintiran orng yg jadiin aplikasi tersevut sebagai pemasukan nya..apakah wa ama instagram akan menyusul?? Klw ia...fix korut versi meta,2022-07-31 02:37:21,1.553315033857241e+18,id,428175035.0,0,0,1,0,@USER bingung gw atas keputusan kominfo...padahal d aplikasi yg di blokir itu..ada segelintiran orng yg jadiin aplikasi tersevut sebagai pemasukan nya..apakah wa ama instagram akan menyusul?? klw ia...fix korut versi meta,negative,0.9681330919265747
1.553552421132968e+18,"You think you locco? Bunuh diri yak @kemkominfo 🔨 ? Pengalihan isu kah biar kasus kasus yg memang urgent di tutup tutupin? @narasitv kawal sampe beres 🚬
https://t.co/Md73BW86Lq

#kominfo #KominfoKontol #Bunuhdiri #Kominfobunuhdiri",2022-07-31 01:25:35,1.553552421132968e+18,id,1.47172217860112e+18,0,0,2,0,you think you locco? bunuh diri yak @USER :hammer: ? pengalihan isu kah biar kasus kasus yg memang urgent di tutup tutupin? @USER kawal sampe beres :cigarette: HTTPURL #HASHTAG #HASHTAG #HASHTAG #HASHTAG,negative,0.9787253737449646
1.553543025523327e+18,@neodoyies @collegemenfess Cek instagram digitalent.kominfo,2022-07-31 00:48:15,1.553540480511902e+18,id,1.415268311323927e+18,0,1,0,0,@USER @USER cek instagram digitalent.kominfo,neutral,0.997868537902832
1.553474306474004e+18,Baru bangun cek Instagram udah kena hack elon musk. Apakah karena memaki Kominfo?,2022-07-30 20:15:11,1.553474306474004e+18,id,420117726.0,0,0,0,0,baru bangun cek instagram udah kena hack elon musk. apakah karena memaki kominfo?,negative,0.9855585098266602
1.553472420203287e+18,"oke kominfo mau blok instagram, netflix apa lah ya. tapi pas mau dan sudah blok steam, epic games, DOTA dll semua orang jd marah banget haha. puncak kada",2022-07-30 20:07:41,1.553472420203287e+18,id,37921913.0,0,0,0,0,"oke kominfo mau blok instagram, netflix apa lah ya. tapi pas mau dan sudah blok steam, epic games, dota dll semua orang jd marah banget haha. puncak kada",negative,0.9975281357765198
1.553448821946188e+18,"Sudah Ngancam Blokir, Situs Kominfo Juga Pakai ""Produk Terlarang""

Sumber: https://t.co/PTyw78cgcG

#kominfo #kemkominfo #menkominfo #KominfoBadut #BlokirKominfo https://t.co/sipUcva0Af",2022-07-30 18:33:55,1.553448821946188e+18,id,1.534350342452027e+18,7,0,6,3,"sudah ngancam blokir, situs kominfo juga pakai ""produk terlarang"" sumber: HTTPURL #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG HTTPURL",negative,0.7902963161468506
1.553442344414118e+18,"@Fiar098 I'm bored, so I would like to see some chaos. 
What if you guys start spamming porn to every social media that you have like FB, Twitter, Instagram or anything? Maybe there would be too much porn that eventually Kominfo start banning major social media in Indo. 

Just for lulz",2022-07-30 18:08:11,1.553114194954027e+18,en,8.18226678325334e+17,0,0,0,0,"@USER i'm bored, so i would like to see some chaos. what if you guys start spamming porn to every social media that you have like fb, twitter, instagram or anything? maybe there would be too much porn that eventually kominfo start banning major social media in indo. just for lulz",neutral,0.7360066771507263
1.553427690023174e+18,"Buat yang koar-koar banned kominfo, kritis boleh, goblok jangan :)
https://t.co/CR9k1l9ThL",2022-07-30 17:09:57,1.553427690023174e+18,id,1.350918447023022e+18,0,0,0,0,"buat yang koar-koar banned kominfo, kritis boleh, goblok jangan :) HTTPURL",negative,0.9973688125610352
