id,text,created_at,conversation_id,lang,author_id,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.553773276098355e+18,Kominfo Bantah Bisa Intip Chat WhatsApp dan Email lewat Aturan PSE Kementerian https://t.co/6PL6MoCjPI,2022-07-31 16:03:11,1.553773276098355e+18,id,18427735,0,0,0,0,kominfo bantah bisa intip chat whatsapp dan email lewat aturan pse kementerian HTTPURL,neutral,0.9967707395553589
1.553772480006742e+18,"Infografis Kominfo Bisa Intip Percakapan di WhatsApp, Benarkah?

#CelebritiesDotID #InfoCelebTerkini
https://t.co/Uwuv9zIPgB",2022-07-31 16:00:01,1.553772480006742e+18,id,1356100678830046976,0,0,0,0,"infografis kominfo bisa intip percakapan di whatsapp, benarkah? #HASHTAG #HASHTAG HTTPURL",neutral,0.9977452158927917
1.553770836469125e+18,"Haloo @ryoadhi_ 😃👋 Selamat membaca!
""Lagi kejadian yang tak terduga setelah acara Space yang disediakan utk bahas Kominfo, salah satu pembicara mendapatkan teror melalui Whatsapp, nomor tsb dapat mengetahui no pembicara entah..."" https://t.co/PhRmVO1uW4",2022-07-31 15:53:29,1.553455089570169e+18,id,2674103198,0,0,0,0,"haloo @USER :grinning_face_with_big_eyes::waving_hand: selamat membaca! ""lagi kejadian yang tak terduga setelah acara space yang disediakan utk bahas kominfo, salah satu pembicara mendapatkan teror melalui whatsapp, nomor tsb dapat mengetahui no pembicara entah..."" HTTPURL",negative,0.698971152305603
1.553768089652961e+18,"Besok Senin tapi jangan lupa #BlokirKominfo #BlokirJudiOnline  Diblokir Steam PayPal Dota Dustin Tretan Muslim Ruhut Agustus Siswa Diaz Asnawi Filipina Ilyy Henry #BogorBanjirKeju RSUD The Adams 

#BlokirKominfo #BlokirKominfo #BlokirKominfo 

https://t.co/jrnKgGXYXz",2022-07-31 15:42:34,1.553768089652961e+18,id,164119191,1,0,0,0,besok senin tapi jangan lupa #HASHTAG #HASHTAG diblokir steam paypal dota dustin tretan muslim ruhut agustus siswa diaz asnawi filipina ilyy henry #HASHTAG rsud the adams #HASHTAG #HASHTAG #HASHTAG HTTPURL,neutral,0.9680666327476501
1.553766670233403e+18,"BANTU BACA BUAT LAWAN BOOMERS KOMINFO!!!

https://t.co/WanhvOOYmq

#BogorBanjirKeju #BlokirKominfo #BlokirJudiOnline  Diblokir Steam PayPal Dota Dustin Tretan Muslim Ruhut Agustus Siswa Asnawi Filipina Ilyy Henry",2022-07-31 15:36:56,1.553766670233403e+18,id,164119191,2,0,0,0,bantu baca buat lawan boomers kominfo!!! HTTPURL #HASHTAG #HASHTAG #HASHTAG diblokir steam paypal dota dustin tretan muslim ruhut agustus siswa asnawi filipina ilyy henry,neutral,0.8298743963241577
1.553765375627919e+18,Whatsapp udah daftaf kominfo kan? Tapi ttp aja ga aman ckckckckck https://t.co/AXnteWKSSS,2022-07-31 15:31:47,1.553765375627919e+18,id,277929433,0,0,0,0,whatsapp udah daftaf kominfo kan? tapi ttp aja ga aman ckckckckck HTTPURL,negative,0.9903297424316406
1.553765283453493e+18,"@maugendud @ndagels He's kinda an a@£%ole, I'm raging in my whatsapp status about kominfo for whole weekends, damn.",2022-07-31 15:31:25,1.553755653704786e+18,en,2375820116,0,1,0,0,"@USER @USER he's kinda an a@£%ole, i'm raging in my whatsapp status about kominfo for whole weekends, damn.",negative,0.8857725262641907
1.553764218499117e+18,"#BogorBanjirKeju The Adams Dustin Dustin #Dustin Besok Senin #BlokirKominfo Diblokir Steam PayPal Dota Filipina Siswa Agustus RSUD

https://t.co/BCAd4V8165",2022-07-31 15:27:11,1.553764218499117e+18,id,164119191,0,0,0,0,#HASHTAG the adams dustin dustin #HASHTAG besok senin #HASHTAG diblokir steam paypal dota filipina siswa agustus rsud HTTPURL,neutral,0.9796987771987915
1.553763810024247e+18,"https://t.co/BCAd4V8165

#BogorBanjirKeju The Adams Dustin Dustin #Dustin Besok Senin #BlokirKominfo Diblokir Steam PayPal Dota",2022-07-31 15:25:34,1.553763810024247e+18,id,164119191,0,0,0,0,HTTPURL #HASHTAG the adams dustin dustin #HASHTAG besok senin #HASHTAG diblokir steam paypal dota,neutral,0.9828672409057617
1.55375757774116e+18,"Kalau data whatsapp bisa di intip kominfo, apa data paypal juga bisa diintip?
Mohon penjelasannya
#BlokirKominfo",2022-07-31 15:00:48,1.55375757774116e+18,id,1330348584332561920,1,1,1,0,"kalau data whatsapp bisa di intip kominfo, apa data paypal juga bisa diintip? mohon penjelasannya #HASHTAG",neutral,0.9969099164009094
1.553756528179421e+18,https://t.co/X0215g4RkF,2022-07-31 14:56:38,1.553756528179421e+18,zxx,2421788773,0,0,0,0,HTTPURL,neutral,0.41922974586486816
1.553754704471269e+18,"@nandust007 Not me enabling two-step verification on whatsapp bcoz of this
https://t.co/RhIZDPDm4j

And also making this new logo dats more fitting for kominfo https://t.co/ULsuOOI3mr",2022-07-31 14:49:23,1.553747440121311e+18,en,1301197053318409984,0,2,1,0,@USER not me enabling two-step verification on whatsapp bcoz of this HTTPURL and also making this new logo dats more fitting for kominfo HTTPURL,neutral,0.8701342940330505
1.553731456588927e+18,"Bullshit2 yg trending:

""Guys, ada klarifikasi dari temen di kominfo via whatsapp..""

""Gue bukannya mau belain kominfo, ya, tapi..""",2022-07-31 13:17:00,1.553731456588927e+18,id,93882850,37,6,68,1,"bullshit2 yg trending: ""guys, ada klarifikasi dari temen di kominfo via whatsapp.."" ""gue bukannya mau belain kominfo, ya, tapi..""",negative,0.9711430072784424
1.553730507497959e+18,Kominfo Bantah Hoax Bisa Intip Chat WhatsApp Pengguna Lewat Aturan PSE - https://t.co/eDDra6GJfN,2022-07-31 13:13:14,1.553730507497959e+18,id,1447959303499836928,0,0,0,0,kominfo bantah hoax bisa intip chat whatsapp pengguna lewat aturan pse - HTTPURL,neutral,0.9971674084663391
1.553730464351142e+18,Kominfo Bantah Hoax Bisa Intip Chat WhatsApp Pengguna Lewat Aturan PSE - https://t.co/qnMD0gwe8b,2022-07-31 13:13:04,1.553730464351142e+18,id,1346743892385825024,0,0,0,0,kominfo bantah hoax bisa intip chat whatsapp pengguna lewat aturan pse - HTTPURL,neutral,0.9971674084663391
1.553728959442932e+18,"Waktu Whatsapp, FB dan Instagram belum mendaftarkan PSE nya, saya mendukung dan mendesak Kominfo untuk memblokir aplikasi2 tsb. Walaupun saya pengguna aplikasi tsb dan pasti saya dirugikan, tapi itu bukan alasan untuk membiarkan mereka melecehkan aturan negara ini. @ernestprakasa",2022-07-31 13:07:05,1.553728959442932e+18,id,1447610310529981952,8,7,50,0,"waktu whatsapp, fb dan instagram belum mendaftarkan pse nya, saya mendukung dan mendesak kominfo untuk memblokir aplikasi2 tsb. walaupun saya pengguna aplikasi tsb dan pasti saya dirugikan, tapi itu bukan alasan untuk membiarkan mereka melecehkan aturan negara ini. @USER",negative,0.9937823414802551
1.553728604860994e+18,"https://t.co/jrnKgGXYXz

@DustinGeinbee Nunez Innalillahi #BogorBanjirKeju Dustin Tretan Muslim Steam #BlokirKominfo #BlokirJudiOnline PayPal Dota Steam and PayPal Zuma

Dustin Dustin Dustin #BlokirKominfo #BlokirKominfo #BlokirKominfo #BlokirKominfo #BlokirKominfo",2022-07-31 13:05:40,1.553728604860994e+18,et,164119191,0,0,0,0,HTTPURL @USER nunez innalillahi #HASHTAG dustin tretan muslim steam #HASHTAG #HASHTAG paypal dota steam and paypal zuma dustin dustin dustin #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG,neutral,0.9684707522392273
1.553725382020551e+18,Keterangan yg salah! Kominfo bisa “mengintip” isi email pengguna dan WhatsApp https://t.co/TSsJErLy2t,2022-07-31 12:52:52,1.553725382020551e+18,id,73154219,0,0,0,0,keterangan yg salah! kominfo bisa “mengintip” isi email pengguna dan whatsapp HTTPURL,neutral,0.9572810530662537
1.553725181222195e+18,"@tirta_cipeng Dr tirta gakngaul. Alhamdulillah semenjak ada kominfo, kerahasiaan data pribadi kita sudah menyebar, hingga judi online bisa promo ke whatsapp kita langsung. Terima kasih kominfo.",2022-07-31 12:52:04,1.553689098337956e+18,id,52038820,0,1,5,0,"@USER dr tirta gakngaul. alhamdulillah semenjak ada kominfo, kerahasiaan data pribadi kita sudah menyebar, hingga judi online bisa promo ke whatsapp kita langsung. terima kasih kominfo.",positive,0.5629487633705139
1.553720399107871e+18,"#LawanBoomers #BogorBanjirKeju Dustin Tretan Muslim Steam #BlokirKominfo #BlokirJudiOnline PayPal Dota Steam and PayPal Zuma

https://t.co/jrnKgGXYXz",2022-07-31 12:33:04,1.553720399107871e+18,en,164119191,1,0,2,1,#HASHTAG #HASHTAG dustin tretan muslim steam #HASHTAG #HASHTAG paypal dota steam and paypal zuma HTTPURL,neutral,0.9078554511070251
1.553719773481304e+18,"#LawanBoomers #BogorBanjirKeju Dustin Tretan Muslim Steam #BlokirKominfo #BlokirJudiOnline PayPal Dota Steam and PayPal

https://t.co/DDBdPMy1T7",2022-07-31 12:30:35,1.553719773481304e+18,en,1541797605448901120,0,0,0,0,#HASHTAG #HASHTAG dustin tretan muslim steam #HASHTAG #HASHTAG paypal dota steam and paypal HTTPURL,neutral,0.8943836092948914
1.55371923690779e+18,"https://t.co/jrnKgHf1Zz

#LawanBoomers #BogorBanjirKeju Dustin Tretan Muslim Steam #BlokirKominfo #BlokirJudiOnline PayPal Dota",2022-07-31 12:28:27,1.55371923690779e+18,id,164119191,0,0,0,0,HTTPURL #HASHTAG #HASHTAG dustin tretan muslim steam #HASHTAG #HASHTAG paypal dota,neutral,0.9893649816513062
1.553713513272525e+18,"#BogorBanjirKeju pun malu sama #BlokirKominfo Dustin Tretan Muslim Doxing PayPal DOTA Steam Innalillahi Diaz Darwin Nunez Jurgen Klopp Liverpool MALU SAMA LU @kemkominfo 

https://t.co/jrnKgHf1Zz",2022-07-31 12:05:42,1.553713513272525e+18,id,164119191,0,0,0,0,#HASHTAG pun malu sama #HASHTAG dustin tretan muslim doxing paypal dota steam innalillahi diaz darwin nunez jurgen klopp liverpool malu sama lu @USER HTTPURL,negative,0.9664896130561829
1.55371260289461e+18,Akun Ini Serukan Buang Botol Air Pipis ke Gedung Kominfo: Sebuah undangan kepada masyarakat umum untuk membuang botol berisi air pipis diserukan melalui WhatsApp dan Instagram milik… https://t.co/gqGNmxpM0x #News #blokirkominfo #kominfo #blokpolitikpelajar #gedungkominfo,2022-07-31 12:02:05,1.55371260289461e+18,id,123757780,0,1,0,0,akun ini serukan buang botol air pipis ke gedung kominfo: sebuah undangan kepada masyarakat umum untuk membuang botol berisi air pipis diserukan melalui whatsapp dan instagram milik… HTTPURL #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG,neutral,0.9941613078117371
1.55370937653957e+18,"https://t.co/r0WaYhgSXP

Tretan Muslim Hanif Dustin kena DOXING Kominfo

#BlokirKominfo #BlokirKominfo #BlokirKominfo 
PayPal Steam Diblokir",2022-07-31 11:49:16,1.55370937653957e+18,id,164119191,1,0,2,1,HTTPURL tretan muslim hanif dustin kena doxing kominfo #HASHTAG #HASHTAG #HASHTAG paypal steam diblokir,negative,0.6471137404441833
1.553708826011963e+18,"@DustinGeinbee izin Ndan Dustin dinaikin 

https://t.co/BCAd4UPRRX

#BlokirKominfo #BlokirKominfo #BlokirKominfo #BlokirKominfo #BlokirKominfo #BlokirKominfo",2022-07-31 11:47:05,1.553604234503143e+18,id,164119191,2,0,0,0,@USER izin ndan dustin dinaikin HTTPURL #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG,neutral,0.8844934105873108
1.553708572516569e+18,"@DustinGeinbee Dustin

https://t.co/BCAd4UPRRX

#BlokirKominfo 
#BlokirKominfo",2022-07-31 11:46:04,1.553604234503143e+18,en,164119191,1,0,2,0,@USER dustin HTTPURL #HASHTAG #HASHTAG,neutral,0.9637531638145447
1.553706841888084e+18,"Yang bahas PSE Kominfo langsung diteror,WhatsApp di retas 
Duh kok udah mulai ga nyaman sama negara sendiri ya 😩
Semoga tiba2 pangeran Dubai jatuh cinta sm gue Trus diboyong pindah negara",2022-07-31 11:39:12,1.553706841888084e+18,id,1488753822675915008,0,0,0,0,"yang bahas pse kominfo langsung diteror,whatsapp di retas duh kok udah mulai ga nyaman sama negara sendiri ya :weary_face: semoga tiba2 pangeran dubai jatuh cinta sm gue trus diboyong pindah negara",negative,0.9316065311431885
1.553706302785741e+18,pak kominfo jangan  ketawa lihat chat whatsapp saya yang selalu berusaha buat selalu chatan sama dia yak💔 https://t.co/Kha1COCDDY,2022-07-31 11:37:03,1.553706302785741e+18,id,365378473,0,1,0,0,pak kominfo jangan ketawa lihat chat whatsapp saya yang selalu berusaha buat selalu chatan sama dia yak:broken_heart: HTTPURL,negative,0.7337757349014282
1.553703096051593e+18,"@_bagasnanda_ https://t.co/BCAd4UPRRX

#BlokirKominfo Dustin Steam PayPal",2022-07-31 11:24:19,1.553455089570169e+18,en,164119191,0,0,3,0,@USER HTTPURL #HASHTAG dustin steam paypal,neutral,0.9023681282997131
1.553702835199431e+18,"https://t.co/BCAd4UPRRX

@DustinGeinbee 
Dustin #BlokirKominfo Steam Paypal",2022-07-31 11:23:16,1.553702835199431e+18,en,164119191,0,0,1,0,HTTPURL @USER dustin #HASHTAG steam paypal,neutral,0.9018993973731995
1.553702154988564e+18,"Buzzer kominfo yg neror lewat tlfn sama whatsapp nih tai sih, kelakuan lebih2 dr debt collector pinjol lo pada jingan :)",2022-07-31 11:20:34,1.553702154988564e+18,id,1299881314494021888,0,0,0,0,"buzzer kominfo yg neror lewat tlfn sama whatsapp nih tai sih, kelakuan lebih2 dr debt collector pinjol lo pada jingan :)",negative,0.989572286605835
1.553701403180544e+18,"Saya tidak menemukan sosok juru bicara di tengah keributan blokir oleh Kominfo, ini sungguh mengherankan karena Kominfo pernah punya pak Gatot S Dewa Broto. Googling singkat, saya menemukan ada nama Dedy Permadi dan ada di rilis resmi kementerian.

Link: https://t.co/IX1683vnuL https://t.co/kGMkiKSKy8",2022-07-31 11:17:35,1.553701403180544e+18,id,38590241,3,1,6,0,"saya tidak menemukan sosok juru bicara di tengah keributan blokir oleh kominfo, ini sungguh mengherankan karena kominfo pernah punya pak gatot s dewa broto. googling singkat, saya menemukan ada nama dedy permadi dan ada di rilis resmi kementerian. link: HTTPURL HTTPURL",negative,0.5841453075408936
1.55370095585801e+18,"Izin tag bang @DustinGeinbee dan share cuitan abang via artikel

https://t.co/zWi0miDAEz",2022-07-31 11:15:48,1.55370095585801e+18,id,487399795,0,0,0,0,izin tag bang @USER dan share cuitan abang via artikel HTTPURL,neutral,0.8689631819725037
1.553699503953236e+18,"Misinformasi! Kominfo bisa ""intip"" isi surel dan WhatsApp pengguna https://t.co/SpDGY6ADsI",2022-07-31 11:10:02,1.553699503953236e+18,id,18071520,0,1,0,0,"misinformasi! kominfo bisa ""intip"" isi surel dan whatsapp pengguna HTTPURL",neutral,0.9965812563896179
1.553696296560886e+18,Kominfo Bisa Intip Chat Whatsapp dan Email lewat Aturan PSE https://t.co/M7sBI4GZV3,2022-07-31 10:57:18,1.553696296560886e+18,id,1549145851859463936,0,0,0,0,kominfo bisa intip chat whatsapp dan email lewat aturan pse HTTPURL,neutral,0.9971874356269836
1.553695746594988e+18,kalo whatsapp sepi ngatain kominfo aja nanti juga rame,2022-07-31 10:55:06,1.553695746594988e+18,id,1087271863078683008,0,0,1,0,kalo whatsapp sepi ngatain kominfo aja nanti juga rame,negative,0.9788402318954468
1.553692468268261e+18,"kenapa ya kominfo ngga retas whatsapp saya aja?
inilo temen saya ada yg ngajakin narkoba masa bapak diem aja",2022-07-31 10:42:05,1.553692468268261e+18,id,1384591585946468096,0,0,0,0,kenapa ya kominfo ngga retas whatsapp saya aja? inilo temen saya ada yg ngajakin narkoba masa bapak diem aja,negative,0.9935413599014282
1.553687465038332e+18,"@bagiwang @detikcom Maaf bukan pajak guys, tapi aturan lain yg tidak dipenuhi (beritanya jg udah dihapus tuh)...ttp aja aturan harus ditegakkan

https://t.co/J9komw0waP",2022-07-31 10:22:12,1.553528866815328e+18,id,1547658233405246976,0,0,0,0,"@USER @USER maaf bukan pajak guys, tapi aturan lain yg tidak dipenuhi (beritanya jg udah dihapus tuh)...ttp aja aturan harus ditegakkan HTTPURL",negative,0.8282816410064697
1.553680248235241e+18,Temenku bikin grup whatsapp isinya mau nge report @djikp kominfo rame rame wkwk. Gimaha nih tanggapannya pak?,2022-07-31 09:53:31,1.553680248235241e+18,id,566802361,0,0,0,0,temenku bikin grup whatsapp isinya mau nge report @USER kominfo rame rame wkwk. gimaha nih tanggapannya pak?,negative,0.7283589839935303
1.553678071865418e+18,"Pantesan kominfo ngga pernah termotivasi buat ngebasmi spam call/sms/whatsapp...orang mereka sendiri ""make"" kok buat neror orang2 yg mencoba mengkritik https://t.co/apacYHPvRe",2022-07-31 09:44:52,1.553678071865418e+18,id,1067097850905976960,3,0,6,0,"pantesan kominfo ngga pernah termotivasi buat ngebasmi spam call/sms/whatsapp...orang mereka sendiri ""make"" kok buat neror orang2 yg mencoba mengkritik HTTPURL",negative,0.9962027668952942
1.553670047561916e+18,"Hingga hari ini, terdapat 9.039 platform dari 5.453 PSE yang sudah mendaftar. Kominfo juga menangguhkan 63 PSE karena datanya tidak lengkap atau tidak sesuai.

https://t.co/RIor8uWXPw",2022-07-31 09:12:59,1.553670047561916e+18,id,829366551446818816,1,1,12,0,"hingga hari ini, terdapat 9.039 platform dari 5.453 pse yang sudah mendaftar. kominfo juga menangguhkan 63 pse karena datanya tidak lengkap atau tidak sesuai. HTTPURL",neutral,0.8377524614334106
1.553665337412833e+18,"space soal kominfo, bahas kebobrokan kominfo, kena teror setelah nomor whatsapp bisa bocor, di mana keamanan data pribadi seharusnya jadi concern kominfo.

lawak banget negara ini https://t.co/GSBSkt1Hs0",2022-07-31 08:54:16,1.553665337412833e+18,id,3087624510,28,0,24,2,"space soal kominfo, bahas kebobrokan kominfo, kena teror setelah nomor whatsapp bisa bocor, di mana keamanan data pribadi seharusnya jadi concern kominfo. lawak banget negara ini HTTPURL",negative,0.9928252696990967
1.553657493397832e+18,"Melalui aturan tersebut, pemerintah nantinya bisa melihat isi pesan walaupun aplikasi tersebut diklaim memiliki fitur enkripsi.

""Iya sangat memungkinkan (Kominfo intip percakapan WhatsApp pengguna-red),"" ujar pakar keamanan siber dari CISSReC, Pratama Persadha, Rabu (27/7).",2022-07-31 08:23:06,1.553657485986533e+18,id,1171370786,0,1,0,0,"melalui aturan tersebut, pemerintah nantinya bisa melihat isi pesan walaupun aplikasi tersebut diklaim memiliki fitur enkripsi. ""iya sangat memungkinkan (kominfo intip percakapan whatsapp pengguna-red),"" ujar pakar keamanan siber dari cissrec, pratama persadha, rabu (27/7).",neutral,0.9845083951950073
1.553650978658079e+18,"@detikcom Halah... Ngeles aja... Intinya cuma 1, kominfo males nyaring lagi semua para pendaftar. Sekarang gini, ada 1 BPR mendaftar whatsapp, IG, Tiktok, FB, dsb, hanya karena utk OTP, promosi, itu gunanya apa? Apakah whatsapp, IG, dkk, itu buatan mereka (BPR)?",2022-07-31 07:57:13,1.553632415742042e+18,id,19059406,0,0,1,0,"@USER halah... ngeles aja... intinya cuma 1, kominfo males nyaring lagi semua para pendaftar. sekarang gini, ada 1 bpr mendaftar whatsapp, ig, tiktok, fb, dsb, hanya karena utk otp, promosi, itu gunanya apa? apakah whatsapp, ig, dkk, itu buatan mereka (bpr)?",negative,0.9951766729354858
1.55363997983821e+18,"I wasnt that bothered by this kominfo thingy at first UNTIL THIS ONE GUY GET TERRORIZED THROUGH WHATSAPP. Kek anjing perlindungan data pse pse apaan sih? 

You just making rules for your own benefit jir. Makin ancur aja ni negara.",2022-07-31 07:13:31,1.55363997983821e+18,en,1510586799260765952,0,1,1,0,i wasnt that bothered by this kominfo thingy at first until this one guy get terrorized through whatsapp. kek anjing perlindungan data pse pse apaan sih? you just making rules for your own benefit jir. makin ancur aja ni negara.,negative,0.6906793117523193
1.553639584499569e+18,"@qorygore Btw gw ada solusi nya buat unblock dan bypass web atau app yg kena block si kominfo. No vpn, ini aman. Cara ini gw pake dari dulu pas rame²nya pilpres trus sampe WhatsApp di blok gabisa update status sama kirim gambar. Sampai skrng ini masih di pake dan aman.",2022-07-31 07:11:56,1.553315033857241e+18,id,2651348197,0,3,0,0,"@USER btw gw ada solusi nya buat unblock dan bypass web atau app yg kena block si kominfo. no vpn, ini aman. cara ini gw pake dari dulu pas rame²nya pilpres trus sampe whatsapp di blok gabisa update status sama kirim gambar. sampai skrng ini masih di pake dan aman.",neutral,0.8201696276664734
1.553632672064639e+18,"@Void9_ @verge ""B-b-but we know how to use WhatsApp and michat, that's communication right????""

-kominfo probably",2022-07-31 06:44:28,1.553447686380167e+18,en,1405173050463505920,1,0,31,0,"@USER @USER ""b-b-but we know how to use whatsapp and michat, that's communication right????"" -kominfo probably",neutral,0.9061239361763
1.553620711377232e+18,"@overthinking_d jangan sampai dibaca oleh kominfo, pekerjaanku akan sangat terganggu jika benar tanpa whatsapp",2022-07-31 05:56:57,1.553262208540344e+18,id,1409176672406938112,0,0,0,0,"@USER jangan sampai dibaca oleh kominfo, pekerjaanku akan sangat terganggu jika benar tanpa whatsapp",negative,0.996437668800354
