id,created_at,lang,author_id,text,conversation_id,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.553302562048119e+18,2022-07-30 08:52:44,id,1238775728.0,Cokk lucu2 komen2 kolom instagram Kominfo wkwkwk,1.553302562048119e+18,0,0,0,0,cokk lucu2 komen2 kolom instagram kominfo wkwkwk,negative,0.4901995360851288
1.553293111983755e+18,2022-07-30 08:15:11,id,1.216169322646659e+18,"Sesuatu yang ga bisa gue share ke instagram adalah… kominfo ngentot banget, masa sampe paypal ke block!?

apalagi ini tu mendekati tanggal gajian yang pasti ada orang gajian via paypal. dimana? dimana otak lo!",1.553293111983755e+18,0,0,0,0,"sesuatu yang ga bisa gue share ke instagram adalah… kominfo ngentot banget, masa sampe paypal ke block!? apalagi ini tu mendekati tanggal gajian yang pasti ada orang gajian via paypal. dimana? dimana otak lo!",negative,0.9745362401008606
1.553292860660654e+18,2022-07-30 08:14:11,id,1.490529555786125e+18,"Tagar #BlokirKominfo menjadi trending topic setelah ramai diperbincangkan di Twitter. Hal tersebut dikarenakan Kementerian Kominfo telah memblokir beberapa platform digital atau situs dini hari tadi.

#besmartidn

Selengkapnya klik link di bawah ini👇👇👇
https://t.co/MAGohly1Nb",1.553292860660654e+18,0,0,0,0,tagar #HASHTAG menjadi trending topic setelah ramai diperbincangkan di twitter. hal tersebut dikarenakan kementerian kominfo telah memblokir beberapa platform digital atau situs dini hari tadi. #HASHTAG selengkapnya klik link di bawah ini:backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down: HTTPURL,neutral,0.9850957989692688
1.553288551055376e+18,2022-07-30 07:57:03,en,2269734722.0,"Counter strike website was blocked and I can't open the Counter-strike series because this website was blocked by Kominfo 😭😭😭😭😭😭😭.

#counterstrike #counterstrikeglobaloffensive #counterstrikeonline #kominfo https://t.co/SEgVXM7zas",1.553288551055376e+18,0,0,1,0,counter strike website was blocked and i can't open the counter-strike series because this website was blocked by kominfo :loudly_crying_face::loudly_crying_face::loudly_crying_face:. #HASHTAG #HASHTAG #HASHTAG #HASHTAG HTTPURL,negative,0.706767737865448
1.553288130156904e+18,2022-07-30 07:55:23,tl,1148030023.0,"Official account of Himahara UGM
Line: @lrq8192m
Twitter: @HimaharaUGM
Instagram: himaharaugm
E-mail: himahara.fib@ugm.ac.id
________

Departemen Kominfo
HIMAHARA UGM 2022",1.553288126822433e+18,0,0,0,0,official account of himahara ugm line: @USER twitter: @USER instagram: himaharaugm e-mail: himahara.fib@ugm.ac.id ________ departemen kominfo himahara ugm 2022,neutral,0.990301251411438
1.553284050206466e+18,2022-07-30 07:39:10,en,2269734722.0,"Paypal was blocked by Kominfo 😭😭😭😭😭

#kominfo #paypal https://t.co/w9jG0VfHWN",1.553284050206466e+18,0,0,0,0,paypal was blocked by kominfo :loudly_crying_face::loudly_crying_face::loudly_crying_face: #HASHTAG #HASHTAG HTTPURL,neutral,0.5724279880523682
1.553283385014882e+18,2022-07-30 07:36:32,id,1.252799572893512e+18,"Pemblokiran PayPal hingga Steam memicu kecaman dari masyarakat. Instagram Kominfo banjir hujatan dan tagar BlokirKominfo trending Twitter.
#kominfo #paypal #paytren #blokirkominfo #instagram #twitter #steam #pakevpn #johnnygplate #gmail #slot

https://t.co/airnbEezCZ",1.553283385014882e+18,1,0,0,0,pemblokiran paypal hingga steam memicu kecaman dari masyarakat. instagram kominfo banjir hujatan dan tagar blokirkominfo trending twitter. #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG HTTPURL,neutral,0.9094416499137878
1.553279006719455e+18,2022-07-30 07:19:08,en,9.13766831457919e+17,"I was wondering if I would be as angry at Kominfo's action if it was the European Union who did so. I mean, say, if the EU decided to block Instagram because the company that owns it failed to adhere to some regulations. Would I be angry at the EU too?",1.553279006719455e+18,0,2,0,0,"i was wondering if i would be as angry at kominfo's action if it was the european union who did so. i mean, say, if the eu decided to block instagram because the company that owns it failed to adhere to some regulations. would i be angry at the eu too?",negative,0.6128163933753967
1.553276863681688e+18,2022-07-30 07:10:37,id,32358893.0,"Buat yang ingin masuk industri e-sports, tinggalin aja mimpi kalian karena banyak situs game diblokir oleh Kementerian Komunikasi dan Informatika (Kominfo).

Kominfo mulai memblokir sejumlah Penyelenggara Sistem Elektronik (PSE) Lingkup Privat (platform … https://t.co/obcm7njrXQ https://t.co/cqPzJ4gAVy",1.553276863681688e+18,1,0,0,0,"buat yang ingin masuk industri e-sports, tinggalin aja mimpi kalian karena banyak situs game diblokir oleh kementerian komunikasi dan informatika (kominfo). kominfo mulai memblokir sejumlah penyelenggara sistem elektronik (pse) lingkup privat (platform … HTTPURL HTTPURL",neutral,0.9288111329078674
1.553275452499714e+18,2022-07-30 07:05:00,id,86009387.0,"@vincentrcrd @kemkominfo Youtube instagram spotify padahal biar sekalian diblokir,
Biar semua orang tambah muak sama kominfo",1.553252653584744e+18,11,6,364,3,"@USER @USER youtube instagram spotify padahal biar sekalian diblokir, biar semua orang tambah muak sama kominfo",negative,0.9974566102027893
1.55326965926871e+18,2022-07-30 06:41:59,id,1.159285869032817e+18,"Baru bangun denger steam, dll + paypal di ban kominfo. Ga sekalian instagram, tiktok, semua sosmed di ban biar balik ke zaman batu",1.55326965926871e+18,0,0,0,0,"baru bangun denger steam, dll + paypal di ban kominfo. ga sekalian instagram, tiktok, semua sosmed di ban biar balik ke zaman batu",negative,0.9619027972221375
1.553268157670117e+18,2022-07-30 06:36:01,en,7.846883228283904e+17,"Kominfo instagram is full with hates comments and I'm not even surprised.

But you need to take other level fellow Indonesian moots, like massive report for their accounts maybe?",1.553268157670117e+18,0,0,0,0,"kominfo instagram is full with hates comments and i'm not even surprised. but you need to take other level fellow indonesian moots, like massive report for their accounts maybe?",negative,0.9237276315689087
1.553267874780787e+18,2022-07-30 06:34:54,id,1695505862.0,"Kominfo bikin ribet, simple sih sejauh ini solusinya, indonesia gabutuh vpn 😛 cobain!

https://t.co/t1mu7G8vBO

#BlokirKominfo",1.553267874780787e+18,0,0,0,0,"kominfo bikin ribet, simple sih sejauh ini solusinya, indonesia gabutuh vpn :face_with_tongue: cobain! HTTPURL #HASHTAG",neutral,0.7388271689414978
1.553266327036772e+18,2022-07-30 06:28:45,id,1.313731477050331e+18,"@kemkominfo Gelar Seminar Literasi Digital untuk Pesantren

Informasi lebih lanjut mengenai kegiatan dan info literasi digital dapat diakses melalui media sosial Instagram @siberkreasi, @literasidigitalkominfo atau website https://t.co/fxEudHS0RS.
https://t.co/8dRnWv6COV",1.553266327036772e+18,1,0,1,0,@USER gelar seminar literasi digital untuk pesantren informasi lebih lanjut mengenai kegiatan dan info literasi digital dapat diakses melalui media sosial instagram @USER @USER atau website HTTPURL HTTPURL,neutral,0.9951877593994141
1.553263024047276e+18,2022-07-30 06:15:37,no,373808045.0,"TENTANG KOMINGFO 
PART I
.

#Kominfo #komingfo #info #ingfo #lawak #blokirkominfo#blokir https://t.co/dERNuoWpQD",1.553263024047276e+18,0,0,0,0,tentang komingfo part i . #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG#HASHTAG HTTPURL,neutral,0.9865670800209045
1.553259925580628e+18,2022-07-30 06:03:19,id,1.196475072166289e+18,dm instagram ga di blokir kominfo kan? dm ku di read aja engga 🗿,1.553259925580628e+18,0,2,0,0,dm instagram ga di blokir kominfo kan? dm ku di read aja engga :moai:,negative,0.5640926957130432
1.553258610234642e+18,2022-07-30 05:58:05,id,1.284061445148209e+18,💭 ini instagram diblokir kominfo kah? kok di aku hitam gak bisa login? mau buka aplikasi ig aja gak bisaa 🙁,1.553258610234642e+18,0,21,0,0,:thought_balloon: ini instagram diblokir kominfo kah? kok di aku hitam gak bisa login? mau buka aplikasi ig aja gak bisaa :slightly_frowning_face:,negative,0.6444349884986877
1.553254392500957e+18,2022-07-30 05:41:19,id,458966922.0,kominfo lawak... 😅😅😅 https://t.co/1Gz04kHklR,1.553254392500957e+18,0,0,0,0,kominfo lawak... :grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat: HTTPURL,negative,0.46504056453704834
1.553249873826578e+18,2022-07-30 05:23:22,id,1.215631249466724e+18,nunggu kominfo blokir whatsapp sama instagram,1.553249873826578e+18,0,0,0,0,nunggu kominfo blokir whatsapp sama instagram,neutral,0.9784919023513794
1.553249123016487e+18,2022-07-30 05:20:23,id,155056437.0,Harusnya kominfo sekalian blokir twitter dan instagram biar gada yg julidin lwt cuitan. 🥺,1.553249123016487e+18,0,1,0,0,harusnya kominfo sekalian blokir twitter dan instagram biar gada yg julidin lwt cuitan. :pleading_face:,negative,0.6962724328041077
1.553248818283553e+18,2022-07-30 05:19:10,id,1.338366812782674e+18,Baru saja mengirim foto @ Kominfo pusat https://t.co/TwThu6zLjV,1.553248818283553e+18,0,0,0,0,baru saja mengirim foto @USER kominfo pusat HTTPURL,neutral,0.9962557554244995
1.553248808821457e+18,2022-07-30 05:19:08,id,1.089411480791835e+18,@bukankenalanmu Suruh ngurusin Instagram hima aja lah Kominfo,1.553244901676286e+18,0,1,0,0,@USER suruh ngurusin instagram hima aja lah kominfo,negative,0.8762806057929993
1.553246773799715e+18,2022-07-30 05:11:03,id,3279893270.0,"⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣Mau Beli #laptop tapi bingung milihnya ?cek aja instagram Store @laptonstore 
Banyak pilihan #laptopsecond yang murah kunjungi store:
📍#bandungtrademall
#bandung
#depok #bogor #BlokirKominfo 
Pake VPN
#tahunbaruislam #kominfo #Neighbours https://t.co/6de9QDt0F2",1.553246773799715e+18,0,0,1,0,⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣mau beli #HASHTAG tapi bingung milihnya ?cek aja instagram store @USER banyak pilihan #HASHTAG yang murah kunjungi store: :round_pushpin:#HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG pake vpn #HASHTAG #HASHTAG #HASHTAG HTTPURL,neutral,0.9018263220787048
1.553243871479742e+18,2022-07-30 04:59:31,id,1.535191601806742e+18,"#BlokirKominfo Jadi Trending Topic Di Twitter, Netizen Serang Instagram Kominfo: Matiin Rejeki Orang Lo – https://t.co/0g2gvGizBa – https://t.co/Ym6IJo2zGD – #Opsitek https://t.co/vrVLd1z6Hl",1.553243871479742e+18,0,0,0,0,"#HASHTAG jadi trending topic di twitter, netizen serang instagram kominfo: matiin rejeki orang lo – HTTPURL – HTTPURL – #HASHTAG HTTPURL",neutral,0.8210965394973755
1.553242210975752e+18,2022-07-30 04:52:55,id,797619252.0,"Gawai-nya Admin Kominfo penuh notifikasi, tak ada hentinya, baik itu dari Twitter, instagram, atau media sosial yang lainnya. Isinya sebagian besar adalah kecaman dan hujatan atas acara blokir masal dan asal.

Admin Kominfo be like: https://t.co/1Zal1HZt3T",1.553242210975752e+18,0,1,1,0,"gawai-nya admin kominfo penuh notifikasi, tak ada hentinya, baik itu dari twitter, instagram, atau media sosial yang lainnya. isinya sebagian besar adalah kecaman dan hujatan atas acara blokir masal dan asal. admin kominfo be like: HTTPURL",negative,0.9853375554084778
1.553241858360259e+18,2022-07-30 04:51:31,id,7.342450908355953e+17,"Duh Padahal Battlefury udah mau jadi! 😢

Gimana tanggapan kalian?

#dota2 #dota2indonesia #BlokirKominfo #dotaindo #dota2indo #dotaindonesia #steam #kominfo #blokir #esports #esportsindonesia #ligagame
https://t.co/KFPR75FNgX",1.553241858360259e+18,2,0,3,0,duh padahal battlefury udah mau jadi! :crying_face: gimana tanggapan kalian? #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG HTTPURL,negative,0.7524439096450806
1.553241245731852e+18,2022-07-30 04:49:05,id,1.51107842134596e+18,"""Matiin rejeki orang lo,"" ucap salah satu netizen.

#BlokirKominfo Jadi Trending Topic Di Twitter, Netizen Serang Instagram Kominfo: Matiin Rejeki Orang Lo

https://t.co/D3AA1HBAf2",1.553241245731852e+18,0,0,1,0,"""matiin rejeki orang lo,"" ucap salah satu netizen. #HASHTAG jadi trending topic di twitter, netizen serang instagram kominfo: matiin rejeki orang lo HTTPURL",negative,0.965918242931366
1.553237475497087e+18,2022-07-30 04:34:06,id,1.120195919004049e+18,"Kominfo

https://t.co/cXkX7y2IfR",1.553237475497087e+18,0,0,0,0,kominfo HTTPURL,neutral,0.9583085179328918
1.553234972974395e+18,2022-07-30 04:24:09,id,1.016118455022465e+18,"Harusnya Instagram &amp; Tiktok gausah daftar ke Kominfo. biar di blokir trus nanti yg marah-marah se-Indonesia. Keos kan tuh. Kominfo dibubarin deh
#BlokirKominfo",1.553234972974395e+18,1,0,0,0,harusnya instagram & tiktok gausah daftar ke kominfo. biar di blokir trus nanti yg marah-marah se-indonesia. keos kan tuh. kominfo dibubarin deh #HASHTAG,negative,0.9904600381851196
1.553233570679837e+18,2022-07-30 04:18:35,id,58880688.0,"#BlokirKominfo Jadi Trending Topic Di Twitter, Netizen Serang Instagram Kominfo: Matiin Rejeki Orang Lo https://t.co/Kt1NInngh9",1.553233570679837e+18,1,1,0,0,"#HASHTAG jadi trending topic di twitter, netizen serang instagram kominfo: matiin rejeki orang lo HTTPURL",negative,0.5916618704795837
1.553232121204195e+18,2022-07-30 04:12:50,id,1.323580783110468e+18,"Bangun bangun buka instagram.. first posting yg gw liat..
Kominfo ajg:') 
Refund semua uang aku yg udh kd pake di steam",1.553232121204195e+18,0,0,0,0,bangun bangun buka instagram.. first posting yg gw liat.. kominfo ajg:') refund semua uang aku yg udh kd pake di steam,neutral,0.9794070720672607
1.553230216633324e+18,2022-07-30 04:05:15,id,60217127.0,"Pengen banget ngintilin orang2 yg kerja di kominfo. Penasaran mrk kerjaannya ngapain sih

Bikin live TikTok/YouTube/Instagram biar pada tahu dan ngehujat rame2 klo ada yg maen Zuma/gak bisa buka email dan emailnya pake gmail https://t.co/Nomd0ZIJIk",1.553230216633324e+18,0,0,0,0,pengen banget ngintilin orang2 yg kerja di kominfo. penasaran mrk kerjaannya ngapain sih bikin live tiktok/youtube/instagram biar pada tahu dan ngehujat rame2 klo ada yg maen zuma/gak bisa buka email dan emailnya pake gmail HTTPURL,negative,0.6816505193710327
1.553229940631704e+18,2022-07-30 04:04:10,id,1.128917666993861e+18,"Kominfo blokir Steam, Origin, Epic Game Store, dan PayPal pagi ini. Kalau udah kyk gini blokir Instagram Twitter juga lah biar semua orang menderita, jangan gamer aja yang diginiin.",1.553229940631704e+18,0,0,1,0,"kominfo blokir steam, origin, epic game store, dan paypal pagi ini. kalau udah kyk gini blokir instagram twitter juga lah biar semua orang menderita, jangan gamer aja yang diginiin.",negative,0.9854700565338135
1.553226142471328e+18,2022-07-30 03:49:04,id,9.7234220056141e+17,"Harusnya twitter sama instagram nggak usah daftar PSE, biar kominfo bingung sendiri nggak bisa upload kegiatan mereka kemana-mana. Kalau ada mereka posting, nah berarti ketahuan pake DNS-DNS juga.",1.553226142471328e+18,0,0,0,0,"harusnya twitter sama instagram nggak usah daftar pse, biar kominfo bingung sendiri nggak bisa upload kegiatan mereka kemana-mana. kalau ada mereka posting, nah berarti ketahuan pake dns-dns juga.",negative,0.9607858657836914
1.553222545943368e+18,2022-07-30 03:34:47,id,272896369.0,"#BlokirKominfo dari twitter, instagram, youtube sampe akun resmi kominfo udah reported to google.",1.553222545943368e+18,0,0,0,0,"#HASHTAG dari twitter, instagram, youtube sampe akun resmi kominfo udah reported to google.",neutral,0.9972901344299316
1.553212005313483e+18,2022-07-30 02:52:54,id,1.531556062653846e+18,"Kominfo gak blokir Facebook,Twitter,Instagram karena akunnya udah centang biru,🙂🙂#BlokirKominfo",1.553212005313483e+18,0,0,1,0,"kominfo gak blokir facebook,twitter,instagram karena akunnya udah centang biru,:slightly_smiling_face::slightly_smiling_face:#HASHTAG",neutral,0.9953259229660034
1.553199166259544e+18,2022-07-30 02:01:52,id,1.538986831089238e+18,"Open jasa hack akun media
✓ Instagram
✓ Facebook
✓ WhatsApp
✓ Twitter
✓ Gmail
Silahkan DM 
.

#BlokirKominfo Paypal Ardhito susu serdadu bergizi #zonauang #zonajajan #zonaba #MuharramBulanMulia #MaineMendoza #kominfo #BandungBasah #JakartaxBeauty2022 #BandungBasah #BBNaija https://t.co/SiPL76aCl8",1.553199166259544e+18,0,0,0,0,open jasa hack akun media ✓ instagram ✓ facebook ✓ whatsapp ✓ twitter ✓ gmail silahkan dm . #HASHTAG paypal ardhito susu serdadu bergizi #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG HTTPURL,neutral,0.9792714715003967
1.553194812207436e+18,2022-07-30 01:44:34,id,1.125409246705738e+18,Kemarin katanya Instagram mau di blokir sedang kan Kominfo sendiri main Instagram dll.lucu nhe bloki app lain tapi diri sendiri main lucu llucu         #BlokirKominfo,1.553194812207436e+18,0,0,0,0,kemarin katanya instagram mau di blokir sedang kan kominfo sendiri main instagram dll.lucu nhe bloki app lain tapi diri sendiri main lucu llucu #HASHTAG,negative,0.991534948348999
1.553189964266873e+18,2022-07-30 01:25:19,id,483582760.0,"Turut berduka untuk rekan2 gamers se-Indonesia.

Karangan bunga tampaknya cocok untuk Kominfo. https://t.co/q83ZnMD5io",1.553189964266873e+18,0,0,0,0,turut berduka untuk rekan2 gamers se-indonesia. karangan bunga tampaknya cocok untuk kominfo. HTTPURL,neutral,0.83623868227005
1.5531866281682e+18,2022-07-30 01:12:03,id,193548512.0,"mending instagram aja yang diblokir kominfo, steam jangan",1.5531866281682e+18,0,0,0,0,"mending instagram aja yang diblokir kominfo, steam jangan",negative,0.7860286235809326
1.553179004638601e+18,2022-07-30 00:41:46,id,1.203278328569819e+18,cukup fans windah yang bisa ngerusakin komenan instagram kominfo,1.553179004638601e+18,0,0,0,0,cukup fans windah yang bisa ngerusakin komenan instagram kominfo,negative,0.972058117389679
1.553174969953137e+18,2022-07-30 00:25:44,id,1.025884182210273e+18,Udah instagram ku error sekarang ditambah lagi kominfo bgst,1.553174969953137e+18,0,0,0,0,udah instagram ku error sekarang ditambah lagi kominfo bgst,negative,0.9960530996322632
1.553167669402431e+18,2022-07-29 23:56:43,id,1.231707001253593e+18,Mending kominfo blockir instagram aja daripada steam,1.553167669402431e+18,0,0,0,0,mending kominfo blockir instagram aja daripada steam,negative,0.9622888565063477
