id,conversation_id,lang,author_id,text,created_at,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.553376555513983e+18,1.553376555513983e+18,id,740630232.0,"Kominfo gak blokir WhatsApp kayanya, tapi kok chatku centang satu ya?",2022-07-30 13:46:45,0,1,0,0,"kominfo gak blokir whatsapp kayanya, tapi kok chatku centang satu ya?",neutral,0.624262809753418
1.553376064885273e+18,1.553357252626502e+18,id,1.168696591915504e+18,@taeeehyung9 @convomf lah ga tau yang? kan WhatsApp kita skrg dipantau sama Kominfo katanya sih itu juga😌,2022-07-30 13:44:48,0,1,0,0,@USER @USER lah ga tau yang? kan whatsapp kita skrg dipantau sama kominfo katanya sih itu juga:relieved_face:,negative,0.7606907486915588
1.553373608587989e+18,1.553373608587989e+18,id,1.064054718551347e+18,"Chat gbtan cuman diread, kominfo pasti sedih lihat isi whatsapp ku",2022-07-30 13:35:03,0,0,0,0,"chat gbtan cuman diread, kominfo pasti sedih lihat isi whatsapp ku",negative,0.9971006512641907
1.553372288170721e+18,1.553372288170721e+18,id,87394246.0,"Nomer ga dikenal aja udh mulai masuk WhatsApp bc ga jelas tau2 jualan bikin risih, padahal nomer ga banyak yg tau, taik kotok bgt emg kominfo malah blokir apps yg penting2 🤧",2022-07-30 13:29:48,0,0,0,0,"nomer ga dikenal aja udh mulai masuk whatsapp bc ga jelas tau2 jualan bikin risih, padahal nomer ga banyak yg tau, taik kotok bgt emg kominfo malah blokir apps yg penting2 :sneezing_face:",negative,0.995377779006958
1.553368379784049e+18,1.553188847617331e+18,id,7.516977206712812e+17,"@kemkominfo Lewat PSE, KOMINFO bisa baca WHATSAPP DAN GMAIL,
Sumber : PSE",2022-07-30 13:14:16,0,0,0,0,"@USER lewat pse, kominfo bisa baca whatsapp dan gmail, sumber : pse",neutral,0.9972971081733704
1.553368199697035e+18,1.553368199697035e+18,id,1.298767051868127e+18,"Kominfo gblk, gk mikir tolol..kek bapak2 yg gk ngerti pake whatsapp #kominfo #BlokirKominfo",2022-07-30 13:13:33,0,0,1,0,"kominfo gblk, gk mikir tolol..kek bapak2 yg gk ngerti pake whatsapp #HASHTAG #HASHTAG",negative,0.6374936699867249
1.553363295108665e+18,1.55317227756261e+18,id,1.254950020391907e+18,"@euniceapril yaaa kalo soal ""melindungi data"" mereka bisa seenaknya sadap chat sih, termasuk whatsapp yang dibilang dienkripsi
kalo kominfo mau, harus kasi istilahnya",2022-07-30 12:54:04,0,0,0,0,"@USER yaaa kalo soal ""melindungi data"" mereka bisa seenaknya sadap chat sih, termasuk whatsapp yang dibilang dienkripsi kalo kominfo mau, harus kasi istilahnya",negative,0.9553070068359375
1.553360284693438e+18,1.553360284693438e+18,id,1.483064542829871e+18,"Beredar kabar bahwa kominfo bisa mengintai pesan whatsapp dan gmail aabila platform tersebut terdaftar di PSE, kabar tersebut di bantah direktur jendral kominfo semuel abrijani bahwa konten whatsapp dan gmail hanya bisa dilihat penerima dan pengirim.
#UUITE #BlokirKominfo https://t.co/GPxXGzodt7",2022-07-30 12:42:06,0,0,0,0,"beredar kabar bahwa kominfo bisa mengintai pesan whatsapp dan gmail aabila platform tersebut terdaftar di pse, kabar tersebut di bantah direktur jendral kominfo semuel abrijani bahwa konten whatsapp dan gmail hanya bisa dilihat penerima dan pengirim. #HASHTAG #HASHTAG HTTPURL",neutral,0.7127255201339722
1.553358945112441e+18,1.553130747971731e+18,en,2877780180.0,"@abepratomo @balyaw23 @Steam oh yes... of course....
https://t.co/0qGzp6CSWQ",2022-07-30 12:36:47,0,0,0,0,@USER @USER @USER oh yes... of course.... HTTPURL,positive,0.9153692126274109
1.553346920181277e+18,1.553346920181277e+18,id,1.533275723301278e+18,"Tujuan Kominfo Wajibkan WhatsApp dkk Daftar PSE, Jaga Ruang Digital hingga Wujudkan Keadilan

Klik untuk baca: https://t.co/Q3EnbDCrg5",2022-07-30 11:49:00,0,0,0,0,"tujuan kominfo wajibkan whatsapp dkk daftar pse, jaga ruang digital hingga wujudkan keadilan klik untuk baca: HTTPURL",neutral,0.9966925382614136
1.553328652301267e+18,1.553328652301267e+18,id,1.550146958278291e+18,"Kenapa Kominfo makin tahun makin ga jelas? sekarang game semua di blok servernya, kayak game dari steam...

terus yang baru lagi mereka lewat PSE bisa intip chat WhatsApp (sosmed) dan gmail wkwkw kocak!

#BlokirKominfo #PSEMelanggarHAM",2022-07-30 10:36:24,0,0,2,0,"kenapa kominfo makin tahun makin ga jelas? sekarang game semua di blok servernya, kayak game dari steam... terus yang baru lagi mereka lewat pse bisa intip chat whatsapp (sosmed) dan gmail wkwkw kocak! #HASHTAG #HASHTAG",negative,0.9700495004653931
1.553322726802457e+18,1.553315033857241e+18,id,1.175922641875505e+18,"@qorygore Kominfo bisa intip pesan di WhatsApp ya? coba dibalik, kalo liat kinerja &amp; anggaran Kominfo boleh gak ya? 🏂",2022-07-30 10:12:52,0,0,0,0,"@USER kominfo bisa intip pesan di whatsapp ya? coba dibalik, kalo liat kinerja & anggaran kominfo boleh gak ya? :snowboarder:",neutral,0.9900431632995605
1.553316213157396e+18,1.553316213157396e+18,id,1.457302367657816e+18,Tf Kominfo was on 💀 Masa whatsapp sekarang mereka bisa baca juga? For what is it,2022-07-30 09:46:59,0,0,0,0,tf kominfo was on :skull: masa whatsapp sekarang mereka bisa baca juga? for what is it,neutral,0.993063747882843
1.553316131301052e+18,1.553316131301052e+18,id,1.414130744318779e+18,"Tidak puas dengan menghilangkan privasi pengguna whatsapp, kini kominfo juga mematikan sumber pendapatan masyarakat.
#BlokirKominfo https://t.co/O91U53sZdz",2022-07-30 09:46:39,0,0,0,0,"tidak puas dengan menghilangkan privasi pengguna whatsapp, kini kominfo juga mematikan sumber pendapatan masyarakat. #HASHTAG HTTPURL",neutral,0.5425146818161011
1.553316035524121e+18,1.553316035524121e+18,id,173002845.0,"kalo whatsapp di daftarin ke kominfo dan privasi penggunanya jd dilanggar, berarti orang2 kominfo bisa baca chat sex atau VCS orang2 yg jualan konten gituan dan secara gratis pula

smh",2022-07-30 09:46:16,0,0,0,0,"kalo whatsapp di daftarin ke kominfo dan privasi penggunanya jd dilanggar, berarti orang2 kominfo bisa baca chat sex atau vcs orang2 yg jualan konten gituan dan secara gratis pula smh",negative,0.46521663665771484
1.553315913826312e+18,1.553239180922491e+18,id,1.145238239839605e+18,@txtdrprogramer selama ini kominfo share project pemrograman lewat flashdisk ya?? atau lewat WhatsApp? :v,2022-07-30 09:45:47,0,0,0,0,@USER selama ini kominfo share project pemrograman lewat flashdisk ya?? atau lewat whatsapp? :v,neutral,0.9962342381477356
1.55331395509096e+18,1.55331395509096e+18,id,1.540902889652048e+18,"Kominfo disebut bisa intip obrolan di WhatsApp dan Gmail berdasarkan aturan Permenkominfo Nomor 5 Tahun 2020 tentang PSE Lingkup Privat. Hal itu diungkap pakar keamanan siber dari CISSReC, Pratama Persadha.",2022-07-30 09:38:00,0,0,1,0,"kominfo disebut bisa intip obrolan di whatsapp dan gmail berdasarkan aturan permenkominfo nomor 5 tahun 2020 tentang pse lingkup privat. hal itu diungkap pakar keamanan siber dari cissrec, pratama persadha.",neutral,0.9952515363693237
1.553307614980628e+18,1.553307614980628e+18,id,1.45023945130983e+18,"kominfo kalo liat chat whatsapp ku pasti ga minat soalnya gda apa"" nya wkwk",2022-07-30 09:12:49,0,0,0,0,"kominfo kalo liat chat whatsapp ku pasti ga minat soalnya gda apa"" nya wkwk",negative,0.9725353121757507
1.553307436164952e+18,1.553307436164952e+18,id,1.45023945130983e+18,emang kominfo bisa liat chat whatsapp ya?,2022-07-30 09:12:06,0,1,0,0,emang kominfo bisa liat chat whatsapp ya?,neutral,0.9966088533401489
1.553305022150353e+18,1.553305022150353e+18,id,1.157153063406195e+18,"Ubisoft,EA,Paypal,Steam di blokir yakkk ga ngerti lagi isi grup WhatsApp bapak bapak Kominfo https://t.co/TuPjrOuzbN",2022-07-30 09:02:30,0,0,2,0,"ubisoft,ea,paypal,steam di blokir yakkk ga ngerti lagi isi grup whatsapp bapak bapak kominfo HTTPURL",negative,0.9783698916435242
1.553304474503983e+18,1.553239180922491e+18,en,4100728872.0,@txtdrprogramer Programmer Kominfo share project lewat Whatsapp,2022-07-30 09:00:20,0,0,0,0,@USER programmer kominfo share project lewat whatsapp,neutral,0.9429743885993958
1.553303768883954e+18,1.553303768883954e+18,id,1.518810844544799e+18,"Kalo mau curhat jangan lewat WhatsApp, ntar di spill kominfo.",2022-07-30 08:57:32,0,0,2,0,"kalo mau curhat jangan lewat whatsapp, ntar di spill kominfo.",neutral,0.7809757590293884
1.553302607447589e+18,1.553302607447589e+18,id,1.371566356093489e+18,"Banyak pihak yang mengatakan pemerintah dapat mengintip pesan dari pengguna aplikasi media sosial baik itu WhatsApp maupun Gmail. Dugaan ini dilontarkan oleh pakar keamanan siber dari CISSReC, Pratama Persadha.
@kemkominfo
@PlateJohnny
https://t.co/h7shtc1aiq",2022-07-30 08:52:55,0,0,0,0,"banyak pihak yang mengatakan pemerintah dapat mengintip pesan dari pengguna aplikasi media sosial baik itu whatsapp maupun gmail. dugaan ini dilontarkan oleh pakar keamanan siber dari cissrec, pratama persadha. @USER @USER HTTPURL",neutral,0.9559365510940552
1.553301765084582e+18,1.553171498763882e+18,id,1.455661539017445e+18,"@MstrYoda @kemkominfo Mumpung rame,
Sebelumnya izin sekali lagi menjelaskan, kalo sejauh ini yg fix sudah terblokir adalah steam,epic, Yahoo search, dan Paypal

Nah bagi teman teman yok kita spam kontak layanan pengaduan Kominfo (email dan WhatsApp) dengan tuntutan cari solusi utk Paypal dkk. https://t.co/aWnNmkDhHf",2022-07-30 08:49:34,86,15,320,30,"@USER @USER mumpung rame, sebelumnya izin sekali lagi menjelaskan, kalo sejauh ini yg fix sudah terblokir adalah steam,epic, yahoo search, dan paypal nah bagi teman teman yok kita spam kontak layanan pengaduan kominfo (email dan whatsapp) dengan tuntutan cari solusi utk paypal dkk. HTTPURL",negative,0.9676909446716309
1.553298437470573e+18,1.553298437470573e+18,en,1.285656041791738e+18,"I was talking shit about Kominfo with my friend in WhatsApp

And then suddenly my WhatsApp crashed..

It's nice to know you guys https://t.co/UKBJee8pXT",2022-07-30 08:36:21,1,0,5,0,i was talking shit about kominfo with my friend in whatsapp and then suddenly my whatsapp crashed.. it's nice to know you guys HTTPURL,neutral,0.6449410915374756
1.553296928133091e+18,1.553296928133091e+18,id,1.076101318144479e+18,"gua penasaran,sekelas pak @jokowi ngomel gakya di grup whatsapp kementrian khsusnya di grup wa @kemkominfo ,seengkanya tegur gitu si kominfo ""lu bisa gak si pada kerja yg bener urusin tuh penipuan digital dkk jgn bikin kehebohan yg gajelas""",2022-07-30 08:30:21,0,2,0,0,"gua penasaran,sekelas pak @USER ngomel gakya di grup whatsapp kementrian khsusnya di grup wa @USER ,seengkanya tegur gitu si kominfo ""lu bisa gak si pada kerja yg bener urusin tuh penipuan digital dkk jgn bikin kehebohan yg gajelas""",negative,0.9933838248252869
1.553296062353637e+18,1.553296062353637e+18,id,1.287904372500832e+18,"Kemarin Twitter, YouTube, WhatsApp, Google, Netflix dll mau diblokir juga karena katanya gak daftar apa gitu, masalahnya katanya kalo daftar nanti kerahasiaan isi data kita di platform itu tuh juga dibagi ke Kominfo dimana sebelumnya sifatnya bener-bener rahasia wkwk https://t.co/qebO5UAyxT",2022-07-30 08:26:54,0,1,2,0,"kemarin twitter, youtube, whatsapp, google, netflix dll mau diblokir juga karena katanya gak daftar apa gitu, masalahnya katanya kalo daftar nanti kerahasiaan isi data kita di platform itu tuh juga dibagi ke kominfo dimana sebelumnya sifatnya bener-bener rahasia wkwk HTTPURL",negative,0.9501315355300903
1.553294443964678e+18,1.553292223415931e+18,id,1083179917.0,@azrawkwk mari berdiskusi membuat bom panci untuk segera dikirimkan di kantor pusat kominfo di grup whatsapp,2022-07-30 08:20:28,0,0,0,0,@USER mari berdiskusi membuat bom panci untuk segera dikirimkan di kantor pusat kominfo di grup whatsapp,neutral,0.9954681396484375
1.553291257077977e+18,1.553291257077977e+18,id,1.550376020892561e+18,"Info Detail, Promo Hyundai

Tlp/whatsapp: 0811 816 009

Bisa test drive di rumah
Tersedia paket DP 5 % 

https://t.co/1MilAD3yGH

#hyundai #BBNaija #tahunbaruislam #kominfo #SurvivorExtincion #ZeeNuNewInVietNam #LISA #محرم_1444 https://t.co/49nyFkNgMb",2022-07-30 08:07:49,0,1,1,0,"info detail, promo hyundai tlp/whatsapp: 0811 816 009 bisa test drive di rumah tersedia paket dp 5 % HTTPURL #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG HTTPURL",neutral,0.9943759441375732
1.553288391202329e+18,1.553288391202329e+18,id,1.081752948923748e+18,Emang beneran negara wakanda sih tolol banget. Whatsapp kan privacy sih. Gak jelas kominfo sumpah ckck,2022-07-30 07:56:25,1,0,2,0,emang beneran negara wakanda sih tolol banget. whatsapp kan privacy sih. gak jelas kominfo sumpah ckck,negative,0.9983024597167969
1.553287763272692e+18,1.553287763272692e+18,id,240793354.0,"Kominfo Bantah Pemerintah Bisa Intip Chat Pribadi WhatsApp, Telegram Hingga Email lewat Aturan PSE

Baca Selengkapnya: https://t.co/ZPsCBKWKV3

#BeritaTerkini #media #Online #news #BreakingNews #kominfo #bantah #chat #pribadi #WhatsApp #Telegram #email #PSE #Indonesia",2022-07-30 07:53:56,0,0,0,0,"kominfo bantah pemerintah bisa intip chat pribadi whatsapp, telegram hingga email lewat aturan pse baca selengkapnya: HTTPURL #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG",neutral,0.9959676265716553
1.5532858332805e+18,1.553277185728717e+18,en,1.494991633636798e+18,"@hoomies84 If translation is correct, then that's bullshit. Whatsapp said they can't provide user data, yet they are not blocked by Kominfo/ID Ministry of communications. Kominfo just wants money. https://t.co/oCCBmJNXu7",2022-07-30 07:46:15,0,1,0,0,"@USER if translation is correct, then that's bullshit. whatsapp said they can't provide user data, yet they are not blocked by kominfo/id ministry of communications. kominfo just wants money. HTTPURL",negative,0.9549935460090637
1.553284765364589e+18,1.553262208540344e+18,id,1.202179466996281e+18,@overthinking_d @nnnnnoviafperrr kominfo sangat membantu jika whatsapp jadi di ban,2022-07-30 07:42:01,0,2,15,0,@USER @USER kominfo sangat membantu jika whatsapp jadi di ban,positive,0.618188738822937
1.553284525475922e+18,1.553284525475922e+18,id,1.369148694793052e+18,"Kominfo Bantah Bisa Lihat Isi Chat WhatsApp
https://t.co/Q7i5gZCvjy",2022-07-30 07:41:04,0,0,0,0,kominfo bantah bisa lihat isi chat whatsapp HTTPURL,neutral,0.9932155609130859
1.553275688530022e+18,1.553275688530022e+18,id,622906851.0,"Jangan salah paham. 

Maksudku disini kominfo uzbekistan ya kawan-kawan. Kalau kominfo kita mah pake whatsapp, lalu dijadikan rar bersamaan dengan node_modules🙏 https://t.co/8hwiLZNKVe",2022-07-30 07:05:57,0,0,0,0,"jangan salah paham. maksudku disini kominfo uzbekistan ya kawan-kawan. kalau kominfo kita mah pake whatsapp, lalu dijadikan rar bersamaan dengan node_modules:folded_hands: HTTPURL",neutral,0.9362077713012695
1.553270645525725e+18,1.553270645525725e+18,id,23343960.0,"Kominfo membantah pemerintah bisa mengintip pesan pribadi yang dikirim lewat aplikasi perpesanan, seperti WhatsApp, Telegram, atau e-mail, dan sebagainya apabila platform digital telah terdaftar sebagai PSE. | #Tekno #BlokirKominfo
https://t.co/KRyXD7R58h",2022-07-30 06:45:54,2,4,9,2,"kominfo membantah pemerintah bisa mengintip pesan pribadi yang dikirim lewat aplikasi perpesanan, seperti whatsapp, telegram, atau e-mail, dan sebagainya apabila platform digital telah terdaftar sebagai pse. | #HASHTAG #HASHTAG HTTPURL",neutral,0.9547199010848999
1.553266871390327e+18,1.553153893114483e+18,id,2234327060.0,"@randomigues @Rihafain @thumbprintco @txtfrombrand Ini sih, mending kominfo pada sweeping admin slot yg pada spam ke whatsapp, sms, atau kadang nelfonin kita. Gerah bgt tiap hari dapet wa dari admin slot pdhl ga main slot slotan. Sama sweeping tuh nomor yg dipake buat nipu segala macem, drpd PSE gini gajelas urgensinya apa",2022-07-30 06:30:55,0,1,1,0,"@USER @USER @USER @USER ini sih, mending kominfo pada sweeping admin slot yg pada spam ke whatsapp, sms, atau kadang nelfonin kita. gerah bgt tiap hari dapet wa dari admin slot pdhl ga main slot slotan. sama sweeping tuh nomor yg dipake buat nipu segala macem, drpd pse gini gajelas urgensinya apa",negative,0.9914147257804871
1.553266699796943e+18,1.553266699796943e+18,id,8.285033729698324e+17,"Kominfo Berhak Melihat Chat WhatsApp ataupun Gmail Seseorang, Namun Dengan Alasan Tertentu https://t.co/ME35I2xhMP",2022-07-30 06:30:14,1,0,0,0,"kominfo berhak melihat chat whatsapp ataupun gmail seseorang, namun dengan alasan tertentu HTTPURL",neutral,0.9948731064796448
1.553264171957236e+18,1.553264171957236e+18,id,1.267647233899368e+18,gue di whatsapp:                           kominfo: https://t.co/XzQ6JAatPS https://t.co/H0PSDPvC8N,2022-07-30 06:20:11,0,1,0,0,gue di whatsapp: kominfo: HTTPURL HTTPURL,neutral,0.9960110187530518
1.553262599600427e+18,1.553262599600427e+18,id,1.424596460322976e+18,kominfo tolong blokir whatsapp dia yang gak mau bales chat saya,2022-07-30 06:13:56,7,2,10,0,kominfo tolong blokir whatsapp dia yang gak mau bales chat saya,negative,0.5601566433906555
1.553262421976162e+18,1.553252064104714e+18,id,377892317.0,@yvndvrlylstdrwx WhatsApp saia bisa dilihat kominfo juga :)),2022-07-30 06:13:14,0,0,0,0,@USER whatsapp saia bisa dilihat kominfo juga :)),neutral,0.988701343536377
1.553261548122292e+18,1.553228223726899e+18,en,1.380833554540552e+18,"@JonathanAlfarot Sir, this might be rich coming from me,

But you are my learned friend.

Please behave accordingly.

Here's a link, I hope you would like to give it a small read.

https://t.co/tkuEncOy7p

Have a good one.",2022-07-30 06:09:45,0,1,3,0,"@USER sir, this might be rich coming from me, but you are my learned friend. please behave accordingly. here's a link, i hope you would like to give it a small read. HTTPURL have a good one.",positive,0.9184067845344543
1.553253783878005e+18,1.553253783878005e+18,id,1.151924750710522e+18,"Sebenernya ini yang lebih penting dari sekedar blokir blokir PSE

https://t.co/0hEU9EJbtE",2022-07-30 05:38:54,0,0,0,0,sebenernya ini yang lebih penting dari sekedar blokir blokir pse HTTPURL,negative,0.9144079089164734
1.553253095844778e+18,1.553253095844778e+18,id,1.493091479140463e+18,"KOMINFO : haha gw bisa intip chat lu di whatsapp

Gw : otw michattt

#BlokirKominfo",2022-07-30 05:36:10,0,0,1,0,kominfo : haha gw bisa intip chat lu di whatsapp gw : otw michattt #HASHTAG,neutral,0.9972081780433655
1.553249873826578e+18,1.553249873826578e+18,id,1.215631249466724e+18,nunggu kominfo blokir whatsapp sama instagram,2022-07-30 05:23:22,0,0,0,0,nunggu kominfo blokir whatsapp sama instagram,neutral,0.9784919023513794
1.553249048194613e+18,1.553249048194613e+18,id,1.495584329493545e+18,"Kominfo nih gak ada otak yah? Sembarangan blokir2, biar apa? Biar keliatan ada kerjanya?  Ckckck 
Giliran blokir bgini cepet , pake  ada syarat jg bisa tau isi pesan fi whatsapp dan Gmail idih dah gila nih kominfo",2022-07-30 05:20:05,0,0,0,0,"kominfo nih gak ada otak yah? sembarangan blokir2, biar apa? biar keliatan ada kerjanya? ckckck giliran blokir bgini cepet , pake ada syarat jg bisa tau isi pesan fi whatsapp dan gmail idih dah gila nih kominfo",negative,0.9971352815628052
1.553247359299363e+18,1.553247359299363e+18,id,120023255.0,"kominfo nge ban steam karena mayoritas dari mereka ngga pake steam. Coba yang di ban whatsapp, google dkk pasti gabakalan mau #BlokirKominfo",2022-07-30 05:13:23,0,0,0,0,"kominfo nge ban steam karena mayoritas dari mereka ngga pake steam. coba yang di ban whatsapp, google dkk pasti gabakalan mau #HASHTAG",negative,0.7396950721740723
