id,lang,created_at,conversation_id,author_id,text,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.553414436387693e+18,id,2022-07-30 16:17:17,1.553414436387693e+18,102868327.0,Apakah alasan Kominfo sampai ngeblokir Epic Games &amp; Steam itu karena yang dimainin game Zuma &amp; Dinosaurus Chrome ya?🤔,0,0,0,0,apakah alasan kominfo sampai ngeblokir epic games & steam itu karena yang dimainin game zuma & dinosaurus chrome ya?:thinking_face:,negative,0.5481487512588501
1.553413814166573e+18,id,2022-07-30 16:14:48,1.553413814166573e+18,7.055989784908964e+17,"Kalo dipikir pikir kominfo goblok juga ya ngeblokir steam epic ya whatever game launcher yang ada lah, masalahnya itu ga cuma game laucher kontol, FILE kerjaan gua juga ada disino, gua punya aseprite juga gua pake ngentot #kominfo #KominfoKontol",1,0,2,0,"kalo dipikir pikir kominfo goblok juga ya ngeblokir steam epic ya whatever game launcher yang ada lah, masalahnya itu ga cuma game laucher kontol, file kerjaan gua juga ada disino, gua punya aseprite juga gua pake ngentot #HASHTAG #HASHTAG",negative,0.9963750243186951
1.553412672460571e+18,en,2022-07-30 16:10:16,1.553412672460571e+18,1.156826427892703e+18,"I spent a decent amount of cash on steam, use paypal from time to time to purchase and play a few games on epic games. Kominfo just blocked all of it. Why the fuck are they doing this? Why are you deliberately taking things away from us until you have all our private information?",0,1,3,0,"i spent a decent amount of cash on steam, use paypal from time to time to purchase and play a few games on epic games. kominfo just blocked all of it. why the fuck are they doing this? why are you deliberately taking things away from us until you have all our private information?",neutral,0.5385265350341797
1.55341167926195e+18,id,2022-07-30 16:06:19,1.55341167926195e+18,1.248668056299037e+18,"Epic Games, Steam, PayPal, dll : kita kan gk ngelanggar aturan? ini PSE juga gk jelas maksudnya apa? bayarnya untuk apa dan kemana?

Kominfo : yah pokoknya bayar, kalau gk tetap kita block.

Masyarakat Indonesia : rugi 900 miliar + rejeki rakyat di blokir.",0,0,1,0,"epic games, steam, paypal, dll : kita kan gk ngelanggar aturan? ini pse juga gk jelas maksudnya apa? bayarnya untuk apa dan kemana? kominfo : yah pokoknya bayar, kalau gk tetap kita block. masyarakat indonesia : rugi 900 miliar + rejeki rakyat di blokir.",negative,0.9972419738769531
1.553411012195324e+18,id,2022-07-30 16:03:40,1.553411012195324e+18,1.536300800170815e+18,"Bagaimana yah kabar atlet esport yang main game nya di steam, epic games dan origin setelah di blokir #Kominfo ?

Terus kabar orang yang dibayar pake paypal kirim duitnya bagaimana? Masa iya pake wesel? Kan udah 2022.

Sorry OOT",0,0,0,0,"bagaimana yah kabar atlet esport yang main game nya di steam, epic games dan origin setelah di blokir #HASHTAG ? terus kabar orang yang dibayar pake paypal kirim duitnya bagaimana? masa iya pake wesel? kan udah 2022. sorry oot",negative,0.983932614326477
1.553410618182484e+18,id,2022-07-30 16:02:07,1.553410618182484e+18,18427735.0,"Kominfo Pastikan 8 Platform Digital Telah Diblokir: Steam, Epic Games hingga Paypal https://t.co/HKSAfQGtN7",0,0,0,0,"kominfo pastikan 8 platform digital telah diblokir: steam, epic games hingga paypal HTTPURL",neutral,0.9969345331192017
1.553410506790056e+18,id,2022-07-30 16:01:40,1.553410506790056e+18,1.229083803437548e+18,"Kominfo ajg, gue baru mau buka komis via paypal ajg dan skrng gabisa bgst emang, trus game gue di steam ama epic game pada bagus"" bgst ajg ngtd pakyu sialan",1,1,1,0,"kominfo ajg, gue baru mau buka komis via paypal ajg dan skrng gabisa bgst emang, trus game gue di steam ama epic game pada bagus"" bgst ajg ngtd pakyu sialan",negative,0.9773620963096619
1.553409601466671e+18,id,2022-07-30 15:58:04,1.553409601466671e+18,139000654.0,Yok terusin suarakan suara rakyat ke kominfo wkwk dikira seminggu jd kali anak bangsa di suruh buat aplikasi wkwkw sejenis steam dan epic yg notabene isinya game yg development nya aja bertahun2 di suruh lah anak bangsa buat yg sama pak pak di danai aja ngga,0,0,0,0,yok terusin suarakan suara rakyat ke kominfo wkwk dikira seminggu jd kali anak bangsa di suruh buat aplikasi wkwkw sejenis steam dan epic yg notabene isinya game yg development nya aja bertahun2 di suruh lah anak bangsa buat yg sama pak pak di danai aja ngga,negative,0.9635403156280518
1.553407589500592e+18,id,2022-07-30 15:50:04,1.553401978084262e+18,1.502587639681393e+18,"@Amethyst_Shiro Kominfo : aturan baru guys, bayar yah!

Epic Games, Steam, PayPal dll yang di blockir : hah? kan kita udah bayar pajak?! apalagi nih minta duit lagi? mana peraturannya?

Kominfo : nih baca, ditunjukkin PSE dan UU tentang blockir dalam bahasa Indonesia.",0,1,0,0,"@USER kominfo : aturan baru guys, bayar yah! epic games, steam, paypal dll yang di blockir : hah? kan kita udah bayar pajak?! apalagi nih minta duit lagi? mana peraturannya? kominfo : nih baca, ditunjukkin pse dan uu tentang blockir dalam bahasa indonesia.",negative,0.8530339002609253
1.553407513139196e+18,id,2022-07-30 15:49:46,1.553401978084262e+18,1.502587639681393e+18,"@Amethyst_Shiro Epic Games, Steam, PayPal, dll : kita kan gk ngelanggar aturan? ini PSE juga gk jelas maksudnya apa? bayarnya untuk apa dan kemana?

Kominfo : yah pokoknya bayar, kalau gk tetap kita block.

Masyarakat Indonesia : rugi 900 miliar + rejeki rakyat di blokir.",0,0,0,0,"@USER epic games, steam, paypal, dll : kita kan gk ngelanggar aturan? ini pse juga gk jelas maksudnya apa? bayarnya untuk apa dan kemana? kominfo : yah pokoknya bayar, kalau gk tetap kita block. masyarakat indonesia : rugi 900 miliar + rejeki rakyat di blokir.",negative,0.9971219897270203
1.553406555428532e+18,id,2022-07-30 15:45:58,1.553406555428532e+18,1.513166251903767e+18,"Asli ... Bingung sama pemikiran #kominfo dari dulu smpe skrng.. Steam , paypal , epic games di blokir . Tujuannya apa sih.. Ini bukan jaman purba..",0,0,0,0,"asli ... bingung sama pemikiran #HASHTAG dari dulu smpe skrng.. steam , paypal , epic games di blokir . tujuannya apa sih.. ini bukan jaman purba..",negative,0.9963781237602234
1.55340654715734e+18,id,2022-07-30 15:45:56,1.553209942802256e+18,1.095889202946789e+18,"@WisnuKumoro Sebenarnya bukan salah Kominfo.Tapi, yang lamban dalam mengurus PSE itu adalah pihak platform nya.

Kan ada Steam,PayPal,Epic Games.Nah,mereka seharusnya yang dipertanyakan,apa yang menjadi kendala mengurus PSE.",0,8,7,2,"@USER sebenarnya bukan salah kominfo.tapi, yang lamban dalam mengurus pse itu adalah pihak platform nya. kan ada steam,paypal,epic games.nah,mereka seharusnya yang dipertanyakan,apa yang menjadi kendala mengurus pse.",negative,0.9133392572402954
1.553406077609591e+18,id,2022-07-30 15:44:04,1.5533803036073e+18,1.502587639681393e+18,"@secgron Epic Games, Steam, PayPal, dll : kita kan gk ngelanggar aturan? ini PSE juga gk jelas maksudnya apa? bayarnya untuk apa dan kemana?

Kominfo : yah pokoknya bayar, kalau gk tetap kita block.

Masyarakat Indonesia : rugi 900 miliar + rejeki rakyat di blokir.",2,0,42,0,"@USER epic games, steam, paypal, dll : kita kan gk ngelanggar aturan? ini pse juga gk jelas maksudnya apa? bayarnya untuk apa dan kemana? kominfo : yah pokoknya bayar, kalau gk tetap kita block. masyarakat indonesia : rugi 900 miliar + rejeki rakyat di blokir.",negative,0.9971219897270203
1.553405489547194e+18,id,2022-07-30 15:41:44,1.5533803036073e+18,1.502587639681393e+18,"@secgron Kominfo : aturan baru guys, bayar yah!

Epic Games, Steam, PayPal dll yang di blockir : hah? kan kita udah bayar pajak?! apalagi nih minta duit lagi? mana peraturannya?

Kominfo : nih baca, ditunjukkin PSE dan UU tentang blockir dalam bahasa Indonesia.",9,6,41,0,"@USER kominfo : aturan baru guys, bayar yah! epic games, steam, paypal dll yang di blockir : hah? kan kita udah bayar pajak?! apalagi nih minta duit lagi? mana peraturannya? kominfo : nih baca, ditunjukkin pse dan uu tentang blockir dalam bahasa indonesia.",negative,0.8530339002609253
1.553403652903412e+18,qme,2022-07-30 15:34:26,1.553114194954027e+18,1.330447274149724e+18,"@Fiar098 #Yahoo #Paypal #MvasApps #SocialMedia #TechCompanies #Facebook #Steam #BlokirKominfo #EpicGames 
https://t.co/44qTZYkOhJ",0,0,0,0,@USER #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG HTTPURL,neutral,0.9414395689964294
1.553403268726137e+18,qme,2022-07-30 15:32:54,1.553281767141827e+18,1.330447274149724e+18,@ETTelecom https://t.co/44qTZYkOhJ,0,0,0,0,@USER HTTPURL,neutral,0.939860463142395
1.55340305459855e+18,id,2022-07-30 15:32:03,1.553241537365942e+18,1.531994626575696e+18,"@jokowi Apakah bapak bisa meminta KOMINFO untuk meng-unblok steam, epic games dan Paypal karena mereka telah melakukan suatu keputusan yang sangat fatal karena telah memblokir situs tersebut karena mereka dihujat habis-habisan sama warganet yang kecewa sama keputusan mereka termasuk saya",0,0,3,0,"@USER apakah bapak bisa meminta kominfo untuk meng-unblok steam, epic games dan paypal karena mereka telah melakukan suatu keputusan yang sangat fatal karena telah memblokir situs tersebut karena mereka dihujat habis-habisan sama warganet yang kecewa sama keputusan mereka termasuk saya",negative,0.991329550743103
1.553403003604185e+18,id,2022-07-30 15:31:51,1.553403003604185e+18,1468696326.0,konten kominfo ter epic hari ini dimenangkan oleh ini https://t.co/iX4gZGmdss,0,0,0,0,konten kominfo ter epic hari ini dimenangkan oleh ini HTTPURL,neutral,0.923186182975769
1.553401255212356e+18,id,2022-07-30 15:24:54,1.553401255212356e+18,1.155311563814785e+18,"kominfo , afkh maksutmu memblokir steam , wikipedia , ubisoft , ea , epic games , media fire , gmail , google classroom, google drive, pinterest dkk ?",0,0,1,0,"kominfo , afkh maksutmu memblokir steam , wikipedia , ubisoft , ea , epic games , media fire , gmail , google classroom, google drive, pinterest dkk ?",neutral,0.9885624647140503
1.553399536814801e+18,en,2022-07-30 15:18:05,1.553399536814801e+18,164119191.0,"https://t.co/W8yUfh1loE

#PayPal #BlokirKominfo Epic Games",0,0,0,0,HTTPURL #HASHTAG #HASHTAG epic games,neutral,0.5010152459144592
1.553395282305552e+18,id,2022-07-30 15:01:10,1.553395282305552e+18,135815019.0,"Dengan diblokirnya Steam, Epic Games, Yahoo, sampai PayPal memunculkan pertanyaan, kenapa Google dan YouTube tidak diputus aksesnya oleh Kominfo? https://t.co/SJ1HxmW4wt",2,1,3,1,"dengan diblokirnya steam, epic games, yahoo, sampai paypal memunculkan pertanyaan, kenapa google dan youtube tidak diputus aksesnya oleh kominfo? HTTPURL",negative,0.6622571349143982
1.553395019570385e+18,en,2022-07-30 15:00:08,1.553392724589834e+18,1.451864808211423e+18,"@FangedTanji Kominfo just banned Steam,Epic Games, and paypal that means all of my game and Money are gone
Luckly someone just dox the Kominfo leader and reveal their adress
Time to get traditional https://t.co/swe9JHsg5b",0,1,1,0,"@USER kominfo just banned steam,epic games, and paypal that means all of my game and money are gone luckly someone just dox the kominfo leader and reveal their adress time to get traditional HTTPURL",neutral,0.7673588395118713
1.553393540331237e+18,en,2022-07-30 14:54:15,1.553393540331237e+18,164119191.0,"https://t.co/eKiy3jFf6O

Epic Games #PayPal iNews #BlokirKominfo",0,0,0,0,HTTPURL epic games #HASHTAG inews #HASHTAG,positive,0.7328898310661316
1.553392377804763e+18,id,2022-07-30 14:49:38,1.553392377804763e+18,47094694.0,"Steam, epic games, origin, paypal diblokir Kominfo. Tapi judi online kok gak?? Pada main slot yaa makanya gak diblokir?? Tp semoga gak ya. Dosa tau :(

Btw, paypal diblokir. Tenang! masih ada paytren! 🔥 https://t.co/aR4CFr2PP3",34,13,134,1,"steam, epic games, origin, paypal diblokir kominfo. tapi judi online kok gak?? pada main slot yaa makanya gak diblokir?? tp semoga gak ya. dosa tau :( btw, paypal diblokir. tenang! masih ada paytren! :fire: HTTPURL",negative,0.9520106911659241
1.553391591192396e+18,en,2022-07-30 14:46:30,1.553391591192396e+18,1.314578241181475e+18,"@BnTeTCSGO hey man i heard steam, epic games, orign, and PayPal is blocked by Indonesia ministry of communication that is kominfo how would you react to this one to me i felt sad about it how about you man",0,0,0,0,"@USER hey man i heard steam, epic games, orign, and paypal is blocked by indonesia ministry of communication that is kominfo how would you react to this one to me i felt sad about it how about you man",neutral,0.7576082348823547
1.553390443546964e+18,id,2022-07-30 14:41:56,1.553384934982554e+18,239186391.0,"@babufess Kgk bisa, epic di blok kominfo 🤦🏻‍♂️",0,0,0,0,"@USER kgk bisa, epic di blok kominfo :man_facepalming_light_skin_tone:",neutral,0.9935824275016785
1.553388722313277e+18,id,2022-07-30 14:35:06,1.553126697469243e+18,1.429091243070431e+18,"@tirta_cipeng Katanya sih sementara dok. Pendaftaran PSE wajib biar data pribadi pengguna lebih aman. Tapi klo Dota, Paypal, dll ga daftar PSE ya aplikasinya diblokir.

https://t.co/cIlAbkHu62",0,0,0,0,"@USER katanya sih sementara dok. pendaftaran pse wajib biar data pribadi pengguna lebih aman. tapi klo dota, paypal, dll ga daftar pse ya aplikasinya diblokir. HTTPURL",negative,0.9916598200798035
1.55338858712669e+18,en,2022-07-30 14:34:34,1.55338858712669e+18,1.476613355704099e+18,Steam blocked in Indonesia alongside Epic Games and Origin https://t.co/EWawcDjQti #Steam,0,0,0,0,steam blocked in indonesia alongside epic games and origin HTTPURL #HASHTAG,neutral,0.7843186259269714
1.553388221547123e+18,id,2022-07-30 14:33:07,1.553388221547123e+18,393167459.0,"Kominfo Blokir Steam, Epic Games, Dota dan Beberapa Aplikasi Lainnya https://t.co/mrCFOl4ShK",0,0,0,0,"kominfo blokir steam, epic games, dota dan beberapa aplikasi lainnya HTTPURL",neutral,0.9943997263908386
1.553387467629539e+18,id,2022-07-30 14:30:07,1.553387467629539e+18,556742378.0,"Steam, Epic games dll udah ke block sama kominfo, sekarang mari main game Starlight Or Zeus 😂😂 duarrrr x500
#konoha https://t.co/N5isGquHjV",0,1,0,0,"steam, epic games dll udah ke block sama kominfo, sekarang mari main game starlight or zeus :face_with_tears_of_joy::face_with_tears_of_joy: duarrrr x500 #HASHTAG HTTPURL",neutral,0.9703946113586426
1.553387151085425e+18,id,2022-07-30 14:28:52,1.553387151085425e+18,1.203681901203968e+18,"steam, dota2, epic games, platform yang pernah mengharumkan bangsa kok diblokir pak kominfo?
michat kenapa gajadi diblokir ya apa bapak kominfo termasuk pengguna michat",0,0,0,0,"steam, dota2, epic games, platform yang pernah mengharumkan bangsa kok diblokir pak kominfo? michat kenapa gajadi diblokir ya apa bapak kominfo termasuk pengguna michat",negative,0.9928078651428223
1.553386963075416e+18,qme,2022-07-30 14:28:07,1.553386963075416e+18,164119191.0,"https://t.co/IFWsfTDAGN

#PayPal #BlokirKominfo",0,1,0,0,HTTPURL #HASHTAG #HASHTAG,neutral,0.9762910604476929
1.553386753477599e+18,en,2022-07-30 14:27:17,1.553386753477599e+18,1.289156153222369e+18,Imagine spending money plus taxes on steam and epic games just for them to get banned by kominfo 💀 please be serious for once Indos gov.,0,0,0,0,imagine spending money plus taxes on steam and epic games just for them to get banned by kominfo :skull: please be serious for once indos gov.,neutral,0.5763335824012756
1.553386601514168e+18,id,2022-07-30 14:26:40,1.553386601514168e+18,1.338863324633522e+18,masi menangisi kominfo ngeblokir origin sama epic alias gue gabisa main the sims sama gta v 🤚🏻,0,2,4,0,masi menangisi kominfo ngeblokir origin sama epic alias gue gabisa main the sims sama gta v :raised_back_of_hand_light_skin_tone:,negative,0.5867661237716675
1.553386012348391e+18,en,2022-07-30 14:24:20,1.553386012348391e+18,285837868.0,"Steam blocked in Indonesia alongside Epic Games and Origin after failing to meet registration deadline

#Steam #EpicGames #Origin 
https://t.co/pujo612v35 https://t.co/fGZY8iNw3e",8,0,13,2,steam blocked in indonesia alongside epic games and origin after failing to meet registration deadline #HASHTAG #HASHTAG #HASHTAG HTTPURL HTTPURL,neutral,0.6549375057220459
1.55338568577178e+18,id,2022-07-30 14:23:02,1.55338568577178e+18,1.161847548711064e+18,"Yak kominfo dan internet merah putih fix jadi musuh nasional, indigo udah lemot sekarang ngeblokir steam, epic games dkk yang perlu direstart bukan modem tapi perusahaannya sepertinya",0,0,0,0,"yak kominfo dan internet merah putih fix jadi musuh nasional, indigo udah lemot sekarang ngeblokir steam, epic games dkk yang perlu direstart bukan modem tapi perusahaannya sepertinya",negative,0.9902862906455994
1.553385541223059e+18,id,2022-07-30 14:22:28,1.553385541223059e+18,1.530974406876443e+18,"Beberapa situs game seperti Steam, Uplay serta Epic games telah di blokir oleh kominfo karena belum mendaftar pse
Inilah beberapa rekomendasi game pc offline yang bisa kalian mainkan",0,1,0,0,"beberapa situs game seperti steam, uplay serta epic games telah di blokir oleh kominfo karena belum mendaftar pse inilah beberapa rekomendasi game pc offline yang bisa kalian mainkan",neutral,0.6470540761947632
1.553384686209995e+18,id,2022-07-30 14:19:04,1.553384686209995e+18,105086057.0,"Kominfo Resmi Blokir Game di Platform Steam, Uplay, Epic Games Hingga Paypal. Netizen Kecewa Hingga Protes https://t.co/3KRiQ3B9Hx",0,0,0,0,"kominfo resmi blokir game di platform steam, uplay, epic games hingga paypal. netizen kecewa hingga protes HTTPURL",negative,0.6409511566162109
1.553384630358667e+18,id,2022-07-30 14:18:51,1.553384630358667e+18,1.376788536532214e+18,buka laptop mau main fall guys tapi epic gamesnya udah kena blokir kominfo :(( poop banget,1,0,0,0,buka laptop mau main fall guys tapi epic gamesnya udah kena blokir kominfo :(( poop banget,negative,0.9378758072853088
1.55338416933759e+18,id,2022-07-30 14:17:01,1.55338416933759e+18,9.813700376247584e+17,emg anaknya org2 kominfo pd gamain games steam atau epic ya...,0,0,1,0,emg anaknya org2 kominfo pd gamain games steam atau epic ya...,negative,0.9856606721878052
1.55338376394972e+18,id,2022-07-30 14:15:24,1.55338376394972e+18,980376552.0,"Apa Kominfo gak tau, kan rata rata game PC developernya pada taruh atau jual game buatan nya di steam atau epic games ya ?  Lalu jika di blokir seperti ini mau download atau beli Legal dimana ? Bajakan ?  #BlokirKominfo",2,0,2,0,"apa kominfo gak tau, kan rata rata game pc developernya pada taruh atau jual game buatan nya di steam atau epic games ya ? lalu jika di blokir seperti ini mau download atau beli legal dimana ? bajakan ? #HASHTAG",negative,0.9819688200950623
1.553383660325569e+18,id,2022-07-30 14:14:59,1.553383660325569e+18,1.167087910811623e+18,"Kominfo memblokir PayPal, Yahoo Search Engine, Steam, Dota 2, Counter Strike, Epic Games, Origin, dan Xandr.

https://t.co/vp3miEZ3Zl",5,0,5,1,"kominfo memblokir paypal, yahoo search engine, steam, dota 2, counter strike, epic games, origin, dan xandr. HTTPURL",neutral,0.9836808443069458
1.553382886044496e+18,id,2022-07-30 14:11:55,1.553382886044496e+18,1.533635319823999e+18,"Kalau Steam, Paypal, Epic Games, dan website lainya diblokir, bagaimana nasib orang orang yang mencari nafkah dengan website website tersebut? Dan apa maksud anda Kominfo mengatakan kalau website"" tersebut mengandung unsur negatif?? Bagaimana dengan website judi?! #BlokirKominfo",3,1,2,0,"kalau steam, paypal, epic games, dan website lainya diblokir, bagaimana nasib orang orang yang mencari nafkah dengan website website tersebut? dan apa maksud anda kominfo mengatakan kalau website"" tersebut mengandung unsur negatif?? bagaimana dengan website judi?! #HASHTAG",negative,0.9953383207321167
1.553382864883835e+18,id,2022-07-30 14:11:50,1.553382864883835e+18,1424983736.0,"Origin, Steam dan Epic Games diblokir Kominfo, usaha Gamenet apakabar?
#BlokirKominfo",1,0,0,0,"origin, steam dan epic games diblokir kominfo, usaha gamenet apakabar? #HASHTAG",neutral,0.954235851764679
1.553381765758468e+18,id,2022-07-30 14:07:28,1.553380402412552e+18,1.481933631564448e+18,"@deiclouw Jadi kominfo buat peraturan gitu kalo perusahaan/app asing yg berbisnis di Indo harus daftar namanya PSE, kl g daftarin di blokir. Nah ad bbrp aplikasi yg penting bagi org tapi di blokir karena perusahaannya ga daftarin app nya ke kominfo gitu kayak Steam, Epic Games, Paypal, dll",0,0,0,0,"@USER jadi kominfo buat peraturan gitu kalo perusahaan/app asing yg berbisnis di indo harus daftar namanya pse, kl g daftarin di blokir. nah ad bbrp aplikasi yg penting bagi org tapi di blokir karena perusahaannya ga daftarin app nya ke kominfo gitu kayak steam, epic games, paypal, dll",negative,0.7147431373596191
