id,author_id,created_at,text,conversation_id,lang,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.552302823882121e+18,759692754985242624,2022-07-27 14:40:08,"Dinas Kominfo Pariaman, Sumatera Barat, mengimbau kepada masyarakat untuk berhati bila ada orang yang tidak mengenal mengaku sebagai Wali Kota Pariaman Genius Umar. #publisherstory https://t.co/GalxA1m5sR",1.552302823882121e+18,id,1,0,0,0,"dinas kominfo pariaman, sumatera barat, mengimbau kepada masyarakat untuk berhati bila ada orang yang tidak mengenal mengaku sebagai wali kota pariaman genius umar. #HASHTAG HTTPURL",neutral,0.9278877377510071
1.552298787691205e+18,44514955,2022-07-27 14:24:05,"No more nudes through whatsapp I guess, kominfo doesn't care about people in ldr https://t.co/jN6i36pHCi",1.552298787691205e+18,en,0,1,0,0,"no more nudes through whatsapp i guess, kominfo doesn't care about people in ldr HTTPURL",negative,0.8136501908302307
1.552298598464987e+18,1043137411075559040,2022-07-27 14:23:20,tiba-tiba kepikiran aturan baru kominfo yang pse itulah ga ngerti juga yang katanya bisaa liat chat whatsapp kita😭,1.552297315196879e+18,id,0,0,2,0,tiba-tiba kepikiran aturan baru kominfo yang pse itulah ga ngerti juga yang katanya bisaa liat chat whatsapp kita:loudly_crying_face:,negative,0.9651332497596741
1.552298331682279e+18,222755455,2022-07-27 14:22:17,Privasi di Indonesia. APA ITU PRIVASI?! Gak ada gilagilanya kominfo bisa ‘intip’ isi whatsapp sama gmail orang. Siapa si yang bikin peraturan? Trus maksudnya apa? Biar pemerintah gak kalah sama lamtur gitu kali maksudnya ya.,1.552298331682279e+18,id,0,0,1,0,privasi di indonesia. apa itu privasi?! gak ada gilagilanya kominfo bisa ‘intip’ isi whatsapp sama gmail orang. siapa si yang bikin peraturan? trus maksudnya apa? biar pemerintah gak kalah sama lamtur gitu kali maksudnya ya.,neutral,0.512100100517273
1.552297814675165e+18,1251519834031981056,2022-07-27 14:20:13,imagine kominfo intip whatsapp gue only to find me thirsting over vtubers https://t.co/y2DkybQfCG,1.552297814675165e+18,en,0,1,0,0,imagine kominfo intip whatsapp gue only to find me thirsting over vtubers HTTPURL,neutral,0.8477360010147095
1.552296470052684e+18,598448515,2022-07-27 14:14:53,"""Ada masukan sebagai jalan tengah, permintaan membuka informasi untuk keperluan penyelidikan tersebut harus lewat pengadilan,"" ujarnya.

Bacanya yang lengkap ya:) https://t.co/mzthZxjuHG https://t.co/QnXLhsKAnK",1.552296470052684e+18,id,0,0,0,0,"""ada masukan sebagai jalan tengah, permintaan membuka informasi untuk keperluan penyelidikan tersebut harus lewat pengadilan,"" ujarnya. bacanya yang lengkap ya:) HTTPURL HTTPURL",neutral,0.8291956782341003
1.552296085846036e+18,812249688,2022-07-27 14:13:21,Kominfo over whatsapp itu sendiri https://t.co/FiHcXxi1yd https://t.co/rUyZJDyxKh,1.552296085846036e+18,id,2,0,3,0,kominfo over whatsapp itu sendiri HTTPURL HTTPURL,negative,0.7728831171989441
1.552296044817691e+18,1168746690,2022-07-27 14:13:12,"Kominfo Disebut Bisa Intip Obrolan WhatsApp-Gmail Lewat Aturan PSE

https://t.co/YKgjDZ5tzH",1.552296044817691e+18,id,8,3,14,0,kominfo disebut bisa intip obrolan whatsapp-gmail lewat aturan pse HTTPURL,neutral,0.9969370365142822
1.552294233427431e+18,1384096635823661056,2022-07-27 14:06:00,"Kominfo be like : ini whatsapp masih dipake ga sih sebenernya kok ga pernah ada aktivitasnya. Chat jarang, telpon jarang, vc ga pernah https://t.co/pIPIY9g8P7",1.552294233427431e+18,id,0,0,0,0,"kominfo be like : ini whatsapp masih dipake ga sih sebenernya kok ga pernah ada aktivitasnya. chat jarang, telpon jarang, vc ga pernah HTTPURL",negative,0.9155533909797668
1.55229336398619e+18,69183155,2022-07-27 14:02:32,"Kominfo disebut bisa intip obrolan di WhatsApp dan Gmail berdasarkan aturan Permenkominfo Nomor 5 Tahun 2020 tentang PSE Lingkup Privat. Hal itu diungkap pakar keamanan siber dari CISSReC, Pratama Persadha. https://t.co/Ol1toyFauu",1.55229336398619e+18,id,67,61,101,30,"kominfo disebut bisa intip obrolan di whatsapp dan gmail berdasarkan aturan permenkominfo nomor 5 tahun 2020 tentang pse lingkup privat. hal itu diungkap pakar keamanan siber dari cissrec, pratama persadha. HTTPURL",neutral,0.993317723274231
1.552292873592197e+18,719440062795030528,2022-07-27 14:00:35,"@Askrlfess Kominfo kalo baca chat whatsapp aku istighfar kayanya liat teman teman aku selalu berkata ""Anjg, ANJING"" dll 🙏🏻😔",1.552077862714622e+18,id,0,0,0,0,"@USER kominfo kalo baca chat whatsapp aku istighfar kayanya liat teman teman aku selalu berkata ""anjg, anjing"" dll :folded_hands_light_skin_tone::pensive_face:",neutral,0.49962013959884644
1.552290665731482e+18,1335380041341891072,2022-07-27 13:51:49,"Me: ""are you moni-
Kominfo: ""..monitoring everyone's convos trough whatsapp? Yeah, i am"" https://t.co/e4Yz9hMitR",1.552290665731482e+18,en,0,1,2,0,"me: ""are you moni- kominfo: ""..monitoring everyone's convos trough whatsapp? yeah, i am"" HTTPURL",neutral,0.6141592860221863
1.55228212959343e+18,1468485948053004032,2022-07-27 13:17:54,"@Askrlfess Kominfo, lo pasti muak liat isi WhatsApp gw cowo korea terus, lu kepoin apasie? Mw liat pinned chat gw yg isinya tugas ekonomi kah? Mw ngerjain gak?",1.552077862714622e+18,id,0,0,0,0,"@USER kominfo, lo pasti muak liat isi whatsapp gw cowo korea terus, lu kepoin apasie? mw liat pinned chat gw yg isinya tugas ekonomi kah? mw ngerjain gak?",negative,0.9931731820106506
1.552281419485188e+18,1094932427430982016,2022-07-27 13:15:05,"aku mau ngomong serius nih sama kamu cuma kalo lewat whatsapp takut nanti kominfo tau, jadi gimana kalo aku langsung ke kostanmu aja? https://t.co/eyHGX4rfa6",1.552281419485188e+18,id,0,0,0,0,"aku mau ngomong serius nih sama kamu cuma kalo lewat whatsapp takut nanti kominfo tau, jadi gimana kalo aku langsung ke kostanmu aja? HTTPURL",negative,0.5148515701293945
1.552280411820007e+18,1519090128957832960,2022-07-27 13:11:04,https://t.co/PTXZwlzp8W,1.552280411820007e+18,zxx,0,0,0,0,HTTPURL,neutral,0.41922974586486816
1.552280153312891e+18,1265895268936904960,2022-07-27 13:10:03,"Bisa‼️
Waras tah... ?

Jok semena²... Dukungan bisa berbalik.
https://t.co/8NXQ4Iaw7P",1.552280153312891e+18,id,0,1,4,0,bisa:double_exclamation_mark: waras tah... ? jok semena²... dukungan bisa berbalik. HTTPURL,neutral,0.9486513733863831
1.552279824302875e+18,727490039614033920,2022-07-27 13:08:44,Gila gua masih ga terima Kominfo bisa ngintip WhatsApp.,1.552279824302875e+18,id,0,0,0,0,gila gua masih ga terima kominfo bisa ngintip whatsapp.,negative,0.9641639590263367
1.55227959471129e+18,1459646125326044928,2022-07-27 13:07:49,"Orwellian. 🤡

https://t.co/0QZ5rMrVui",1.55227959471129e+18,cy,0,0,1,0,orwellian. :clown_face: HTTPURL,neutral,0.989428699016571
1.552278800313881e+18,3006059372,2022-07-27 13:04:40,https://t.co/87D1FMrkxM,1.552278800313881e+18,zxx,0,0,0,0,HTTPURL,neutral,0.41922974586486816
1.552277676505072e+18,176738271,2022-07-27 13:00:12,"kenapa pada takut sama berita ginian ya

padahal 'Privacy Policy' layanannya udah tertulis ""kami berhak mengirim data pribadi atau hal lainnya jika diperlukan oleh yang berwajib""

dalam hal ini ""yang berwajib"" itu salah satunya ya pemerintahan

https://t.co/xahWF6cPJy",1.552277676505072e+18,id,2,2,1,0,"kenapa pada takut sama berita ginian ya padahal 'privacy policy' layanannya udah tertulis ""kami berhak mengirim data pribadi atau hal lainnya jika diperlukan oleh yang berwajib"" dalam hal ini ""yang berwajib"" itu salah satunya ya pemerintahan HTTPURL",negative,0.9369643330574036
1.552277430345183e+18,1531779389527952896,2022-07-27 12:59:13,"glad i dont text u no more. i mean, kominfo will be able to take a peek at whatsapp convos y'all~🙄",1.552277430345183e+18,en,0,1,0,0,"glad i dont text u no more. i mean, kominfo will be able to take a peek at whatsapp convos y'all~:face_with_rolling_eyes:",neutral,0.6798705458641052
1.552276249866777e+18,1231495733523567104,2022-07-27 12:54:32,https://t.co/XMtD3t15JP,1.55227624628897e+18,zxx,1,1,4,1,HTTPURL,neutral,0.41922974586486816
1.552272792912949e+18,115938429,2022-07-27 12:40:48,@txtfrombrand saya juga sudah mengintip percakapan whatsapp karyawan kominfo,1.552153539069514e+18,id,0,0,0,0,@USER saya juga sudah mengintip percakapan whatsapp karyawan kominfo,neutral,0.9973586201667786
1.552268503868383e+18,598959076,2022-07-27 12:23:45,Kominfo Disebut Bisa Intip Obrolan WhatsApp-Gmail Lewat Aturan PSE https://t.co/DrOHuZNPM6,1.552268503868383e+18,id,0,0,0,0,kominfo disebut bisa intip obrolan whatsapp-gmail lewat aturan pse HTTPURL,neutral,0.9969370365142822
1.552264178404303e+18,1302574704025202944,2022-07-27 12:06:34,@convomfs Kominfo berharap nemu obrolan yg seperti apasi org isinya whatsapp grup angkatan ama grup kelas doang itupun sepi krn dah lulus https://t.co/815ZWOVJQT,1.552178241951379e+18,id,0,0,4,0,@USER kominfo berharap nemu obrolan yg seperti apasi org isinya whatsapp grup angkatan ama grup kelas doang itupun sepi krn dah lulus HTTPURL,negative,0.9604082703590393
1.552259502455529e+18,135815019,2022-07-27 11:47:59,"Kominfo disebut bisa intip obrolan WhatsApp dan Gmail berdasarkan aturan PSE Lingkup Privat. Hal itu diungkap pakar keamanan siber CISSReC, Pratama Persadha. https://t.co/HOJDtPVPpr",1.552259502455529e+18,id,0,1,0,0,"kominfo disebut bisa intip obrolan whatsapp dan gmail berdasarkan aturan pse lingkup privat. hal itu diungkap pakar keamanan siber cissrec, pratama persadha. HTTPURL",neutral,0.9964975714683533
1.552259233512849e+18,1328606199617622016,2022-07-27 11:46:55,"@Askrlfess Kalo kominfo liat chatku pasti auto log out, soalnya chatnya Whatsapp fpr bussiness beneran:)
Isinya formalitas, tugas, kerjaan♥︎",1.552077862714622e+18,id,0,0,0,0,"@USER kalo kominfo liat chatku pasti auto log out, soalnya chatnya whatsapp fpr bussiness beneran:) isinya formalitas, tugas, kerjaan:heart_suit:",neutral,0.9176334142684937
1.552257889464898e+18,849306883383058432,2022-07-27 11:41:35,@txtfrombrand Kominfo rn looking at my whatsapp chat history : https://t.co/hixvduiiLU,1.552153539069514e+18,en,0,1,0,0,@USER kominfo rn looking at my whatsapp chat history : HTTPURL,neutral,0.9568421244621277
1.552257225556902e+18,1413881545748730112,2022-07-27 11:38:56,takutnya kominfo nanti nangis waktu intip whatsapp ku https://t.co/fwwVRfboLN,1.552257225556902e+18,id,0,0,0,0,takutnya kominfo nanti nangis waktu intip whatsapp ku HTTPURL,negative,0.9850308895111084
1.552254920509706e+18,1428953524088360960,2022-07-27 11:29:47,"@txtfrombrand Kominfo gatau ya namanya privasi orang? pihak whatsapp, gmail, dan aplikasi lain yg disuruh daftar ke PSE, gausah dengerin kominfo, bukan kalian yg butuh kominfo tapi kominfo yg butuh kalian :( Punya pemerintah gini amat :(",1.552153539069514e+18,id,0,0,3,0,"@USER kominfo gatau ya namanya privasi orang? pihak whatsapp, gmail, dan aplikasi lain yg disuruh daftar ke pse, gausah dengerin kominfo, bukan kalian yg butuh kominfo tapi kominfo yg butuh kalian :( punya pemerintah gini amat :(",negative,0.9874167442321777
1.552253741772177e+18,83321779,2022-07-27 11:25:06,"Duh takut kominfo ngintip chat Whatsapp kita, gimana kalo kita lgsg ke kostanmu aja? https://t.co/fbziit9qzJ",1.552253741772177e+18,id,0,0,0,0,"duh takut kominfo ngintip chat whatsapp kita, gimana kalo kita lgsg ke kostanmu aja? HTTPURL",negative,0.9660999178886414
1.552249482087043e+18,1312994193959076096,2022-07-27 11:08:10,@txtfrombrand maaf ya kominfo kalo kamu ikut frustasi baca chat whatsapp aku huhu,1.552153539069514e+18,id,0,0,0,0,@USER maaf ya kominfo kalo kamu ikut frustasi baca chat whatsapp aku huhu,negative,0.9972929358482361
1.552241905089786e+18,40660417,2022-07-27 10:38:04,Pegawai Kominfo pas ngintip chat WhatsApp aing. https://t.co/QJ9STYc0va https://t.co/hENBUHQ7Vj,1.552241905089786e+18,id,0,0,0,0,pegawai kominfo pas ngintip chat whatsapp aing. HTTPURL HTTPURL,negative,0.7318916320800781
1.552241762378609e+18,1098001497298620032,2022-07-27 10:37:30,"@syahbara @txtfrombrand ada yg ngespill juga, kalo whatsapp, google, dan banyak perusahaan gede, trnyata yg ngedaftarin mereka bukan perusahaan yg seharusnya, ga ngertilah kominfo ini gmana",1.552153539069514e+18,id,0,0,0,0,"@USER @USER ada yg ngespill juga, kalo whatsapp, google, dan banyak perusahaan gede, trnyata yg ngedaftarin mereka bukan perusahaan yg seharusnya, ga ngertilah kominfo ini gmana",negative,0.9911323189735413
1.552241516633985e+18,102323719,2022-07-27 10:36:31,https://t.co/d0LNqQvsRJ,1.552241516633985e+18,zxx,0,0,0,0,HTTPURL,neutral,0.41922974586486816
1.552239855362806e+18,1303615921550835968,2022-07-27 10:29:55,"Kebayang klo WA ku ke suamiku diintip kominfo. 

Yah gas habis.

Yah beli bakso

Yah kirim roti pisang keju

Yah nasgor

Yah siomay

😒😒😒😒😒
https://t.co/sJYgB1BVGY",1.552239855362806e+18,id,3,9,25,0,kebayang klo wa ku ke suamiku diintip kominfo. yah gas habis. yah beli bakso yah kirim roti pisang keju yah nasgor yah siomay :unamused_face::unamused_face::unamused_face: HTTPURL,neutral,0.535858690738678
1.552237177961976e+18,1272004636656807936,2022-07-27 10:19:17,"me when having some conflict with a peer in whatsapp

kominfo be like: https://t.co/JISxEGY7Jv https://t.co/FckP7L89qt",1.552237177961976e+18,en,0,0,0,0,me when having some conflict with a peer in whatsapp kominfo be like: HTTPURL HTTPURL,neutral,0.8941741585731506
1.552229179130712e+18,1320733919566654976,2022-07-27 09:47:29,"Kominfo waktu intip whatsapp ku be like : Anjir nih anak banyak banget chat yg gk dibales, sok ngartis bgt. https://t.co/E2ar9Mr28s",1.552229179130712e+18,id,0,1,0,0,"kominfo waktu intip whatsapp ku be like : anjir nih anak banyak banget chat yg gk dibales, sok ngartis bgt. HTTPURL",negative,0.9951385259628296
1.552228677035114e+18,1534453620837875968,2022-07-27 09:45:30,"@Askrlfess Kaget kominfo kalo baca isi whatsapp sama emailku , whatsapp isinya 90% broadcast OL Shop 10% kiriman meme anak2, email isinya kalo gak tokopedia,shopee, alfagift, traveloka sama pegipegi, sadap sadap aja gapapa",1.552077862714622e+18,id,0,0,0,0,"@USER kaget kominfo kalo baca isi whatsapp sama emailku , whatsapp isinya 90% broadcast ol shop 10% kiriman meme anak2, email isinya kalo gak tokopedia,shopee, alfagift, traveloka sama pegipegi, sadap sadap aja gapapa",negative,0.8477636575698853
1.552227341585514e+18,20038167,2022-07-27 09:40:11,"Mengacu ke pasal 9, 14 dan 36 di Permenkominfo ini, pemerintah bisa melihat informasi yang dibutuhkan, meskipun data tersebut dienkripsi.
Ini berpotensi sebagai pasal karet lewat diksi2 yg abu2 seperti ""mengganggu ketertiban umum""

https://t.co/iMynupORkZ.",1.552227341585514e+18,id,0,0,1,0,"mengacu ke pasal 9, 14 dan 36 di permenkominfo ini, pemerintah bisa melihat informasi yang dibutuhkan, meskipun data tersebut dienkripsi. ini berpotensi sebagai pasal karet lewat diksi2 yg abu2 seperti ""mengganggu ketertiban umum"" HTTPURL",negative,0.9911967515945435
1.552225685330047e+18,2373126024,2022-07-27 09:33:36,@txtfrombrand Kominfo ada divisi baru tugasnya mantau obrolan di whatsapp seluruh rakyat indonesia,1.552153539069514e+18,id,0,0,0,0,@USER kominfo ada divisi baru tugasnya mantau obrolan di whatsapp seluruh rakyat indonesia,neutral,0.9871901869773865
1.552217713493549e+18,1863506143,2022-07-27 09:01:56,"ini kalau ada perkara hukum baru diintip, tetep aja wadidaw aturannya. kalau mau aman pake ProtonMail chatnya pake Signal 😂

https://t.co/GhN7QlW0nB",1.552217713493549e+18,id,0,0,0,0,"ini kalau ada perkara hukum baru diintip, tetep aja wadidaw aturannya. kalau mau aman pake protonmail chatnya pake signal :face_with_tears_of_joy: HTTPURL",neutral,0.8004056215286255
1.552216425368293e+18,333823023,2022-07-27 08:56:49,Mau gombalin doi di whatsapp takut dicie-ciein kominfo :( https://t.co/dXHP11d81Z,1.552216425368293e+18,id,1,0,0,0,mau gombalin doi di whatsapp takut dicie-ciein kominfo :( HTTPURL,negative,0.7836317420005798
1.5522120811892e+18,1183047003896286976,2022-07-27 08:39:33,kominfo pasti bakalan ngantuk bacain whatsapp w yang isi nya hanya grup :) https://t.co/eXvniJy8ts,1.5522120811892e+18,id,0,0,0,0,kominfo pasti bakalan ngantuk bacain whatsapp w yang isi nya hanya grup :) HTTPURL,negative,0.9937418103218079
1.552211874997219e+18,1322871338126594048,2022-07-27 08:38:44,🙄 https://t.co/HCfRPBV1iG,1.552211874997219e+18,und,0,1,0,0,:face_with_rolling_eyes: HTTPURL,neutral,0.9933967590332031
1.552209648014414e+18,484069191,2022-07-27 08:29:53,"Gk cuma ngowok2 ranjang, tapi isi chit-chat e mbak linajobstreet pngen dikuasai, waww sekali! Awsome! https://t.co/PHM8sQYiiw",1.552209648014414e+18,id,0,0,2,0,"gk cuma ngowok2 ranjang, tapi isi chit-chat e mbak linajobstreet pngen dikuasai, waww sekali! awsome! HTTPURL",positive,0.8369377851486206
1.552207257064309e+18,1247811186957012992,2022-07-27 08:20:23,"gw (lewat whatsapp): mau ga jadi pacar aku?

crush gw: mau

pegawai kominfo: https://t.co/23HOJEP7Mm",1.552207257064309e+18,id,6242,238,21794,561,gw (lewat whatsapp): mau ga jadi pacar aku? crush gw: mau pegawai kominfo: HTTPURL,neutral,0.9049984216690063
1.552202867489944e+18,64392525,2022-07-27 08:02:56,"Yes, Indonesia is a draconian state. Untung saya udah mulai membiasakan diri pakai layanan alternatif. Ada Signal dan Telegram untuk pengganti WhatsApp, terus Titan dan Tutanota untuk email. https://t.co/Qo85pmVAqv",1.552202867489944e+18,id,1,1,1,0,"yes, indonesia is a draconian state. untung saya udah mulai membiasakan diri pakai layanan alternatif. ada signal dan telegram untuk pengganti whatsapp, terus titan dan tutanota untuk email. HTTPURL",neutral,0.7879233956336975
1.552201877487399e+18,258629268,2022-07-27 07:59:00,"Aturan Permenkominfo ini berpotensi sebagai pasal karet, karena rentan penyalahgunaan lewat diksi-diksi yang abu-abu seperti terkait pemblokiran terhadap konten ""mengganggu ketertiban umum"" dan ""meresahkan masyarakat.""

https://t.co/auuCJLQYr7",1.552201877487399e+18,id,0,0,0,0,"aturan permenkominfo ini berpotensi sebagai pasal karet, karena rentan penyalahgunaan lewat diksi-diksi yang abu-abu seperti terkait pemblokiran terhadap konten ""mengganggu ketertiban umum"" dan ""meresahkan masyarakat."" HTTPURL",negative,0.9932193160057068
1.552201833883779e+18,376902166,2022-07-27 07:58:50,@txtfrombrand Kominfo kalo buka whatsapp gw isinya cuma pesan2 yang berumur 2 thn tanpa balasan,1.552153539069514e+18,id,0,0,0,0,@USER kominfo kalo buka whatsapp gw isinya cuma pesan2 yang berumur 2 thn tanpa balasan,negative,0.6836103200912476
1.552196402243318e+18,277929433,2022-07-27 07:37:15,@Askrlfess @akumacchiato Gw lupa namanya apa tapi bukannya pihak whatsapp nya sendiri punya sistem dimana chatnya gabisa di baca siapapun ya? Apa berarti kominfo itu ngehack tanpa seizin whatsapp? Atau whatsapp ngasih akses karna aturan PSE?,1.552077862714622e+18,id,0,1,0,0,@USER @USER gw lupa namanya apa tapi bukannya pihak whatsapp nya sendiri punya sistem dimana chatnya gabisa di baca siapapun ya? apa berarti kominfo itu ngehack tanpa seizin whatsapp? atau whatsapp ngasih akses karna aturan pse?,negative,0.9859731197357178
1.552194787167523e+18,2352521022,2022-07-27 07:30:50,"@infotwitwor_ karyawan kominfo : "" jasa hack whatsapp dan gmail only 500k per akun """,1.552179189121708e+18,id,0,0,8,0,"@USER karyawan kominfo : "" jasa hack whatsapp dan gmail only 500k per akun """,neutral,0.9235042929649353
1.552188821856391e+18,1054923791988489984,2022-07-27 07:07:08,"Lewat Aturan PSE, Kominfo Bisa Intip Percakapan Whatsapp dan Gmail https://t.co/0X7MT77D4i",1.552188821856391e+18,id,0,0,0,0,"lewat aturan pse, kominfo bisa intip percakapan whatsapp dan gmail HTTPURL",neutral,0.9970867037773132
1.552186209736147e+18,58166927,2022-07-27 06:56:45,ih kominfo pasti dapet banyak stiker2 whatsapp bagus 😡 bagi!!!!! 😡 https://t.co/NjXNLrmZeW,1.552186209736147e+18,id,0,0,0,0,ih kominfo pasti dapet banyak stiker2 whatsapp bagus :pouting_face: bagi!!!!! :pouting_face: HTTPURL,neutral,0.9359753727912903
1.552185889140658e+18,1276119941419130880,2022-07-27 06:55:28,Kominfo kalo liat whatsapp aku pasti sedih 😔 https://t.co/XXtIgSww2q,1.552185889140658e+18,id,0,0,0,0,kominfo kalo liat whatsapp aku pasti sedih :pensive_face: HTTPURL,negative,0.9941179752349854
1.552184378968646e+18,1492167664571392000,2022-07-27 06:49:28,Kominfo Dituding Bisa Intip Percakapan Whatsapp dan Gmail Lewat Aturan PSE https://t.co/UfEc4dd1e7,1.552184378968646e+18,id,0,0,0,0,kominfo dituding bisa intip percakapan whatsapp dan gmail lewat aturan pse HTTPURL,neutral,0.9955831170082092
1.552184228531818e+18,1417066892578098944,2022-07-27 06:48:52,"bubarin aja kominfo kalo kerjaannya ngintip whatsapp orang, gaguna lo. https://t.co/Ec92yS713V",1.552184228531818e+18,id,0,0,0,0,"bubarin aja kominfo kalo kerjaannya ngintip whatsapp orang, gaguna lo. HTTPURL",negative,0.9947413206100464
1.552182607097446e+18,4397895133,2022-07-27 06:42:26,"Kominfo kalo liat whatsapp sama gmailku pasti kasian, sepi ga ada yg chat kayak rumah kosong https://t.co/FFA6PClVLW",1.552182607097446e+18,id,0,0,0,0,"kominfo kalo liat whatsapp sama gmailku pasti kasian, sepi ga ada yg chat kayak rumah kosong HTTPURL",negative,0.9951949715614319
1.552180184165777e+18,1133400010136048000,2022-07-27 06:32:48,Kesian banget kominfo kalo liat chat whatsapp gue isinya cuma gue sambat atau fangirling doang😔 https://t.co/r0anAvopNc,1.552180184165777e+18,id,0,0,0,0,kesian banget kominfo kalo liat chat whatsapp gue isinya cuma gue sambat atau fangirling doang:pensive_face: HTTPURL,negative,0.9969226717948914
1.552179778991452e+18,1535646024336743936,2022-07-27 06:31:12,@convomfs Kasian kominfo. Di whatsapp gua ga ada apa apaan,1.552178241951379e+18,id,0,0,0,0,@USER kasian kominfo. di whatsapp gua ga ada apa apaan,negative,0.9971222281455994
1.552176732991812e+18,1371081102866096128,2022-07-27 06:19:05,"Kominfo intervensi whatsapp:

Kata mamah Meldin titip sampein, utangnya bayar dulu ya Bu.",1.55217655266191e+18,id,0,0,0,0,"kominfo intervensi whatsapp: kata mamah meldin titip sampein, utangnya bayar dulu ya bu.",neutral,0.9977973699569702
1.55217655266191e+18,1371081102866096128,2022-07-27 06:18:22,"Kominfo intervensi whatsapp:

Udh kali itu, lu mah udh ditolak.",1.55217655266191e+18,id,0,1,0,0,"kominfo intervensi whatsapp: udh kali itu, lu mah udh ditolak.",negative,0.8915159702301025
1.552175829899129e+18,1029642078,2022-07-27 06:15:30,Kominfo pasti sedih kalo ngintip WhatsApp aku (ga ada yg ngechat) https://t.co/9mYD0oM7xQ,1.552175829899129e+18,id,0,0,0,0,kominfo pasti sedih kalo ngintip whatsapp aku (ga ada yg ngechat) HTTPURL,negative,0.9916515946388245
