id,created_at,text,author_id,conversation_id,lang,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.552977878815756e+18,2022-07-29 11:22:33,"Ya karena verifikasinya belakangan. Suruh daftar aja dulu sebanyak-banyaknya. 
Padahal proyek hampir 1T lho itu, apa aja ya bisanya?
#BlokirKominfo https://t.co/FeXKguqYh2",5828832.0,1.552977878815756e+18,id,1,2,3,0,"ya karena verifikasinya belakangan. suruh daftar aja dulu sebanyak-banyaknya. padahal proyek hampir 1t lho itu, apa aja ya bisanya? #HASHTAG HTTPURL",neutral,0.504437267780304
1.552970949376745e+18,2022-07-29 10:55:01,"Haloo @wingkyp 😃👋 Selamat membaca!
""Pedes banget nih Permenkominfo 5/2020, pantes karetnya banyak~

Netizen yang malah jadi kena Jebakan Batman deh...

#BlokirKominfo #ProtesNetizen ..."" https://t.co/xmYymFS4yL",2674103198.0,1.550704163876925e+18,id,1,0,2,0,"haloo @USER :grinning_face_with_big_eyes::waving_hand: selamat membaca! ""pedes banget nih permenkominfo 5/2020, pantes karetnya banyak~ netizen yang malah jadi kena jebakan batman deh... #HASHTAG #HASHTAG ..."" HTTPURL",negative,0.899767279624939
1.552970621948396e+18,2022-07-29 10:53:43,"@Fadil_Original #BlokirKominfo #Protestnetizen 

Kominfo will block tomorrow? That it! It's time start the demonstration for stop blocking all platform, it also make me angry. Where the people who doesn't agree for blocking all platform, all people should start the protest and demonstration",7.174916825481871e+17,1.552962743673975e+18,en,2,1,3,0,"@USER #HASHTAG #HASHTAG kominfo will block tomorrow? that it! it's time start the demonstration for stop blocking all platform, it also make me angry. where the people who doesn't agree for blocking all platform, all people should start the protest and demonstration",negative,0.9607638716697693
1.552962743673975e+18,2022-07-29 10:22:25,"Teruslah Memposting Tweet dengan tagar #BlokirKominfo, #ProtesNetizen &amp; #PSEmelanggarHAM Sebanyak mungkin!",706776804.0,1.552962743673975e+18,id,3,1,5,0,"teruslah memposting tweet dengan tagar #HASHTAG, #HASHTAG & #HASHTAG sebanyak mungkin!",neutral,0.9630958437919617
1.552961946294829e+18,2022-07-29 10:19:15,"Sebagian orang-orang kuliah memakai akun google khusus Universitas, jika diblokir gegara efek PSE apa yang terjadi jika layanan tersebut dicekal?

#BlokirKominfo #ProtesNetizen 
#PSEmelanggarHAM #PSEBerbauKomunis",706776804.0,1.552961946294829e+18,id,1,0,2,0,"sebagian orang-orang kuliah memakai akun google khusus universitas, jika diblokir gegara efek pse apa yang terjadi jika layanan tersebut dicekal? #HASHTAG #HASHTAG #HASHTAG #HASHTAG",neutral,0.5659347176551819
1.552947377530884e+18,2022-07-29 09:21:21,Up lagi yuks #BlokirKominfo https://t.co/IV9QBgM6Ye,5828832.0,1.552947377530884e+18,id,2,0,1,0,up lagi yuks #HASHTAG HTTPURL,neutral,0.9888237118721008
1.552931673905439e+18,2022-07-29 08:18:57,"Media briefing yang gak ada bedanya. Jawabannya pak dirjen begitu mulu, contohnya selalu judi online sama web porno. 
#ProtesNetizen masih jalan...
#BlokirKominfo",5828832.0,1.552931673905439e+18,id,6,1,6,1,"media briefing yang gak ada bedanya. jawabannya pak dirjen begitu mulu, contohnya selalu judi online sama web porno. #HASHTAG masih jalan... #HASHTAG",negative,0.9936623573303223
1.552900542376346e+18,2022-07-29 06:15:15,Asu #blokirkominfo https://t.co/cCisgw7llZ,1.529325548530725e+18,1.552900542376346e+18,und,1,1,2,0,asu #HASHTAG HTTPURL,neutral,0.9455677270889282
1.552873778115678e+18,2022-07-29 04:28:54,"""Vincent, jangan bawa politik pls. Kami cuman mo hep pun aja"".

YA MASALAHNYA INI NGARUH KE LOE JUGA, 🆖🆎.

#VTuberID #ProtesNetizen #BlokirKominfo

https://t.co/gjFd1SD7Ih",1.335089790916592e+18,1.552867465038025e+18,id,1,1,1,0,"""vincent, jangan bawa politik pls. kami cuman mo hep pun aja"". ya masalahnya ini ngaruh ke loe juga, :ng_button::ab_button_(blood_type):. #HASHTAG #HASHTAG #HASHTAG HTTPURL",negative,0.9645721316337585
1.552827439981937e+18,2022-07-29 01:24:46,"#BlokirKominfo buset ude pajek beli game sekarang game yang gw beli kena blokir... Maonya apa sih nih... Refund lah semua game gw yang ke blokir, jangan pajaknya aja mao perlindungan konsumen kaga ada.",1.552479445558399e+18,1.552827439981937e+18,id,1,0,3,0,"#HASHTAG buset ude pajek beli game sekarang game yang gw beli kena blokir... maonya apa sih nih... refund lah semua game gw yang ke blokir, jangan pajaknya aja mao perlindungan konsumen kaga ada.",negative,0.9959017634391785
1.552819824031826e+18,2022-07-29 00:54:30,"Diteruskan dari @BangsaMahasiswa 

Gws ya Agus dan sahabat-sahabat tertolak lain diluar sana. Gapapa galau-galau sedih ditolak, tapi abis itu coba liat tagar #BlokirKominfo, disana akan ada banyak publikasi tentang PSE yang dianggap bisa mengancam privasi kita loh. #ProtesNetizen https://t.co/0Vos2n74LJ",222346474.0,1.552819824031826e+18,id,5,0,15,0,"diteruskan dari @USER gws ya agus dan sahabat-sahabat tertolak lain diluar sana. gapapa galau-galau sedih ditolak, tapi abis itu coba liat tagar #HASHTAG, disana akan ada banyak publikasi tentang pse yang dianggap bisa mengancam privasi kita loh. #HASHTAG HTTPURL",negative,0.9227887392044067
