id,lang,author_id,created_at,conversation_id,text,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.553031619245531e+18,id,41730943,2022-07-29 14:56:06,1.553031619245531e+18,10 PSE Besar akan Diblokir Kominfo https://t.co/uKLpfDYdpc,1,0,1,0,10 pse besar akan diblokir kominfo HTTPURL,neutral,0.9483534097671509
1.553031477776228e+18,id,1372331853084910080,2022-07-29 14:55:32,1.553031477776228e+18,"Pemerintah melalui Kominfo mewajibkan platform teknologi untuk mendaftar melalui sistem perizinan berusaha terintegrasi secara elektronik berbasis risiko atau sering disebut Online Single Submission Risk Based Approach (OSS RBA).
@kemkominfo
@PlateJohnny
https://t.co/pYrrwH1RKt",0,0,0,0,pemerintah melalui kominfo mewajibkan platform teknologi untuk mendaftar melalui sistem perizinan berusaha terintegrasi secara elektronik berbasis risiko atau sering disebut online single submission risk based approach (oss rba). @USER @USER HTTPURL,neutral,0.9914577603340149
1.553031368111563e+18,id,1442246515649434112,2022-07-29 14:55:06,1.553031368111563e+18,"Seminggu setelah deadline yang dipatok Kementerian Komunikasi dan informatika (Kominfo) pada 20 Juli  2022, berita tentang Penyelenggara Sistem Elektronik (PSE) masih saja menjadi tema utama sejumlah media.
@kemkominfo
@PlateJohnny
https://t.co/QpCctepBbR",0,0,0,0,"seminggu setelah deadline yang dipatok kementerian komunikasi dan informatika (kominfo) pada 20 juli 2022, berita tentang penyelenggara sistem elektronik (pse) masih saja menjadi tema utama sejumlah media. @USER @USER HTTPURL",neutral,0.9837180972099304
1.553029104899092e+18,id,1468260027727187968,2022-07-29 14:46:07,1.553029104899092e+18,"Ada perusahaan yang naruh link ""tdpse-detail"" PSE Kominfo ini di footer website mereka untuk membuktikan bahwa mereka sudah terdaftar di sistem PSE.

Waktu diklik, hasilnya error 404 dong karena @kemkominfo hapus halaman ""tdpse-detail"" ini. https://t.co/C79GoAvgRM",6,4,23,0,"ada perusahaan yang naruh link ""tdpse-detail"" pse kominfo ini di footer website mereka untuk membuktikan bahwa mereka sudah terdaftar di sistem pse. waktu diklik, hasilnya error 404 dong karena @USER hapus halaman ""tdpse-detail"" ini. HTTPURL",negative,0.9638099074363708
1.553025281572901e+18,id,1523807546,2022-07-29 14:30:55,1.553007858828313e+18,"@Mygeshabeen Ituu maa, yg masalah PSE kominfo. Paypal trmasuk yg blm daftarin PSE, ak baca dri sini:
https://t.co/D913doLKSP",1,1,1,0,"@USER ituu maa, yg masalah pse kominfo. paypal trmasuk yg blm daftarin pse, ak baca dri sini: HTTPURL",neutral,0.8045480847358704
1.553023588327989e+18,id,2243116382,2022-07-29 14:24:11,1.553023588327989e+18,"Alasan Google Belum Tercatat di PSE, tapi Tak Diblokir Kominfo https://t.co/1sITP7QWWK",0,0,0,0,"alasan google belum tercatat di pse, tapi tak diblokir kominfo HTTPURL",neutral,0.9949992895126343
1.553022368309998e+18,id,954241575659257856,2022-07-29 14:19:21,1.552880360748306e+18,"@babufess Kominfo Sumeru belum bikin PSE nder, ntar klo sdh bikin, bisa aja WA didaftarin ke situ biar rakyat Sumeru ttp bisa berbagi ilmu pengetahuan tanpa gnosis🤟",2,0,4,0,"@USER kominfo sumeru belum bikin pse nder, ntar klo sdh bikin, bisa aja wa didaftarin ke situ biar rakyat sumeru ttp bisa berbagi ilmu pengetahuan tanpa gnosis:love-you_gesture:",neutral,0.8705428242683411
1.553021167069307e+18,id,118646322,2022-07-29 14:14:34,1.553021167069307e+18,"Situs PSE Kominfo Diretas, Diserbu Jutaan Serangan Per Hari! https://t.co/w1aqkQ40Et",2,0,4,0,"situs pse kominfo diretas, diserbu jutaan serangan per hari! HTTPURL",neutral,0.9463673830032349
1.553019014435439e+18,id,1420047542851497984,2022-07-29 14:06:01,1.553019014435439e+18,"Seminggu setelah deadline yang dipatok Kementerian Komunikasi dan informatika (Kominfo) pada 20 Juli  2022, berita tentang Penyelenggara Sistem Elektronik (PSE) masih saja menjadi tema utama sejumlah media.
@kemkominfo @PlateJohnny https://t.co/aABEg3hrn0",0,0,0,0,"seminggu setelah deadline yang dipatok kementerian komunikasi dan informatika (kominfo) pada 20 juli 2022, berita tentang penyelenggara sistem elektronik (pse) masih saja menjadi tema utama sejumlah media. @USER @USER HTTPURL",neutral,0.9837180972099304
1.553018628642968e+18,id,1490529555786125056,2022-07-29 14:04:29,1.553018628642968e+18,"Kominfo akan blokir Dota, Counter Strike, dan 4 Platform Game lainnya jika tidak daftar PSE hingga nanti malam pukul 23.59 WIB.

#besmartidn

Selengkapnya klik link di bawah ini👇👇👇
https://t.co/4TjPnrpUz6",0,0,0,0,"kominfo akan blokir dota, counter strike, dan 4 platform game lainnya jika tidak daftar pse hingga nanti malam pukul 23.59 wib. #HASHTAG selengkapnya klik link di bawah ini:backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down: HTTPURL",neutral,0.98973548412323
1.553017755502186e+18,id,1502514072411013120,2022-07-29 14:01:01,1.553017755502186e+18,"Gosip Terkini: 10 PSE Terancam Diblokir Kominfo, Ada Dota, Steam,... https://t.co/SPUV1Z9Zga 
#exabet88 #ViralVideo #viralscandal #viralTiktok #viralmesum #ViralVideos #viraltwitter #viralbokep #viralindonesia #FYP #fyptt #fypシ #fyptiktokindo #fypage https://t.co/1QuDlTnELG",0,0,0,0,"gosip terkini: 10 pse terancam diblokir kominfo, ada dota, steam,... HTTPURL #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG HTTPURL",neutral,0.9811262488365173
1.55301701412993e+18,id,1411355044406906880,2022-07-29 13:58:04,1.552962839890969e+18,"@hyang_wisnu @kemkominfo Kominfo mewajibkan platform teknologi untuk mendaftar melalui sistem perizinan berusaha terintegrasi secara Online Single Submission Risk Based Approach (OSS RBA) sebagaimana yg tertuang dlm Permenkominfo Nomor 5 tahun 2020 tentang PSE Lingkup Privat.
@kemkominfo @PlateJohnny",0,0,0,0,@USER @USER kominfo mewajibkan platform teknologi untuk mendaftar melalui sistem perizinan berusaha terintegrasi secara online single submission risk based approach (oss rba) sebagaimana yg tertuang dlm permenkominfo nomor 5 tahun 2020 tentang pse lingkup privat. @USER @USER,neutral,0.98643559217453
1.553017008697905e+18,id,41730943,2022-07-29 13:58:03,1.553017008697905e+18,Kominfo Klaim Situs PSE Diserang Puluhan Juta Kali https://t.co/2m4PgaWwch,0,1,0,1,kominfo klaim situs pse diserang puluhan juta kali HTTPURL,neutral,0.9049221277236938
1.553015395648696e+18,id,17128975,2022-07-29 13:51:38,1.553015395648696e+18,Kominfo Sempat Ajak Facebook-Google-TikTok Bahas Daftar PSE di NTT https://t.co/9J8tfsgafE,0,1,1,0,kominfo sempat ajak facebook-google-tiktok bahas daftar pse di ntt HTTPURL,neutral,0.9977989792823792
1.553014597833335e+18,id,2352745627,2022-07-29 13:48:28,1.553014597833335e+18,"Masyarakat juga perlu menyadari bila
Permenkominfo Nomor 5 tahun 2020 bertujuan untuk menyelaraskan kemajuan teknologi digital dengan bangsa Indonesia sebagai market yang sangat berpotensial. 

@PlateJohnny
@kemkominfo
https://t.co/RlQi88XaxR",0,0,0,1,masyarakat juga perlu menyadari bila permenkominfo nomor 5 tahun 2020 bertujuan untuk menyelaraskan kemajuan teknologi digital dengan bangsa indonesia sebagai market yang sangat berpotensial. @USER @USER HTTPURL,positive,0.5001668930053711
1.553014353657762e+18,id,115915129,2022-07-29 13:47:30,1.553013302804238e+18,"Ingat VPN itu cuma biar lolos dari blokir akses saja, tapi tidak menjamin keamanan dan juga tidak bisa dijadikan tameng dari pihak berwajib jika anda suatu saat melanggar hukum #PSE #kominfo #trash",1,1,2,0,"ingat vpn itu cuma biar lolos dari blokir akses saja, tapi tidak menjamin keamanan dan juga tidak bisa dijadikan tameng dari pihak berwajib jika anda suatu saat melanggar hukum #HASHTAG #HASHTAG #HASHTAG",negative,0.971907913684845
1.553013822209741e+18,id,1092638848872440064,2022-07-29 13:45:23,1.553013822209741e+18,"Pada Kamis (28/7) pukul 07.35 WIB, Roblox dan Opera sudah terlihat dalam daftar di laman https://t.co/P7auYdzeQM. Hingga saat ini, tercatat 8.572 PSE domestik dan 231 PSE Asing sudah mendaftar.
@kemkominfo @PlateJohnny @jokowi
https://t.co/8mJR5wp67U",0,0,1,0,"pada kamis (28/7) pukul 07.35 wib, roblox dan opera sudah terlihat dalam daftar di laman HTTPURL hingga saat ini, tercatat 8.572 pse domestik dan 231 pse asing sudah mendaftar. @USER @USER @USER HTTPURL",neutral,0.9941547513008118
1.553011777343853e+18,id,1418808536935670016,2022-07-29 13:37:15,1.553011777343853e+18,"gw kira PSE nya kominfo tuh singkatan dari Pale, Soft, and Exudative Meat",0,0,1,0,"gw kira pse nya kominfo tuh singkatan dari pale, soft, and exudative meat",neutral,0.9715832471847534
1.553011023963165e+18,id,1442122733886664960,2022-07-29 13:34:16,1.553011023963165e+18,Kominfo Sempat Ajak Facebook-Google-TikTok Bahas Daftar PSE di NTT https://t.co/JjcIPGWYmk,0,0,0,0,kominfo sempat ajak facebook-google-tiktok bahas daftar pse di ntt HTTPURL,neutral,0.9977989792823792
1.553010725219496e+18,id,58880688,2022-07-29 13:33:05,1.553010725219496e+18,"Yahoo hingga Amazon Terancam Diblokir Kominfo, Jika Tak Daftar PSE sampai Tengah Malam Ini https://t.co/YgjhymDpyC",0,0,1,0,"yahoo hingga amazon terancam diblokir kominfo, jika tak daftar pse sampai tengah malam ini HTTPURL",neutral,0.8789508938789368
1.553009870106149e+18,id,1138525228437401984,2022-07-29 13:29:41,1.553009870106149e+18,"PSE Kominfo ke Google, Facebook, dllnya, ibaratnya kayak hamba yang nagih ke tuhannya ""tuhan, mana janjiMu untuk mengabulkan permintaan saya""

I mean, ayolah, mereka2 itu udah bagaikan tuhannya dunia maya, bisa2nya ngasih regulasi ke mereka",0,0,2,0,"pse kominfo ke google, facebook, dllnya, ibaratnya kayak hamba yang nagih ke tuhannya ""tuhan, mana janjimu untuk mengabulkan permintaan saya"" i mean, ayolah, mereka2 itu udah bagaikan tuhannya dunia maya, bisa2nya ngasih regulasi ke mereka",negative,0.8121254444122314
1.553007892638634e+18,id,1283815459792417024,2022-07-29 13:21:49,1.553007892638634e+18,"Teguran @kemkominfo ini bukan saja merupakan permainan cantik Kominfo melainkan juga bentuk ketegasan negara atas perusahaan-perusahaan global untuk mengakui kedaulatan NKRI di ranah digitalnya.
@jokowi @PlateJohnny
https://t.co/nFz5Rfq9pp",0,0,1,0,teguran @USER ini bukan saja merupakan permainan cantik kominfo melainkan juga bentuk ketegasan negara atas perusahaan-perusahaan global untuk mengakui kedaulatan nkri di ranah digitalnya. @USER @USER HTTPURL,negative,0.591336727142334
1.553007437028164e+18,id,1092638848872440064,2022-07-29 13:20:01,1.553007437028164e+18,"@kemkominfo telah mengirimkan surat teguran dan memberi waktu lima hari kerja bagi perusahaan-perusahaan lainnya untuk mendaftar PSE sebelum menerapkan blokir.
@PlateJohnny @jokowi

https://t.co/t9Vg9XJbgR",0,0,1,0,@USER telah mengirimkan surat teguran dan memberi waktu lima hari kerja bagi perusahaan-perusahaan lainnya untuk mendaftar pse sebelum menerapkan blokir. @USER @USER HTTPURL,neutral,0.9414833188056946
1.553007175966274e+18,id,435004096,2022-07-29 13:18:58,1.553007175966274e+18,"Dengan permainan cantik dan ketegasannya itu juga @kemkominfo telah membuktikan bahwa 210 juta pengguna internet di Indonesia merupakan nilai tawar yang mampu merobohkan benteng egoisme perusahaan-perusahaan global raksasa. 
@PlateJohnny @jokowi
https://t.co/TLkzdggq6U",5,0,9,0,dengan permainan cantik dan ketegasannya itu juga @USER telah membuktikan bahwa 210 juta pengguna internet di indonesia merupakan nilai tawar yang mampu merobohkan benteng egoisme perusahaan-perusahaan global raksasa. @USER @USER HTTPURL,positive,0.9274263978004456
1.55300599034114e+18,id,135815019,2022-07-29 13:14:16,1.55300599034114e+18,"Google Search, Maps, Play Store dan YouTube tidak terlihat di situs pendaftaran PSE hingga kini. Apakah layanan Google akan diblokir Kominfo dini hari nanti? https://t.co/JetHne8vNH",3,0,2,0,"google search, maps, play store dan youtube tidak terlihat di situs pendaftaran pse hingga kini. apakah layanan google akan diblokir kominfo dini hari nanti? HTTPURL",neutral,0.8500492572784424
1.553005452379664e+18,id,1229695476552761088,2022-07-29 13:12:07,1.553005452379664e+18,Kominfo Bantah Bisa Intai Percakapan WhatsApp dan Email Melalui PSE: ASKARA - Kementerian Komunikasi dan Informatika membantah kabar jika bisa mengintai percakapan di WhatsApp dan surat elektrinik atau email di domain Gmail melalui aturan Penyelenggara… https://t.co/g5p6usWZ3Z,0,0,0,0,kominfo bantah bisa intai percakapan whatsapp dan email melalui pse: askara - kementerian komunikasi dan informatika membantah kabar jika bisa mengintai percakapan di whatsapp dan surat elektrinik atau email di domain gmail melalui aturan penyelenggara… HTTPURL,neutral,0.9923303723335266
1.553004149985661e+18,id,2856270110,2022-07-29 13:06:57,1.553004149985661e+18,untuk sekarang gada yg lebih tolol dari PSE Kominfo,1,0,1,0,untuk sekarang gada yg lebih tolol dari pse kominfo,negative,0.9977738261222839
1.553001706962579e+18,id,17128975,2022-07-29 12:57:14,1.553001706962579e+18,Situs PSE Kominfo Alami Puluhan Juta Serangan Siber per Hari https://t.co/J1HXU0NNqo,5,1,12,6,situs pse kominfo alami puluhan juta serangan siber per hari HTTPURL,neutral,0.9922818541526794
1.553000413565108e+18,id,1166532124121240064,2022-07-29 12:52:06,1.553000413565108e+18,"Pada Kamis (28/7) pukul 07.35 WIB, Roblox dan Opera sudah terlihat dalam daftar di laman https://t.co/N7VCny7toP. 
Johnny Plate @kemkominfo https://t.co/adg5QDH8bP",0,0,0,0,"pada kamis (28/7) pukul 07.35 wib, roblox dan opera sudah terlihat dalam daftar di laman HTTPURL johnny plate @USER HTTPURL",neutral,0.9958635568618774
1.552999962149294e+18,id,168082298,2022-07-29 12:50:18,1.552999962149294e+18,"Menurut saya keterlaluan kalau pendaftaran PSE msh dilakukan secara manual, apalagi ada anggaran hampir satu triliun untuk Sistem Tata Kelola Pengendalian PSE pada 2021.

Seharusnya ini dibenahi dulu sblm mewajibkan PSE melakukan pendaftaran.

@kemkominfo

https://t.co/kdyaRX5SxP",6,1,6,0,"menurut saya keterlaluan kalau pendaftaran pse msh dilakukan secara manual, apalagi ada anggaran hampir satu triliun untuk sistem tata kelola pengendalian pse pada 2021. seharusnya ini dibenahi dulu sblm mewajibkan pse melakukan pendaftaran. @USER HTTPURL",negative,0.9945324659347534
1.552998937698632e+18,id,3570716532,2022-07-29 12:46:14,1.552998937698632e+18,Kominfo Bakal Blokir Steam hingga Epic Games Bila Tak Daftar PSE Sampai Tengah Malam https://t.co/j4DI0Gafzx,0,0,0,0,kominfo bakal blokir steam hingga epic games bila tak daftar pse sampai tengah malam HTTPURL,neutral,0.9933885335922241
1.552997085330358e+18,id,1467312143062082048,2022-07-29 12:38:53,1.552997085330358e+18,"Kominfo Blokir Yahoo-DoTA Jika Tak Daftar PSE Hingga Tengah Malam Ini

https://t.co/vt06i3Ery9",0,0,0,1,kominfo blokir yahoo-dota jika tak daftar pse hingga tengah malam ini HTTPURL,neutral,0.9826263189315796
1.552996775522611e+18,en,2340155395,2022-07-29 12:37:39,1.552996775522611e+18,"Wow, Google daftar manual https://t.co/ReRaAyW51D",0,0,1,0,"wow, google daftar manual HTTPURL",positive,0.807088315486908
1.552995818726392e+18,id,17523128,2022-07-29 12:33:51,1.552963363537551e+18,"@AjiPrabangkoro yoih mase.
bikinan saya, soale situs psenya kominfo yang 1 trilyun ndak ceta :D

source code ada di sini.
https://t.co/vSoJZZI6QY",0,1,1,0,"@USER yoih mase. bikinan saya, soale situs psenya kominfo yang 1 trilyun ndak ceta :d source code ada di sini. HTTPURL",negative,0.7855154275894165
1.552995605529727e+18,id,23343960,2022-07-29 12:33:00,1.552995605529727e+18,"Kominfo membantah bisa mengintip pesan pribadi yang dikirim lewat aplikasi perpesanan, seperti WhatsApp. * #Tekno

https://t.co/KRyXD7QxiJ",1,0,2,0,"kominfo membantah bisa mengintip pesan pribadi yang dikirim lewat aplikasi perpesanan, seperti whatsapp. * #HASHTAG HTTPURL",neutral,0.9592215418815613
1.552994294000415e+18,id,1288496856,2022-07-29 12:27:47,1.552994294000415e+18,Kominfo blokir Yahoo hingga Dota bila tak daftar PSE sampai tengah malam nanti https://t.co/TDBSrvtDiV,0,0,0,0,kominfo blokir yahoo hingga dota bila tak daftar pse sampai tengah malam nanti HTTPURL,neutral,0.9550902247428894
1.552993402202993e+18,id,759692754985242624,2022-07-29 12:24:14,1.552993402202993e+18,Layanan PSE asing yang diblokir malah membuka peluang bagi anak bangsa untuk mengisi kekosongan tersebut dengan menciptakan layanan serupa. #kumparanTECH https://t.co/1Dnyo1QnUd,0,0,1,2,layanan pse asing yang diblokir malah membuka peluang bagi anak bangsa untuk mengisi kekosongan tersebut dengan menciptakan layanan serupa. #HASHTAG HTTPURL,neutral,0.6564559936523438
1.552993356686377e+18,id,1326190542233825024,2022-07-29 12:24:04,1.552993356686377e+18,Kominfo akan Blokir Yahoo Hingga Dota Jika Tak Daftar PSE Hingga Tengah Malam Ini https://t.co/DreHbKvLtU,0,0,0,0,kominfo akan blokir yahoo hingga dota jika tak daftar pse hingga tengah malam ini HTTPURL,neutral,0.9779837727546692
1.552993018222785e+18,id,1266292110912744960,2022-07-29 12:22:43,1.552993018222785e+18,pertanyaan kalau PSE kominfo yg baru apa bisa buat intip chat para koruptor? kalau kpk masih kewalahan berarti hukum diindonesia lemah https://t.co/9gRSnItCTE,0,0,2,0,pertanyaan kalau pse kominfo yg baru apa bisa buat intip chat para koruptor? kalau kpk masih kewalahan berarti hukum diindonesia lemah HTTPURL,negative,0.9926160573959351
1.552992515346665e+18,id,1383718809463235072,2022-07-29 12:20:43,1.552992515346665e+18,"Paksa Google CS Daftar PSE, Kominfo Tegaskan Kedaulatan Digital NKRI. 🇮🇩💪 @kemkominfo @PlateJohnny @DScute_20
https://t.co/iB2Q5tqdsr",0,0,0,0,"paksa google cs daftar pse, kominfo tegaskan kedaulatan digital nkri. :indonesia::flexed_biceps: @USER @USER @USER HTTPURL",neutral,0.9937560558319092
1.55299136475263e+18,id,520520466,2022-07-29 12:16:09,1.55299136475263e+18,Kominfo akan Blokir Yahoo Hingga Dota Jika Tak Daftar PSE Hingga Tengah Malam Ini https://t.co/fggUR1qRPM,0,0,0,0,kominfo akan blokir yahoo hingga dota jika tak daftar pse hingga tengah malam ini HTTPURL,neutral,0.9779837727546692
1.552990534205309e+18,id,1369573838007063040,2022-07-29 12:12:51,1.552990534205309e+18,"padahal bisa decrypt data enkripsi peer to peer itu keren banget lho..gak jadi keren dong nih @kemkominfo ?
@PNS_Ababil 
https://t.co/JLVvcGZwRd",0,0,0,0,padahal bisa decrypt data enkripsi peer to peer itu keren banget lho..gak jadi keren dong nih @USER ? @USER HTTPURL,positive,0.8750184774398804
1.552989856258744e+18,id,552523769,2022-07-29 12:10:09,1.552989856258744e+18,"Kominfo menyebutkan bahwa situs pendaftaran PSE untuk Google, WhatsApp hingga Facebook mengalami puluhan juta kali serangan hacker per hari. Apa dampaknya?
 https://t.co/MB1zun44Rk",0,0,1,3,"kominfo menyebutkan bahwa situs pendaftaran pse untuk google, whatsapp hingga facebook mengalami puluhan juta kali serangan hacker per hari. apa dampaknya? HTTPURL",neutral,0.7624185681343079
1.552989689552208e+18,id,1255738688534789888,2022-07-29 12:09:29,1.552989689552208e+18,"Belum Daftar PSE Lingkup Privat, 10 Platform Akan Diblokir Kominfo Mulai Malam Ini 29 Juli 23.59 WIB https://t.co/dYGu7luh0f",0,0,0,0,"belum daftar pse lingkup privat, 10 platform akan diblokir kominfo mulai malam ini 29 juli 23.59 wib HTTPURL",neutral,0.9910761117935181
1.552988742897799e+18,id,2352745627,2022-07-29 12:05:44,1.552988742897799e+18,"Epic Game, Steam, dan Dota Belum Daftar PSE

Pada Kamis (28/7) pukul 07.35 WIB, Roblox &amp; Opera sdh terlihat dalam daftar di laman https://t.co/knx4xShDHS. Hingga saat ini, tercatat 8.572 PSE domestik dan 231 PSE Asing sdh mendaftar
@PlateJohnny
@kemkominfo
https://t.co/1JAwsfW5gN",0,0,0,0,"epic game, steam, dan dota belum daftar pse pada kamis (28/7) pukul 07.35 wib, roblox & opera sdh terlihat dalam daftar di laman HTTPURL hingga saat ini, tercatat 8.572 pse domestik dan 231 pse asing sdh mendaftar @USER @USER HTTPURL",neutral,0.9932958483695984
1.552988572650656e+18,id,1473273170681499904,2022-07-29 12:05:03,1.552988572650656e+18,"Jakarta - Aturan pemerintah mengenai PSE kembali ramai diperbincangkan.
#smashnews #beritaterbaru #beritaterkini #beritaterupdate #kabarterbaru #kabarterkini #aturanpemerintah #PSE #kominfo #tuaikritik 
https://t.co/u2K93eydag https://t.co/wK3z0fO9Zm",2,1,2,0,jakarta - aturan pemerintah mengenai pse kembali ramai diperbincangkan. #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG HTTPURL HTTPURL,neutral,0.990213930606842
1.552985779898528e+18,zxx,1471082246232687104,2022-07-29 11:53:57,1.552985779898528e+18,https://t.co/IrQ6wlNw2W,0,0,3,0,HTTPURL,neutral,0.41922974586486816
1.552983275211457e+18,id,96292509,2022-07-29 11:44:00,1.552168460389876e+18,"@glngbhgskr Kata Kominfo soal Isu Bisa Lihat Isi Chat WhatsApp lewat Aturan PSE https://t.co/6YeqxSxd8m

Nih udah ada jawabannyaaa",0,0,0,0,@USER kata kominfo soal isu bisa lihat isi chat whatsapp lewat aturan pse HTTPURL nih udah ada jawabannyaaa,neutral,0.9940071105957031
1.552982567821136e+18,id,142305302,2022-07-29 11:41:11,1.552982567821136e+18,"Belum Mendaftar di PSE Lingkup Privat, Ini 10 Platform Digital Terancam Diblokir Kominfo
 
https://t.co/2KBYfRrGVY via @tribunmedan",0,0,0,0,"belum mendaftar di pse lingkup privat, ini 10 platform digital terancam diblokir kominfo HTTPURL via @USER",neutral,0.956422746181488
1.552982527236706e+18,id,1124517245722349952,2022-07-29 11:41:02,1.552982527236706e+18,"10 PSE Terancam Diblokir Kominfo, Termasuk Steam, Epic Games dan Yahoo https://t.co/56aURb9oHW #Pse #SistemElektronik #Kominfo #PseKominfo",3,0,0,0,"10 pse terancam diblokir kominfo, termasuk steam, epic games dan yahoo HTTPURL #HASHTAG #HASHTAG #HASHTAG #HASHTAG",neutral,0.9863986372947693
