id,author_id,conversation_id,created_at,text,lang,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.552608225626714e+18,67281504,1.552608225626714e+18,2022-07-28 10:53:41,"Sudah sore, dan situs-situ yg belum daftar PSE belum juga diblokir oleh Kominfo, jadi cuma gini doang nih? cuma jadi berita hoax aja nih PSE? https://t.co/dYLyL1ZgcM",id,0,1,3,0,"sudah sore, dan situs-situ yg belum daftar pse belum juga diblokir oleh kominfo, jadi cuma gini doang nih? cuma jadi berita hoax aja nih pse? HTTPURL",negative,0.9967286586761475
1.55260722750831e+18,2243116382,1.55260722750831e+18,2022-07-28 10:49:43,Benarkah Google dan YouTube Sudah Daftar PSE dan Bebas Blokir Kominfo? https://t.co/0edRMX4bF9,id,0,0,0,0,benarkah google dan youtube sudah daftar pse dan bebas blokir kominfo? HTTPURL,neutral,0.9442012906074524
1.55260435005245e+18,1124280639987995008,1.55260435005245e+18,2022-07-28 10:38:17,"CMFBAI English: Through PSE Rules, Kominfo Can Peek into Whatsapp and Gmail Conversations https://t.co/FDOucTfQPv 
#kominfo #Newsnight #Newsnight #technews",en,0,0,0,0,"cmfbai english: through pse rules, kominfo can peek into whatsapp and gmail conversations HTTPURL #HASHTAG #HASHTAG #HASHTAG #HASHTAG",neutral,0.8945867419242859
1.552604073978782e+18,1500833234057593088,1.552604073978782e+18,2022-07-28 10:37:11,"Hobby kok Gitu sih!!!
Through PSE Rules, Kominfo Can Peek into Whatsapp and Gmail Conversations https://t.co/LHe1mUA3is",en,0,0,0,0,"hobby kok gitu sih!!! through pse rules, kominfo can peek into whatsapp and gmail conversations HTTPURL",neutral,0.6133502125740051
1.552603380538675e+18,1401345210,1.552603380538675e+18,2022-07-28 10:34:26,Benarkah Aturan PSE Memungkinkan Kominfo Bisa Intip Percakapan WhatsApp Pengguna? https://t.co/1rHoaXYf7P,id,0,0,0,0,benarkah aturan pse memungkinkan kominfo bisa intip percakapan whatsapp pengguna? HTTPURL,neutral,0.997517466545105
1.5526031943871e+18,168903780,1.5526031943871e+18,2022-07-28 10:33:42,Benarkah Aturan PSE Memungkinkan Kominfo Bisa Intip Percakapan WhatsApp Pengguna? https://t.co/DKJJJFMgV0,id,0,0,0,0,benarkah aturan pse memungkinkan kominfo bisa intip percakapan whatsapp pengguna? HTTPURL,neutral,0.997517466545105
1.552602907236712e+18,286472930,1.552602907236712e+18,2022-07-28 10:32:33,Benarkah Aturan PSE Memungkinkan Kominfo Bisa Intip Percakapan WhatsApp Pengguna? https://t.co/ZYHfvi9uHa,id,0,0,0,0,benarkah aturan pse memungkinkan kominfo bisa intip percakapan whatsapp pengguna? HTTPURL,neutral,0.997517466545105
1.552602515689984e+18,1426111909,1.552602515689984e+18,2022-07-28 10:31:00,Benarkah Aturan PSE Memungkinkan Kominfo Bisa Intip Percakapan WhatsApp Pengguna? https://t.co/fSPMIDNLtN,id,0,0,0,0,benarkah aturan pse memungkinkan kominfo bisa intip percakapan whatsapp pengguna? HTTPURL,neutral,0.997517466545105
1.552602341920018e+18,426321924,1.552602341920018e+18,2022-07-28 10:30:18,Benarkah Aturan PSE Memungkinkan Kominfo Bisa Intip Percakapan WhatsApp Pengguna? https://t.co/7JrHTWpt0b,id,0,0,0,0,benarkah aturan pse memungkinkan kominfo bisa intip percakapan whatsapp pengguna? HTTPURL,neutral,0.997517466545105
1.552601498520982e+18,243177995,1.552601498520982e+18,2022-07-28 10:26:57,Benarkah Aturan PSE Memungkinkan Kominfo Bisa Intip Percakapan WhatsApp Pengguna? https://t.co/0xTuUG7Y6q,id,0,0,0,0,benarkah aturan pse memungkinkan kominfo bisa intip percakapan whatsapp pengguna? HTTPURL,neutral,0.997517466545105
1.55260135257634e+18,17128975,1.55260135257634e+18,2022-07-28 10:26:23,"Ilham Habibie Akui Aturan PSE Kominfo Belum Lengkap, Dorong Negosiasi https://t.co/E6ybk1eS31",id,2,1,7,0,"ilham habibie akui aturan pse kominfo belum lengkap, dorong negosiasi HTTPURL",neutral,0.9978429079055786
1.552594210712613e+18,1312514755,1.552594210712613e+18,2022-07-28 09:58:00,Teringat film Enemy of The State (1988).  Akhirnya senjata makan tuan.... https://t.co/uz3f1fNl4B,id,4,4,81,2,teringat film enemy of the state (1988). akhirnya senjata makan tuan.... HTTPURL,negative,0.8758450150489807
1.552591197624906e+18,737114089386741760,1.552591197624906e+18,2022-07-28 09:46:01,"Hari Terakhir Pendaftaran PSE, Siapa Kena Blokir?  #Kominfo #Opera #LinkedIn #Alibaba #KominfoBlokir #PenyelenggaraSistemElektronik #Roblok https://t.co/n8jz8KtIIF https://t.co/Ijobjjwcck",id,0,0,0,0,"hari terakhir pendaftaran pse, siapa kena blokir? #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG HTTPURL HTTPURL",neutral,0.5092905163764954
1.55258694821625e+18,552523769,1.55258694821625e+18,2022-07-28 09:29:08,"Google dan YouTube tidak tercatat sebagai PSE asing di Indonesia. Benarkah raksasa teknologi ini terbebas dari ancaman blokir Kominfo?

 https://t.co/6HsXPuyW6e",id,0,0,0,0,google dan youtube tidak tercatat sebagai pse asing di indonesia. benarkah raksasa teknologi ini terbebas dari ancaman blokir kominfo? HTTPURL,neutral,0.8080061078071594
1.552585320356782e+18,1466796196031122944,1.552585320356782e+18,2022-07-28 09:22:40,"Indonesia is becoming a surveillance state
https://t.co/jJSLwxHlEf",en,0,1,0,0,indonesia is becoming a surveillance state HTTPURL,negative,0.8230723142623901
1.552583946235351e+18,1511078421345959936,1.552583946235351e+18,2022-07-28 09:17:13,"Kominfo Disebut Bisa Intip Percakapan Whatsapp-Gmail Lewat Aturan PSE
https://t.co/e1lfy5R781",id,0,0,0,0,kominfo disebut bisa intip percakapan whatsapp-gmail lewat aturan pse HTTPURL,neutral,0.9970965385437012
1.552583417241412e+18,1215780392105476096,1.552583417241412e+18,2022-07-28 09:15:06,"Jokes ""....in kominfo office"" gara-gara PSE ini lucu lucu ya wkwkw",id,0,0,0,0,"jokes ""....in kominfo office"" gara-gara pse ini lucu lucu ya wkwkw",negative,0.5857397317886353
1.552582562970993e+18,1470769823856611072,1.552389106952446e+18,2022-07-28 09:11:43,"@kirawontmiss bakal banyak nih
https://t.co/kwe9G6zgeD",id,0,0,1,0,@USER bakal banyak nih HTTPURL,neutral,0.9431574940681458
1.552581800030982e+18,1102760940938752000,1.552580854056391e+18,2022-07-28 09:08:41,@daniellasarra loh emg km gtw kl disney+ ga daftarin pse ke kominfo? mungkin krn itu dan wkwkwk,id,0,1,0,0,@USER loh emg km gtw kl disney+ ga daftarin pse ke kominfo? mungkin krn itu dan wkwkwk,negative,0.9403448104858398
1.552577764141814e+18,1471408105950834944,1.552577764141814e+18,2022-07-28 08:52:39,Twitter Sudah Daftar PSE Kominfo: Kami Mematuhi Syarat https://t.co/7JfdE3tWjC,id,0,0,1,0,twitter sudah daftar pse kominfo: kami mematuhi syarat HTTPURL,neutral,0.9962961077690125
1.552577509145051e+18,1369573838007063040,1.552577509145051e+18,2022-07-28 08:51:38,"keren ini kalo sampe @kemkominfo sanggup men-decrypt data ter-enkripsi!
kalo sanggup mohon bantu warga yg datanya di-enkripsi ransom dJvu online yg minta tebusan Rp14jt/file dlm #BTC !
@emsisoft @MicrosoftID @AVGFree @Smadav gak mampu!

@BSSN_RI @CCICPolri
https://t.co/eDzHumN9Y6",id,0,0,0,0,keren ini kalo sampe @USER sanggup men-decrypt data ter-enkripsi! kalo sanggup mohon bantu warga yg datanya di-enkripsi ransom djvu online yg minta tebusan rp14jt/file dlm #HASHTAG ! @USER @USER @USER @USER gak mampu! @USER @USER HTTPURL,negative,0.9037820100784302
1.552576678744199e+18,887743587579944960,1.552576678744199e+18,2022-07-28 08:48:20,"Kominfo Disebut Bisa Intip Percakapan Whatsapp-Gmail Lewat Aturan PSE
https://t.co/jiUjur5BLc",id,12,6,23,2,kominfo disebut bisa intip percakapan whatsapp-gmail lewat aturan pse HTTPURL,neutral,0.9970965385437012
1.552576527019147e+18,2243116382,1.552576527019147e+18,2022-07-28 08:47:44,"Aturan PSE Wajib Daftar, Kominfo Bisa Lihat Pesan di WhatsApp &amp; Google https://t.co/eX4gn4qBOx",id,0,0,0,0,"aturan pse wajib daftar, kominfo bisa lihat pesan di whatsapp & google HTTPURL",neutral,0.9974015951156616
1.552574733476311e+18,17128975,1.552574733476311e+18,2022-07-28 08:40:36,"Belum Terdaftar di PSE Kominfo, Yahoo dan DoTa Masih Bisa Diakses https://t.co/e43Z8gd7VV",id,0,1,1,1,"belum terdaftar di pse kominfo, yahoo dan dota masih bisa diakses HTTPURL",neutral,0.996760904788971
1.552573784506262e+18,1718082816,1.552573784506262e+18,2022-07-28 08:36:50,"Mari misuh sebelum jum'at dan weekend :')

Hidup Sungguh Amat Sederhana, tapi Dibuat Ribet Kominfo dan PSE via @mojokdotco https://t.co/aMVDWMQOad",id,0,0,1,0,"mari misuh sebelum jum'at dan weekend :') hidup sungguh amat sederhana, tapi dibuat ribet kominfo dan pse via @USER HTTPURL",negative,0.884929895401001
1.552569731772662e+18,962662189,1.551855536727294e+18,2022-07-28 08:20:44,@CNNIndonesia Mau tanya klo daftar PSE itu pasti ga gratis kan..ini ladang duit banget bwt kominfo,id,0,0,1,0,@USER mau tanya klo daftar pse itu pasti ga gratis kan..ini ladang duit banget bwt kominfo,negative,0.9664011001586914
1.552566925225783e+18,915242765453213696,1.552566925225783e+18,2022-07-28 08:09:34,"Aturan PSE Lingkup Privat yang penuh kontroversi ternyata memungkinkan Kementerian Komunikasi dan Informatika (Kominfo) mengintip Chat WhatsApp dan isi surat Gmail. Bukankah hal ini melanggar privasi pengguna? #inibaruid
https://t.co/KsUwPwMDxu",id,0,0,0,0,aturan pse lingkup privat yang penuh kontroversi ternyata memungkinkan kementerian komunikasi dan informatika (kominfo) mengintip chat whatsapp dan isi surat gmail. bukankah hal ini melanggar privasi pengguna? #HASHTAG HTTPURL,negative,0.5647749304771423
1.552564263146881e+18,23343960,1.552564263146881e+18,2022-07-28 07:59:00,"""Kami baru dapat kabar, Google mendaftarkan empat platform tambahan selain Google Cloud dan (Google) Ads-nya. Sekarang, mereka mendaftarkan YouTube, Search Engine, Play Store, dan Google Maps,"" kata Dirjen Aptika Kominfo, Semuel Abrijani. - #Tekno https://t.co/lsZRpzhwpi",id,0,0,0,0,"""kami baru dapat kabar, google mendaftarkan empat platform tambahan selain google cloud dan (google) ads-nya. sekarang, mereka mendaftarkan youtube, search engine, play store, dan google maps,"" kata dirjen aptika kominfo, semuel abrijani. - #HASHTAG HTTPURL",neutral,0.9873319268226624
1.552562810990875e+18,1456949178421101056,1.552562810990875e+18,2022-07-28 07:53:14,"Kominfo Disebut Bisa Intip Percakapan Whatsapp-Gmail Lewat Aturan PSE – Berita dan Informasi Cepat dan Akurat,
Politik, ekonomi, sosial, agama, bencana, jakarta, bandung, surabaya, indonesia, pre... https://t.co/2pb337xtRR https://t.co/WYYoreF3nk",id,0,0,0,0,"kominfo disebut bisa intip percakapan whatsapp-gmail lewat aturan pse – berita dan informasi cepat dan akurat, politik, ekonomi, sosial, agama, bencana, jakarta, bandung, surabaya, indonesia, pre... HTTPURL HTTPURL",neutral,0.9946444034576416
1.55255996396852e+18,1376697702973500928,1.55255996396852e+18,2022-07-28 07:41:55,"@gizmologi | Hadirkan Banyak Inovasi, Alibaba Cloud Patuhi Kebijakan PSE Kominfo https://t.co/gVVtr9w18B",id,0,0,0,0,"@USER | hadirkan banyak inovasi, alibaba cloud patuhi kebijakan pse kominfo HTTPURL",neutral,0.9963461756706238
1.552555018779185e+18,2819975048,1.552555018779185e+18,2022-07-28 07:22:16,Kebajikan Google vs PSE Kominfo https://t.co/TJwPNAtSVP,id,0,0,1,0,kebajikan google vs pse kominfo HTTPURL,neutral,0.9960438013076782
1.552553930227618e+18,1412072942880497920,1.552553930227618e+18,2022-07-28 07:17:56,"Blokir, Blokir,Blokir sekarang juga ayolah jangan hoax Kominfo 

Google, Gmail &amp; YouTube Belum Nongol di Situs PSE, Kominfo Bakal Blokir?
https://t.co/oTZ14zDHSV",id,0,0,0,0,"blokir, blokir,blokir sekarang juga ayolah jangan hoax kominfo google, gmail & youtube belum nongol di situs pse, kominfo bakal blokir? HTTPURL",negative,0.953385055065155
1.552553868927836e+18,1313731477050330880,1.552553868927836e+18,2022-07-28 07:17:42,"Patuhi Kebijakan @kemkominfo, Alibaba Cloud Daftar PSE

Ada pun tenggat waktu pendaftaran bagi penyelenggara sistem elektronik (PSE) lingkup privat di Kementerian Komunikasi dan Informatika sebentar lagi berakhir. 
@PlateJohnny
https://t.co/BR2fzfWcNt",id,1,0,1,0,patuhi kebijakan @USER alibaba cloud daftar pse ada pun tenggat waktu pendaftaran bagi penyelenggara sistem elektronik (pse) lingkup privat di kementerian komunikasi dan informatika sebentar lagi berakhir. @USER HTTPURL,neutral,0.9913585186004639
1.552553540996202e+18,1166532124121240064,1.552553540996202e+18,2022-07-28 07:16:23,"Alibaba adalah salah satu perusahaan asing yang belum mendaftar PSE lingkup privat. Meski begitu, Country Manager of Alibaba Cloud Indonesia Leon Chen menganggap bahwa regulasi pendaftaran PSE lingkup privat dari Kementerian @kemkominfo harus ditaati.

https://t.co/AqtpOTszep",id,1,0,1,0,"alibaba adalah salah satu perusahaan asing yang belum mendaftar pse lingkup privat. meski begitu, country manager of alibaba cloud indonesia leon chen menganggap bahwa regulasi pendaftaran pse lingkup privat dari kementerian @USER harus ditaati. HTTPURL",neutral,0.9689911603927612
