id,lang,text,created_at,author_id,conversation_id,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.552207213472543e+18,qme,@nuicemedia #BlokirKominfo,2022-07-27 08:20:12,1282250437182098944,1.552095189438583e+18,0,0,1,0,@USER #HASHTAG,neutral,0.933753490447998
1.552199873713537e+18,qht,#BlokirKominfo https://t.co/EK6ORXKJXY,2022-07-27 07:51:03,500744486,1.552199873713537e+18,1,0,1,0,#HASHTAG HTTPURL,neutral,0.9602899551391602
1.552199191455482e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/jicc5Q6p1e",2022-07-27 07:48:20,159217885,1.552199191455482e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.552199164817441e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/tmolv8mMCH",2022-07-27 07:48:14,116982303,1.552199164817441e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.552199137839292e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/CKtyyRAgMv",2022-07-27 07:48:07,1464717420,1.552199137839292e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.55219811351482e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/pzeo2i7T7k",2022-07-27 07:44:03,1464717420,1.55219811351482e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.55219808982954e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/T4fGrSDBfD",2022-07-27 07:43:57,116982303,1.55219808982954e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.55219806757494e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/bdnYBFo9su",2022-07-27 07:43:52,159217885,1.55219806757494e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.552197926176186e+18,id,"Firemaple Wifi Adaptor Kompor

👉 Link: https://t.co/ZabuQjJMYT

CCTV Minion #BlokirKominfo TEST ME OUT NOW HEEJIN Transformasi Digital4 https://t.co/L0ThjT5ZXK",2022-07-27 07:43:18,1424847385725858048,1.552197926176186e+18,0,0,0,0,firemaple wifi adaptor kompor :backhand_index_pointing_right: link: HTTPURL cctv minion #HASHTAG test me out now heejin transformasi digital4 HTTPURL,neutral,0.9690042734146118
1.552197650422051e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/YPVuIn3SdD",2022-07-27 07:42:12,159217885,1.552197650422051e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.552197626744844e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/Z7yHoBoP32",2022-07-27 07:42:07,116982303,1.552197626744844e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.55219760432212e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/ZXI0qq5S3n",2022-07-27 07:42:01,1464717420,1.55219760432212e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.552196876295803e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/7JorHf5DFn",2022-07-27 07:39:08,1464717420,1.552196876295803e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.552196854904869e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/STGdZIYi1g",2022-07-27 07:39:03,116982303,1.552196854904869e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.552196830238503e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/5TkOujiLg6",2022-07-27 07:38:57,159217885,1.552196830238503e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.552196317132505e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/HFJR0bXq3B",2022-07-27 07:36:55,159217885,1.552196317132505e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.552196293765636e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/DwA2BBAf9O",2022-07-27 07:36:49,116982303,1.552196293765636e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.552196270064026e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/NfK0ttlVJt",2022-07-27 07:36:43,1464717420,1.552196270064026e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.552194757287617e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/sCqBf1aA9g",2022-07-27 07:30:43,1464717420,1.552194757287617e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.552194736454533e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/m7epmcY5pN",2022-07-27 07:30:38,116982303,1.552194736454533e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.55219471497968e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/k6iM2n2mnW",2022-07-27 07:30:33,159217885,1.55219471497968e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.552193771798155e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/y5Ski1lyco",2022-07-27 07:26:48,159217885,1.552193771798155e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.552193748066796e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/IZG7BqeW2J",2022-07-27 07:26:42,116982303,1.552193748066796e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.552193725668872e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/gOKUuuJc8r",2022-07-27 07:26:37,1464717420,1.552193725668872e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.552193385905082e+18,id,"Jersey Hoodies Baju Balap Motor Cross Drag Bike Gaspol 201m (1/2)

👉 Link: https://t.co/IEaLE5fZoP

AC Milan Real Madrid #ExtraordinaryAttorneyWooEp8 #CopotJugaFadil #blokirkominfo namjoon pastikan kedaulatan nkri https://t.co/YLBFQErG4b",2022-07-27 07:25:16,1424847385725858048,1.552193385905082e+18,0,0,0,0,jersey hoodies baju balap motor cross drag bike gaspol 201m (1/2) :backhand_index_pointing_right: link: HTTPURL ac milan real madrid #HASHTAG #HASHTAG #HASHTAG namjoon pastikan kedaulatan nkri HTTPURL,neutral,0.9923825860023499
1.552192450696868e+18,id,"Jaket Pria Nike Parasut Windrunner Polos Sporty Olahraga Sepeda Running and Jogging

👉 Link: https://t.co/d8lrfxyyYH

#blokirkominfo Jenderal Dudung Abdurachman BMKG #โอมนนน Perawan https://t.co/0YJTOwFp8a",2022-07-27 07:21:33,1424847385725858048,1.552192450696868e+18,0,0,0,0,jaket pria nike parasut windrunner polos sporty olahraga sepeda running and jogging :backhand_index_pointing_right: link: HTTPURL #HASHTAG jenderal dudung abdurachman bmkg #HASHTAG perawan HTTPURL,neutral,0.991828978061676
1.552191888022651e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/FFjyg3OYcQ",2022-07-27 07:19:19,1464717420,1.552191888022651e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.55219186560829e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/jgBmPOwWyg",2022-07-27 07:19:13,116982303,1.55219186560829e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.552191837439656e+18,id,"#RIPLion ACTOR JIN #percumalaporpolisi Mas Adam Gmail #BlokirKominfo Haaland kim garam With You Suga CCTV bighit happy birthday fajri GET WELL SOON JAY Grealish masa depan nkri #JISOO ACTOR KIM SEOKJIN PROUD OF YOU JIN Biore
https://t.co/LVabzsj5m2",2022-07-27 07:19:07,159217885,1.552191837439656e+18,0,0,0,0,#HASHTAG actor jin #HASHTAG mas adam gmail #HASHTAG haaland kim garam with you suga cctv bighit happy birthday fajri get well soon jay grealish masa depan nkri #HASHTAG actor kim seokjin proud of you jin biore HTTPURL,neutral,0.850963294506073
1.552176389260202e+18,qme,"https://t.co/t3j0tTgAK9
#BlokirKominfo",2022-07-27 06:17:43,189891320,1.552176389260202e+18,0,0,1,0,HTTPURL #HASHTAG,neutral,0.962487518787384
1.552131550879547e+18,id,"Jangan ngitip Privasiku, kalian tukang nguntip!

#BlokirKominfo #PSEMelanggarHAM #PSEberbauKomunis",2022-07-27 03:19:33,706776804,1.552131550879547e+18,1,0,1,0,"jangan ngitip privasiku, kalian tukang nguntip! #HASHTAG #HASHTAG #HASHTAG",negative,0.9954466223716736
1.552108858809926e+18,id,"@AREAJULID ada nyawa yg hilang trus disuruh damai 

kalo nyawa anaknya yg hilang dia mau damai gitu?

masa ga punya empati melihat dari sudut pandang korban dan keluarga 

aswww!!!! 

#blokirkominfo",2022-07-27 01:49:23,1200914690034979072,1.551858264526033e+18,1,0,1,0,@USER ada nyawa yg hilang trus disuruh damai kalo nyawa anaknya yg hilang dia mau damai gitu? masa ga punya empati melihat dari sudut pandang korban dan keluarga aswww!!!! #HASHTAG,negative,0.9940926432609558
