id,author_id,lang,created_at,text,conversation_id,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.553757832909976e+18,42467852,id,2022-07-31 15:01:49,"Ini bkn solusi bagaimana dgn pekerja remote yg dibayar menggunakan paypal ? Saya butuh solusi klo ini solusi sementara bkn jangka panjang  #kominfogoblok 
https://t.co/u1RX11zUIF",1.553757832909976e+18,0,0,0,0,ini bkn solusi bagaimana dgn pekerja remote yg dibayar menggunakan paypal ? saya butuh solusi klo ini solusi sementara bkn jangka panjang #HASHTAG HTTPURL,negative,0.6156299114227295
1.553752500208996e+18,1553007295381901056,id,2022-07-31 14:40:38,"@Daihatsusby2 
Bang akun google saya di retas juga
Bagaimana cara abang bisa mendapatkan kembali akun abang??
Saya tadi sudah bikin laporan ke polres, tinggal nunggu di kirim ke kominfo daerah saya",1.553752500208996e+18,0,0,0,0,"@USER bang akun google saya di retas juga bagaimana cara abang bisa mendapatkan kembali akun abang?? saya tadi sudah bikin laporan ke polres, tinggal nunggu di kirim ke kominfo daerah saya",neutral,0.7321467399597168
1.553752175498887e+18,154748889,id,2022-07-31 14:39:20,"njirrr, DDDrive ny google kominfo blokir jg tuh.... 😅😅🤦",1.553752175498887e+18,0,1,0,0,"njirrr, dddrive ny google kominfo blokir jg tuh.... :grinning_face_with_sweat::grinning_face_with_sweat::person_facepalming:",neutral,0.7846879959106445
1.553752113796502e+18,944653712332439552,zxx,2022-07-31 14:39:05,https://t.co/bkVhY0PfHP,1.553752113796502e+18,0,0,0,0,HTTPURL,neutral,0.41922974586486816
1.553749793805341e+18,1526760572,id,2022-07-31 14:29:52,"BRAINLY, GOOGLE CLASSROOM, GMAIL, GDRIVE, LINKEDIN DI BLOCK???? KOMINFO OTAKNYA DMN ANJENG sedangkan mobelentot lolos👍👍 https://t.co/ZYh8vLKxib",1.553749793805341e+18,0,1,0,0,"brainly, google classroom, gmail, gdrive, linkedin di block???? kominfo otaknya dmn anjeng sedangkan mobelentot lolos:thumbs_up::thumbs_up: HTTPURL",negative,0.9187397956848145
1.553743591075627e+18,980097559736721408,id,2022-07-31 14:05:13,"Kementerian Kominfo RI menyatakan bahwa hampir semua penyenggelara sistem elektronik lingkup privat baik lokal maupun asing yang sudah terdaftar di kementerian Kominfo RI, termasuk wasttapp, Instagram, Google dan YouTube.sementara tinggal 6 saja yang masih belum, termasuk Paypal",1.553743591075627e+18,1,0,2,0,"kementerian kominfo ri menyatakan bahwa hampir semua penyenggelara sistem elektronik lingkup privat baik lokal maupun asing yang sudah terdaftar di kementerian kominfo ri, termasuk wasttapp, instagram, google dan youtube.sementara tinggal 6 saja yang masih belum, termasuk paypal",neutral,0.9773420691490173
1.553740785908351e+18,1406926429,en,2022-07-31 13:54:05,"@JakeSucky Simply, greedy gov.. Corporation like steam, google, paypal didnt want to register their platform because they know we need them, but these stupid ass kominfo think they are smarter than them. Please help our country by spreading the news.",1.553426948285575e+18,0,1,0,0,"@USER simply, greedy gov.. corporation like steam, google, paypal didnt want to register their platform because they know we need them, but these stupid ass kominfo think they are smarter than them. please help our country by spreading the news.",negative,0.8411530256271362
1.553740610330591e+18,1492869584432812032,ja,2022-07-31 13:53:23,Kominfo への攻撃で忙しいので、独自のアプリケーションを作成して、Kominfo に登録してみてはいかがでしょうか。 結局のところ、PSEに登録するのはどれくらい難しいのですか、Google l、なぜ大企業はPSEに登録したいのですか? 確かに基本。@takaduri https://t.co/JsJXZUYyVP,1.553740610330591e+18,10,0,0,0,kominfo への攻撃で忙しいので、独自のアプリケーションを作成して、kominfo に登録してみてはいかがでしょうか。 結局のところ、pseに登録するのはどれくらい難しいのですか、google l、なぜ大企業はpseに登録したいのですか? 確かに基本。@takaduri HTTPURL,neutral,0.5993559956550598
1.553736819157901e+18,1543975022922202880,id,2022-07-31 13:38:19,"kenapa harus blokir kominfo, kalo kita bisa kasih rating dia bintang 1 di google maps HAHAHA
 #BlokirKominfo",1.553736819157901e+18,0,0,0,0,"kenapa harus blokir kominfo, kalo kita bisa kasih rating dia bintang 1 di google maps hahaha #HASHTAG",negative,0.5760949850082397
1.553732273983263e+18,1553572849746489088,id,2022-07-31 13:20:15,"Lu minta data dari google, steam, sama perusahaan kelas Internasional buat didaftarin di PSE sedangkan buat jaga data WA aja sering bocor itu gimana logikanya??? Kominfo sudah punya kinerja sekelas kancah DUNIA? IYA KALO YANG MEGANG MASIH PAK RUDIANTARA

#BlokirKominfo",1.553732273983263e+18,0,0,4,0,"lu minta data dari google, steam, sama perusahaan kelas internasional buat didaftarin di pse sedangkan buat jaga data wa aja sering bocor itu gimana logikanya??? kominfo sudah punya kinerja sekelas kancah dunia? iya kalo yang megang masih pak rudiantara #HASHTAG",negative,0.6579424738883972
1.55372982348664e+18,4758766038,id,2022-07-31 13:10:31,"@AdityaChristy2 @SydneyX5w @jokowi Cari lah di mbah google,, atau manual aja dlu,, ini bkan masalah bisa tdaknya kominfo menjamin data pribadi, tapi kominfo sebagai pemegang penuh komunikasi digital di indonesia pnya hak unk mendata platform yg ber operasi di indonesia, n itu harus dihormati",1.553444821976891e+18,0,1,0,0,"@USER @USER @USER cari lah di mbah google,, atau manual aja dlu,, ini bkan masalah bisa tdaknya kominfo menjamin data pribadi, tapi kominfo sebagai pemegang penuh komunikasi digital di indonesia pnya hak unk mendata platform yg ber operasi di indonesia, n itu harus dihormati",negative,0.7044879198074341
1.553728678655586e+18,1753849801,id,2022-07-31 13:05:58,@ernestprakasa @Arie_Kriting PSE katanya buat melindungi data penduduk Indonesia tapi kalau gini sih serius gw lebih percaya data gw di  Google daripada Kominfo,1.553683217294959e+18,0,1,0,0,@USER @USER pse katanya buat melindungi data penduduk indonesia tapi kalau gini sih serius gw lebih percaya data gw di google daripada kominfo,negative,0.8906250596046448
1.553727938239275e+18,77654478,ja,2022-07-31 13:03:02,"#RekayasaPolitikTamengResesi
#RekayasaPolitikTamengResesi
Nunes صلاح Suizid ベリアル Mimi Emirhan 水着ベリアル

Semoga rame dan terkumpul banyak. Wkwkwk… 
https://t.co/STdDHp6XgP",1.553727938239275e+18,7,3,15,0,#HASHTAG #HASHTAG nunes صلاح suizid ベリアル mimi emirhan 水着ベリアル semoga rame dan terkumpul banyak. wkwkwk… HTTPURL,neutral,0.8839254379272461
1.55372288057942e+18,1436854611160165888,id,2022-07-31 12:42:56,"@boyinheaven_ @Isfunadila1 Para Neti MAHA GUOOBLOOOKKKK,
dri pada sibuk nyerang kominfo kenapa kalian gak buat Aplikasi sendiri, lalu daftar ke Kominfo. Lagian apa sulitnya daftar PSE, Google l, perusahaan yg udh besar aja mau kok daftar PSE. Dasar emang.
https://t.co/2oZHjhRCnw",1.553551926218064e+18,0,0,0,0,"@USER @USER para neti maha guoobloookkkk, dri pada sibuk nyerang kominfo kenapa kalian gak buat aplikasi sendiri, lalu daftar ke kominfo. lagian apa sulitnya daftar pse, google l, perusahaan yg udh besar aja mau kok daftar pse. dasar emang. HTTPURL",negative,0.9930956959724426
1.55371608105932e+18,1323090359581199872,id,2022-07-31 12:15:55,#BlokirKominfo Reshuffle menteri @kemkominfo @PlateJohnny @NasDem  secepatnya. CC @jokowi https://t.co/4LQXT9vas7 https://t.co/DWpxkrJFrT,1.55371608105932e+18,2,0,1,1,#HASHTAG reshuffle menteri @USER @USER @USER secepatnya. cc @USER HTTPURL HTTPURL,neutral,0.9586127400398254
1.553715332279603e+18,1418262540044280064,id,2022-07-31 12:12:56,"@radixwp Nih baca ... kalau mereka ngak daftar OJK mau nutup pinjol saja harus ngemis ngemis ke mereka ... ingat kita negara yg berdaulat ... termasuk omongan mu ... bila kita punya kedaulatan tentu lebih mudah melindungi warganegara .. jangan egois lah
https://t.co/Voyp5aK5uG",1.553556862578328e+18,0,1,0,0,@USER nih baca ... kalau mereka ngak daftar ojk mau nutup pinjol saja harus ngemis ngemis ke mereka ... ingat kita negara yg berdaulat ... termasuk omongan mu ... bila kita punya kedaulatan tentu lebih mudah melindungi warganegara .. jangan egois lah HTTPURL,negative,0.9488485455513
1.553712462582522e+18,777823665094205440,id,2022-07-31 12:01:32,Kalau daftarin perusahaan ke PSE = kominfo punya akses ke data kita di perusahaan yang daftar. Aku dukung google dkk gausah daftar aja deh. https://t.co/nTSb0uCUpd,1.553712462582522e+18,0,0,2,0,kalau daftarin perusahaan ke pse = kominfo punya akses ke data kita di perusahaan yang daftar. aku dukung google dkk gausah daftar aja deh. HTTPURL,negative,0.7274163961410522
1.553711305197908e+18,2813089718,en,2022-07-31 11:56:56,"@Yumeiyume_purr Kominfo be like:
Haha sike, just for 5 days, PayPal better kneel before us and be a good bootlicker. 

I really hope Valve, Epic and others don't give a shit about @kemkominfo shitty terms. Google and others were being a pussy about it",1.553690733571232e+18,0,1,2,0,"@USER kominfo be like: haha sike, just for 5 days, paypal better kneel before us and be a good bootlicker. i really hope valve, epic and others don't give a shit about @USER shitty terms. google and others were being a pussy about it",negative,0.5897080898284912
1.553711231323714e+18,1463773286769200896,en,2022-07-31 11:56:38,"Some of Indonesians try to speculating Kominfo decided to make all the big company of social media like twitter, instagram, google, youtube, pinterest and etc. must be registered in PSE in order to get users data for president election. If that theory was true, it will scary.",1.5537102456412e+18,0,1,0,0,"some of indonesians try to speculating kominfo decided to make all the big company of social media like twitter, instagram, google, youtube, pinterest and etc. must be registered in pse in order to get users data for president election. if that theory was true, it will scary.",neutral,0.806160569190979
1.553707258420179e+18,1144545157,ko,2022-07-31 11:40:51,"@raymizard_n @memefess MAHA GUOOBOOKKKK 네티스,
당신은 Kominfo를 공격하기에 바쁘므로 자신의 응용 프로그램을 만든 다음 Kominfo에 등록하십시오. 결국 PSE에 등록하는 것이 얼마나 어려운지, Google, 더 큰 회사는 PSE에 등록하고 싶어합니다. 정말 기본.",1.553636985243566e+18,0,0,0,0,"@USER @USER maha guoobookkkk 네티스, 당신은 kominfo를 공격하기에 바쁘므로 자신의 응용 프로그램을 만든 다음 kominfo에 등록하십시오. 결국 pse에 등록하는 것이 얼마나 어려운지, google, 더 큰 회사는 pse에 등록하고 싶어합니다. 정말 기본.",negative,0.46748360991477966
1.553705186904121e+18,122670730,qme,2022-07-31 11:32:37,@SuiciDeSpair666 @aamaamaamm @lantip @rendy @thedufresne https://t.co/qXllsDotSI,1.553229276543336e+18,0,0,0,0,@USER @USER @USER @USER @USER HTTPURL,neutral,0.9051175713539124
1.553703925760799e+18,1369627659525787904,id,2022-07-31 11:27:36,@Abeduh_ @buanawisnu @Pucchi_JKT48 orang kominfo lagi ngawasin convo ini dan nyari nama ling arknights di google dan justru ikutan sabrut,1.553699796405584e+18,0,1,0,0,@USER @USER @USER orang kominfo lagi ngawasin convo ini dan nyari nama ling arknights di google dan justru ikutan sabrut,negative,0.9908673763275146
1.553701403180544e+18,38590241,id,2022-07-31 11:17:35,"Saya tidak menemukan sosok juru bicara di tengah keributan blokir oleh Kominfo, ini sungguh mengherankan karena Kominfo pernah punya pak Gatot S Dewa Broto. Googling singkat, saya menemukan ada nama Dedy Permadi dan ada di rilis resmi kementerian.

Link: https://t.co/IX1683vnuL https://t.co/kGMkiKSKy8",1.553701403180544e+18,3,1,6,0,"saya tidak menemukan sosok juru bicara di tengah keributan blokir oleh kominfo, ini sungguh mengherankan karena kominfo pernah punya pak gatot s dewa broto. googling singkat, saya menemukan ada nama dedy permadi dan ada di rilis resmi kementerian. link: HTTPURL HTTPURL",negative,0.5841453075408936
1.553699849677128e+18,1414601608269210112,id,2022-07-31 11:11:25,"Bukan siapa², tapi tiap buka google dan tahu kabar baru rasanya kok segitunya? Why?
#BrigadirJ 
#BrigadirJosua 
#brigadirjoshua 
#brigadir 
#kominfobadut 
#BlokirKominfo 
#kominfo",1.553699849677128e+18,0,0,0,0,"bukan siapa², tapi tiap buka google dan tahu kabar baru rasanya kok segitunya? why? #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG",neutral,0.7385494112968445
1.553689940885508e+18,1553298536003141888,id,2022-07-31 10:32:02,"minum susu biar sehat 
full link tiktoknya : https://t.co/KjC3LH9FLe

#TikTokviral #kominfo #paypal #vcscolmek #vcsbugil #vcsreal #SANGE_AAAAAAAAAAH #bacol https://t.co/XPVimJDxei",1.553689940885508e+18,0,0,0,0,minum susu biar sehat full link tiktoknya : HTTPURL #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG HTTPURL,neutral,0.9470638632774353
1.553688758616494e+18,1480556166753124096,ar,2022-07-31 10:27:20,"@boyinheaven_ @Isfunadila1 مها غوبلوك نيتيس ،
بدلاً من الانشغال بمهاجمة Kominfo ، لماذا لا تقوم بإنشاء التطبيق الخاص بك ، ثم قم بالتسجيل في Kominfo. بعد كل شيء ، ما مدى صعوبة التسجيل في PSE أو Google أو حتى الشركات الكبرى؟",1.553551926218064e+18,0,0,1,0,@USER @USER مها غوبلوك نيتيس ، بدلاً من الانشغال بمهاجمة kominfo ، لماذا لا تقوم بإنشاء التطبيق الخاص بك ، ثم قم بالتسجيل في kominfo. بعد كل شيء ، ما مدى صعوبة التسجيل في pse أو google أو حتى الشركات الكبرى؟,neutral,0.7409230470657349
1.553687465038332e+18,1547658233405246976,id,2022-07-31 10:22:12,"@bagiwang @detikcom Maaf bukan pajak guys, tapi aturan lain yg tidak dipenuhi (beritanya jg udah dihapus tuh)...ttp aja aturan harus ditegakkan

https://t.co/J9komw0waP",1.553528866815328e+18,0,0,0,0,"@USER @USER maaf bukan pajak guys, tapi aturan lain yg tidak dipenuhi (beritanya jg udah dihapus tuh)...ttp aja aturan harus ditegakkan HTTPURL",negative,0.8282816410064697
1.553683902287737e+18,984618323861110784,nl,2022-07-31 10:08:03,"@boyinheaven_ @Isfunadila1 MAHA GUOOBLOOKKKK Netis, Aangezien bezig bent Kominfo aan te vallen, waarom maak je dan niet je eigen applicatie en registreer je dan bij Kominfo.Immers,hoe moeilijk is het om te registreren voor PSE, Google l, waarom willen bedrijven zich registreren voor PSE?basis inderdad",1.553551926218064e+18,0,0,4,0,"@USER @USER maha guooblookkkk netis, aangezien bezig bent kominfo aan te vallen, waarom maak je dan niet je eigen applicatie en registreer je dan bij kominfo.immers,hoe moeilijk is het om te registreren voor pse, google l, waarom willen bedrijven zich registreren voor pse?basis inderdad",neutral,0.5731374621391296
1.553680584178008e+18,4830373788,id,2022-07-31 09:54:51,So i made a quick design of blocked sites by kominfo with inspiration from google's material product. Lumayan seru juga untuk mengisi kegabutan 😆 #BlokirKominfo https://t.co/WsrE5OPYaR,1.553680584178008e+18,0,0,0,0,so i made a quick design of blocked sites by kominfo with inspiration from google's material product. lumayan seru juga untuk mengisi kegabutan :grinning_squinting_face: #HASHTAG HTTPURL,positive,0.9138126969337463
1.553678901213565e+18,2781492470,id,2022-07-31 09:48:10,"@matiusagi @TretanMuslim Gini ya dek, kalo lu bilang gitu, harusnya lu lebih mikir gimana cara ""INDUSTRI LOCAL"" yang lu bilang itu masarin game mereka ke luar. Kalo elu bilang ""mereka bisa masarin via digital yang gue liat di google"" 

Itu namanya lu support bajakan anak muda

Di bayar brp sama kominfo?",1.553271388160479e+18,0,0,0,0,"@USER @USER gini ya dek, kalo lu bilang gitu, harusnya lu lebih mikir gimana cara ""industri local"" yang lu bilang itu masarin game mereka ke luar. kalo elu bilang ""mereka bisa masarin via digital yang gue liat di google"" itu namanya lu support bajakan anak muda di bayar brp sama kominfo?",negative,0.9794178605079651
1.553676235498148e+18,58880688,id,2022-07-31 09:37:35,"Tegas! Kominfo Beri Waktu Google dkk Selesaikan Pendaftaran PSE, jika Tidak, Resmi Diblokir? https://t.co/pXrlcs4yrB",1.553676235498148e+18,0,0,0,0,"tegas! kominfo beri waktu google dkk selesaikan pendaftaran pse, jika tidak, resmi diblokir? HTTPURL",neutral,0.9668251276016235
1.553674933028327e+18,708590262226845696,id,2022-07-31 09:32:24,"#BlokirKominfo kenapa Kominfo nggak blokir Google Facebook Whatsaap? karena mereka butuh wkwkwkwk, mereka aja masih pake banyak produk yang belum daftar PSE kok, sok sokan menegakan aturan",1.553674933028327e+18,0,0,0,0,"#HASHTAG kenapa kominfo nggak blokir google facebook whatsaap? karena mereka butuh wkwkwkwk, mereka aja masih pake banyak produk yang belum daftar pse kok, sok sokan menegakan aturan",negative,0.9963420033454895
1.553674894625235e+18,1540940668423373056,id,2022-07-31 09:32:15,"Mau jalani Bisnis.. 
Tapi gak punya modal besar untuk jalakan!! 

Jgn berkecil hati. 

Quantum Metal berikan peluang kpd masyarakat Indonesia untuk dpt lakukan Bisnis JUAL-BELI emas (LM) tentunya dgn Legalitas Antam &amp;  Kominfo. 

Simak, pelajari caranya :
https://t.co/XX3RVeg6c6 https://t.co/6bo0scuBYZ",1.553674894625235e+18,0,0,1,0,"mau jalani bisnis.. tapi gak punya modal besar untuk jalakan!! jgn berkecil hati. quantum metal berikan peluang kpd masyarakat indonesia untuk dpt lakukan bisnis jual-beli emas (lm) tentunya dgn legalitas antam & kominfo. simak, pelajari caranya : HTTPURL HTTPURL",neutral,0.911755383014679
1.553672456522437e+18,58880688,id,2022-07-31 09:22:34,"Baru Daftar Manual, Kominfo Beri Tenggat Waktu Sebulan untuk Google Melengkapi Data PSE https://t.co/jEjEnCmadJ",1.553672456522437e+18,0,0,0,0,"baru daftar manual, kominfo beri tenggat waktu sebulan untuk google melengkapi data pse HTTPURL",neutral,0.9979378581047058
1.553668570554384e+18,2839135292,pt,2022-07-31 09:07:07,"@boyinheaven_ @Isfunadila1 MAHA GOBLOOKKK Netis,
Em vez de estar ocupado atacando o Kominfo, por que você não cria seu próprio aplicativo e se registra no Kominfo. Afinal, quão difícil é se registrar no PSE, no Google ou em empresas ainda maiores?",1.553551926218064e+18,0,0,19,0,"@USER @USER maha goblookkk netis, em vez de estar ocupado atacando o kominfo, por que você não cria seu próprio aplicativo e se registra no kominfo. afinal, quão difícil é se registrar no pse, no google ou em empresas ainda maiores?",neutral,0.6970615386962891
1.553667416789754e+18,187803815,id,2022-07-31 09:02:32,"Para Neti MAHA GUOOBLOOOKKKK,
dri pada sibuk nyerang kominfo kenapa kalian gak buat Aplikasi sendiri, lalu daftar ke Kominfo. Lagian apa sulitnya daftar PSE, Google l, perusahaan yg udh besar aja mau kok daftar PSE. Dasar emang. https://t.co/TCLZ534gCW",1.553667416789754e+18,0,0,0,0,"para neti maha guoobloookkkk, dri pada sibuk nyerang kominfo kenapa kalian gak buat aplikasi sendiri, lalu daftar ke kominfo. lagian apa sulitnya daftar pse, google l, perusahaan yg udh besar aja mau kok daftar pse. dasar emang. HTTPURL",negative,0.9935716390609741
1.55366513113283e+18,1277631957493400064,id,2022-07-31 08:53:27,"@4n664A @renjiro_junichi @PayPal @kemkominfo Iya gua tau gua bego mampus, tetapi setidaknya gua bisa membaca ketimbang loe https://t.co/tzWh4qQjtz https://t.co/NJndcSSwLD",1.553127190359056e+18,0,1,0,0,"@USER @USER @USER @USER iya gua tau gua bego mampus, tetapi setidaknya gua bisa membaca ketimbang loe HTTPURL HTTPURL",negative,0.9587315917015076
1.553664029604061e+18,1090222239998333056,id,2022-07-31 08:49:04,"Para Neti MAHA GUOOBLOOOKKKK,
dri pada sibuk nyerang kominfo kenapa kalian gak buat Aplikasi sendiri, lalu daftar ke Kominfo. Lagian apa sulitnya daftar PSE, Google l, perusahaan yg udh besar aja mau kok daftar PSE. Dasar emang.",1.553664029604061e+18,0,0,0,0,"para neti maha guoobloookkkk, dri pada sibuk nyerang kominfo kenapa kalian gak buat aplikasi sendiri, lalu daftar ke kominfo. lagian apa sulitnya daftar pse, google l, perusahaan yg udh besar aja mau kok daftar pse. dasar emang.",negative,0.9936582446098328
1.55366339706076e+18,2281550395,id,2022-07-31 08:46:34,Kominfo Beri Waktu Sebulan Google Selesaikan Pendaftaran PSE https://t.co/vyzlfkexuT,1.55366339706076e+18,0,0,0,0,kominfo beri waktu sebulan google selesaikan pendaftaran pse HTTPURL,neutral,0.9979509711265564
1.553662100559372e+18,1237785164,id,2022-07-31 08:41:25,"Diblokirnya layanan distribusi digital permainan video, atau #steamdiblokir   oleh pemerintah Indonesia menjadi pertanyaan besar. Pasalnya, Valve sebagai distribusi Steam merasa dirugikan, karena Google dan YouTube tidak diblokir. https://t.co/rbuv2QWmLY",1.553662100559372e+18,0,0,0,0,"diblokirnya layanan distribusi digital permainan video, atau #HASHTAG oleh pemerintah indonesia menjadi pertanyaan besar. pasalnya, valve sebagai distribusi steam merasa dirugikan, karena google dan youtube tidak diblokir. HTTPURL",negative,0.970216691493988
1.553661859953521e+18,924204506891431936,id,2022-07-31 08:40:27,"@bellacarolline Lebih percaya data gw di simpan dan di olah sama google,meta dan microsoft daripada kominfo, infrastruktur lebih bagus,diatur sama para ahlinya juga dan pastinya lebih aman, gak kebocoran data kayak di kominfo, gw kerja di bidang teknologi, jadi tau dan bukan asal bacot",1.553654617019257e+18,0,0,3,0,"@USER lebih percaya data gw di simpan dan di olah sama google,meta dan microsoft daripada kominfo, infrastruktur lebih bagus,diatur sama para ahlinya juga dan pastinya lebih aman, gak kebocoran data kayak di kominfo, gw kerja di bidang teknologi, jadi tau dan bukan asal bacot",positive,0.9875189661979675
1.553660776207958e+18,1342524401816728064,id,2022-07-31 08:36:09,"my message to kominfo:
asu kowe jancok. blokiren kabeh internet, gen ors enek sing isa ngeakses apa-apa sing menurutmu ilegal, mboh kuwi youtube apa google, bajingan.",1.553660776207958e+18,0,1,0,0,"my message to kominfo: asu kowe jancok. blokiren kabeh internet, gen ors enek sing isa ngeakses apa-apa sing menurutmu ilegal, mboh kuwi youtube apa google, bajingan.",negative,0.9970833659172058
1.55365984622583e+18,2388795571,id,2022-07-31 08:32:27,"Google sudah mendaftar PSE sejak 20 Juli secara manual. Menurut Kominfo, ratusan PSE lainnya juga mendaftar secara manual karena mengalami kesulitan hingga tenggat waktu yang diberikan habis. #Terbaru #Kilas https://t.co/sxq4Z6EpyK",1.55365984622583e+18,0,1,1,1,"google sudah mendaftar pse sejak 20 juli secara manual. menurut kominfo, ratusan pse lainnya juga mendaftar secara manual karena mengalami kesulitan hingga tenggat waktu yang diberikan habis. #HASHTAG #HASHTAG HTTPURL",neutral,0.8936846852302551
1.553655712181473e+18,355324623,id,2022-07-31 08:16:01,@imrenagi @Google @qassandrach @rendybjunior @kemkominfo wkwkwkwk berarti eventnya untuk pengalihan isu kominfo ya bang ?,1.553646116335657e+18,0,0,0,0,@USER @USER @USER @USER @USER wkwkwkwk berarti eventnya untuk pengalihan isu kominfo ya bang ?,negative,0.7442052960395813
1.55365507437466e+18,68930552,id,2022-07-31 08:13:29,"Google sudah mendaftar PSE sejak 20 Juli secara manual. Menurut Kominfo, ada ratusan PSE lainnya yang juga mendaftar secara manual karena mengalami kesulitan hingga tenggat waktu yang diberikan habis.  https://t.co/AU9Ico73aJ",1.55365507437466e+18,0,0,2,1,"google sudah mendaftar pse sejak 20 juli secara manual. menurut kominfo, ada ratusan pse lainnya yang juga mendaftar secara manual karena mengalami kesulitan hingga tenggat waktu yang diberikan habis. HTTPURL",neutral,0.9504948258399963
