id,lang,author_id,created_at,conversation_id,text,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.55305435156829e+18,id,2400931190.0,2022-07-29 16:26:26,1.553040478160818e+18,"@TretanMuslim @kemkominfo Gw tau orang2 kominfo mainnya zuma, tp dota gausah diblokir juga sat!!",1,0,2,0,"@USER @USER gw tau orang2 kominfo mainnya zuma, tp dota gausah diblokir juga sat!!",negative,0.7457329034805298
1.553054239270011e+18,id,2392460208.0,2022-07-29 16:25:59,1.553054239270011e+18,Kota Malang Ukir Sederet Prestasi pada Jatim Kominfo Festival 2022 https://t.co/hN7LgDQ9v7,1,0,1,0,kota malang ukir sederet prestasi pada jatim kominfo festival 2022 HTTPURL,neutral,0.8834037780761719
1.553053715770515e+18,id,1.198662618149339e+18,2022-07-29 16:23:54,1.553040478160818e+18,@TretanMuslim @kemkominfo Kominfo kalo gk ada kerjakann resek anjing,0,0,0,0,@USER @USER kominfo kalo gk ada kerjakann resek anjing,negative,0.9952166080474854
1.553053014839112e+18,id,1.243496391747318e+18,2022-07-29 16:21:07,1.552570991649247e+18,@yogadwitya_ itu kominfo lg bikinbikin biar km berantem sama cwk km🙏🏻,0,0,0,0,@USER itu kominfo lg bikinbikin biar km berantem sama cwk km:folded_hands_light_skin_tone:,neutral,0.7885334491729736
1.553052337903911e+18,id,251030240.0,2022-07-29 16:18:26,1.553040478160818e+18,"@TretanMuslim @kemkominfo Kominfo punya masalah apa sih ??

Kek cewe lgi pms...dikit2 blokir",0,0,7,0,@USER @USER kominfo punya masalah apa sih ?? kek cewe lgi pms...dikit2 blokir,negative,0.9810826778411865
1.553052072576418e+18,id,1.327618530863321e+18,2022-07-29 16:17:23,1.553040478160818e+18,"@TretanMuslim @kemkominfo tiada hari tanpa pemblokiran, itulah kominfo.",0,0,0,0,"@USER @USER tiada hari tanpa pemblokiran, itulah kominfo.",negative,0.5619642734527588
1.553051922751705e+18,id,1.198662618149339e+18,2022-07-29 16:16:47,1.553051922751705e+18,Jadi ketahuan sama kominfo sering ngirim vid kartun binatang telanjang https://t.co/bQdhvCupk0,0,0,0,0,jadi ketahuan sama kominfo sering ngirim vid kartun binatang telanjang HTTPURL,negative,0.9063248038291931
1.553051297435099e+18,id,1.328335425266618e+18,2022-07-29 16:14:18,1.553051297435099e+18,adh mimpi gwa adalah msup hukum undip/unpad trus kerja di kominfo mengikuti jejak tth tp GKBS,0,0,0,0,adh mimpi gwa adalah msup hukum undip/unpad trus kerja di kominfo mengikuti jejak tth tp gkbs,negative,0.4663873612880707
1.553051127091909e+18,id,1.328335425266618e+18,2022-07-29 16:13:37,1.553051127091909e+18,ih tp pgn jg kerja di kementrian kek tth gt di kominfo 😔,0,1,0,0,ih tp pgn jg kerja di kementrian kek tth gt di kominfo :pensive_face:,neutral,0.9847789406776428
1.553050751672283e+18,id,89075794.0,2022-07-29 16:12:08,1.553050751672283e+18,Kominfo ini kenapa sih kok antik banget https://t.co/XExxLU3d5T,0,0,0,0,kominfo ini kenapa sih kok antik banget HTTPURL,negative,0.996670663356781
1.553049760223068e+18,id,1.149649138616717e+18,2022-07-29 16:08:11,1.553040478160818e+18,@TretanMuslim @kemkominfo Kominfo : udh maen LoL aja ama valo.,0,1,0,0,@USER @USER kominfo : udh maen lol aja ama valo.,neutral,0.5837305784225464
1.553048927234011e+18,id,1.4666307871266e+18,2022-07-29 16:04:53,1.552972980057436e+18,"@takaduri Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
(https://t.co/V1ffGIZRFe)",0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9931765198707581
1.553048624455528e+18,qam,1.291015172727874e+18,2022-07-29 16:03:40,1.553048213338264e+18,@TretanMuslim @kemkominfo @djikp @kominfo_jtg @kominfodiy,0,0,0,0,@USER @USER @USER @USER @USER,neutral,0.8007279634475708
1.553048617161617e+18,id,1.262609774979379e+18,2022-07-29 16:03:39,1.553048213338264e+18,@TretanMuslim Kominfo yang ga Kominfo Kominfo amat,0,0,1,0,@USER kominfo yang ga kominfo kominfo amat,negative,0.9955224990844727
1.553048574799122e+18,id,1.4666307871266e+18,2022-07-29 16:03:29,1.552960107998167e+18,"@vanillafrapucin Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
(https://t.co/V1ffGIZRFe)",0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9931765198707581
1.553048478422831e+18,id,17523128.0,2022-07-29 16:03:06,1.553048478422831e+18,kominfo https://t.co/fNjAspK06s,1,1,1,0,kominfo HTTPURL,neutral,0.9583085179328918
1.553048404145582e+18,id,1.4666307871266e+18,2022-07-29 16:02:48,1.552982719248081e+18,"@ikyvany Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
(https://t.co/V1ffGIZRFe)",0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9931765198707581
1.553048197400252e+18,id,252755645.0,2022-07-29 16:01:59,1.552979386978038e+18,@tsetiady Pegawai googlenya dateng jam setengah 6 nih ke kantor kominfo sambil bawa map fotokopian masing2 3 rangkap.,34,3,137,7,@USER pegawai googlenya dateng jam setengah 6 nih ke kantor kominfo sambil bawa map fotokopian masing2 3 rangkap.,neutral,0.9938964247703552
1.553048193121731e+18,id,216570282.0,2022-07-29 16:01:58,1.553048193121731e+18,Bayangin dapat pesan resmi dari Kominfo diucapin selamat https://t.co/tD7d45nqJv,0,0,3,0,bayangin dapat pesan resmi dari kominfo diucapin selamat HTTPURL,negative,0.5871936678886414
1.553048112767255e+18,id,1.4666307871266e+18,2022-07-29 16:01:38,1.552992412821504e+18,"@syelalacan_ Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
(https://t.co/V1ffGIZRFe)",0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9931765198707581
1.553047899306541e+18,id,1.094048746881483e+18,2022-07-29 16:00:48,1.553040478160818e+18,"@TretanMuslim @kemkominfo Wahh, kominfo iki kerjone ndak jelass!",0,0,0,0,"@USER @USER wahh, kominfo iki kerjone ndak jelass!",negative,0.993328332901001
1.553047884936798e+18,id,2258347356.0,2022-07-29 16:00:44,1.553047884936798e+18,sakit ni orang2 kominfo https://t.co/rMyfkxcgap,0,1,0,0,sakit ni orang2 kominfo HTTPURL,negative,0.9970918893814087
1.553047763285185e+18,id,1.4666307871266e+18,2022-07-29 16:00:15,1.552977626054406e+18,"@butuhwangskli Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
(https://t.co/V1ffGIZRFe)",0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9931765198707581
1.553047675188105e+18,id,1.221079210686464e+18,2022-07-29 15:59:54,1.553040478160818e+18,@TretanMuslim @kemkominfo blokir kominfo aja bsa gk,0,0,1,0,@USER @USER blokir kominfo aja bsa gk,negative,0.8451592922210693
1.553047578123457e+18,id,1.4666307871266e+18,2022-07-29 15:59:31,1.552961774508315e+18,"@akusisulung_ Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
(https://t.co/V1ffGIZRFe)",0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9931765198707581
1.553047395789074e+18,id,1.4666307871266e+18,2022-07-29 15:58:48,1.552970843516699e+18,"@cloudsaaa Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Gqvt , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
(https://t.co/V1ffGJi0Tm)",0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9931765198707581
1.553047013393961e+18,id,1.4666307871266e+18,2022-07-29 15:57:16,1.552972214978224e+18,"@PatriciaAxel Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
(https://t.co/V1ffGIZRFe)",0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9931765198707581
1.55304694970769e+18,id,1.308262609280328e+18,2022-07-29 15:57:01,1.55304694970769e+18,"Perbaiki dulu infrastruktur kelistrikannya, baru alihkan penggunaan energinya. Ekonomi seret begini mau dialihin ke listrik? Kocak, noh PSEnya kominfo diberesin dulu dah. Kok buru buru amat😂",0,0,0,0,"perbaiki dulu infrastruktur kelistrikannya, baru alihkan penggunaan energinya. ekonomi seret begini mau dialihin ke listrik? kocak, noh psenya kominfo diberesin dulu dah. kok buru buru amat:face_with_tears_of_joy:",negative,0.9924650192260742
1.553046822154686e+18,id,1.4666307871266e+18,2022-07-29 15:56:31,1.55297151052809e+18,"@arvie_ryu Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
(https://t.co/V1ffGIZRFe)",0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9931765198707581
1.553046135354188e+18,id,1.4666307871266e+18,2022-07-29 15:53:47,1.552964818617119e+18,"@MlKHAYLA Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
(https://t.co/V1ffGIZRFe)",0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9931765198707581
1.553045884237058e+18,id,9.869209283144416e+17,2022-07-29 15:52:47,1.553040478160818e+18,@TretanMuslim @kemkominfo kominfo norak,0,0,0,0,@USER @USER kominfo norak,negative,0.997986912727356
1.553045759003881e+18,en,83312599.0,2022-07-29 15:52:17,1.553045759003881e+18,"i might be one of the many who will never get LPDP because me too, given the chance, would just get the hell out of this country

but.

the argument on proper tax use stands, and it's not just for LPDP

kominfo and brin, for example. those are a total waste of taxpayer's money https://t.co/99D7wlEvYo",0,2,5,0,"i might be one of the many who will never get lpdp because me too, given the chance, would just get the hell out of this country but. the argument on proper tax use stands, and it's not just for lpdp kominfo and brin, for example. those are a total waste of taxpayer's money HTTPURL",negative,0.9723860025405884
1.553045745791816e+18,id,1650251460.0,2022-07-29 15:52:14,1.553045745791816e+18,"Kita manusia aja punya rasa malu, kok kominfo nggak",0,0,0,0,"kita manusia aja punya rasa malu, kok kominfo nggak",negative,0.9962053894996643
1.553045734882042e+18,id,1.4666307871266e+18,2022-07-29 15:52:12,1.552962080034017e+18,"@goodduhh Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
(https://t.co/V1ffGIZRFe)",0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9931765198707581
1.553045426139304e+18,id,1.4666307871266e+18,2022-07-29 15:50:58,1.550432655694778e+18,"@saanzyu Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
(https://t.co/V1ffGIZRFe)",0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9931765198707581
1.553045123608433e+18,id,1.4666307871266e+18,2022-07-29 15:49:46,1.552965601064554e+18,"@kiapprovt Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
(https://t.co/V1ffGIZRFe)",0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9931765198707581
1.553045108898968e+18,id,1.332002836121416e+18,2022-07-29 15:49:42,1.553045108898968e+18,Mending kominfo belajar bikin website yg bagus. Soalnya websitenya jelek. https://t.co/7qb86y3Cd0,0,0,1,0,mending kominfo belajar bikin website yg bagus. soalnya websitenya jelek. HTTPURL,negative,0.996525228023529
1.553044965894173e+18,id,67281504.0,2022-07-29 15:49:08,1.553044965894173e+18,"ini situs pse.kominfo.go,id tengah malam kok njepat ini kenapa ya?

memblokir diri sendiri?",0,1,3,0,"ini situs pse.kominfo.go,id tengah malam kok njepat ini kenapa ya? memblokir diri sendiri?",negative,0.9891787767410278
1.553044935128936e+18,id,1.4666307871266e+18,2022-07-29 15:49:01,1.552962779841061e+18,"@denikkurniawan1 Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
(https://t.co/V1ffGIZRFe)",0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9931765198707581
1.553044585156207e+18,id,1.4666307871266e+18,2022-07-29 15:47:37,1.552959174891696e+18,"@lunaticbang93 Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
(https://t.co/V1ffGIZRFe)",0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9931765198707581
1.553044123393102e+18,id,303078111.0,2022-07-29 15:45:47,1.553040478160818e+18,"@TretanMuslim @kemkominfo kominfo isinya orang2 yg gak asik di tongkrongan terus dimusuhin, apalagi si sammi kerispatih tuhh",0,0,1,0,"@USER @USER kominfo isinya orang2 yg gak asik di tongkrongan terus dimusuhin, apalagi si sammi kerispatih tuhh",negative,0.9955005049705505
1.553044037363712e+18,id,7.83962215619498e+17,2022-07-29 15:45:27,1.553044037363712e+18,"Kominfo gajelas nih. Maen blokar-blokir aja. Kalo fesbuk diblock, ntar bos w kalo mau komplen materi ads, gimana pea? Masa sms?",0,1,2,0,"kominfo gajelas nih. maen blokar-blokir aja. kalo fesbuk diblock, ntar bos w kalo mau komplen materi ads, gimana pea? masa sms?",negative,0.9960134029388428
1.55304394061788e+18,id,1.315607909993083e+18,2022-07-29 15:45:04,1.55304394061788e+18,"mending kominfo blokir ig mantan saya, lebih bahaya soalnya https://t.co/RRR5VHhfdb",0,0,0,0,"mending kominfo blokir ig mantan saya, lebih bahaya soalnya HTTPURL",negative,0.9870583415031433
1.553043869897728e+18,zxx,1.48637412383225e+18,2022-07-29 15:44:47,1.553043869897728e+18,https://t.co/qBwQ4mAtct,0,0,0,0,HTTPURL,neutral,0.41922974586486816
1.553043517949166e+18,id,1.4666307871266e+18,2022-07-29 15:43:23,1.552974765756781e+18,"@annabukanana Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
(https://t.co/V1ffGIZRFe)",0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9931765198707581
1.553043485644964e+18,id,1.411337529509388e+18,2022-07-29 15:43:15,1.553040478160818e+18,"@TretanMuslim @kemkominfo KOMINFO udah 500 stack, apapun dihantam",0,0,0,0,"@USER @USER kominfo udah 500 stack, apapun dihantam",negative,0.9572107195854187
1.553043462882472e+18,id,1.100259692591215e+18,2022-07-29 15:43:10,1.553040478160818e+18,@TretanMuslim @kemkominfo ketik 1 untuk sunstrike kantor kominfo,0,0,0,0,@USER @USER ketik 1 untuk sunstrike kantor kominfo,neutral,0.9975665807723999
1.553043300252234e+18,id,1.4666307871266e+18,2022-07-29 15:42:31,1.552973600415953e+18,"@geografits Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
(https://t.co/V1ffGIZRFe)",0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9931765198707581
1.553043201438917e+18,id,1.273169992083739e+18,2022-07-29 15:42:08,1.553043201438917e+18,"udah gila

https://t.co/00K6h31nbX",0,4,0,0,udah gila HTTPURL,negative,0.9870738983154297
1.55304310993569e+18,id,1.4666307871266e+18,2022-07-29 15:41:46,1.552970556781105e+18,"@taamygg Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
(https://t.co/V1ffGIZRFe)",0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL , lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9931765198707581
1.553042886702166e+18,id,367028050.0,2022-07-29 15:40:52,1.553040478160818e+18,@TretanMuslim @kemkominfo Ngeri kominfo,0,0,0,0,@USER @USER ngeri kominfo,negative,0.9968801736831665
1.553042710319182e+18,id,1248666608.0,2022-07-29 15:40:10,1.553042710319182e+18,kominfo jembodd!!!! https://t.co/Fm5ySGHGT9,0,0,0,0,kominfo jembodd!!!! HTTPURL,neutral,0.9977253079414368
