id,text,author_id,created_at,conversation_id,lang,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.552694291578819e+18,@rarexbaby @kominfo https://t.co/wSI18rOD72,1314241821258650112,2022-07-28 16:35:41,1.552687082610442e+18,qme,0,1,0,0,@USER @USER HTTPURL,neutral,0.9391787052154541
1.552694189913084e+18,@yangpunyagalak_ @kominfo https://t.co/qGhfZSqOcX,229389817,2022-07-28 16:35:17,1.552687082610442e+18,qme,0,1,0,0,@USER @USER HTTPURL,neutral,0.9391787052154541
1.552694023579525e+18,@rarexbaby @kominfo https://t.co/9EHTTsWV4u,1314241821258650112,2022-07-28 16:34:37,1.552687082610442e+18,qme,0,1,0,0,@USER @USER HTTPURL,neutral,0.9391787052154541
1.552693814321881e+18,@howtodresvvell otw cari crush deh biar kominfo ga mencak2 mulu liat isi wa gue,1309336526073990912,2022-07-28 16:33:47,1.552207257064309e+18,id,0,0,0,0,@USER otw cari crush deh biar kominfo ga mencak2 mulu liat isi wa gue,negative,0.9774714112281799
1.552693740208198e+18,@yangpunyagalak_ @kominfo JGN SMPE AK JOROGIN YH KM?????????,229389817,2022-07-28 16:33:29,1.552687082610442e+18,id,0,1,1,0,@USER @USER jgn smpe ak jorogin yh km?????????,negative,0.9732071757316589
1.552693446371987e+18,@rarexbaby @kominfo,1314241821258650112,2022-07-28 16:32:19,1.552687082610442e+18,qam,0,1,0,0,@USER @USER,neutral,0.5440816879272461
1.552692994037322e+18,"apakah setelah obatnya diminum, pesan dari kominfo tidak muncul lagi? https://t.co/quQ9nPKZsv https://t.co/GbxBsQnFph",20353113,2022-07-28 16:30:32,1.552692994037322e+18,id,0,0,0,0,"apakah setelah obatnya diminum, pesan dari kominfo tidak muncul lagi? HTTPURL HTTPURL",neutral,0.9186151623725891
1.55269267199479e+18,Orang Kominfo jam 3 pagi liatin gue scroll bokep anime kaga berenti2 https://t.co/FkQowa7qbb,1380006268891374080,2022-07-28 16:29:15,1.55269267199479e+18,id,0,0,9,0,orang kominfo jam 3 pagi liatin gue scroll bokep anime kaga berenti2 HTTPURL,negative,0.7298892140388489
1.552691557953946e+18,Apa Itu PSE Kominfo dan Fungsinya | Jurnalpost https://t.co/cyJg9dRn9m,550714680,2022-07-28 16:24:49,1.552691557953946e+18,id,0,0,0,0,apa itu pse kominfo dan fungsinya | jurnalpost HTTPURL,neutral,0.9960542917251587
1.552691012140933e+18,"@worksfess Coba cek di digitalen kominfo, disana sering ngadain pelatihan online full gratis, sekarang saya juga lagi ikut AWS cloud architectur, bisa dicoba tuh",598962976,2022-07-28 16:22:39,1.552457526880264e+18,id,0,0,0,0,"@USER coba cek di digitalen kominfo, disana sering ngadain pelatihan online full gratis, sekarang saya juga lagi ikut aws cloud architectur, bisa dicoba tuh",neutral,0.5126786828041077
1.552690831949083e+18,"@txtfrombrand J : jangan bilang siapa-siapa ya?
Y : iya , janji

kominfo : https://t.co/wJrzntLeEU",1116938110124716032,2022-07-28 16:21:56,1.552157315771822e+18,id,0,0,0,0,"@USER j : jangan bilang siapa-siapa ya? y : iya , janji kominfo : HTTPURL",neutral,0.8761546015739441
1.55269037463192e+18,kominfo liat chat gw apa ga bosen... https://t.co/U1Zip4GPXm,3336027192,2022-07-28 16:20:07,1.55269037463192e+18,id,0,0,0,0,kominfo liat chat gw apa ga bosen... HTTPURL,neutral,0.5145960450172424
1.552690342671004e+18,"Kelas pendampingan ini dilaksanakan secara daring melalui Zoom Meeting, pada:
🗓 Jumat, 29 Juli 2022
⏰ (Waktu tertera di flyer ya, Sobat!😆)

Jangan sampai ketinggalan ya, Sobat!
Ayo #BikinUsahamuMakinGoOnline bersama #UMKMGoOnline #Kominfo",1515990095483994112,2022-07-28 16:19:59,1.552690340338889e+18,id,0,0,1,0,"kelas pendampingan ini dilaksanakan secara daring melalui zoom meeting, pada: :spiral_calendar: jumat, 29 juli 2022 :alarm_clock: (waktu tertera di flyer ya, sobat!:grinning_squinting_face:) jangan sampai ketinggalan ya, sobat! ayo #HASHTAG bersama #HASHTAG #HASHTAG",neutral,0.98686683177948
1.552690273050034e+18,"@alpokatmentega terima kasih kominfo 🥹

https://t.co/SMtEKFFUcg",1548412210825036032,2022-07-28 16:19:43,1.552633721437954e+18,id,0,0,0,0,@USER terima kasih kominfo :face_holding_back_tears: HTTPURL,neutral,0.9903537034988403
1.552690134809661e+18,@nurmawanrr @txtfrombrand kominfo : https://t.co/0zjWPR34M7,1116938110124716032,2022-07-28 16:19:10,1.552157315771822e+18,id,0,0,2,0,@USER @USER kominfo : HTTPURL,neutral,0.9873864054679871
1.552690026286162e+18,"@cloudrainycha Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt, lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
https://t.co/V1ffGIZRFe",1466630787126599936,2022-07-28 16:18:44,1.552674113151709e+18,id,0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9935097098350525
1.552689859587817e+18,"@asdfghjkldndr Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt, lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
https://t.co/V1ffGIZRFe",1466630787126599936,2022-07-28 16:18:04,1.552674158307189e+18,id,0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9935097098350525
1.552689842311508e+18,@Eightyeightpm @txtfrombrand kominfo office : https://t.co/PxS9r4u8ld,1116938110124716032,2022-07-28 16:18:00,1.552157315771822e+18,cs,0,0,0,0,@USER @USER kominfo office : HTTPURL,neutral,0.9914320707321167
1.552689392132948e+18,"Gerakan Nasional Literasi Digital Siberkreasi, Republik Indonesia  menggelar webinar literasi digital kepada lebih dari 14,6 juta orang di Indonesia.
@kemkominfo
@PlateJohnny 
https://t.co/YfDVepsDRv",1359504856294117120,2022-07-28 16:16:13,1.552689392132948e+18,id,0,0,0,0,"gerakan nasional literasi digital siberkreasi, republik indonesia menggelar webinar literasi digital kepada lebih dari 14,6 juta orang di indonesia. @USER @USER HTTPURL",neutral,0.9952502250671387
1.552689192886751e+18,@yogadwitya_ Wasapmu di bajak kominfo,1231430865265164032,2022-07-28 16:15:25,1.552570991649247e+18,id,0,0,0,0,@USER wasapmu di bajak kominfo,negative,0.9944329857826233
1.55268904455517e+18,"Ruang digital yang makin intens, yang dilakukan oleh manusia nyata dengan beragam latar belakang. Dari situ lahirlah, standar komunikasi dari banyaknya koneksi. 
Untuk itu perlu adanya etika dalam media digital.
@kemkominfo
@PlateJohnny
https://t.co/l4df5I4GFK",1359504856294117120,2022-07-28 16:14:50,1.55268904455517e+18,id,0,0,0,0,"ruang digital yang makin intens, yang dilakukan oleh manusia nyata dengan beragam latar belakang. dari situ lahirlah, standar komunikasi dari banyaknya koneksi. untuk itu perlu adanya etika dalam media digital. @USER @USER HTTPURL",positive,0.4629207253456116
1.552689041396552e+18,"@Antok21919121 @yukatanasayy Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt, lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
https://t.co/V1ffGIZRFe",1466630787126599936,2022-07-28 16:14:49,1.552661230300516e+18,id,0,0,0,0,"@USER @USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9922690987586975
1.552688758872424e+18,Pegawai kominfo akan bergabung jadi tim huru hara selain tim whastapp https://t.co/SIse6Nbiex,553343528,2022-07-28 16:13:42,1.552688758872424e+18,id,0,0,0,0,pegawai kominfo akan bergabung jadi tim huru hara selain tim whastapp HTTPURL,neutral,0.9973838925361633
1.552688666501607e+18,"Siberkreasi @Kominfo selenggarakan Webinar berjualan lewat E-Commerce
Kegiatan webinar yang ke-14 untuk berbagai komunitas di wilayah Sumatra 
@kemkominfo 
@PlateJohnny https://t.co/EBZ4jsDfc2",1359504856294117120,2022-07-28 16:13:20,1.552688666501607e+18,id,0,0,0,0,siberkreasi @USER selenggarakan webinar berjualan lewat e-commerce kegiatan webinar yang ke-14 untuk berbagai komunitas di wilayah sumatra @USER @USER HTTPURL,neutral,0.9926297664642334
1.552688534342865e+18,"@raraiaia118 Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt, lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
https://t.co/V1ffGIZRFe",1466630787126599936,2022-07-28 16:12:48,1.552678279001215e+18,id,0,1,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9935097098350525
1.552688398049022e+18,Kominfo ngetroll bah,2412073208,2022-07-28 16:12:16,1.552688398049022e+18,id,0,0,1,0,kominfo ngetroll bah,negative,0.9901548624038696
1.552688303559692e+18,@vikosatriaa Kominfo itu,1253913322484720128,2022-07-28 16:11:53,1.552686148916457e+18,id,0,0,0,0,@USER kominfo itu,neutral,0.7070838212966919
1.552688227299267e+18,"Sindrom FOMO sendiri, antara lain lahir dari kebiasaan para generasi muda yang berlebihan dalam menggunakan media sosial.
 @kemkominfo
@PlateJohnny
https://t.co/Pbeq1gYP1p",1359504856294117120,2022-07-28 16:11:35,1.552688227299267e+18,id,0,0,0,0,"sindrom fomo sendiri, antara lain lahir dari kebiasaan para generasi muda yang berlebihan dalam menggunakan media sosial. @USER @USER HTTPURL",negative,0.9819939732551575
1.552688025661948e+18,"@zee_say Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt, lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
https://t.co/V1ffGIZRFe",1466630787126599936,2022-07-28 16:10:47,1.552682688137417e+18,id,0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9935097098350525
1.552687820132987e+18,"@kemkominfo melakukan kunjungan kerja ke Amerika Serikat untuk memastikan kemajuan pembuatan satelit di Boeing, SpaceX, dan Hughes Network System. @PlateJohnny 
https://t.co/0nI1Vu7Ho3",1359504856294117120,2022-07-28 16:09:58,1.552687820132987e+18,id,0,0,0,0,"@USER melakukan kunjungan kerja ke amerika serikat untuk memastikan kemajuan pembuatan satelit di boeing, spacex, dan hughes network system. @USER HTTPURL",neutral,0.9951096177101135
1.552687183848686e+18,"Perusahaan teknologi asing yang belum terdaftar di PSE Kominfo seperti browser Opera, media sosial profesional LinkedIn, marketplace @kemkominfo
@PlateJohnny 
https://t.co/TsdT3PxfhC",1359504856294117120,2022-07-28 16:07:26,1.552687183848686e+18,id,0,0,0,0,"perusahaan teknologi asing yang belum terdaftar di pse kominfo seperti browser opera, media sosial profesional linkedin, marketplace @USER @USER HTTPURL",neutral,0.9940956830978394
1.552686962917937e+18,"Kominfo bersama Lembaga Dakwah PBNU menggelar Literasi Digital

Peran Perempuan dalam Dakwah Digital

Kamis, 28 Juli 2022

#ldpbnu https://t.co/49JLmcf91t",1351076414989206016,2022-07-28 16:06:34,1.552686962917937e+18,id,3,1,19,0,"kominfo bersama lembaga dakwah pbnu menggelar literasi digital peran perempuan dalam dakwah digital kamis, 28 juli 2022 #HASHTAG HTTPURL",neutral,0.9965672492980957
1.552686565889315e+18,"kominfo bantu aku dong, ss in bukti kalo mantanku selingkuh https://t.co/WMOv0ohJn5",1079214592557870976,2022-07-28 16:04:59,1.552686565889315e+18,id,0,0,0,0,"kominfo bantu aku dong, ss in bukti kalo mantanku selingkuh HTTPURL",neutral,0.75538569688797
1.55268645758396e+18,"Aduh aku takut chat kita dibaca sama kominfo, ngobrol di kos kamu aja gimana? https://t.co/88H09Hdw43",258199230,2022-07-28 16:04:33,1.55268645758396e+18,id,0,1,0,0,"aduh aku takut chat kita dibaca sama kominfo, ngobrol di kos kamu aja gimana? HTTPURL",negative,0.9960753321647644
1.55268626996437e+18,"Data menjadi sumber energi bagi ekonomi digital. Perkembangan interkonektivitas internet telah memaksimalkan teknologi baru seperti big data, blockchain, dan artificial intelligent yang berbasiskan data.
@kemkominfo 
@PlateJohnny
https://t.co/yDJVzmHQaI",1359504856294117120,2022-07-28 16:03:48,1.55268626996437e+18,id,0,0,0,0,"data menjadi sumber energi bagi ekonomi digital. perkembangan interkonektivitas internet telah memaksimalkan teknologi baru seperti big data, blockchain, dan artificial intelligent yang berbasiskan data. @USER @USER HTTPURL",neutral,0.8566916584968567
1.552685013703213e+18,Lrt meanwhile i got kominfo and ASIO looking at my crush to masben awkoawkoawk,1162693201154605056,2022-07-28 15:58:49,1.552685013703213e+18,en,0,0,0,0,lrt meanwhile i got kominfo and asio looking at my crush to masben awkoawkoawk,neutral,0.8888668417930603
1.552684904831648e+18,"SKB 3 Menteri oleh Menteri Kominfo, Kapolri dan Jaksa Agung, jelas tertera pada pasal 27 ayat (3) delik aduan absolut maka harus korban langsung yang harus melapor

https://t.co/GWlydUDVfZ

@jokowi @mohmahfudmd @KejaksaanRI @NawalLubis",817446331119587328,2022-07-28 15:58:23,1.552684904831648e+18,id,0,0,0,0,"skb 3 menteri oleh menteri kominfo, kapolri dan jaksa agung, jelas tertera pada pasal 27 ayat (3) delik aduan absolut maka harus korban langsung yang harus melapor HTTPURL @USER @USER @USER @USER",neutral,0.9124683141708374
1.552684606910243e+18,"@kemkominfo memberikan kelonggaran waktu bagi sejumlah aplikasi yang belum mendaftar, terhitung lima hari kerja sejak Kamis (21/7). @PlateJohnny   
https://t.co/iYSWyvoATU",1359504856294117120,2022-07-28 15:57:12,1.552684606910243e+18,id,0,0,0,0,"@USER memberikan kelonggaran waktu bagi sejumlah aplikasi yang belum mendaftar, terhitung lima hari kerja sejak kamis (21/7). @USER HTTPURL",neutral,0.9918673634529114
1.552684369160344e+18,"@alpokatmentega Ya allah, ga kebayang pas kominfo baca chat WA ku.......",1076586041740411008,2022-07-28 15:56:15,1.552633721437954e+18,id,0,0,0,0,"@USER ya allah, ga kebayang pas kominfo baca chat wa ku.......",negative,0.9746319055557251
1.552684359702168e+18,"Inisiatif BNI itu bisa diikuti semua pihak dan terus berkelanjutan untuk mendukung terciptanya ekosistem industri game Nasional yang sehat dan inovatif.
@kemkominfo 
@PlateJohnny
https://t.co/Xm6RyAr951",1359504856294117120,2022-07-28 15:56:13,1.552684359702168e+18,id,0,0,0,0,inisiatif bni itu bisa diikuti semua pihak dan terus berkelanjutan untuk mendukung terciptanya ekosistem industri game nasional yang sehat dan inovatif. @USER @USER HTTPURL,positive,0.6170271039009094
1.552684209873261e+18,Meme Kocak Netizen Soal Kominfo Bisa Intip Pesan Whatsapp-Gmail https://t.co/LNNWJzlqgc,17128975,2022-07-28 15:55:37,1.552684209873261e+18,id,2,0,4,1,meme kocak netizen soal kominfo bisa intip pesan whatsapp-gmail HTTPURL,neutral,0.9937556982040405
1.552684070399726e+18,@txtfrombrand yang ada kominfo ngakak lihat stiker ni99a twerking,1892006124,2022-07-28 15:55:04,1.552157315771822e+18,id,0,0,0,0,@USER yang ada kominfo ngakak lihat stiker ni99a twerking,negative,0.8358726501464844
1.552684054658818e+18,"@tanyakanrl Aku tadi pagi ga bisa refresh feed juga. Error mulu, padahal temenku bisa. Kalo dipakein vpn langsung lancar jaya wkwk. Keknya ada hubungannya dengan peraturan kominfo itu deh. Tadi pagi sampe siang error, pas sore udh normal.",1522850575162913024,2022-07-28 15:55:00,1.552679036291142e+18,id,0,0,0,0,"@USER aku tadi pagi ga bisa refresh feed juga. error mulu, padahal temenku bisa. kalo dipakein vpn langsung lancar jaya wkwk. keknya ada hubungannya dengan peraturan kominfo itu deh. tadi pagi sampe siang error, pas sore udh normal.",negative,0.8164350986480713
1.552683542437659e+18,Meme Kocak Netizen Soal Kominfo Bisa Intip Pesan Whatsapp-Gmail https://t.co/YpPOWWra2H,1442122733886664960,2022-07-28 15:52:58,1.552683542437659e+18,id,0,0,0,0,meme kocak netizen soal kominfo bisa intip pesan whatsapp-gmail HTTPURL,neutral,0.9937556982040405
1.552683170507932e+18,kominfo bisa melihat semua kebotian ares https://t.co/JT0hSWljYc,1543917670730711040,2022-07-28 15:51:29,1.552683170507932e+18,id,0,1,0,0,kominfo bisa melihat semua kebotian ares HTTPURL,neutral,0.9916935563087463
1.552682420708979e+18,@ichineose “dasar anak muda.” -kominfo,1543917670730711040,2022-07-28 15:48:31,1.552682222158619e+18,id,0,1,0,0,@USER “dasar anak muda.” -kominfo,negative,0.8603387475013733
1.552682368238223e+18,sak kantor kominfo go to Mars bareng2 https://t.co/HAqz2L09jX,1251504650139779072,2022-07-28 15:48:18,1.552682368238223e+18,id,0,0,1,0,sak kantor kominfo go to mars bareng2 HTTPURL,neutral,0.9953357577323914
1.552682222158619e+18,gua gak bisa membayangkan kalo misal kominfo bisa baca semua chat https://t.co/qpk2ipw9Ht,1477572897115832064,2022-07-28 15:47:43,1.552682222158619e+18,id,0,3,0,1,gua gak bisa membayangkan kalo misal kominfo bisa baca semua chat HTTPURL,negative,0.8658046126365662
1.552681455238533e+18,"@syawal_krasem Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt, lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
https://t.co/V1ffGIZRFe",1466630787126599936,2022-07-28 15:44:41,1.551962070035616e+18,id,0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9935097098350525
1.552681443759133e+18,"Tips Kominfo agar Terhindar dari Fenomena FOMO

Tema fenomena Fomo diambil sangat dekat dengan tren dan keseharian anak muda. 

@PlateJohnny @kemkominfo
https://t.co/0BHhsNx4DK",2495710832,2022-07-28 15:44:38,1.552681443759133e+18,id,0,0,0,0,tips kominfo agar terhindar dari fenomena fomo tema fenomena fomo diambil sangat dekat dengan tren dan keseharian anak muda. @USER @USER HTTPURL,neutral,0.4720652997493744
1.552681294219211e+18,"@Alicia_noveS Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt, lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
https://t.co/V1ffGIZRFe",1466630787126599936,2022-07-28 15:44:02,1.552519246944543e+18,id,0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9935097098350525
1.552681128753893e+18,"@Guztiputra Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt, lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
https://t.co/V1ffGIZRFe",1466630787126599936,2022-07-28 15:43:23,1.552667538706014e+18,id,0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9935097098350525
1.552681121556894e+18,"https://t.co/ZKcvvNn8QW
BNI sebagai lifetime partner generasi milenial memfasilitasi dengan memberikan berbagai solusi perbankan di setiap transaksi game online.
@PlateJohnny 
@kemkominfo",2495710832,2022-07-28 15:43:21,1.552681121556894e+18,id,0,0,0,0,HTTPURL bni sebagai lifetime partner generasi milenial memfasilitasi dengan memberikan berbagai solusi perbankan di setiap transaksi game online. @USER @USER,neutral,0.7133766412734985
1.552680994469057e+18,"@Siaaapaya Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt, lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
https://t.co/V1ffGIZRFe",1466630787126599936,2022-07-28 15:42:51,1.552609817641964e+18,id,0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9935097098350525
1.552680704705581e+18,"@Gumilarmulya6 Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt, lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
https://t.co/V1ffGIZRFe",1466630787126599936,2022-07-28 15:41:42,1.552670611335696e+18,id,0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9935097098350525
1.552680649911583e+18,"https://t.co/mqT0dhuMdh

Kominfo bersama siberkreasi telah menyelenggarakan kegiatan webinar yang ke-14 untuk berbagai komunitas di wilayah Sumatera 
@PlateJohnny 
@kemkominfo",2495710832,2022-07-28 15:41:29,1.552680649911583e+18,id,0,0,0,0,HTTPURL kominfo bersama siberkreasi telah menyelenggarakan kegiatan webinar yang ke-14 untuk berbagai komunitas di wilayah sumatera @USER @USER,neutral,0.9929399490356445
1.552680471984607e+18,"@atho_at Hai kak, terkait hal tersebut silahkan download app SIGMON di link berikut ini https://t.co/m4ivW6Xtxt, lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. Privasi data terjaga. Terimakasih. 
Berikut tutorial penggunaan sigmon.
https://t.co/V1ffGIZRFe",1466630787126599936,2022-07-28 15:40:46,1.55267219062922e+18,id,0,0,0,0,"@USER hai kak, terkait hal tersebut silahkan download app sigmon di link berikut ini HTTPURL lalu dm kami username serta detil lokasi agar dicek lebih lanjut kendalanya. privasi data terjaga. terimakasih. berikut tutorial penggunaan sigmon. HTTPURL",neutral,0.9935097098350525
