id,created_at,text,author_id,conversation_id,lang,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.552929882031927e+18,2022-07-29 08:11:50,"Gw lagi gibahin Ardhito sama temen di WhatsApp.

Kominfo : https://t.co/rLhvaWFQaU",555754096,1.552929882031927e+18,id,1,1,2,0,gw lagi gibahin ardhito sama temen di whatsapp. kominfo : HTTPURL,neutral,0.996996283531189
1.552921133258768e+18,2022-07-29 07:37:04,Pengguna aplikasi media sosial baik itu WhatsApp maupun Gmail disebut bisa diintip isi pesannya. #CNNIndonesia #detikNetwork  https://t.co/qwws91BpMM,69183155,1.552921133258768e+18,id,1,0,5,4,pengguna aplikasi media sosial baik itu whatsapp maupun gmail disebut bisa diintip isi pesannya. #HASHTAG #HASHTAG HTTPURL,neutral,0.9914531707763672
1.552920533989458e+18,2022-07-29 07:34:41,https://t.co/QgFt19DKiZ,980097559736721408,1.552920533989458e+18,zxx,2,0,1,1,HTTPURL,neutral,0.41922974586486816
1.552919738849698e+18,2022-07-29 07:31:32,"Aplikasi-aplikasi tersebut antara lain adalah Facebook, Instagram, dan Whatsapp. Namun hingga berita ini dibuat, Youtube hingga Tinder belum mendaftarkan aplikasinya sebagai PSE kepada Kominfo.",1420635149054537984,1.552919714640191e+18,id,0,1,0,0,"aplikasi-aplikasi tersebut antara lain adalah facebook, instagram, dan whatsapp. namun hingga berita ini dibuat, youtube hingga tinder belum mendaftarkan aplikasinya sebagai pse kepada kominfo.",neutral,0.9948251247406006
1.552919261927973e+18,2022-07-29 07:29:38,Kominfo Disebut Bisa Intip Percakapan Whatsapp-Gmail Lewat Aturan PSE https://t.co/2pb337P4Jp,1456949178421101056,1.552919261927973e+18,id,0,0,0,0,kominfo disebut bisa intip percakapan whatsapp-gmail lewat aturan pse HTTPURL,neutral,0.9970965385437012
1.552918760126058e+18,2022-07-29 07:27:38,https://t.co/uDWpBEcFGO,980097559736721408,1.552918760126058e+18,zxx,1,0,2,0,HTTPURL,neutral,0.41922974586486816
1.552914413816259e+18,2022-07-29 07:10:22,https://t.co/dzyesY4m6G,980097559736721408,1.552914413816259e+18,zxx,1,0,1,0,HTTPURL,neutral,0.41922974586486816
1.552908873308447e+18,2022-07-29 06:48:21,https://t.co/va97JZt1c3,980097559736721408,1.552908873308447e+18,zxx,1,0,1,0,HTTPURL,neutral,0.41922974586486816
1.552908174797468e+18,2022-07-29 06:45:35,"Aturan PSE, Kominfo Bisa Akses Percakapan WhatsApp Masyarakat https://t.co/iphLPd5QWX",980097559736721408,1.552908174797468e+18,id,1,0,1,0,"aturan pse, kominfo bisa akses percakapan whatsapp masyarakat HTTPURL",neutral,0.9975372552871704
1.552908055662465e+18,2022-07-29 06:45:06,Cara Kominfo Bisa Intip Pesan Whatsapp-Gmail Pakai Aturan PSE https://t.co/HOneK6Y2Gn,980097559736721408,1.552908055662465e+18,id,1,0,1,0,cara kominfo bisa intip pesan whatsapp-gmail pakai aturan pse HTTPURL,neutral,0.9974266886711121
1.552907379532263e+18,2022-07-29 06:42:25,Kominfo Bisa Minta Data Chat Pengguna WhatsApp Pakai PSE? https://t.co/ItW6Q7SWoR,980097559736721408,1.552907379532263e+18,id,1,0,1,0,kominfo bisa minta data chat pengguna whatsapp pakai pse? HTTPURL,neutral,0.9980313181877136
1.552895230751707e+18,2022-07-29 05:54:09,@txtfrombrand Perasaan whatsapp udah pake end to end encryption yg org whatsappnya sendiri jg gak bisa baca.. napa skrg kominfo bisa baca?..,1248601388,1.552157315771822e+18,id,0,0,0,0,@USER perasaan whatsapp udah pake end to end encryption yg org whatsappnya sendiri jg gak bisa baca.. napa skrg kominfo bisa baca?..,negative,0.967505693435669
1.552891239418057e+18,2022-07-29 05:38:17,tema khotbah jumat hari ini: campur tangan kominfo di percakapan whatsapp dalam pandangan khotib,1323499923900310016,1.552891239418057e+18,id,0,0,0,0,tema khotbah jumat hari ini: campur tangan kominfo di percakapan whatsapp dalam pandangan khotib,neutral,0.9971495270729065
1.552890053512217e+18,2022-07-29 05:33:34,Meme Kocak Netizen Soal Kominfo Bisa Intip Pesan Whatsapp-Gmail - CNN Indonesia https://t.co/uw5ogcg0Vg,905588329,1.552890053512217e+18,id,0,0,0,0,meme kocak netizen soal kominfo bisa intip pesan whatsapp-gmail - cnn indonesia HTTPURL,neutral,0.9944842457771301
1.552887406311141e+18,2022-07-29 05:23:03,https://t.co/1fsJWHcV2V,980097559736721408,1.552887406311141e+18,zxx,1,0,1,0,HTTPURL,neutral,0.41922974586486816
1.552881871725347e+18,2022-07-29 05:01:04,"Kementerian Komunikasi dan Informatika (Kominfo) mengancam akan memblokir Google, WhatsApp, Instagram, Netflix, dan kawan-kawannya beberapa hari lagi.
Hal ini, lantaran para perusahaan asing tersebut hingga saat ini tidak kunjung mendaftar sebagai Penyelenggara Sistem Elektronik. https://t.co/HHR77Og8Zu",1438732688198823936,1.552881871725347e+18,id,0,0,0,0,"kementerian komunikasi dan informatika (kominfo) mengancam akan memblokir google, whatsapp, instagram, netflix, dan kawan-kawannya beberapa hari lagi. hal ini, lantaran para perusahaan asing tersebut hingga saat ini tidak kunjung mendaftar sebagai penyelenggara sistem elektronik. HTTPURL",neutral,0.8841331005096436
1.552875956188369e+18,2022-07-29 04:37:33,@yogadwitya_ kominfo lagi nyadap whatsapp,921296073217294336,1.552570991649247e+18,id,0,0,0,0,@USER kominfo lagi nyadap whatsapp,neutral,0.9145230650901794
1.552863752235909e+18,2022-07-29 03:49:04,"Whatsapp error terus perihal ceklis satu sama online, jadi banyak pasangan yang ribut. Ni kominfo kayanya lg makan popcorn sambil memantau roomchat pasangan yg bntar lg kandas wakakakakak",1117404948327624960,1.552863752235909e+18,id,0,0,1,0,"whatsapp error terus perihal ceklis satu sama online, jadi banyak pasangan yang ribut. ni kominfo kayanya lg makan popcorn sambil memantau roomchat pasangan yg bntar lg kandas wakakakakak",negative,0.991243839263916
1.552861635412636e+18,2022-07-29 03:40:39,@livingyourlies https://t.co/k6BI4sqlEF katanya sih cuman diintip kalo ada kepentingan hukum but we never know😭😭😭😭,1547271149985627904,1.552860824561398e+18,id,0,1,0,0,@USER HTTPURL katanya sih cuman diintip kalo ada kepentingan hukum but we never know:loudly_crying_face::loudly_crying_face::loudly_crying_face:,neutral,0.6629414558410645
1.552860824561398e+18,2022-07-29 03:37:25,Sending my prayers to those who uses whatsapp to sexting their partner since kominfo can read them now. Nanti kalo vcs kominfo join.,1547271149985627904,1.552860824561398e+18,en,0,1,0,0,sending my prayers to those who uses whatsapp to sexting their partner since kominfo can read them now. nanti kalo vcs kominfo join.,neutral,0.6005110740661621
1.55285980253535e+18,2022-07-29 03:33:22,"Aturan ini bisa mantau pembicaraan kdrun yang kerjanya menghasut dan memprovokasi umat, ketahuan langsung di cyduk aparat. 

Gw demen Kdrun gak bisa nggosip lagi.. 
https://t.co/pqFlRtDnXA https://t.co/J3TTISXOFE",1535667557092299008,1.55285980253535e+18,id,23,1,59,0,"aturan ini bisa mantau pembicaraan kdrun yang kerjanya menghasut dan memprovokasi umat, ketahuan langsung di cyduk aparat. gw demen kdrun gak bisa nggosip lagi.. HTTPURL HTTPURL",negative,0.9903857707977295
1.5528589557637e+18,2022-07-29 03:30:00,"""Dengan Permenkominfo PSE ini, pemerintah bisa meminta dan melihat informasi yang dibutuhkan untuk keperluan penyelidikan, meskipun data tersebut dienkripsi,"" ujar pakar keamanan siber dari CISSReC, Pratama Persadha. #CNNIndonesia 
https://t.co/xvPFexmygv",17128975,1.5528589557637e+18,id,1,1,4,1,"""dengan permenkominfo pse ini, pemerintah bisa meminta dan melihat informasi yang dibutuhkan untuk keperluan penyelidikan, meskipun data tersebut dienkripsi,"" ujar pakar keamanan siber dari cissrec, pratama persadha. #HASHTAG HTTPURL",neutral,0.9760693907737732
1.552854538402402e+18,2022-07-29 03:12:27,"Tetapkan Aturan PSE, Kominfo Bisa Intip Chat WhatsApp dan Gmail, Begini Sorotan Media Asing
https://t.co/GTmRTw3Yy7",1309595463650217984,1.552854538402402e+18,id,0,0,0,0,"tetapkan aturan pse, kominfo bisa intip chat whatsapp dan gmail, begini sorotan media asing HTTPURL",neutral,0.9967009425163269
1.552853459539759e+18,2022-07-29 03:08:10,"Lewat Aturan PSE, Kominfo Bisa Intip Percakapan Whatsapp dan Gmail

https://t.co/QMPFr9dIKT",1547292176648139008,1.552853459539759e+18,id,0,0,2,0,"lewat aturan pse, kominfo bisa intip percakapan whatsapp dan gmail HTTPURL",neutral,0.9970867037773132
1.552851296595882e+18,2022-07-29 02:59:34,@yogadwitya_ Kominfo kali tuh yg lg online-in WKWKWKKW kan skrng dia bs intip chat WhatsApp katanya,1238497411288329984,1.552570991649247e+18,id,0,0,0,0,@USER kominfo kali tuh yg lg online-in wkwkwkkw kan skrng dia bs intip chat whatsapp katanya,neutral,0.99172043800354
1.55285038816836e+18,2022-07-29 02:55:57,@yogadwitya_ Karna kominfo yang intip obrolan whatsapp,522913797,1.552570991649247e+18,id,0,0,0,0,@USER karna kominfo yang intip obrolan whatsapp,neutral,0.9961158037185669
1.55284879896737e+18,2022-07-29 02:49:38,"Duh! Lewat Aturan PSE, Kominfo Bisa Intip Percakapan Kalian di WhatsApp dan Gmail https://t.co/CrLaO9CJjH",853782937782714368,1.55284879896737e+18,id,1,0,1,0,"duh! lewat aturan pse, kominfo bisa intip percakapan kalian di whatsapp dan gmail HTTPURL",neutral,0.9956279993057251
1.552847477409083e+18,2022-07-29 02:44:23,Aturan PSE Wajib Daftar‚ Kominfo Bisa Lihat Pesan di WhatsApp &amp; Google https://t.co/YEBhWrysWm via @KATADATAcoid,1256384640,1.552847477409083e+18,id,1,0,0,0,aturan pse wajib daftar‚ kominfo bisa lihat pesan di whatsapp & google HTTPURL via @USER,neutral,0.9964253306388855
1.55284275903558e+18,2022-07-29 02:25:38,"BERASA DI NEGARA KOMUNIS.
KATANYA PANCASILA❓🤭
https://t.co/Wlts7WKqKB",1456316761368773120,1.55284275903558e+18,id,12,1,33,0,berasa di negara komunis. katanya pancasila:red_question_mark::face_with_hand_over_mouth: HTTPURL,neutral,0.9539083242416382
1.552837180766114e+18,2022-07-29 02:03:28,"Begini Cara Kominfo Bisa Intip Perbincangan di WhatsApp Terkait Aturan PSE
https://t.co/iZ2Y48Pxg5",1309595463650217984,1.552837180766114e+18,id,0,0,0,0,begini cara kominfo bisa intip perbincangan di whatsapp terkait aturan pse HTTPURL,neutral,0.9969730377197266
1.552832354317914e+18,2022-07-29 01:44:18,Kominfo Bisa Intip Pesan Whatsapp-Gmail Pakai Aturan PSE https://t.co/1xikElqgmV,1534631276304444928,1.552832354317914e+18,id,0,0,0,0,kominfo bisa intip pesan whatsapp-gmail pakai aturan pse HTTPURL,neutral,0.9971458315849304
1.552764327777772e+18,2022-07-28 21:13:59,Cara Kominfo Bisa Intip Pesan Whatsapp-Gmail Pakai Aturan PSE https://t.co/sQhml5r8bs,1442122733886664960,1.552764327777772e+18,id,0,0,0,0,cara kominfo bisa intip pesan whatsapp-gmail pakai aturan pse HTTPURL,neutral,0.9974266886711121
1.552739403592012e+18,2022-07-28 19:34:56,@yogadwitya_ Jangan jangan yang liat WhatsApp kita adalah kominfo https://t.co/QbMlhqq4h0,841607426205917184,1.552570991649247e+18,id,1,0,0,0,@USER jangan jangan yang liat whatsapp kita adalah kominfo HTTPURL,negative,0.9579809308052063
